Freq (Hz)	micro(Pa^2 )	hp(V^2 )
49.000000000000007E+0	102.094479129807310E-12	1.067011717459303E-9
50.000000000000007E+0	193.419913843364200E-12	1.244738558510452E-9
51.000000000000007E+0	114.188555773084470E-12	895.800105056027110E-12
52.000000000000007E+0	31.193394001071514E-12	1.066430214869091E-9
53.000000000000007E+0	13.463577998786693E-12	1.279130618935527E-9
54.000000000000007E+0	26.905443769494756E-12	1.790114099621252E-9
55.000000000000007E+0	8.390151202375670E-12	2.647997125584913E-9
56.000000000000007E+0	4.820713393904763E-12	3.540363289763461E-9
57.000000000000007E+0	40.706059116530737E-12	4.519908521104358E-9
58.000000000000007E+0	185.868441566990640E-12	6.604312771564392E-9
59.000000000000007E+0	174.092705618030000E-12	7.799585554272078E-9
60.000000000000007E+0	59.950123353728599E-12	11.164524757234489E-9
61.000000000000007E+0	36.140204801985905E-12	12.466555704993070E-9
62.000000000000007E+0	65.222320394010130E-12	22.071059572398550E-9
63.000000000000007E+0	25.500691291075908E-12	20.284188695494434E-9
64.000000000000014E+0	80.579238220139781E-12	28.656026840896468E-9
65.000000000000014E+0	134.904443942044650E-12	39.371186612384752E-9
66.000000000000014E+0	218.867310862952630E-12	42.406899810938022E-9
67.000000000000014E+0	173.536749216018350E-12	55.824371571034765E-9
68.000000000000014E+0	26.710386895228859E-12	65.213026337475308E-9
69.000000000000014E+0	17.697717206156778E-12	83.530092093799393E-9
70.000000000000014E+0	124.148406444435180E-12	98.816478482632931E-9
71.000000000000014E+0	114.397222911909500E-12	114.515182453141100E-9
72.000000000000014E+0	17.316118484857079E-12	124.254148827932440E-9
73.000000000000014E+0	20.260857942983898E-12	144.226641236413440E-9
74.000000000000014E+0	16.350590833408037E-12	172.456919384220890E-9
75.000000000000014E+0	38.398119317658860E-12	178.006530053388330E-9
76.000000000000014E+0	94.196531065204065E-12	211.050064024618560E-9
77.000000000000014E+0	50.391840411744700E-12	248.182760467580390E-9
78.000000000000014E+0	218.771913085886860E-12	245.751050357182340E-9
79.000000000000014E+0	190.568107024869510E-12	280.052594550455750E-9
80.000000000000014E+0	182.588275972713250E-12	328.092578305780430E-9
81.000000000000014E+0	40.041955939338855E-12	380.098160977017950E-9
82.000000000000014E+0	4.215860391567220E-12	415.978392246767050E-9
83.000000000000014E+0	73.229406414820603E-12	491.207125368326420E-9
84.000000000000014E+0	65.642520148235289E-12	585.825764566606110E-9
