Freq (Hz)	micro(Pa^2 )	hp(V^2 )
49.000000000000007E+0	419.555926354075420E-12	1.323114861124253E-9
50.000000000000007E+0	904.212890696893740E-12	3.058625054322749E-9
51.000000000000007E+0	517.847181518351300E-12	5.855957868101529E-9
52.000000000000007E+0	114.739212955072290E-12	1.797831688307067E-9
53.000000000000007E+0	13.098854425964454E-12	6.441292435558237E-9
54.000000000000007E+0	75.032446935206525E-12	6.599091256719370E-9
55.000000000000007E+0	84.658601993983271E-12	9.402198453999029E-9
56.000000000000007E+0	34.899163891014960E-12	10.791116601674516E-9
57.000000000000007E+0	162.227494221432170E-12	15.701188485907259E-9
58.000000000000007E+0	62.192560758828441E-12	20.040439629834966E-9
59.000000000000007E+0	18.123608518115546E-12	28.906911783705492E-9
60.000000000000007E+0	3.717157004247824E-12	36.242898549532493E-9
61.000000000000007E+0	99.622636496421029E-12	54.772767875488329E-9
62.000000000000007E+0	36.796785400710390E-12	60.203942850032664E-9
63.000000000000007E+0	11.715575835920163E-12	67.407450821621092E-9
64.000000000000014E+0	21.828156812597185E-12	114.688557052249240E-9
65.000000000000014E+0	12.180504780120608E-12	117.850844837291600E-9
66.000000000000014E+0	16.507459204845944E-12	136.548832489839460E-9
67.000000000000014E+0	97.742004484134514E-12	201.889384886507680E-9
68.000000000000014E+0	191.179796259499420E-12	232.417102099186140E-9
69.000000000000014E+0	57.976226762273296E-12	253.465764513950200E-9
70.000000000000014E+0	7.429229883036498E-12	312.942256272201000E-9
71.000000000000014E+0	3.385220227952255E-12	358.013776137307640E-9
72.000000000000014E+0	4.061464039066627E-12	396.377513031503520E-9
73.000000000000014E+0	7.147887224294178E-12	470.107383344363050E-9
74.000000000000014E+0	36.271984658489433E-12	566.788803171314490E-9
75.000000000000014E+0	62.074525962733730E-12	553.145067148520290E-9
76.000000000000014E+0	47.264266904158118E-12	610.996743059783480E-9
77.000000000000014E+0	118.538063761104950E-12	677.481714885481710E-9
78.000000000000014E+0	90.367848085934532E-12	762.713893797431670E-9
79.000000000000014E+0	5.795736400517467E-12	866.467747512735810E-9
80.000000000000014E+0	26.490233435660541E-12	945.375416074819120E-9
81.000000000000014E+0	11.931888266920701E-12	1.038571045084647E-6
82.000000000000014E+0	15.055801921362593E-12	1.224148640118898E-6
83.000000000000014E+0	68.437559648553445E-12	1.406715029733172E-6
84.000000000000014E+0	189.231285493761700E-12	1.612851997563287E-6
85.000000000000014E+0	72.577029933756857E-12	1.812399397034808E-6
86.000000000000014E+0	83.599512501163701E-12	1.935980379444123E-6
87.000000000000014E+0	109.281711665241430E-12	2.226991410451160E-6
88.000000000000014E+0	160.271703422956150E-12	2.466006015126895E-6
89.000000000000014E+0	14.228648427689023E-12	2.516635404578711E-6
90.000000000000014E+0	43.995517967876151E-12	2.499336022714385E-6
91.000000000000014E+0	55.956946738100680E-12	2.644188472298309E-6
92.000000000000014E+0	145.248174290495730E-12	2.741861216771370E-6
93.000000000000014E+0	53.972286437773995E-12	2.783023287446098E-6
94.000000000000014E+0	106.467195774143000E-12	3.008555990873250E-6
95.000000000000014E+0	62.745600232517300E-12	3.241103232612007E-6
96.000000000000014E+0	5.200011617940685E-12	3.603950088162026E-6
97.000000000000014E+0	18.423139018828704E-12	3.914053089332465E-6
98.000000000000014E+0	22.044797455074382E-12	4.350112630496025E-6
99.000000000000014E+0	311.195045075654630E-12	4.656048510846914E-6
100.000000000000010E+0	1.781500084502540E-9	4.491993498074421E-6
101.000000000000010E+0	542.093606929284490E-12	4.438693308371592E-6
