Freq (Hz)	mic2/mic1_Real	mic2/mic1_Imag	mic3/mic1_Real	mic3/mic1_Imag	mic4/mic1_Real	mic4/mic1_Imag
74.000000000000014E+0	1.042699751720418E+0	94.993892884948847E-3	869.003990187444670E-3	15.443959597809968E-3	1.068851189932388E+0	-105.626500434037290E-3
75.000000000000014E+0	974.333276116128630E-3	100.457569655677090E-3	801.335712799301490E-3	-36.983034402179898E-3	1.026332331402491E+0	-95.168733367914454E-3
76.000000000000014E+0	984.706101805746910E-3	81.664215501457513E-3	861.769903214484100E-3	-87.085918546705332E-3	1.039150967188575E+0	-92.497136716973641E-3
77.000000000000014E+0	992.535813680857750E-3	72.217257589612172E-3	917.523740145665960E-3	-40.992020191318576E-3	1.069974721113915E+0	-149.882538776203360E-3
78.000000000000014E+0	985.061849057767500E-3	64.709098373557719E-3	889.778434754201260E-3	-8.595818680081638E-3	1.089692538138617E+0	-110.207122212473020E-3
79.000000000000014E+0	970.697068953439320E-3	81.990245787437327E-3	817.168260275150220E-3	72.370952330835639E-3	980.001019137939020E-3	-222.052575030484140E-3
80.000000000000014E+0	929.032961110828780E-3	111.202772199161360E-3	793.277435666946750E-3	32.525274777430516E-3	1.001880406722775E+0	-103.229635926889570E-3
81.000000000000014E+0	936.049290234484690E-3	74.437538328474523E-3	816.748539887129480E-3	-25.379486094944812E-3	957.610471555658480E-3	-104.447551935038810E-3
82.000000000000014E+0	940.279035501689340E-3	49.344923887924622E-3	835.131781532087340E-3	-51.200313365788216E-3	989.805465482902050E-3	-102.692267560321560E-3
83.000000000000014E+0	975.698555202684890E-3	35.970232034007225E-3	866.953977627291650E-3	-53.458638620185968E-3	1.021299690661102E+0	-98.142252286406662E-3
84.000000000000014E+0	969.645779521214670E-3	60.253972838118709E-3	871.883907569850460E-3	-60.358021024480749E-3	995.870067697837150E-3	-77.671094190567516E-3
85.000000000000014E+0	959.504378213669410E-3	54.913012430906523E-3	878.062818276784230E-3	-54.422925364197842E-3	996.874717087454680E-3	-92.004195988724974E-3
86.000000000000014E+0	948.226780268900950E-3	74.872382297471146E-3	821.676931953619130E-3	2.409027909479397E-3	994.651851010210470E-3	-61.954208726841688E-3
87.000000000000014E+0	950.091048928943580E-3	76.085321724852398E-3	863.354840228903190E-3	-16.934900243219943E-3	985.345332601209820E-3	-53.972344627098184E-3
88.000000000000014E+0	944.484887046166400E-3	75.228377005349845E-3	885.084941771404620E-3	-27.016376800281468E-3	962.251570112534040E-3	-71.075962531481601E-3
89.000000000000014E+0	942.681656521485610E-3	48.299436635128319E-3	820.967043052099330E-3	-83.035682549233214E-3	958.880653795735730E-3	-87.190102257779178E-3
90.000000000000014E+0	914.613535378694500E-3	57.440355443067678E-3	814.811744785845840E-3	-28.197392314266767E-3	967.281817559637930E-3	-58.900967043932613E-3
91.000000000000014E+0	930.005104680299950E-3	88.603138837379344E-3	833.299262830078930E-3	-38.300193986009305E-3	966.319088850504330E-3	-42.084519628848932E-3
92.000000000000014E+0	963.291061432689050E-3	128.496293761395400E-3	892.915833256314520E-3	-61.181385247634765E-3	989.916445197912220E-3	-28.746639161542326E-3
93.000000000000014E+0	962.110979833069370E-3	131.164758836329000E-3	924.591111439694750E-3	27.975740564993162E-3	1.020196436795527E+0	-60.015008426019152E-3
94.000000000000014E+0	989.289733097476700E-3	91.742937678464045E-3	890.770308517858770E-3	-17.760352749765711E-3	1.042578874823580E+0	-79.491883282853532E-3
95.000000000000014E+0	1.050710688378433E+0	142.520668462348790E-3	947.844322366799270E-3	-131.532072922572430E-3	1.064729698360839E+0	357.824983898444730E-6
96.000000000000014E+0	1.035944040611003E+0	176.597069149796670E-3	1.058906726800372E+0	-52.345347426692015E-3	1.022994860402580E+0	-12.163790177435067E-3
97.000000000000014E+0	983.566445910267650E-3	68.947280247238799E-3	899.563736077607530E-3	-58.269584517924994E-3	994.624806075463880E-3	-89.385261243819306E-3
98.000000000000014E+0	1.001327702295786E+0	75.369130719276242E-3	844.816895024669170E-3	29.154074543247706E-3	1.020916668593463E+0	-141.492108920826670E-3
99.000000000000014E+0	1.017329146490323E+0	79.837281220057468E-3	800.403186582945180E-3	-461.277470372015220E-6	1.022481493396452E+0	-19.167446679682693E-3
100.000000000000010E+0	1.017334561649365E+0	79.833697697065401E-3	800.408417668979970E-3	-512.112095391377750E-6	1.022496977286368E+0	-19.111576406267313E-3
101.000000000000010E+0	1.017339562759746E+0	79.823801842905634E-3	800.415961464614360E-3	-566.792051229802290E-6	1.022496934525989E+0	-19.057520125949849E-3
102.000000000000010E+0	983.004752903805070E-3	107.658517172556590E-3	810.172720567602030E-3	23.393196137545643E-3	1.065646657713710E+0	-93.223813903850442E-3
103.000000000000010E+0	953.764969448243740E-3	72.231070974078798E-3	802.309447173308100E-3	-137.246537592026490E-3	1.037021894895186E+0	-44.747338234077214E-3
104.000000000000010E+0	968.346917120176290E-3	53.354762307295439E-3	862.560995415862290E-3	-117.058921420112700E-3	945.131455068180300E-3	-50.567789312331704E-3
105.000000000000010E+0	952.433029106393050E-3	72.068339789790908E-3	805.554794256781230E-3	-78.610710371763551E-3	1.010772052952182E+0	-135.637741068625220E-3
106.000000000000010E+0	923.701767813730590E-3	8.386238534301597E-3	819.131658921821940E-3	-48.075782135362982E-3	901.456437111123000E-3	-124.642102691106840E-3
107.000000000000010E+0	928.266822483983510E-3	51.792276660954664E-3	877.456631547740450E-3	-84.513349772159727E-3	924.430832731688580E-3	-79.090990543859041E-3
108.000000000000010E+0	926.685696956629170E-3	40.005328975224255E-3	807.317075644317540E-3	-40.014161968419316E-3	948.621312513926120E-3	-88.351031687030762E-3
109.000000000000010E+0	907.332753085416280E-3	47.121618831479938E-3	799.299689389416200E-3	-64.492898470206034E-3	952.233291100742060E-3	-83.349879416500544E-3
110.000000000000010E+0	897.263106160027690E-3	8.923523662945307E-3	769.009222055630600E-3	-130.255712504740270E-3	908.968969490917100E-3	-87.607800584513118E-3
111.000000000000010E+0	924.302406732803840E-3	75.826083208431150E-3	766.676716147915770E-3	-52.364285055765611E-3	913.244967928758870E-3	-70.708569633421078E-3
112.000000000000010E+0	937.776992159940260E-3	56.823490200228283E-3	731.851590151405880E-3	-63.172050091788126E-3	898.182156893000740E-3	-61.564304670683717E-3
113.000000000000010E+0	953.785189426665350E-3	2.492022687214344E-3	731.469526690515010E-3	-79.351343083373591E-3	922.101095839830460E-3	-51.215678916068465E-3
114.000000000000010E+0	941.877562446749580E-3	14.775490747202713E-3	793.758335001795710E-3	-53.958812614856966E-3	967.910953263621530E-3	-73.837000961746849E-3
115.000000000000010E+0	1.005909186459562E+0	105.367819328237370E-3	947.477843408537910E-3	4.920003627377724E-3	994.091939105464670E-3	-63.968914242848382E-3
116.000000000000010E+0	1.032156516233371E+0	76.938016180860561E-3	888.875902410047440E-3	-69.082982303428062E-3	953.526614125792430E-3	-54.907183084788549E-3
117.000000000000010E+0	952.630171747739450E-3	38.690242377765846E-3	862.236925174040050E-3	20.693433368416697E-3	857.885143749723910E-3	-58.364785404298306E-3
118.000000000000010E+0	896.415341428351440E-3	19.321748151600780E-3	823.707264505239900E-3	-25.873291762905842E-3	923.121892510061490E-3	-66.894736915945510E-3
119.000000000000010E+0	632.279935035588880E-3	173.563426157099520E-3	796.165527701702120E-3	106.699694588605020E-3	1.016297356920955E+0	140.052470565380530E-3
120.000000000000010E+0	505.107754449468320E-3	83.951610436089230E-3	770.990209240068340E-3	107.374643189872510E-3	949.490137438975920E-3	151.523958061111490E-3
121.000000000000010E+0	618.692947299537050E-3	81.202239943643131E-3	762.360702414710880E-3	81.100517265631819E-3	916.388805629503640E-3	81.921947352978253E-3
122.000000000000010E+0	966.737754369879520E-3	47.001903032312199E-3	781.039117182163460E-3	-89.895178037700821E-3	1.093786727831830E+0	39.938847666246211E-3
123.000000000000010E+0	1.036515310970302E+0	113.376143100037880E-3	862.368424837129170E-3	43.684211204956684E-3	959.926716904414330E-3	-103.297061795405790E-3
124.000000000000010E+0	1.118157709289239E+0	84.064343933358876E-3	820.328708302843320E-3	100.917705459459340E-3	921.444429682961140E-3	-194.804144917265330E-3
125.000000000000010E+0	957.597197193898690E-3	67.442566889263950E-3	783.639120293785130E-3	26.776573946909729E-3	892.210056741750690E-3	-95.785976308697576E-3
126.000000000000010E+0	881.195570917390980E-3	21.657723640547803E-3	730.282135091312900E-3	-11.768996813183883E-3	898.892115179095730E-3	-29.173757402088659E-3
127.000000000000010E+0	943.401194271719090E-3	40.003150581326356E-3	808.167956345267390E-3	-37.301579444446453E-3	869.052645175861780E-3	-53.153779461750476E-3
128.000000000000030E+0	1.075176657966862E+0	24.823548429863791E-3	854.194612326655720E-3	-145.889813749649490E-3	913.090170355115750E-3	-49.483911000345861E-3
129.000000000000030E+0	1.068561080924802E+0	115.476689143228950E-3	1.050532660516722E+0	-127.016375989958210E-3	1.055849068543728E+0	-19.039266182143692E-3
130.000000000000030E+0	821.924687977579780E-3	129.334164878731280E-3	804.908010925676880E-3	25.049834141372625E-3	885.695121611829510E-3	-44.171919961055205E-3
131.000000000000030E+0	929.350683894104800E-3	163.783833022274560E-3	843.589587820014920E-3	-29.169721688772937E-3	976.502165068587450E-3	-6.735108892692944E-3
132.000000000000030E+0	1.013072071677587E+0	109.066024474381550E-3	847.328542372583700E-3	-85.410479011444315E-3	1.014076182764728E+0	-7.184141553003551E-3
133.000000000000030E+0	1.050341664711931E+0	148.275792702551700E-3	800.521340029459520E-3	-43.202807694297893E-3	973.102669697835880E-3	35.116138859241433E-3
134.000000000000030E+0	991.541061175293610E-3	189.364624578516490E-3	753.642892464434500E-3	76.272261777999339E-3	852.619269194932690E-3	-39.299532111251402E-3
135.000000000000030E+0	974.181323882341470E-3	98.747271118006866E-3	725.899407055438650E-3	-51.823734764119743E-3	899.935671499918040E-3	-2.602859015446295E-3
136.000000000000030E+0	949.218848023480220E-3	147.271505365311560E-3	782.712990498243720E-3	27.996157147299732E-3	938.712025602063900E-3	4.296206775420951E-3
137.000000000000030E+0	989.211626433212140E-3	196.828670077999620E-3	770.924729605014010E-3	-22.671732195015372E-3	928.487339155067870E-3	73.425738235517304E-3
138.000000000000030E+0	1.120524330257578E+0	99.308809760361633E-3	752.915109600354570E-3	-146.688840355115590E-3	976.785915918198410E-3	-33.315939478607594E-3
139.000000000000030E+0	1.044781847130806E+0	111.487218884777990E-3	749.418975025675120E-3	-8.258118951838799E-3	1.001988255841011E+0	-74.014772042797050E-3
140.000000000000030E+0	1.010863026542003E+0	150.763235105311030E-3	720.749173964807870E-3	-38.389241129638325E-3	1.009089084270350E+0	-45.331848497681820E-3
141.000000000000030E+0	1.025402818845966E+0	105.820813405558500E-3	789.881692486256390E-3	-26.863770186385603E-3	1.024259177164496E+0	-66.134584646656114E-3
142.000000000000030E+0	1.048803139969792E+0	90.347557669083381E-3	835.061530781364910E-3	-44.818990561231987E-3	1.012356417699943E+0	-30.048437522247728E-3
143.000000000000030E+0	1.035514542623935E+0	39.136399387911441E-3	872.507483589421320E-3	-87.733259719234638E-3	977.820680748188840E-3	-47.748594702158496E-3
144.000000000000030E+0	1.041538184101447E+0	34.291281027573992E-3	792.567166946766210E-3	-150.558558979994150E-3	960.022263922367340E-3	-147.362840868065110E-3
145.000000000000030E+0	987.917199289162000E-3	129.718228420074690E-3	937.428955272354040E-3	-127.466698864405560E-3	964.430381567982220E-3	10.913083921380311E-3
146.000000000000030E+0	962.978872104916170E-3	50.419799249595651E-3	779.601410068313630E-3	9.188795408098300E-3	925.337204388383290E-3	73.786414195170527E-6
147.000000000000030E+0	1.032206076688300E+0	18.907236046665901E-3	795.969169643496840E-3	-68.179509968996105E-3	971.614314613288070E-3	-63.196168277888987E-3
148.000000000000030E+0	1.008620255199323E+0	105.666667702295320E-3	804.016709435894650E-3	-68.059358244911133E-3	994.712526588113380E-3	-23.983611913839527E-3
149.000000000000030E+0	998.659379255442240E-3	65.996977109600924E-3	756.359689636138420E-3	4.164557863846383E-3	988.450091376791180E-3	-9.994422003841945E-3
150.000000000000030E+0	1.024795826949977E+0	73.602930080198331E-3	785.691836034038690E-3	20.614333159893986E-3	1.026971872230899E+0	-4.223972467152236E-3
151.000000000000030E+0	1.005847030709943E+0	65.045851992398471E-3	799.639853608056010E-3	-31.501302120970694E-3	1.018498857256339E+0	-52.105791093844882E-3
152.000000000000030E+0	988.586713749256770E-3	16.275627777624292E-3	771.985144842150190E-3	-109.542926726195660E-3	998.870066636034730E-3	-73.308286051713606E-3
153.000000000000030E+0	1.047931392183868E+0	61.725054974803760E-3	846.750018378568110E-3	-70.467727185134041E-3	1.055067781236043E+0	-43.820446979375802E-3
154.000000000000030E+0	1.008796316151061E+0	81.060612970474580E-3	806.355301207415940E-3	-23.422945545050564E-3	1.002066560167729E+0	-31.789177629738305E-3
155.000000000000030E+0	974.721357638629330E-3	46.059694590221058E-3	790.282152706306860E-3	-45.570044599940795E-3	995.552508070594810E-3	-38.449314642606869E-3
156.000000000000030E+0	997.013415063273010E-3	35.446762423106709E-3	804.741064019288020E-3	-58.426804012776591E-3	1.030935721890376E+0	-27.942361789506355E-3
157.000000000000030E+0	978.329058341299790E-3	-465.386245920103270E-6	794.328097558849590E-3	-71.319525549303028E-3	993.194387387648200E-3	-58.910230763520179E-3
158.000000000000030E+0	980.089034364311160E-3	-9.785259834108728E-3	778.779347250582400E-3	-111.283438889142120E-3	984.974857238639530E-3	-100.667191871270250E-3
159.000000000000030E+0	1.010568452296606E+0	-5.743589329012180E-3	849.912791780973450E-3	-146.257021536949190E-3	967.798367720559720E-3	-104.819668918584200E-3
160.000000000000030E+0	1.001138426844220E+0	-46.448584758579929E-3	851.583233521021280E-3	-94.810163201096254E-3	1.006306318215928E+0	-52.359603710102398E-3
161.000000000000030E+0	995.146678056617050E-3	-2.101435426157728E-3	771.560371186165940E-3	-79.902571465696057E-3	964.085966928899810E-3	-73.850003573753459E-3
162.000000000000030E+0	996.149923370868720E-3	1.246633758194346E-3	787.077441551029650E-3	-86.849266447554030E-3	960.151517639457940E-3	-78.967904213919915E-3
163.000000000000030E+0	1.006800702569048E+0	47.147308308526037E-3	807.582118076572870E-3	-28.766755516533168E-3	970.802732267353030E-3	-69.482657618520002E-3
164.000000000000030E+0	970.984835687448870E-3	73.130281873917555E-3	789.947316138628010E-3	-40.035441268789475E-3	969.863039581441710E-3	-74.154468738869453E-3
165.000000000000030E+0	1.011511771588787E+0	62.407709206933233E-3	814.937563706508830E-3	-5.920259226987963E-3	1.009867188557166E+0	-72.976716948932263E-3
166.000000000000030E+0	1.003079110150309E+0	98.851925164673671E-3	788.580383935940210E-3	20.745862379850735E-3	982.255514922353740E-3	-94.649557650290095E-3
167.000000000000030E+0	997.221886244436530E-3	70.895407814890274E-3	841.794394490155920E-3	3.617921412731050E-3	1.002272628655572E+0	-66.266320960262595E-3
168.000000000000030E+0	1.009606791171353E+0	85.563321137744758E-3	879.571182834873230E-3	78.916830895599935E-3	1.043499832865205E+0	25.078545526615762E-3
169.000000000000030E+0	955.371793799060230E-3	60.575737821916706E-3	727.993656737656370E-3	44.664907956901388E-3	932.420625133097310E-3	-56.094039035546710E-3
170.000000000000030E+0	1.001565622744689E+0	13.629575679107884E-3	834.864170987038020E-3	-32.815006591767171E-3	990.672955277673070E-3	-86.978290688027982E-3
171.000000000000030E+0	1.012378387915225E+0	14.381399587810562E-3	888.882276031993320E-3	-40.716850028489328E-3	984.086511402596950E-3	-91.801114366781109E-3
172.000000000000030E+0	976.799935957288200E-3	32.278417472302562E-3	805.342152777967060E-3	-14.825128246763752E-3	987.917756852350950E-3	-76.857477141331676E-3
173.000000000000030E+0	1.009582382637877E+0	-36.495613336205483E-3	784.373543175975180E-3	13.026406705993603E-3	947.680430667878550E-3	-24.601435171830353E-3
174.000000000000030E+0	1.139581659911725E+0	-3.825627689850289E-3	786.764373607928060E-3	-81.129243051871122E-3	1.115559165640105E+0	-146.479709504155150E-3
175.000000000000030E+0	1.019303503994697E+0	42.847707787614153E-3	771.796424298358600E-3	-94.250799592275350E-3	1.087688368177311E+0	-121.314986080362840E-3
176.000000000000030E+0	985.751394383346580E-3	40.696839682588720E-3	814.734449503760950E-3	-48.093752691344312E-3	1.019956731651203E+0	-38.951715455543226E-3
177.000000000000030E+0	947.418332886387550E-3	71.353302489289006E-3	825.263477188148520E-3	-84.497018237332452E-3	1.041362241973499E+0	-1.246700040892216E-3
178.000000000000030E+0	939.799215556322510E-3	34.126945895696814E-3	798.818289065970850E-3	-1.278095885795105E-3	961.369492047729590E-3	119.415275711406190E-3
179.000000000000030E+0	1.039683908651160E+0	-15.102708822165670E-3	781.943321977000560E-3	-113.359167464871460E-3	964.850218031084840E-3	-31.534083822962494E-3
180.000000000000030E+0	1.001512782243374E+0	-34.835424918065863E-3	769.880214867565080E-3	-54.967614341858616E-3	938.324333077746990E-3	-133.003611858099610E-3
181.000000000000030E+0	961.870630717319040E-3	13.136111811126252E-3	817.789974834092330E-3	-76.652921995449569E-3	1.025054136628179E+0	-123.492030310895230E-3
182.000000000000030E+0	911.608545073860020E-3	39.009354704961335E-3	828.585021002942070E-3	-39.003426694427350E-3	1.011272084072053E+0	-83.932188173270791E-3
183.000000000000030E+0	957.026672446342760E-3	46.534924319477110E-3	797.169941831963100E-3	-20.412307588338306E-3	970.796772145897660E-3	-93.178582209632529E-3
184.000000000000030E+0	1.043891091022418E+0	21.298697094179305E-3	844.561633257062130E-3	-45.299363741002796E-3	1.067350000075741E+0	-86.384878988372313E-3
185.000000000000030E+0	984.342704982480780E-3	31.269234867915753E-3	856.583763678656410E-3	-31.464440768643534E-3	1.077237989597909E+0	-81.842469282403574E-3
186.000000000000030E+0	936.831801011285380E-3	84.426719580785278E-3	806.669935493667280E-3	-51.068968896125257E-3	1.002709645415944E+0	-121.875676431531340E-3
187.000000000000030E+0	991.957414431874460E-3	-15.755990448554868E-3	828.742317955892820E-3	-89.693373811677690E-3	1.086164416781729E+0	-200.983823306923880E-3
188.000000000000030E+0	940.376418031861120E-3	54.471617196156188E-3	827.769466015386260E-3	-58.051037191285418E-3	1.071448904283911E+0	-201.845391810710980E-3
189.000000000000030E+0	914.685554200018960E-3	27.114994491878295E-3	815.539011612922530E-3	-85.631383176187584E-3	1.062762668216167E+0	-157.121199840861200E-3
190.000000000000030E+0	942.370144981583450E-3	51.752563544126343E-3	829.475963584601740E-3	-50.204119424542039E-3	1.039570939765984E+0	-131.868801091252370E-3
191.000000000000030E+0	1.033000361880763E+0	66.559951162355038E-3	840.014552731226490E-3	-23.613755168545920E-3	971.819862245917880E-3	-150.163613112535260E-3
192.000000000000030E+0	1.168073581585400E+0	-55.223333888185143E-3	894.604955420599700E-3	-15.345542166364648E-3	871.441491747094400E-3	-137.322998038978740E-3
193.000000000000030E+0	878.269518107052120E-3	-86.828202335934190E-3	919.186581537617560E-3	-33.215057613189915E-3	916.118337807316770E-3	160.317016673185870E-3
194.000000000000030E+0	817.187536282398600E-3	49.839963710941480E-3	841.989925144035260E-3	-176.492277039882960E-3	1.187643054951390E+0	-87.738104155962990E-3
