Freq (Hz)	mic1(Pa^2 )	mic2(Pa^2 )	mic3(Pa^2 )	mic4(Pa^2 )
160.000000000000030E+0	21.613007161595611E-9	21.707680457255479E-9	15.865659342230042E-9	21.944434955506191E-9
161.000000000000030E+0	53.992686712165157E-9	53.469101109802995E-9	32.485501339622056E-9	50.478046827189650E-9
162.000000000000030E+0	55.934830357832380E-9	55.504146039824272E-9	35.069826533721892E-9	51.914130093208067E-9
163.000000000000030E+0	34.620034013286161E-9	35.168114867194896E-9	22.606114973035306E-9	32.794786866895673E-9
164.000000000000030E+0	29.150058888580441E-9	27.637852385421936E-9	18.233572326815995E-9	27.579213588092100E-9
165.000000000000030E+0	19.548463177736857E-9	20.073613470995493E-9	12.968691204406839E-9	20.038688624152842E-9
166.000000000000030E+0	19.516973364032523E-9	19.823072175822448E-9	12.129620437491610E-9	19.002753277090416E-9
167.000000000000030E+0	14.314136671648448E-9	14.300784845286022E-9	10.132793805898154E-9	14.436724198298553E-9
168.000000000000030E+0	10.237859620712174E-9	10.503902412020957E-9	7.966986803400093E-9	11.143979091791071E-9
169.000000000000030E+0	8.419003995035238E-9	7.708625559636113E-9	4.468920154598979E-9	7.336845744114609E-9
170.000000000000030E+0	10.587968362704506E-9	10.619444752810911E-9	7.387664528102028E-9	10.468197989161729E-9
171.000000000000030E+0	9.166980654104574E-9	9.391282838113985E-9	7.251032795074995E-9	8.950529566993334E-9
172.000000000000030E+0	13.789627547312853E-9	13.167828708484381E-9	8.937798326686022E-9	13.538351849801361E-9
173.000000000000030E+0	7.081546866356625E-9	7.206986562047246E-9	4.345017451718660E-9	6.358752539832603E-9
174.000000000000030E+0	7.439170933554175E-9	9.657152896856347E-9	4.645314514608797E-9	9.408167331534057E-9
175.000000000000030E+0	10.713488322652324E-9	11.146611989520428E-9	6.471305209535464E-9	12.826206084920277E-9
176.000000000000030E+0	15.909733409798030E-9	15.485450624031976E-9	10.596273418919438E-9	16.573301292843482E-9
177.000000000000030E+0	9.676261958932523E-9	8.733194937845899E-9	6.656331387989458E-9	10.485415667317640E-9
178.000000000000030E+0	4.995729214093017E-9	4.415204964424887E-9	3.174521015884745E-9	4.671234605682371E-9
179.000000000000030E+0	8.567788860104607E-9	9.258942076349355E-9	5.342055193907480E-9	7.970262270094018E-9
180.000000000000030E+0	8.365475327524020E-9	8.393905643873908E-9	4.976706213071544E-9	7.504729435201160E-9
181.000000000000030E+0	13.893623212404246E-9	12.853580801659658E-9	9.370302255599748E-9	14.807978366707328E-9
182.000000000000030E+0	16.907831334749337E-9	14.073516977870062E-9	11.626041753610172E-9	17.406752215884358E-9
183.000000000000030E+0	17.403559163440979E-9	15.976789260404401E-9	11.061581122259869E-9	16.552327501099725E-9
184.000000000000030E+0	10.153382401730479E-9	11.065786416067662E-9	7.253582830340435E-9	11.634638703858105E-9
185.000000000000030E+0	22.361038088989728E-9	21.683003142423267E-9	16.423208816801207E-9	26.094577020197134E-9
186.000000000000030E+0	28.540915029787644E-9	25.243686198203238E-9	18.643869715768671E-9	29.118106397245936E-9
187.000000000000030E+0	13.755312248470723E-9	13.521212229620028E-9	9.554459187642623E-9	16.782251436792168E-9
188.000000000000030E+0	16.192358438202227E-9	14.363948750235126E-9	11.141074988666796E-9	19.243251234650258E-9
189.000000000000030E+0	28.629463829138992E-9	23.972275710174260E-9	19.250417141211405E-9	33.036679027985777E-9
190.000000000000030E+0	34.324458613643465E-9	30.571831970007731E-9	23.700287901167203E-9	37.689472093354114E-9
191.000000000000030E+0	29.756795716877087E-9	31.883566040592535E-9	21.011375934606846E-9	28.772852622562934E-9
192.000000000000030E+0	10.085472583177218E-9	13.788969244429223E-9	8.066607027592579E-9	7.842457469006942E-9
193.000000000000030E+0	4.660613469906181E-9	3.595652901493533E-9	3.921191325393325E-9	4.016688349863316E-9
194.000000000000030E+0	8.324706786195328E-9	5.567545720878461E-9	6.134891043585145E-9	11.779281778673993E-9
195.000000000000030E+0	11.769910271448491E-9	11.168177205755076E-9	8.753938167835623E-9	14.014643119396011E-9
196.000000000000030E+0	7.785586780450269E-9	9.056918781244634E-9	5.449399996726787E-9	6.248764024173756E-9
197.000000000000030E+0	11.039737005267690E-9	10.842966907146974E-9	7.597534676872409E-9	10.446708235116438E-9
198.000000000000030E+0	40.131687012931547E-9	33.933614854855515E-9	20.692695976983095E-9	37.925290450028271E-9
199.000000000000030E+0	3.630414924946448E-6	3.813457303033458E-6	3.541972969838050E-6	7.910793823256078E-6
200.000000000000030E+0	15.892211235162598E-6	16.763497602405158E-6	15.373791142212655E-6	32.693370591068439E-6
201.000000000000030E+0	4.668295938403736E-6	4.888489228859874E-6	4.281392754509788E-6	8.778896555101105E-6
202.000000000000030E+0	65.700328284276656E-9	51.453878427324071E-9	33.945636665955741E-9	71.970706632168609E-9
203.000000000000030E+0	103.335069236866450E-9	80.039873757527899E-9	49.764109412768638E-9	109.468636577681950E-9
204.000000000000030E+0	83.493202887811638E-9	64.252375834765166E-9	42.972442421738629E-9	94.041022223836597E-9
205.000000000000030E+0	53.739511159175116E-9	45.985308516235469E-9	35.479876439438666E-9	66.086746979451414E-9
206.000000000000030E+0	34.475953023300227E-9	30.739750159164455E-9	20.914941139699341E-9	36.155329378951857E-9
207.000000000000030E+0	26.940262189884421E-9	26.272003354789126E-9	18.148029621200825E-9	29.647321639345366E-9
208.000000000000030E+0	23.862990511015195E-9	21.901907873890059E-9	17.980429085638367E-9	30.708103012459652E-9
209.000000000000030E+0	18.349295078271170E-9	15.848468147431995E-9	12.692695614770579E-9	23.949791661974898E-9
210.000000000000030E+0	12.789721848944467E-9	12.657997132261681E-9	8.902342057757546E-9	12.269653232471640E-9
211.000000000000030E+0	6.329908046801250E-9	9.016212261910147E-9	6.065946006383610E-9	9.312788701968327E-9
212.000000000000030E+0	9.479721835080591E-9	11.470128893204927E-9	9.435791949342522E-9	11.822924804406773E-9
213.000000000000030E+0	8.794382152173263E-9	11.734473736664153E-9	7.596438049295441E-9	9.650084601794253E-9
214.000000000000030E+0	12.120086003443682E-9	13.591049183778182E-9	10.285896073081998E-9	14.558878526754603E-9
215.000000000000030E+0	11.085740538485212E-9	12.945339154579375E-9	10.137757969224090E-9	12.051594890013383E-9
216.000000000000030E+0	11.242269676574474E-9	11.468525170999664E-9	6.824507583338430E-9	9.355633324840202E-9
217.000000000000030E+0	6.548479019380976E-9	6.516174088003485E-9	5.602265037077728E-9	6.888107024882719E-9
218.000000000000030E+0	8.714545424417281E-9	9.265037311749041E-9	6.709725051453161E-9	9.807949756573481E-9
219.000000000000030E+0	13.110694984572001E-9	13.181200249168979E-9	7.699161608560747E-9	11.792372521116573E-9
220.000000000000030E+0	13.940194754008421E-9	14.390535993505971E-9	10.999828342063283E-9	15.044976055143677E-9
221.000000000000030E+0	13.511563896226030E-9	14.139744103218446E-9	9.765688102238970E-9	13.091780693128765E-9
222.000000000000030E+0	10.785123960114550E-9	9.254498285623123E-9	5.400939396223616E-9	9.265368159278357E-9
223.000000000000030E+0	10.467615581565385E-9	8.300177336721370E-9	4.193041391217440E-9	8.807398227520251E-9
224.000000000000030E+0	7.734172079987188E-9	8.130469280009736E-9	3.658669090083325E-9	8.124541269135859E-9
225.000000000000030E+0	8.287319967088761E-9	9.469243589504208E-9	6.637835948939532E-9	10.209496438340362E-9
226.000000000000030E+0	8.921445624731186E-9	10.474121610873826E-9	8.978047971055238E-9	13.819588955431161E-9
227.000000000000030E+0	15.989495823698610E-9	16.278089489460696E-9	14.357340517621755E-9	21.065822393609693E-9
228.000000000000030E+0	28.786895214617063E-9	26.814001678270107E-9	26.243832845155743E-9	38.670248111494088E-9
229.000000000000030E+0	25.760962648404127E-9	25.246910599471517E-9	23.922163963416803E-9	38.799443513881132E-9
230.000000000000030E+0	19.056849512176224E-9	18.744710065401502E-9	17.455143574261384E-9	27.417136945547541E-9
231.000000000000030E+0	17.438234196840109E-9	17.194406752756607E-9	17.367517908785734E-9	25.426014134247797E-9
232.000000000000030E+0	22.896811334901888E-9	21.760538747978701E-9	19.623400594678418E-9	30.996697603035719E-9
233.000000000000030E+0	21.167323027563214E-9	21.042232321758328E-9	19.020122162981706E-9	28.075531268127213E-9
234.000000000000030E+0	10.730080896500776E-9	10.031925808465237E-9	9.052421793991389E-9	13.701702734250570E-9
235.000000000000030E+0	12.520676960763435E-9	11.792438443657343E-9	9.249846126547639E-9	15.819672760446576E-9
236.000000000000030E+0	17.042064237944117E-9	15.723381144517430E-9	12.225348774743139E-9	20.014100815697769E-9
237.000000000000030E+0	6.978071147382528E-9	7.464890964553030E-9	5.496160816508307E-9	8.660907697028527E-9
238.000000000000030E+0	3.787233086020934E-9	4.724092084941681E-9	3.141670696952430E-9	5.748306595401504E-9
239.000000000000030E+0	4.200015143718182E-9	4.405236400585918E-9	2.876918355013302E-9	5.794694577439172E-9
240.000000000000030E+0	5.987098145027251E-9	6.559981298840473E-9	3.621932496502628E-9	6.766212519237220E-9
241.000000000000030E+0	8.680311588707647E-9	8.347853217010977E-9	3.755878327056189E-9	6.528126667766953E-9
242.000000000000030E+0	19.349290240445108E-9	13.613272256462882E-9	3.133409911934282E-9	9.110194970861320E-9
243.000000000000030E+0	10.383582322218018E-9	7.133226349737802E-9	2.625381371643847E-9	6.564528873912107E-9
244.000000000000030E+0	3.658425203198743E-9	3.712008843500743E-9	2.523393611957162E-9	4.914755203633178E-9
245.000000000000030E+0	4.304006997133182E-9	4.084990882791942E-9	2.181971231561954E-9	4.736929468103794E-9
246.000000000000030E+0	2.992434162446823E-9	2.998240820878826E-9	2.177950686283740E-9	3.861963389804938E-9
247.000000000000030E+0	7.148784772192574E-9	6.414900178432679E-9	4.826818120746280E-9	8.119018029208158E-9
248.000000000000030E+0	12.702001844140757E-9	12.003075366609520E-9	9.444486564082315E-9	14.559784959759996E-9
249.000000000000030E+0	30.211322594996462E-9	30.276809799915981E-9	19.902405969093924E-9	31.448516024714976E-9
250.000000000000030E+0	129.829124034839890E-9	133.870139211737240E-9	80.887802296048205E-9	132.904585338920420E-9
251.000000000000030E+0	52.527619376798755E-9	52.642013413795589E-9	32.985282226454091E-9	55.269049970977018E-9
252.000000000000030E+0	11.185291661867195E-9	11.440415802665112E-9	7.305450630253663E-9	12.943843670222770E-9
253.000000000000030E+0	7.384025513181585E-9	8.968813896052073E-9	4.831645408404667E-9	9.214653942430268E-9
254.000000000000030E+0	5.003725654824405E-9	5.189287857893642E-9	3.384799572996179E-9	7.237650036438952E-9
255.000000000000030E+0	9.527455622293180E-9	8.551896012336212E-9	5.336324954993942E-9	9.943725452761588E-9
256.000000000000060E+0	25.889899188175241E-9	21.705910510435600E-9	14.566113832077460E-9	26.395174950504522E-9
257.000000000000060E+0	23.879602105475327E-9	21.773383208535738E-9	13.342625775985629E-9	23.387610397298381E-9
258.000000000000060E+0	7.291205023135193E-9	8.040154230158053E-9	3.700515594915005E-9	8.974980382872606E-9
259.000000000000060E+0	13.175172581127488E-9	12.654863453728515E-9	8.070828599543434E-9	14.883773741423741E-9
260.000000000000060E+0	12.966280070783724E-9	13.193074759360302E-9	7.706086868796495E-9	14.099282532273570E-9
261.000000000000060E+0	8.777999110043689E-9	10.583146960709153E-9	5.774535273890627E-9	9.463123444779583E-9
262.000000000000060E+0	11.136898625468161E-9	13.537409465051161E-9	8.963224234261921E-9	12.204633846810483E-9
263.000000000000060E+0	6.037884937633156E-9	6.322785840208378E-9	4.233344133821010E-9	5.759334742875808E-9
264.000000000000060E+0	10.266528299690302E-9	9.816349876223872E-9	6.090037604323179E-9	10.210796813713540E-9
265.000000000000060E+0	15.932566037417887E-9	17.544879045648925E-9	11.297292855658799E-9	17.860201105821633E-9
266.000000000000060E+0	9.075325210062961E-9	10.597658570547396E-9	6.541112234806647E-9	9.410883633510949E-9
267.000000000000060E+0	8.757275068073113E-9	10.423017133164828E-9	5.299365221382672E-9	6.742554441998936E-9
268.000000000000060E+0	8.918546020020133E-9	9.997869495863889E-9	5.646863825704614E-9	7.563520729517406E-9
