Freq (Hz)	Coh_mic2/mic1	Coh_mic3/mic1	Coh_mic4/mic1
249.000000000000030E+0	987.696967129842900E-3	987.887475557295060E-3	980.768648672106450E-3
250.000000000000030E+0	998.657759074315310E-3	997.736049091654810E-3	996.452611470879380E-3
251.000000000000030E+0	994.646241477044830E-3	990.894759112754150E-3	990.030493011987870E-3
252.000000000000030E+0	963.462543084211420E-3	960.464369995737250E-3	964.416897934869950E-3
253.000000000000030E+0	952.749340783269450E-3	936.650218795168960E-3	963.068005943834680E-3
254.000000000000030E+0	935.918557276169570E-3	877.670679119537440E-3	945.794167830570240E-3
255.000000000000030E+0	971.809228631533520E-3	912.995680583796990E-3	968.806347492642050E-3
256.000000000000060E+0	991.493665400214660E-3	961.359131873049440E-3	989.252380671887700E-3
257.000000000000060E+0	986.245504428437840E-3	920.589753413376570E-3	974.151519142598230E-3
258.000000000000060E+0	970.428305719255090E-3	866.402514727488640E-3	910.480742484058860E-3
259.000000000000060E+0	976.670795682928250E-3	945.966175612899200E-3	975.940342867114510E-3
260.000000000000060E+0	979.611135778665990E-3	954.520137838900770E-3	986.960171211910490E-3
261.000000000000060E+0	972.577707404716380E-3	888.811760898535970E-3	967.152161187402660E-3
262.000000000000060E+0	978.851703870876720E-3	931.642881436156810E-3	978.319983477010320E-3
263.000000000000060E+0	938.613884028642430E-3	887.922515817973990E-3	975.298957443250680E-3
264.000000000000060E+0	969.847563016088430E-3	933.096542210637980E-3	989.351372624602380E-3
265.000000000000060E+0	972.799287052826480E-3	961.293943145778210E-3	983.217128622379420E-3
266.000000000000060E+0	929.456807883875520E-3	894.839943936307170E-3	939.418342357090980E-3
267.000000000000060E+0	935.714870747751500E-3	874.179341999519740E-3	959.939085743096050E-3
268.000000000000060E+0	961.997347394079050E-3	936.591793505840540E-3	948.743067448825420E-3
269.000000000000060E+0	908.906489344368790E-3	889.768835402329210E-3	936.360916568381270E-3
270.000000000000060E+0	917.373209399872550E-3	815.950855523785210E-3	967.223908505031590E-3
271.000000000000060E+0	905.472277658234130E-3	752.358262320526050E-3	938.709876760463800E-3
272.000000000000060E+0	876.082581256331090E-3	808.734764847239610E-3	929.306899656593410E-3
273.000000000000060E+0	813.891531994589740E-3	621.156803929753480E-3	911.363463825945020E-3
274.000000000000060E+0	908.509695206502710E-3	826.203621843547670E-3	931.236609277597550E-3
275.000000000000060E+0	919.434249813576020E-3	817.223779657601960E-3	903.527419169337540E-3
276.000000000000060E+0	830.100368919280630E-3	610.911827507749640E-3	799.952406395789130E-3
277.000000000000060E+0	851.513087057011230E-3	627.217207108783590E-3	881.147989081925930E-3
278.000000000000060E+0	907.398708403698630E-3	771.815382846870790E-3	929.586151259964470E-3
279.000000000000060E+0	758.299633010821480E-3	739.348160945152880E-3	903.557712864516580E-3
280.000000000000060E+0	801.099263802997780E-3	717.118424362029110E-3	936.183456150141090E-3
281.000000000000060E+0	761.764759166636550E-3	628.617874409829860E-3	892.596903502145270E-3
282.000000000000060E+0	821.034715048368340E-3	783.810793723383800E-3	901.614645133266280E-3
283.000000000000060E+0	775.456725306167720E-3	727.315026618944540E-3	916.604326369190870E-3
284.000000000000060E+0	806.313887053006990E-3	529.103892234701110E-3	771.849432612146000E-3
285.000000000000060E+0	788.521998188152160E-3	823.509393275518750E-3	854.410178772116000E-3
286.000000000000060E+0	683.404537185348440E-3	641.661981169940780E-3	898.182188211856910E-3
287.000000000000060E+0	871.219972885064590E-3	762.078715023963960E-3	909.715815579860360E-3
288.000000000000060E+0	870.372967883568990E-3	797.657733108449340E-3	935.117152673724420E-3
289.000000000000060E+0	894.013984778672220E-3	750.730097919388270E-3	914.056769246717420E-3
290.000000000000060E+0	910.441336657102580E-3	896.391437791618230E-3	935.758950827127460E-3
291.000000000000060E+0	812.508596765836640E-3	734.365989826921030E-3	925.718688297566210E-3
292.000000000000060E+0	850.903478655950950E-3	580.970883678632370E-3	854.311294529711110E-3
293.000000000000060E+0	928.817516283663490E-3	834.199979165470840E-3	914.130335341666320E-3
294.000000000000060E+0	949.699841748547820E-3	878.398208765387660E-3	951.278362648393050E-3
295.000000000000060E+0	946.157124592453050E-3	888.660314017214130E-3	946.515217924644550E-3
296.000000000000060E+0	949.092388877721520E-3	883.735074211040030E-3	932.196997702819050E-3
297.000000000000060E+0	937.088914222733220E-3	934.817034955721440E-3	957.634088433749420E-3
298.000000000000060E+0	941.118845633757470E-3	952.160877735212850E-3	976.992362390630480E-3
299.000000000000060E+0	999.755515668975910E-3	717.891291670076810E-3	999.523336006559180E-3
300.000000000000060E+0	999.917962081507070E-3	772.306490491644790E-3	999.644975609053520E-3
301.000000000000060E+0	999.809760611935160E-3	815.573249482968830E-3	999.673028919967680E-3
302.000000000000060E+0	919.979689677435820E-3	904.218369867934130E-3	931.299221249521020E-3
303.000000000000060E+0	830.559908253398870E-3	790.597457297411930E-3	919.655578512949100E-3
304.000000000000060E+0	838.983627057196090E-3	788.764707470685390E-3	886.328834782882930E-3
305.000000000000060E+0	892.411417307117820E-3	801.698280972936490E-3	849.778661540537600E-3
306.000000000000060E+0	969.801843305894690E-3	925.037582951170670E-3	894.515939041239270E-3
307.000000000000060E+0	926.645760983773940E-3	903.810415588477300E-3	902.091768249361440E-3
308.000000000000060E+0	762.388090020077120E-3	759.330038621289230E-3	810.737675555342820E-3
309.000000000000060E+0	815.114635690276760E-3	643.528541814933570E-3	770.154556146987130E-3
310.000000000000060E+0	891.383229626419800E-3	682.437211080953680E-3	911.380139701302270E-3
311.000000000000060E+0	911.040461833152460E-3	741.553534546082190E-3	895.488826067193040E-3
312.000000000000060E+0	954.748120315549230E-3	859.400999237909250E-3	921.751370217270380E-3
313.000000000000060E+0	913.380161343982590E-3	839.221458918401720E-3	939.838134963376650E-3
314.000000000000060E+0	921.285664112473370E-3	919.558585580150130E-3	964.127334148903280E-3
315.000000000000060E+0	878.280185723543160E-3	753.390858578049550E-3	953.040988036955470E-3
316.000000000000060E+0	920.155790404365240E-3	822.454120231306260E-3	932.550606661248560E-3
317.000000000000060E+0	982.567736604658350E-3	953.273057432539980E-3	961.571750484170100E-3
318.000000000000060E+0	970.520764512838090E-3	952.292892004067750E-3	970.396123931528630E-3
319.000000000000060E+0	921.913683017097080E-3	879.511662825195990E-3	977.354779223987830E-3
320.000000000000060E+0	920.667124026781750E-3	884.950168704602190E-3	972.136161640299150E-3
321.000000000000060E+0	879.965566715717240E-3	836.140509937755680E-3	960.472118778085690E-3
322.000000000000060E+0	938.995624883824930E-3	912.151771241311190E-3	977.902083145840480E-3
323.000000000000060E+0	964.507547447109090E-3	956.216552086627150E-3	992.911264121789650E-3
324.000000000000060E+0	879.663053205875900E-3	875.758573897039820E-3	984.313820868284670E-3
325.000000000000060E+0	859.461506690290090E-3	832.822454884156290E-3	974.642407089419630E-3
326.000000000000060E+0	908.442031068996240E-3	882.263642983387770E-3	984.606658020782730E-3
327.000000000000060E+0	902.848540166577340E-3	867.324901812254410E-3	978.377628457488880E-3
328.000000000000060E+0	949.829396421839390E-3	949.991269297518760E-3	990.133158849992870E-3
329.000000000000060E+0	907.814689656673220E-3	902.466988475117640E-3	989.146111995996110E-3
330.000000000000060E+0	872.413908929096870E-3	864.926431152658550E-3	985.477534933289710E-3
331.000000000000060E+0	884.197388651669750E-3	896.484460811816320E-3	990.050742165697440E-3
332.000000000000060E+0	825.489839230509670E-3	866.198514922215000E-3	987.319722664964480E-3
333.000000000000060E+0	839.134859528449350E-3	858.562779040306760E-3	984.698727799956370E-3
