
1.83195	-2.13727	-1.39839	1.21519	1.5083	-0.83659	0.891549	1.11749	-0.61065	-0.287005	-1.20298	-0.177088	-0.586224	0.95872	0.934294	0.769419	-0.433561	-1.25794	-0.384709	0.604543	1.17245	-0.574011	-0.433561	-0.207621	-0.195408	-0.390816	-1.05642	0.256473	0.909868	0.696141	-0.22594	-0.726673	-1.68539	-0.439668	0.726673	1.42892	0.421348	-0.268686	0.140449	-0.830484	-0.48852	-0.384709	0.940401	0.48852	-0.531265	-1.5083	-0.0305325	1.19687	1.94187	-1.01979	-1.97851	-1.27015	1.01368	1.34954	0.317538	-0.329751	-0.915975	-0.512946	-0.604543	-0.293112	0.824377	0.628969	-0.574011	1.24573	-1.96019	-1.45335	-0.073278	1.28236	0.311431	-2.21055	1.6915	-0.12213	-0.109917	-1.24573	-1.08085	0.219834	0.409135	0.293112	0.341964	0.10381	-0.512946	-1.17855	-0.604543	0.616756	0.757206	0.177088	-0.22594	-0.213727	0.012213	-0.415242	0.073278	0.622863	0.439668	-0.763312	-0.451881	0.274792	0.232047	-0.317538	0.323644	-0.512946	-0.372496	0.140449	-0.097704	-0.922081	-0.396922	0.83659	0.232047	0.36639	-0.299218	-0.726673	-0.10381	0.22594	-0.250366	-0.531265	0.989253	0.769419	-0.0061065	-0.97704	-0.59233	0.457987	0.891549	1.23962	-1.30068	-1.52052	-1.3129	0.311431	1.11749	0.885442	0.842697	-0.305325	-0.95872	-1.08085	-0.964827	0.73278	1.08085	1.35564	-0.445774	-1.4106	-1.55716	-0.439668	0.616756	1.23962	1.39228	0.824377	-1.17855	-1.75867	-1.09306	-0.549585	0.36639	1.06864	1.032	-0.946507	-1.4106	-0.482413	1.67929	0.445774	-0.690034	-0.696141	0.519052	0.787738	0.232047	-2.08842	-1.58769	0.738886	1.5083	0.494626	0.0183195	0.622863	0.335857	-1.25794	-1.25794	-0.024426	1.68539	0.995359	-1.43503	-1.19077	0.396922	1.27626	0.36639	-0.567904	-0.879336	0.085491	0.531265	0.763312	-0.476307	-1.62433	-1.51441	0.4702	1.20909	1.45945	0.421348	-0.59233	-1.64265	-1.16634	-0.0427455	0.995359	1.71593	0.519052	-0.451881	-0.702247	-0.201514	0.677821	0.384709	0.12213	-1.07474	-0.396922	1.22741	0.116023	-0.628969	-0.738886	0.177088	0.543478	1.00757	-0.134343	-0.690034	-1.65486	-0.531265	0.293112	0.708354	0.134343	0.024426	-0.250366	-0.10381	0.152662	0.427455	0.482413	-0.335857	-1.41671	-0.61065	0.158769	0.183195	-0.0305325	0.36639	0.818271	-0.036639	-0.812164	-0.396922	0.696141	0.36639	-0.329751	-0.146556	0.34807	0.329751	-0.848803	-0.848803	0.83659	1.032	0.720567	-0.543478	-1.39228	-0.262579	0.085491	0.751099	-0.238153	-0.879336	-0.061065	0.604543	0	-1.01368	-0.506839	0.195408	0.665608	0.390816	0.329751	-0.567904	-0.500733	0.170982	0.097704	-0.0183195	0.0183195	-0.189301	-0.22594	0.024426	-0.0427455	-0.146556	-0.250366	0.195408	-0.024426	0.116023	-0.262579	0.341964	0.341964	-0.036639	-1.06253	-0.903762	0.232047	0.702247	-0.0549585	-0.238153	-0.085491	-0.164875	0.464094	0.457987	-0.048852	-0.177088	-0.561798	-0.537372	-0.403029	0.274792	0.146556	-0.146556	-0.116023	-0.24426	0.036639	0.128236	0.690034	0.421348	-0.427455	-0.830484	-0.71446	-0.403029	0.201514	0.34807	0.372496	-0.012213	-0.152662	0.128236	0.012213	-0.189301	-0.299218	0.164875	-0.073278	-0.744993	0.073278	0.549585	0.164875	-1.25794	-1.05642	0.457987	1.35564	1.23351	-0.164875	-1.06864	-1.13581	0.140449	0.415242	-0.0915975	-0.537372	0.262579	0.305325	-0.128236	-0.323644	0.500733	1.48999	1.89301	1.1297	-3.39521	-9.39179	-11.4985	-6.65608	21.0369	28.499	21.3178	-25.5679	-40.1563	-33.775	18.2462	37.7137	34.4284	0.95872	-23.9802	-23.5833	-9.38569	10.4116	11.1444	5.69126	-3.26087	-5.67904	-4.84856	-1.5022	4.46996	9.00098	8.37811	-10.2711	-12.158	-3.88373	9.09868	8.28041	-0.293112	0.451881	-4.7936	-3.40743	-2.60747	3.41964	5.48974	2.09453	-4.12189	-4.8852	0.476307	3.70054	1.29458	-3.67611	-0.793845	5.09893	2.56473	-6.86981	-6.90034	5.96605	7.66365	-2.21666	-8.50635	-6.6744	-2.85784	-3.30362	25.4336	68.1119	73.1009	-85.9551	-158.329	-127.296	154.69	200	148.766	-160.76	-200	-152.931	175.159	200	106.216	-144.822	-139.662	8.32926	60.6619	51.777	22.5269	-7.85906	-16.7684	-14.3197	-3.88984	3.7555	0.720567	0.378603	5.09282	5.94773	3.10821	-0.97704	-8.7445	-16.3166	-14.0877	21.4643	30.5447	19.4858	-29.8486	-35.2589	-14.5029	22.9177	28.328	17.3119	-19.2904	-24.1878	-12.3168	17.2997	14.6434	-5.77675	-9.70933	-2.60747	5.28823	0.885442	-6.24084	-4.03639	6.97362	6.32633	-2.93723	-6.61334	-1.83806	2.27772	-1.27015	0.48852	6.60723	4.10967	-10.607	-10.5703	10.2284	13.3366	-1.74035	-13.2633	-6.88202	8.28041	8.79336	3.25476	-2.32658	-6.69272	-7.81632	-4.70811	8.47582	10.839	5.48363	-9.4895	-11.1932	-2.60137	12.5916	12.3962	-9.12311	-15.3823	-10.2833	11.7245	12.6099	2.41207	-3.51124	-3.18759	-6.80264	-8.28652	3.52956	15.2296	12.1947	-13.0496	-15.6265	-0.219834	11.0405	5.6424	-5.20274	-4.37225	1.49609	-1.19077	-5.23327	2.84563	11.1199	9.50171	-11.6756	-15.8036	-7.50489	15.3334	14.7411	-8.03615	-12.6771	-7.3339	8.88495	8.80557	-0.946507	-6.50342	-5.98437	0.531265	7.37665	7.92013	-4.19516	-10.7047	-8.42086	9.83757	12.0359	2.90669	-10.6986	-9.9658	6.05154	9.08647	1.9724	-9.78261	-7.41329	8.89717	9.3002	-4.5066	-6.83928	4.2257	5.48974	-10.0269	-13.9045	5.55081	17.8615	13.6175	-11.8222	-11.8832	4.0425	4.74475	-5.19052	-2.91891	8.01172	5.67904	-10.6314	-10.6986	7.35833	13.9533	10.9123	-7.798	-18.8691	-18.0264	11.9932	26.9907	22.362	-19.5042	-26.3984	-14.2953	17.4096	18.3622	7.5232	-9.43454	-11.5474	-9.31241	4.83635	13.3915	12.8359	-7.41939	-16.3898	-14.3564	10.149	17.5928	13.5503	-11.7855	-17.7699	-12.7015	11.4741	17.6234	13.0618	-11.6634	-15.9929	-9.69101	10.5398	11.0039	-1.7892	-7.5232	-5.85002	2.42428	7.29116	7.44382	-1.42892	-12.3657	-13.1717	-5.99047	0.34807	-9.09868	-10.7474	41.4936	77.2472	67.9897	-50.2137	-142.458	-140.449	-35.1612	117.965	141.5	117.666	34.6483	-163.856	-192.404	-117.135	146.684	200	162.946	-143.735	-199.591	-143.668	125.159	151.16	80.1111	-67.3425	-71.5376	-41.683	8.75061	30.3798	30.563	12.3901	-22.8383	-24.7496	-10.2223	16.9211	16.3166	-7.23009	-13.5625	-7.09575	14.9426	12.7992	-14.277	-20.1698	-9.61773	21.6781	23.7176	1.47167	-25.0611	-24.768	5.94162	24.7802	21.5254	-14.448	-21.4155	-11.3764	16.7257	16.2372	-14.4235	-17.1043	7.71861	15.8891	10.436	-13.3	-10.3627	-2.12506	7.37054	5.39204	-0.720567	-2.11285	-4.57987	-2.6319	-0.134343	5.01343	2.95554	-1.5022	-5.33097	0.683928	3.07157	-0.354177	-1.44724	3.60283	5.15388	-6.06986	-9.91085	-6.38129	11.5291	10.3444	-2.17391	-8.7445	-5.43478	0.219834	4.51881	5.69126	0.232047	-4.09135	0.274792	2.64411	-5.17831	-9.03762	-3.02272	13.8617	13.6847	-6.44235	-15.3395	-11.5291	8.76282	10.9306	0.549585	-8.82389	-6.75989	7.88349	10.1124	1.56326	-12.5855	-12.7504	3.7616	14.8083	12.8969	-13.5564	-22.7894	-19.1988	17.5134	48.1253	61.6512	54.0303	-49.9634	-135.369	-131.754	26.2518	141.372	163.025	110.149	-69.2477	-174.493	-175.006	-74.2489	131.308	174.994	
