Freq (Hz)	micro/hp_Real	micro/hp_Imag
49.000000000000007E+0	-289.210287580259790E-3	306.560220719041540E-3
50.000000000000007E+0	-143.578231239130350E-3	215.372073225068130E-3
51.000000000000007E+0	158.335698267133400E-3	434.719975015337770E-3
52.000000000000007E+0	-79.244473590452266E-3	-3.485517070955613E-3
53.000000000000007E+0	43.918413425469399E-3	141.786816327223700E-3
54.000000000000007E+0	31.730812456712942E-3	-147.117710976757740E-3
55.000000000000007E+0	49.359420375086026E-3	-50.603071722592270E-3
56.000000000000007E+0	-21.684358449798120E-3	119.000402010597790E-3
57.000000000000007E+0	-28.176093195595931E-3	-180.166963836590530E-3
58.000000000000007E+0	-97.948962013076846E-3	140.191159237080060E-3
59.000000000000007E+0	138.775663696207780E-3	817.435833309430940E-6
60.000000000000007E+0	-87.071889581416304E-3	-57.743253027570246E-3
61.000000000000007E+0	57.908419113588475E-3	-5.199732485188608E-3
62.000000000000007E+0	-92.428945878766031E-3	-8.680607419775584E-3
63.000000000000007E+0	35.472217772812675E-3	11.156845944962978E-3
64.000000000000014E+0	-13.792960996028716E-3	17.312300234707270E-3
65.000000000000014E+0	14.191810563653359E-3	6.695525637106479E-3
66.000000000000014E+0	-3.757291732968835E-3	-25.023326398769429E-3
67.000000000000014E+0	5.520856371877637E-3	19.417334433785422E-3
68.000000000000014E+0	1.270866460612908E-3	7.349645554345930E-3
69.000000000000014E+0	-1.743487847397495E-3	-26.712643925772869E-3
70.000000000000014E+0	12.505232460685781E-3	18.075615733712788E-3
71.000000000000014E+0	-1.107592413151146E-3	-17.916660355989114E-3
72.000000000000014E+0	-18.339822692991510E-3	1.273534943191552E-3
73.000000000000014E+0	16.779857608839092E-3	4.809228618328954E-3
74.000000000000014E+0	-11.313277253670550E-3	-10.720965260348532E-3
75.000000000000014E+0	-602.642215082563650E-6	9.565396608545567E-3
76.000000000000014E+0	-286.976865526675490E-6	-4.080019742679145E-3
77.000000000000014E+0	-3.791105126825026E-3	1.742770124728703E-3
78.000000000000014E+0	4.510775684550964E-3	10.694324683101811E-3
79.000000000000014E+0	10.186684449532513E-3	-11.252424743787112E-3
80.000000000000014E+0	-4.927238131640279E-3	-2.817797387204562E-3
81.000000000000014E+0	-9.940815540631307E-3	-9.187513800028147E-3
82.000000000000014E+0	-2.678072141487794E-3	16.330574624915974E-3
83.000000000000014E+0	-1.543570036462334E-3	-7.145655835361935E-3
84.000000000000014E+0	6.978462427657882E-3	18.095997022017214E-3
85.000000000000014E+0	1.024533506361811E-3	-13.714623753336666E-3
86.000000000000014E+0	2.319690906158281E-3	2.833964487296222E-3
87.000000000000014E+0	-7.662230526182875E-3	-1.324353016701624E-3
88.000000000000014E+0	1.150805846229357E-3	8.784387208210911E-3
89.000000000000014E+0	10.706895234970809E-3	-1.731775689864322E-3
90.000000000000014E+0	-6.321359998026385E-3	-4.078562427188023E-3
91.000000000000014E+0	3.918249475884942E-3	2.409372941670988E-3
92.000000000000014E+0	2.027372728593512E-3	-5.386286785058073E-3
93.000000000000014E+0	-5.017727276720994E-3	-378.812943872889100E-6
94.000000000000014E+0	-2.021874501142172E-3	-1.378265309677161E-3
95.000000000000014E+0	1.032572113654392E-3	2.876212482835438E-3
96.000000000000014E+0	1.051486328362211E-3	-3.014226151570295E-3
97.000000000000014E+0	-6.441989373599750E-3	405.750456416967180E-6
98.000000000000014E+0	3.837032492490035E-3	2.871600758336112E-3
99.000000000000014E+0	2.614296853462309E-3	13.923418438797753E-3
100.000000000000010E+0	20.759214272033068E-3	-15.893050967813141E-3
101.000000000000010E+0	-6.394434261983961E-3	-5.560850986603874E-3
102.000000000000010E+0	-2.911251538040043E-3	-3.747197554190247E-3
103.000000000000010E+0	992.323748761490780E-6	2.509162097381810E-3
104.000000000000010E+0	1.889570125219824E-3	-2.416041803145668E-3
105.000000000000010E+0	-2.667175159594312E-3	-3.756012087782617E-3
106.000000000000010E+0	-5.737757744092487E-3	1.936905136956805E-3
107.000000000000010E+0	-434.795162901561900E-6	6.747854154308823E-3
108.000000000000010E+0	4.725839176370980E-3	-1.209861546894384E-3
109.000000000000010E+0	-1.355136028927174E-3	574.646714597421550E-6
110.000000000000010E+0	1.169814104354074E-3	-1.189959183225803E-3
111.000000000000010E+0	-1.834887368833946E-3	-572.291963418866330E-6
112.000000000000010E+0	715.152580844237870E-6	2.138140626398347E-3
113.000000000000010E+0	1.624549145139617E-3	237.200763055531430E-6
114.000000000000010E+0	-1.873749720389720E-3	-3.866487170464095E-3
115.000000000000010E+0	2.756747896451670E-3	11.672134062101833E-3
116.000000000000010E+0	7.563767275305439E-3	-8.751655929637290E-3
117.000000000000010E+0	-427.930587497875470E-6	33.147734930126121E-6
118.000000000000010E+0	-985.936909209913930E-6	-3.583841738923889E-3
119.000000000000010E+0	-3.931637575610471E-3	1.496640867324162E-3
120.000000000000010E+0	1.543735714667125E-3	4.238832939670267E-3
121.000000000000010E+0	3.310355145186016E-3	-151.603815045825830E-6
122.000000000000010E+0	1.759751362338811E-3	-2.565517694884587E-3
123.000000000000010E+0	-918.216528492529380E-6	-1.845128718801222E-3
124.000000000000010E+0	140.923637750268820E-6	698.894606268064970E-6
125.000000000000010E+0	330.008022240633340E-6	-1.160454875791700E-3
126.000000000000010E+0	681.959062091729100E-6	968.280386437593150E-6
127.000000000000010E+0	271.398453813033710E-6	-2.106915171057670E-3
128.000000000000030E+0	-1.791705284943516E-3	655.777892314101160E-6
129.000000000000030E+0	-256.523986042872720E-6	1.211086245774751E-3
130.000000000000030E+0	1.704668451119282E-3	1.295545235775615E-3
131.000000000000030E+0	355.604288911470840E-6	-2.553406112685851E-3
132.000000000000030E+0	-1.285452713163787E-3	366.834543097307320E-6
133.000000000000030E+0	-306.723818985536840E-6	-36.842014304847702E-6
134.000000000000030E+0	179.672186087601980E-6	-131.531534863908100E-6
135.000000000000030E+0	-885.890017309348250E-6	440.724290808185670E-6
136.000000000000030E+0	1.008837227665251E-3	342.651491778716840E-6
137.000000000000030E+0	-99.639805978088563E-6	-99.538209440684408E-6
138.000000000000030E+0	988.272476752447740E-6	-451.631670065399730E-6
139.000000000000030E+0	-830.607413038101250E-6	-793.865689234836020E-6
140.000000000000030E+0	-84.924929657501333E-6	164.754499694635010E-6
141.000000000000030E+0	-35.470237654208850E-6	206.141897169558060E-6
142.000000000000030E+0	-61.668847724448588E-6	-208.534354952144330E-6
143.000000000000030E+0	210.842072180948300E-6	445.531561052543930E-6
144.000000000000030E+0	277.469981637214630E-6	-305.668351490372390E-6
145.000000000000030E+0	61.779715364481579E-6	-150.118219516562810E-6
146.000000000000030E+0	-140.779019264855150E-6	-57.336120098034248E-6
147.000000000000030E+0	-249.803845824233940E-6	118.956244713220180E-6
148.000000000000030E+0	11.914822451078794E-6	569.812625723615550E-6
149.000000000000030E+0	702.269327316963190E-6	-193.700700798189170E-6
150.000000000000030E+0	-374.479191792755820E-6	-730.966187036801840E-6
151.000000000000030E+0	-202.238563894454230E-6	150.251002537058870E-6
152.000000000000030E+0	51.815068089113223E-6	-100.788540879267680E-6
153.000000000000030E+0	-79.767324759492855E-6	53.861275531515929E-6
