Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	8.313525727074438E-12
50.000000000000007E+0	114.014351982093110E-12
51.000000000000007E+0	320.963540780787510E-12
52.000000000000007E+0	123.639982765300420E-12
53.000000000000007E+0	45.088650375053007E-12
54.000000000000007E+0	88.189470957956600E-12
55.000000000000007E+0	90.438047512557688E-12
56.000000000000007E+0	192.334129831502680E-12
57.000000000000007E+0	196.408381509838830E-12
58.000000000000007E+0	62.575381538129916E-12
59.000000000000007E+0	137.787143685859710E-12
60.000000000000007E+0	12.702115332420536E-12
61.000000000000007E+0	53.527984833433117E-12
62.000000000000007E+0	60.850871340631626E-12
63.000000000000007E+0	7.504937829361639E-12
64.000000000000014E+0	25.282302694267697E-12
65.000000000000014E+0	6.210517508792863E-12
66.000000000000014E+0	40.596911456444958E-12
67.000000000000014E+0	2.692398320658883E-12
68.000000000000014E+0	15.746490774757373E-12
69.000000000000014E+0	10.730593287626599E-12
70.000000000000014E+0	635.876838100317850E-15
71.000000000000014E+0	23.463843669253336E-12
72.000000000000014E+0	47.621023940662208E-12
73.000000000000014E+0	3.082123695386640E-12
74.000000000000014E+0	26.235723689566320E-12
75.000000000000014E+0	127.469779927903590E-12
76.000000000000014E+0	15.899304017316277E-12
77.000000000000014E+0	57.450498805314328E-12
78.000000000000014E+0	30.630764754887486E-12
79.000000000000014E+0	7.324984110167171E-12
80.000000000000014E+0	51.153260041981252E-12
81.000000000000014E+0	63.039467726415543E-12
82.000000000000014E+0	4.342224379548133E-12
83.000000000000014E+0	61.149683257146989E-12
84.000000000000014E+0	313.130756787822250E-12
85.000000000000014E+0	434.677343754654150E-12
86.000000000000014E+0	146.235186308253430E-12
87.000000000000014E+0	23.977227883001564E-12
88.000000000000014E+0	66.434854173077870E-12
89.000000000000014E+0	7.926219103453793E-12
90.000000000000014E+0	75.032373121558616E-12
91.000000000000014E+0	158.037032786503980E-12
92.000000000000014E+0	17.900958467555858E-12
93.000000000000014E+0	62.726923815381644E-12
94.000000000000014E+0	139.880488181653010E-12
95.000000000000014E+0	80.021257982829282E-12
96.000000000000014E+0	9.699409287239055E-12
97.000000000000014E+0	183.879435818282020E-12
98.000000000000014E+0	167.279973585851280E-12
99.000000000000014E+0	499.742993279469780E-12
100.000000000000010E+0	2.149860028547991E-9
101.000000000000010E+0	489.606975285775280E-12
102.000000000000010E+0	118.346559470069750E-12
103.000000000000010E+0	51.027378961030581E-12
104.000000000000010E+0	5.362459869034370E-12
105.000000000000010E+0	15.442528787384171E-12
106.000000000000010E+0	13.724292267704597E-12
107.000000000000010E+0	15.933485067687713E-12
108.000000000000010E+0	7.395619395308507E-12
109.000000000000010E+0	54.244566823905530E-12
110.000000000000010E+0	109.414792260480690E-12
111.000000000000010E+0	4.997308119541949E-12
112.000000000000010E+0	83.582262291731917E-12
113.000000000000010E+0	1.309290104931017E-9
114.000000000000010E+0	2.743026647678431E-9
115.000000000000010E+0	472.166849362742600E-12
116.000000000000010E+0	13.352357082323410E-12
117.000000000000010E+0	6.040259680195038E-12
118.000000000000010E+0	9.267704519465363E-12
119.000000000000010E+0	28.196670854523223E-12
120.000000000000010E+0	37.090754823854255E-12
121.000000000000010E+0	19.346932461391273E-12
122.000000000000010E+0	39.966255901957929E-12
123.000000000000010E+0	26.901402252505713E-12
124.000000000000010E+0	73.853680923748017E-12
125.000000000000010E+0	104.698268616687360E-12
126.000000000000010E+0	28.757569528106720E-12
127.000000000000010E+0	52.534072955292824E-12
128.000000000000030E+0	23.382080594073713E-12
129.000000000000030E+0	459.716264325883210E-15
130.000000000000030E+0	32.452885195322539E-12
131.000000000000030E+0	52.719944460407397E-12
