Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	1.499710040270946E-9
50.000000000000007E+0	2.663612283702373E-9
51.000000000000007E+0	553.907335973882560E-12
52.000000000000007E+0	435.929456896985410E-12
53.000000000000007E+0	715.577514296035300E-12
54.000000000000007E+0	395.556669831742500E-12
55.000000000000007E+0	24.216120245399751E-12
56.000000000000007E+0	57.113224343797275E-12
57.000000000000007E+0	521.763373969565090E-12
58.000000000000007E+0	571.148316509378980E-12
59.000000000000007E+0	100.469002056772970E-12
60.000000000000007E+0	34.389973588689495E-12
61.000000000000007E+0	275.493070396261410E-12
62.000000000000007E+0	773.155332023162410E-12
63.000000000000007E+0	595.388144527741970E-12
64.000000000000014E+0	130.084931507528880E-12
65.000000000000014E+0	113.387351190374310E-12
66.000000000000014E+0	53.164686066808707E-12
67.000000000000014E+0	44.429586327380659E-12
68.000000000000014E+0	51.643321350849135E-12
69.000000000000014E+0	116.570428930153700E-12
70.000000000000014E+0	79.810124575192292E-12
71.000000000000014E+0	173.628412841349530E-12
72.000000000000014E+0	457.980116564202050E-12
73.000000000000014E+0	374.253603859200950E-12
74.000000000000014E+0	50.801636574288851E-12
75.000000000000014E+0	20.065955227530948E-12
76.000000000000014E+0	95.058484271365799E-12
77.000000000000014E+0	1.106796022872315E-9
78.000000000000014E+0	1.629662904442279E-9
79.000000000000014E+0	137.324332626506820E-12
80.000000000000014E+0	368.216299819608920E-12
81.000000000000014E+0	203.834556219720080E-12
82.000000000000014E+0	38.369604208789547E-12
83.000000000000014E+0	42.407764428631507E-12
84.000000000000014E+0	209.256272064934200E-12
85.000000000000014E+0	445.910885337196020E-12
86.000000000000014E+0	280.083318257918680E-12
87.000000000000014E+0	49.415561561500726E-12
88.000000000000014E+0	434.378777472987520E-12
89.000000000000014E+0	154.334193708713670E-12
90.000000000000014E+0	570.779254999121490E-12
91.000000000000014E+0	168.084750955232320E-12
92.000000000000014E+0	28.835363498858516E-12
93.000000000000014E+0	33.174636281834666E-12
94.000000000000014E+0	133.531758321189450E-12
95.000000000000014E+0	201.865854667188860E-12
96.000000000000014E+0	49.762536499453549E-12
97.000000000000014E+0	45.506816001786151E-12
98.000000000000014E+0	175.806482942476000E-12
99.000000000000014E+0	5.998619503970870E-9
100.000000000000010E+0	17.394278285904562E-9
101.000000000000010E+0	4.574404482230234E-9
102.000000000000010E+0	95.526713049137838E-12
103.000000000000010E+0	63.747607989339634E-12
104.000000000000010E+0	20.555604487141155E-12
105.000000000000010E+0	14.751939009231777E-12
106.000000000000010E+0	29.436278318808010E-12
107.000000000000010E+0	170.761065677502950E-12
108.000000000000010E+0	221.027520418937120E-12
109.000000000000010E+0	48.484005971289255E-12
110.000000000000010E+0	52.092883025552063E-12
111.000000000000010E+0	2.017788718334588E-12
112.000000000000010E+0	12.067894840654116E-12
113.000000000000010E+0	2.739495755769440E-9
114.000000000000010E+0	6.522319939378969E-9
115.000000000000010E+0	1.630328082367146E-9
116.000000000000010E+0	317.213664393557990E-12
117.000000000000010E+0	237.805810514273310E-12
118.000000000000010E+0	276.678785070763890E-12
119.000000000000010E+0	541.576421182457870E-12
120.000000000000010E+0	394.728371295471930E-12
121.000000000000010E+0	37.352850543034504E-12
122.000000000000010E+0	58.195479774506569E-12
123.000000000000010E+0	5.366863565213085E-12
124.000000000000010E+0	15.884859182893632E-12
125.000000000000010E+0	9.337980847255736E-12
126.000000000000010E+0	208.779332604921940E-12
127.000000000000010E+0	60.556912276513434E-12
128.000000000000030E+0	107.933258822299330E-12
129.000000000000030E+0	501.090903234733370E-12
130.000000000000030E+0	494.681643892616070E-12
131.000000000000030E+0	212.370375633710570E-12
132.000000000000030E+0	24.008611077323334E-12
133.000000000000030E+0	47.148520355707469E-12
134.000000000000030E+0	423.041675728807000E-12
135.000000000000030E+0	510.727447261176730E-12
