Freq (Hz)	micro/hp_Real	micro/hp_Imag
20.000000000000004E+0	-2.023580671955290E+0	-7.049264010100036E+0
21.000000000000004E+0	-4.274596618293775E+0	-3.439431831816224E+0
22.000000000000004E+0	-4.000296543610920E+0	2.423179016088308E+0
23.000000000000004E+0	-640.216937823813280E-3	5.538820615126213E+0
24.000000000000004E+0	1.251162306918498E+0	513.361872833159930E-3
25.000000000000004E+0	-1.063828850543915E+0	604.268027226595340E-3
26.000000000000004E+0	6.969837259247154E+0	-7.685477699020734E+0
27.000000000000004E+0	-460.250814884331280E-3	50.336794332658877E-3
28.000000000000004E+0	-303.138582080279770E-3	-118.966786409076240E-3
29.000000000000004E+0	-378.316683037569270E-3	-378.390598362140510E-3
30.000000000000004E+0	108.775053948953750E-3	-318.229163429215980E-3
31.000000000000004E+0	-50.230657926355698E-3	-276.950693541623220E-3
32.000000000000007E+0	217.789976800544320E-3	135.221935498428560E-3
33.000000000000007E+0	266.895108501410850E-3	87.757339861073910E-3
34.000000000000007E+0	37.694988139431611E-3	-537.483024584660800E-3
35.000000000000007E+0	-218.319187176227110E-3	-194.927221723101810E-3
36.000000000000007E+0	-56.826457159593662E-3	308.506654226122390E-3
37.000000000000007E+0	-386.513688788119090E-3	-107.526011691428600E-3
38.000000000000007E+0	-446.705185109340430E-3	95.242794397722166E-3
39.000000000000007E+0	53.140848578018957E-3	275.861527101903980E-3
40.000000000000007E+0	-84.279574979184466E-3	-344.972177821378460E-3
41.000000000000007E+0	352.055440908218500E-3	310.524411188541630E-3
42.000000000000007E+0	62.926297199184897E-3	133.745922871811920E-3
43.000000000000007E+0	-126.296486569320990E-3	118.952895958174650E-3
44.000000000000007E+0	53.351252247293583E-3	154.343480686852050E-3
45.000000000000007E+0	2.843465087782988E-3	-103.713898210936770E-3
46.000000000000007E+0	-32.573611612951830E-3	-50.791699632010842E-3
47.000000000000007E+0	-64.729488436403970E-3	-82.667954605125826E-3
48.000000000000007E+0	-84.389106971764008E-3	-65.213940067149478E-3
49.000000000000007E+0	103.134191432699130E-3	79.347787497311334E-3
50.000000000000007E+0	41.611838871639863E-3	71.807912787574132E-3
51.000000000000007E+0	128.592468619882850E-3	-113.926880192635080E-3
52.000000000000007E+0	-473.860479281512870E-3	45.542535261745565E-3
53.000000000000007E+0	103.387385736488120E-3	12.141676006231839E-3
54.000000000000007E+0	25.100900894155811E-3	-80.705943192546495E-3
55.000000000000007E+0	65.720029846715516E-3	-50.992494784993639E-3
56.000000000000007E+0	-75.467425723870662E-3	-52.884186380263286E-3
57.000000000000007E+0	-7.857679241065880E-3	207.388971648530480E-3
58.000000000000007E+0	65.597233508101052E-3	15.632067969271298E-3
59.000000000000007E+0	-18.621631339570042E-3	-88.824201349937903E-3
60.000000000000007E+0	-384.867684596971570E-3	206.224052057731620E-3
61.000000000000007E+0	-29.637873403601554E-3	-93.861925140245883E-3
62.000000000000007E+0	50.205510003172950E-3	33.655770558060454E-3
63.000000000000007E+0	54.714655828452280E-3	-152.107910426935780E-3
64.000000000000014E+0	134.920292397603450E-3	-61.809399410363515E-3
65.000000000000014E+0	4.875100200879336E-3	-74.360982554544153E-3
66.000000000000014E+0	-177.750558785913480E-3	-71.521117255954850E-3
67.000000000000014E+0	-77.215127148511073E-3	-59.805817209541486E-3
68.000000000000014E+0	70.646159995936750E-3	-50.608261773183581E-3
69.000000000000014E+0	59.021824467573272E-3	32.402029723106941E-3
70.000000000000014E+0	55.957615136369300E-3	-9.050347912687677E-3
