Freq (Hz)	micro(Pa^2 )	hp(V^2 )
49.000000000000007E+0	186.837903627801090E-12	4.405860439796330E-9
50.000000000000007E+0	1.367392172817602E-9	11.274484656902579E-9
51.000000000000007E+0	457.460828338074070E-12	710.251493916600130E-12
52.000000000000007E+0	35.921103553441474E-12	1.729668417681836E-9
53.000000000000007E+0	102.166256140344200E-12	4.447583937103418E-9
54.000000000000007E+0	188.473454582479580E-12	6.596401705000997E-9
55.000000000000007E+0	219.082848255447120E-12	6.963305929019244E-9
56.000000000000007E+0	49.200008281897602E-12	8.681982971015369E-9
57.000000000000007E+0	62.137582432241825E-12	12.916590867450669E-9
58.000000000000007E+0	68.864737474829546E-12	15.591267874377983E-9
59.000000000000007E+0	85.794221741314375E-12	23.452518098108779E-9
60.000000000000007E+0	36.342845345798772E-12	30.848240078922966E-9
61.000000000000007E+0	30.768546125811239E-12	45.215821657404351E-9
62.000000000000007E+0	6.461348701846369E-12	47.466953731866800E-9
63.000000000000007E+0	66.711055463146402E-12	53.672820256302564E-9
64.000000000000014E+0	9.642495571551557E-12	96.470977631203407E-9
65.000000000000014E+0	76.233959479045130E-12	96.441613778612296E-9
66.000000000000014E+0	193.407056830205440E-12	111.689643446478320E-9
67.000000000000014E+0	274.740575587228340E-12	166.094109473337260E-9
68.000000000000014E+0	119.075723592614410E-12	190.013592012141030E-9
69.000000000000014E+0	72.390495351226578E-12	210.126860136914550E-9
70.000000000000014E+0	57.121400471916006E-12	262.379147484214720E-9
71.000000000000014E+0	52.140145603177595E-12	299.482417011662540E-9
72.000000000000014E+0	113.646392268593950E-12	323.787877785310810E-9
73.000000000000014E+0	63.707033062476052E-12	399.803034771544430E-9
74.000000000000014E+0	320.808693334934930E-12	476.137830913377750E-9
75.000000000000014E+0	98.734238514064699E-12	467.283966151428770E-9
76.000000000000014E+0	5.095887510383769E-12	522.146542495771670E-9
77.000000000000014E+0	132.401883423763580E-12	584.537845354767290E-9
78.000000000000014E+0	173.405931862171780E-12	652.957223390304710E-9
79.000000000000014E+0	24.597400189651925E-12	743.771184788166650E-9
80.000000000000014E+0	298.999511081048790E-12	822.683529466010370E-9
81.000000000000014E+0	108.576753935298130E-12	906.416378278253740E-9
82.000000000000014E+0	17.767533221637631E-12	1.057731305799443E-6
83.000000000000014E+0	41.767038098182278E-12	1.220536769386437E-6
84.000000000000014E+0	414.984919133782250E-12	1.406420030257075E-6
85.000000000000014E+0	107.699367623586650E-12	1.572655620915382E-6
86.000000000000014E+0	44.025510519466615E-12	1.666414390391162E-6
87.000000000000014E+0	50.707193878543604E-12	1.935163201254220E-6
88.000000000000014E+0	45.722426737660932E-12	2.161651408181314E-6
89.000000000000014E+0	109.288950886785720E-12	2.201744131090537E-6
90.000000000000014E+0	218.402531021095880E-12	2.186160248724445E-6
91.000000000000014E+0	91.937208778839090E-12	2.335304989160961E-6
92.000000000000014E+0	11.332277017371829E-12	2.443596452768975E-6
93.000000000000014E+0	35.854945502885709E-12	2.483672236369133E-6
94.000000000000014E+0	38.778784047570365E-12	2.689130786078370E-6
95.000000000000014E+0	34.839845336799957E-12	2.889621514846106E-6
96.000000000000014E+0	3.065491384011249E-12	3.205069693137114E-6
97.000000000000014E+0	65.279003828921846E-12	3.482693307098895E-6
98.000000000000014E+0	121.329232580899330E-12	3.861414690053895E-6
99.000000000000014E+0	1.188903308832450E-9	4.153197237486919E-6
100.000000000000010E+0	2.672249045493899E-9	3.973762287915841E-6
101.000000000000010E+0	283.510901103737190E-12	4.010781251996076E-6
102.000000000000010E+0	85.855752524065697E-12	3.946712904168565E-6
103.000000000000010E+0	14.079846749355321E-12	3.962452129461758E-6
104.000000000000010E+0	16.318996558301587E-12	4.238685652424510E-6
105.000000000000010E+0	2.021687333867035E-12	4.620579309448984E-6
106.000000000000010E+0	112.324289940467260E-12	5.164587086217396E-6
107.000000000000010E+0	12.689760122186452E-12	5.693308739993920E-6
108.000000000000010E+0	73.828413638221748E-12	6.079097856659052E-6
109.000000000000010E+0	26.495538351429507E-12	6.039963110525203E-6
