Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	3.157453892980480E-9
50.000000000000007E+0	9.671790918929165E-9
51.000000000000007E+0	2.182514681899409E-9
52.000000000000007E+0	159.544728156024400E-12
53.000000000000007E+0	80.991500801029216E-12
54.000000000000007E+0	398.369360363959760E-12
55.000000000000007E+0	330.468408381707360E-12
56.000000000000007E+0	368.783630395659180E-12
57.000000000000007E+0	1.029295880592083E-9
58.000000000000007E+0	509.424342485595830E-12
59.000000000000007E+0	460.847706456379660E-12
60.000000000000007E+0	734.058698547367910E-12
61.000000000000007E+0	71.127110319923117E-12
62.000000000000007E+0	792.685712717804160E-12
63.000000000000007E+0	192.293755884628430E-12
64.000000000000014E+0	959.006234854110010E-12
65.000000000000014E+0	9.926316507442441E-12
66.000000000000014E+0	606.668898349463130E-12
67.000000000000014E+0	1.251456573106132E-9
68.000000000000014E+0	1.510152087097658E-9
69.000000000000014E+0	175.902701464213850E-12
70.000000000000014E+0	245.667861620661860E-12
71.000000000000014E+0	13.604625467138608E-12
72.000000000000014E+0	14.721153421656095E-12
73.000000000000014E+0	98.936188761584045E-12
74.000000000000014E+0	50.514049321498582E-12
75.000000000000014E+0	197.326637934250120E-12
76.000000000000014E+0	378.224800271475760E-12
77.000000000000014E+0	936.206697818106820E-12
78.000000000000014E+0	718.224749890364850E-12
79.000000000000014E+0	57.109586133704450E-12
80.000000000000014E+0	256.095738153966880E-12
81.000000000000014E+0	707.263191317316290E-12
82.000000000000014E+0	783.647767193036280E-12
83.000000000000014E+0	105.395715768246350E-12
84.000000000000014E+0	31.154393593934291E-12
85.000000000000014E+0	549.268188635315670E-12
86.000000000000014E+0	617.861981516059730E-12
87.000000000000014E+0	861.583714288771230E-12
88.000000000000014E+0	499.069910232877010E-12
89.000000000000014E+0	1.500562547439341E-9
90.000000000000014E+0	1.379215501096537E-9
91.000000000000014E+0	21.614299548257821E-12
92.000000000000014E+0	99.795625936432800E-12
93.000000000000014E+0	231.585896717317800E-12
94.000000000000014E+0	509.939807703467110E-12
95.000000000000014E+0	440.030851718355060E-12
96.000000000000014E+0	152.170049138054760E-12
97.000000000000014E+0	462.191596670004400E-12
98.000000000000014E+0	467.482335980967320E-12
99.000000000000014E+0	13.241953272072699E-9
100.000000000000010E+0	53.957856907500405E-9
101.000000000000010E+0	12.386795140884434E-9
102.000000000000010E+0	635.058172523969470E-12
103.000000000000010E+0	30.943290414567773E-12
104.000000000000010E+0	36.386658389652739E-12
105.000000000000010E+0	356.655269932323300E-12
106.000000000000010E+0	144.500572075762470E-12
107.000000000000010E+0	152.608681232255060E-12
108.000000000000010E+0	696.143569904626920E-12
109.000000000000010E+0	75.802522647835249E-12
110.000000000000010E+0	752.533222639211410E-12
111.000000000000010E+0	1.420127667058024E-9
112.000000000000010E+0	1.047003836512141E-9
113.000000000000010E+0	10.479230632936916E-9
114.000000000000010E+0	17.766590402196904E-9
115.000000000000010E+0	6.784412759977673E-9
116.000000000000010E+0	1.320374965668141E-9
117.000000000000010E+0	24.658435471131142E-12
118.000000000000010E+0	173.016858648045860E-12
119.000000000000010E+0	627.038982682036920E-12
120.000000000000010E+0	1.138972674944547E-9
121.000000000000010E+0	932.573115302307150E-12
122.000000000000010E+0	328.485274813584260E-12
123.000000000000010E+0	1.029866340213150E-9
124.000000000000010E+0	314.208881227718490E-12
125.000000000000010E+0	199.744398573330970E-12
126.000000000000010E+0	359.579578121469520E-12
127.000000000000010E+0	3.183646044913828E-12
128.000000000000030E+0	444.365694321410640E-12
129.000000000000030E+0	412.548658290701230E-12
130.000000000000030E+0	145.746213545983530E-12
131.000000000000030E+0	888.838242299541030E-12
132.000000000000030E+0	1.717381060874581E-9
133.000000000000030E+0	1.970335860902468E-9
134.000000000000030E+0	1.128616722613572E-9
135.000000000000030E+0	1.112650915631432E-9
136.000000000000030E+0	977.320030066964010E-12
137.000000000000030E+0	199.114957100770930E-12
138.000000000000030E+0	1.010791224290198E-9
139.000000000000030E+0	217.962060102448580E-12
140.000000000000030E+0	676.115144808688450E-12
141.000000000000030E+0	1.796808038436009E-9
142.000000000000030E+0	818.305747553576660E-12
143.000000000000030E+0	270.858759792859700E-12
144.000000000000030E+0	538.451257449382440E-12
145.000000000000030E+0	921.311659955643110E-12
146.000000000000030E+0	1.385554845054618E-9
147.000000000000030E+0	1.163472565593162E-9
148.000000000000030E+0	177.873921344118830E-12
149.000000000000030E+0	3.072062544778167E-9
150.000000000000030E+0	15.756093498316930E-9
151.000000000000030E+0	6.308895517006797E-9
152.000000000000030E+0	655.298971537879370E-12
153.000000000000030E+0	618.673382702364690E-12
154.000000000000030E+0	891.006425419704310E-12
155.000000000000030E+0	715.410997508992340E-12
156.000000000000030E+0	301.996128775960070E-12
157.000000000000030E+0	270.273911023053810E-12
158.000000000000030E+0	90.374641751548831E-12
159.000000000000030E+0	70.197166049266431E-12
160.000000000000030E+0	1.003202606115814E-9
161.000000000000030E+0	1.149822299965414E-9
162.000000000000030E+0	3.919377094920572E-9
163.000000000000030E+0	1.498450658948945E-9
164.000000000000030E+0	249.198443262676520E-12
165.000000000000030E+0	247.621124692314010E-12
166.000000000000030E+0	1.053179008590254E-9
167.000000000000030E+0	50.973507293676680E-12
168.000000000000030E+0	308.365840998912680E-12
169.000000000000030E+0	245.908388210986170E-12
170.000000000000030E+0	3.580238700201978E-12
171.000000000000030E+0	444.138577563105250E-12
172.000000000000030E+0	1.313822521079748E-9
173.000000000000030E+0	1.740132736646188E-9
174.000000000000030E+0	885.526005602425330E-12
175.000000000000030E+0	29.700027566157903E-12
176.000000000000030E+0	181.710627737101510E-12
177.000000000000030E+0	356.830676552288180E-12
178.000000000000030E+0	48.121590432507485E-12
179.000000000000030E+0	57.879658129149927E-12
180.000000000000030E+0	645.473820169173950E-12
181.000000000000030E+0	279.328878743346880E-12
182.000000000000030E+0	1.122441579982048E-9
183.000000000000030E+0	1.345829131351234E-9
184.000000000000030E+0	612.308710298946870E-12
185.000000000000030E+0	1.186887286037486E-9
186.000000000000030E+0	1.717896203819507E-9
187.000000000000030E+0	362.697155613271280E-12
188.000000000000030E+0	262.157567168326700E-12
189.000000000000030E+0	303.564751710485320E-12
190.000000000000030E+0	96.099585387428518E-12
191.000000000000030E+0	114.072831244698520E-12
192.000000000000030E+0	147.517543452938930E-12
193.000000000000030E+0	1.058894364329304E-9
194.000000000000030E+0	594.230209442156250E-12
195.000000000000030E+0	56.888213292482004E-12
196.000000000000030E+0	332.388205338855310E-12
197.000000000000030E+0	135.370670910226290E-12
198.000000000000030E+0	45.044174275817197E-12
199.000000000000030E+0	1.348636362965280E-9
200.000000000000030E+0	3.314952699854074E-9
201.000000000000030E+0	642.537999476578740E-12
202.000000000000030E+0	175.887377739556650E-12
203.000000000000030E+0	160.722083788816890E-12
204.000000000000030E+0	514.131243110409420E-12
205.000000000000030E+0	133.739314821918350E-12
206.000000000000030E+0	837.883806174312850E-12
207.000000000000030E+0	1.802390586221860E-9
208.000000000000030E+0	984.264864349847960E-12
209.000000000000030E+0	680.626973548742350E-12
210.000000000000030E+0	3.141761374924029E-9
211.000000000000030E+0	2.053134360079873E-9
212.000000000000030E+0	415.634324585563250E-12
213.000000000000030E+0	2.995775806486761E-9
214.000000000000030E+0	8.705019364350912E-9
215.000000000000030E+0	3.566992093726102E-9
216.000000000000030E+0	261.171954673770830E-12
217.000000000000030E+0	214.207575583164610E-12
218.000000000000030E+0	171.917454164333420E-12
219.000000000000030E+0	943.211173852914990E-12
220.000000000000030E+0	595.487402012120640E-12
221.000000000000030E+0	143.062684904051740E-12
222.000000000000030E+0	73.957832001553107E-12
223.000000000000030E+0	5.185117996952391E-12
224.000000000000030E+0	375.907405247881850E-12
225.000000000000030E+0	364.850383379828160E-12
226.000000000000030E+0	117.918939931830310E-12
227.000000000000030E+0	463.500551794248030E-12
228.000000000000030E+0	105.422465997931340E-12
229.000000000000030E+0	219.290923113942650E-12
230.000000000000030E+0	28.667615887683995E-12
231.000000000000030E+0	127.193930450178630E-12
232.000000000000030E+0	72.202129103504555E-12
233.000000000000030E+0	105.494068063512810E-12
234.000000000000030E+0	592.363136221106470E-12
235.000000000000030E+0	98.478355620205695E-12
236.000000000000030E+0	142.812757325071590E-12
237.000000000000030E+0	970.901845492024270E-12
238.000000000000030E+0	2.305343766194094E-9
239.000000000000030E+0	1.456417249239850E-9
240.000000000000030E+0	130.685980071630810E-12
241.000000000000030E+0	1.140742316949095E-9
242.000000000000030E+0	2.062180884861052E-9
243.000000000000030E+0	795.470650361371270E-12
244.000000000000030E+0	1.166642654682610E-12
245.000000000000030E+0	383.498598511122550E-12
246.000000000000030E+0	648.451995259906420E-12
247.000000000000030E+0	96.641785421476961E-12
248.000000000000030E+0	250.386358640106970E-12
249.000000000000030E+0	1.500775498744774E-9
250.000000000000030E+0	2.170173559911864E-9
251.000000000000030E+0	1.022706050387183E-9
252.000000000000030E+0	203.999933069235970E-12
253.000000000000030E+0	37.513241593554892E-12
254.000000000000030E+0	746.518518599041570E-12
255.000000000000030E+0	937.926559848402470E-12
256.000000000000060E+0	13.212374633887542E-12
257.000000000000060E+0	482.831870357400890E-12
258.000000000000060E+0	618.799902101747490E-12
259.000000000000060E+0	37.347710346054707E-12
260.000000000000060E+0	141.624336936329470E-12
261.000000000000060E+0	905.731081746934710E-12
262.000000000000060E+0	1.522306220276206E-9
263.000000000000060E+0	1.178757153417570E-9
264.000000000000060E+0	1.529159488467810E-9
265.000000000000060E+0	554.642490743781150E-12
266.000000000000060E+0	213.771632277966410E-12
267.000000000000060E+0	349.442967948071500E-12
268.000000000000060E+0	142.114795774563600E-12
269.000000000000060E+0	31.727956876839288E-12
270.000000000000060E+0	74.987928968646757E-12
271.000000000000060E+0	201.615169113696610E-12
272.000000000000060E+0	124.484097674967850E-12
273.000000000000060E+0	509.218622517301250E-12
274.000000000000060E+0	292.559243811397260E-12
275.000000000000060E+0	379.835509173760620E-12
276.000000000000060E+0	52.465529600618348E-12
277.000000000000060E+0	57.008193316900572E-12
278.000000000000060E+0	111.519914053846230E-12
279.000000000000060E+0	52.805510790276268E-12
280.000000000000060E+0	66.162600919661275E-12
281.000000000000060E+0	360.822257115650090E-12
282.000000000000060E+0	234.740510243752240E-12
283.000000000000060E+0	238.875738303785820E-12
284.000000000000060E+0	273.064878328017980E-12
285.000000000000060E+0	65.333040424841959E-12
286.000000000000060E+0	881.834125063110280E-12
287.000000000000060E+0	442.446589657759470E-12
288.000000000000060E+0	149.972908500502270E-12
289.000000000000060E+0	63.873755531323670E-12
290.000000000000060E+0	125.936555041190870E-12
291.000000000000060E+0	110.663292187543700E-12
292.000000000000060E+0	1.102839981891247E-9
293.000000000000060E+0	682.309040012853720E-12
294.000000000000060E+0	58.916109162930474E-12
295.000000000000060E+0	50.248155462565146E-12
296.000000000000060E+0	21.088634939106894E-12
297.000000000000060E+0	54.579938177177690E-12
298.000000000000060E+0	239.416758427773800E-12
299.000000000000060E+0	380.666220635024030E-12
300.000000000000060E+0	428.747794679809490E-12
301.000000000000060E+0	4.292295753742353E-12
302.000000000000060E+0	204.129530393262310E-12
303.000000000000060E+0	652.106599160036430E-12
304.000000000000060E+0	1.338827725196384E-9
305.000000000000060E+0	1.621229730320103E-9
306.000000000000060E+0	1.048703034290063E-9
307.000000000000060E+0	674.153226514063310E-12
308.000000000000060E+0	109.603481836512430E-12
309.000000000000060E+0	345.962236475275890E-12
310.000000000000060E+0	1.163201723446533E-9
311.000000000000060E+0	180.959759568795970E-12
312.000000000000060E+0	124.545165684238550E-12
313.000000000000060E+0	1.398989049781668E-9
314.000000000000060E+0	2.394565518134174E-9
315.000000000000060E+0	784.233932513696750E-12
316.000000000000060E+0	439.108489434772590E-12
317.000000000000060E+0	501.128514110913610E-12
318.000000000000060E+0	342.861315870337220E-12
319.000000000000060E+0	810.355487686642540E-12
320.000000000000060E+0	845.578095041741270E-12
321.000000000000060E+0	393.815113276957030E-12
322.000000000000060E+0	178.682159783319340E-12
323.000000000000060E+0	33.149069300459679E-12
324.000000000000060E+0	231.208030326004060E-12
325.000000000000060E+0	70.268451002645063E-12
326.000000000000060E+0	60.831154326348425E-12
327.000000000000060E+0	202.720400909416990E-12
328.000000000000060E+0	85.437458965234986E-12
329.000000000000060E+0	489.364812842570480E-12
330.000000000000060E+0	74.478174990060375E-12
331.000000000000060E+0	537.735454228554370E-12
332.000000000000060E+0	319.298729244084510E-12
333.000000000000060E+0	169.677596739765050E-12
334.000000000000060E+0	553.288853990307490E-12
335.000000000000060E+0	514.047991722912410E-12
336.000000000000060E+0	12.685327559230112E-12
337.000000000000060E+0	64.158935134815525E-12
338.000000000000060E+0	111.753604824744580E-12
339.000000000000060E+0	436.198148887225180E-12
340.000000000000060E+0	381.380426292623780E-12
341.000000000000060E+0	1.599381867561139E-9
342.000000000000060E+0	717.636685850485010E-12
343.000000000000060E+0	23.634057113768834E-12
344.000000000000060E+0	504.097610569842290E-12
345.000000000000060E+0	1.538206831683746E-9
346.000000000000060E+0	613.438961813862560E-12
