Freq (Hz)	micro(Pa^2 )	hp(V^2 )
49.000000000000007E+0	102.161029427450240E-12	742.047420086672730E-12
50.000000000000007E+0	42.290159289621134E-12	1.265950419630550E-9
51.000000000000007E+0	21.801993081133040E-12	3.310506306609285E-9
52.000000000000007E+0	123.453240507247990E-12	1.673456848815638E-9
53.000000000000007E+0	96.105265399939491E-12	1.955355493341597E-9
54.000000000000007E+0	50.123408991389328E-12	2.615427522106913E-9
55.000000000000007E+0	18.799745946772250E-12	4.005887918300915E-9
56.000000000000007E+0	875.433346679804000E-15	5.329991166617188E-9
57.000000000000007E+0	4.103256024797311E-12	7.193757713067108E-9
58.000000000000007E+0	29.566646583731629E-12	9.592353746241283E-9
59.000000000000007E+0	149.277702259231400E-12	12.729094826832462E-9
60.000000000000007E+0	67.360363247567192E-12	15.154796840819038E-9
61.000000000000007E+0	11.117685720448258E-12	19.741741254458805E-9
62.000000000000007E+0	121.400420694112820E-12	31.690005754734632E-9
63.000000000000007E+0	279.027838171413400E-12	30.053468256853750E-9
64.000000000000014E+0	202.651806438662660E-12	44.448385739643201E-9
65.000000000000014E+0	53.851994089892051E-12	57.258801453602339E-9
66.000000000000014E+0	38.216687162103598E-12	62.152668120408659E-9
67.000000000000014E+0	92.020118930273230E-12	83.847277706783517E-9
68.000000000000014E+0	31.631116299441045E-12	93.241007034788787E-9
69.000000000000014E+0	27.854560256901766E-12	122.141754589912010E-9
70.000000000000014E+0	36.899919746671358E-12	143.035487784281440E-9
71.000000000000014E+0	5.184346624348806E-12	164.287458996626950E-9
72.000000000000014E+0	26.143495861854429E-12	176.887581046916340E-9
73.000000000000014E+0	76.077959925130948E-12	203.884122864895170E-9
74.000000000000014E+0	196.101003037747500E-12	243.350719344955050E-9
75.000000000000014E+0	123.490975986743320E-12	247.683639788839950E-9
76.000000000000014E+0	35.864529202892253E-12	288.160632229855600E-9
77.000000000000014E+0	74.268158060883170E-12	332.915386877350310E-9
78.000000000000014E+0	55.889828470090559E-12	335.557465074928040E-9
79.000000000000014E+0	40.038149801257330E-12	373.725442432818360E-9
80.000000000000014E+0	38.467617791423977E-12	435.899631285421850E-9
81.000000000000014E+0	105.335959077767740E-15	502.595592619125250E-9
82.000000000000014E+0	6.512682286094891E-12	555.798727487333180E-9
83.000000000000014E+0	81.919297147146876E-12	651.050352100485850E-9
84.000000000000014E+0	81.361189209288843E-12	767.187216973218140E-9
85.000000000000014E+0	201.579419300275660E-12	861.008578457491270E-9
86.000000000000014E+0	333.285041089126040E-12	951.458554779349850E-9
87.000000000000014E+0	7.795114446628112E-12	1.082410238900432E-6
88.000000000000014E+0	1.699281849162348E-12	1.147503746858329E-6
89.000000000000014E+0	22.259716106122600E-12	1.252878446497063E-6
90.000000000000014E+0	6.120157980605097E-12	1.216731486122574E-6
91.000000000000014E+0	71.565570180973941E-12	1.267354974710165E-6
92.000000000000014E+0	18.647893491433317E-12	1.424262307731249E-6
93.000000000000014E+0	45.827528503484954E-12	1.448630271578899E-6
94.000000000000014E+0	110.833534766451140E-12	1.580794187324795E-6
