Freq (Hz)	micro/hp_Mod	micro/hp_Phase(rad)
49.000000000000007E+0	668.795237321370920E-3	-9.613203698889238E+0
50.000000000000007E+0	236.077219810318010E-3	-10.307105017286359E+0
51.000000000000007E+0	347.197494480553370E-3	-11.553990655651711E+0
52.000000000000007E+0	191.096336032809700E-3	-11.360517386497351E+0
53.000000000000007E+0	105.073211342894740E-3	-14.236958145393887E+0
54.000000000000007E+0	60.902651111525631E-3	-11.163059694630515E+0
55.000000000000007E+0	62.677740970921519E-3	-13.661221177713976E+0
56.000000000000007E+0	83.588144963648622E-3	-15.161858863805701E+0
57.000000000000007E+0	116.641096641917160E-3	-17.296916352470983E+0
58.000000000000007E+0	79.172196789152091E-3	-19.868731054495260E+0
59.000000000000007E+0	22.305941213147575E-3	-19.483901386435789E+0
60.000000000000007E+0	63.660611543435774E-3	-21.430886969056342E+0
61.000000000000007E+0	70.422857837267636E-3	-23.362666287247581E+0
62.000000000000007E+0	33.540503340938617E-3	-25.996013100893538E+0
63.000000000000007E+0	23.829258277787278E-3	-25.519496480652741E+0
64.000000000000014E+0	57.699406525119318E-3	-28.173905998408618E+0
65.000000000000014E+0	59.689875235332458E-3	-30.291226303260125E+0
66.000000000000014E+0	35.452766376664238E-3	-32.127588172599957E+0
67.000000000000014E+0	34.412585393860058E-3	-34.068073046712641E+0
68.000000000000014E+0	39.054920136788060E-3	-36.801792810172493E+0
69.000000000000014E+0	31.103870072795508E-3	-39.856569732030486E+0
70.000000000000014E+0	21.715747373286590E-3	-36.929547773345646E+0
71.000000000000014E+0	27.744081266030143E-3	-39.368542153619025E+0
72.000000000000014E+0	35.744625286026274E-3	-41.745811241204841E+0
73.000000000000014E+0	17.840621687657605E-3	-44.672619109355942E+0
74.000000000000014E+0	4.947105854021549E-3	-42.016527612710142E+0
75.000000000000014E+0	5.436488564489656E-3	-40.331117085183138E+0
76.000000000000014E+0	5.483929072678374E-3	-41.613218291582903E+0
77.000000000000014E+0	16.245019728773354E-3	-42.707333339634260E+0
78.000000000000014E+0	17.959064963680976E-3	-44.725080480973482E+0
79.000000000000014E+0	5.461140557193652E-3	-46.201523519028775E+0
80.000000000000014E+0	1.236605965523377E-3	-48.849900108631509E+0
81.000000000000014E+0	8.406981443543788E-3	-51.504708128530460E+0
82.000000000000014E+0	16.033701639302560E-3	-52.663307630742210E+0
83.000000000000014E+0	16.367490061394038E-3	-54.503731119039841E+0
84.000000000000014E+0	5.618784656091722E-3	-56.074739043246943E+0
85.000000000000014E+0	5.902120394872362E-3	-58.025389358454639E+0
86.000000000000014E+0	7.129578081605574E-3	-60.178906848840441E+0
87.000000000000014E+0	5.177430786822633E-3	-62.149516066641880E+0
88.000000000000014E+0	3.654951948756391E-3	-59.011841130555346E+0
89.000000000000014E+0	1.950356048772018E-3	-56.178129728635994E+0
90.000000000000014E+0	4.193688307494559E-3	-53.765132471915088E+0
91.000000000000014E+0	5.291861955621596E-3	-56.194016292453085E+0
92.000000000000014E+0	3.929683903165855E-3	-58.235803105893162E+0
93.000000000000014E+0	6.955199182656950E-3	-59.879538871723668E+0
94.000000000000014E+0	12.355941989945753E-3	-61.690443830705583E+0
95.000000000000014E+0	10.844509319619923E-3	-63.368928811923347E+0
96.000000000000014E+0	3.149996232112511E-3	-65.084781055683976E+0
97.000000000000014E+0	3.665783244345153E-3	-64.439515170048935E+0
98.000000000000014E+0	5.400344363882106E-3	-66.683042785205785E+0
99.000000000000014E+0	14.311756653996088E-3	-68.289722944495153E+0
100.000000000000010E+0	22.289709544705931E-3	-70.300718342517825E+0
101.000000000000010E+0	10.390445025959278E-3	-72.522291867126199E+0
102.000000000000010E+0	2.343772484152280E-3	-75.281289112881041E+0
103.000000000000010E+0	4.859130115402619E-3	-77.229881663811184E+0
104.000000000000010E+0	3.671843881483096E-3	-79.398705845747656E+0
105.000000000000010E+0	4.330028126179350E-3	-79.368082400585990E+0
106.000000000000010E+0	4.735012574053231E-3	-80.901484552325769E+0
107.000000000000010E+0	5.233242929458588E-3	-81.139991208147251E+0
108.000000000000010E+0	5.973174517214008E-3	-82.920778456202328E+0
109.000000000000010E+0	1.565047490965115E-3	-85.269865264282700E+0
110.000000000000010E+0	1.158896249073323E-3	-84.680156606972432E+0
111.000000000000010E+0	3.725610759638261E-3	-87.652202868505014E+0
112.000000000000010E+0	5.787377888544069E-3	-90.148110302757075E+0
113.000000000000010E+0	3.892699393291891E-3	-92.282248354194209E+0
114.000000000000010E+0	747.751282166793790E-6	-91.661224798512322E+0
115.000000000000010E+0	2.605200577026412E-3	-94.500588424949214E+0
116.000000000000010E+0	3.759786608883616E-3	-95.964139195304909E+0
117.000000000000010E+0	10.468059027452929E-3	-96.468473650442476E+0
118.000000000000010E+0	10.270530581930079E-3	-98.083145577777003E+0
119.000000000000010E+0	2.601902375090222E-3	-100.158671358053780E+0
120.000000000000010E+0	1.612810444175822E-3	-101.530973309770890E+0
121.000000000000010E+0	3.309160105975864E-3	-103.009655257480570E+0
122.000000000000010E+0	3.642646966072675E-3	-104.728257200078300E+0
123.000000000000010E+0	1.832048437339637E-3	-105.981204820378820E+0
124.000000000000010E+0	797.606469755524270E-6	-106.012814292468350E+0
125.000000000000010E+0	638.461677217543430E-6	-106.943128222904460E+0
