Freq (Hz)	micro/hp_Real	micro/hp_Imag
49.000000000000007E+0	-83.240152330616227E-3	205.056496144631170E-3
50.000000000000007E+0	269.226216596754940E-3	277.123522698320250E-3
51.000000000000007E+0	-286.312700101925890E-3	264.253659577461330E-3
52.000000000000007E+0	-124.550069470563350E-3	-98.835984015620090E-3
53.000000000000007E+0	104.884989374580020E-3	18.438388960981194E-3
54.000000000000007E+0	-91.481234774230077E-3	-7.984773294650638E-3
55.000000000000007E+0	-10.886509582574913E-3	23.416052235941398E-3
56.000000000000007E+0	38.877759187080876E-3	45.140465435630821E-3
57.000000000000007E+0	-5.217004493504572E-3	-27.836958790919922E-3
58.000000000000007E+0	28.738911593863509E-3	-1.481122695972540E-3
59.000000000000007E+0	-35.441524392218572E-3	22.169175063766505E-3
60.000000000000007E+0	45.628379609572535E-3	19.674481909145478E-3
61.000000000000007E+0	23.952509064627668E-3	-49.603728861212587E-3
62.000000000000007E+0	-37.997474663628891E-3	-9.958054647230220E-3
63.000000000000007E+0	8.839569653581672E-3	22.714563191969118E-3
64.000000000000014E+0	-1.015714818663865E-3	-10.728509411540129E-3
65.000000000000014E+0	-11.833680600004701E-3	1.899281696146567E-3
66.000000000000014E+0	21.967004594499993E-3	6.168919949567885E-3
67.000000000000014E+0	-17.143046039868676E-3	-5.338607510798244E-3
68.000000000000014E+0	14.473197789952354E-3	14.498459164482150E-3
69.000000000000014E+0	5.508710779733157E-3	-7.622207495721449E-3
70.000000000000014E+0	-12.563579656962013E-3	-7.346209527682653E-3
71.000000000000014E+0	9.839227310723588E-3	18.393988940473581E-3
72.000000000000014E+0	8.741621152067825E-3	-10.062987999339830E-3
73.000000000000014E+0	-1.580309542303262E-3	-3.403076881118643E-3
74.000000000000014E+0	-1.909533950089801E-3	932.078372888855240E-6
75.000000000000014E+0	4.849139918609535E-3	-7.754249952520226E-3
76.000000000000014E+0	-14.426890628815341E-3	5.621966965894892E-3
77.000000000000014E+0	13.991260184807591E-3	4.820150424702944E-3
78.000000000000014E+0	-479.125725550130400E-6	-1.007843232398015E-3
79.000000000000014E+0	-2.113141624306148E-3	-2.298216248254081E-3
80.000000000000014E+0	9.338180075399440E-3	2.623383964664382E-3
81.000000000000014E+0	-7.229442893349736E-3	-9.722467832890829E-3
82.000000000000014E+0	-4.008485025216045E-3	17.446969993093451E-3
