Freq (Hz)	micro/hp_Mod	micro/hp_Phase(rad)
49.000000000000007E+0	258.597377566702200E-3	-22.856669853394074E+0
50.000000000000007E+0	326.967133554108950E-3	-23.338574788234148E+0
51.000000000000007E+0	1.350766539271112E+0	-21.776549999015216E+0
52.000000000000007E+0	82.461354212707005E-3	-19.254815206861082E+0
53.000000000000007E+0	167.025497478875490E-3	-19.514394072974806E+0
54.000000000000007E+0	159.691870072354520E-3	-21.617698513022628E+0
55.000000000000007E+0	47.168730809387015E-3	-22.543277749321341E+0
56.000000000000007E+0	19.987320686875049E-3	-23.734932174195766E+0
57.000000000000007E+0	58.243530658356545E-3	-23.741639389649372E+0
58.000000000000007E+0	82.526932439738562E-3	-25.924518645675249E+0
59.000000000000007E+0	84.701816810085137E-3	-28.220431950560581E+0
60.000000000000007E+0	34.173290839376050E-3	-30.095233759296509E+0
61.000000000000007E+0	61.409751078985574E-3	-30.904598233346718E+0
62.000000000000007E+0	58.948454808680786E-3	-33.276831492625000E+0
63.000000000000007E+0	21.110820056755332E-3	-35.614297585701685E+0
64.000000000000014E+0	5.805678813408131E-3	-35.997612219905868E+0
65.000000000000014E+0	18.557401618254338E-3	-36.526706634966402E+0
66.000000000000014E+0	26.044236958799611E-3	-38.699491392980910E+0
67.000000000000014E+0	5.941386320313212E-3	-36.558479334126503E+0
68.000000000000014E+0	24.806442709530158E-3	-33.698198222352374E+0
69.000000000000014E+0	22.553635934813670E-3	-36.038681373243726E+0
70.000000000000014E+0	24.676268713846691E-3	-38.219980692689461E+0
71.000000000000014E+0	17.466386788463718E-3	-40.219631565840821E+0
72.000000000000014E+0	10.097478651728119E-3	-41.472746457727652E+0
73.000000000000014E+0	4.911042137171416E-3	-42.477289932073880E+0
74.000000000000014E+0	6.478118802553116E-3	-42.742028630136666E+0
75.000000000000014E+0	14.474264494696734E-3	-44.432527134815501E+0
76.000000000000014E+0	11.888499863508479E-3	-45.700085245742215E+0
77.000000000000014E+0	17.294400372808494E-3	-47.373726308973978E+0
78.000000000000014E+0	2.642452424879020E-3	-50.507483147001153E+0
79.000000000000014E+0	10.201520630184474E-3	-48.536117254845656E+0
80.000000000000014E+0	8.853905575646821E-3	-50.774880189843287E+0
81.000000000000014E+0	7.282908047528279E-3	-53.861467752971158E+0
82.000000000000014E+0	6.124206649647373E-3	-50.725178536751777E+0
83.000000000000014E+0	8.280562356844668E-3	-53.090024477047372E+0
84.000000000000014E+0	12.124342744987202E-3	-55.043282953066487E+0
85.000000000000014E+0	3.670940495629803E-3	-56.835172632492558E+0
86.000000000000014E+0	5.172980276092839E-3	-57.423542240820822E+0
87.000000000000014E+0	7.144493953839151E-3	-60.506022404963161E+0
88.000000000000014E+0	8.221297840577050E-3	-63.110581510297216E+0
89.000000000000014E+0	9.999109031489005E-3	-65.154704118365274E+0
90.000000000000014E+0	10.685358182283718E-3	-66.960095229693891E+0
91.000000000000014E+0	7.600593446944299E-3	-68.772107665648292E+0
92.000000000000014E+0	4.047433740857152E-3	-70.768729154687762E+0
93.000000000000014E+0	591.831438569238670E-6	-71.227677668898210E+0
94.000000000000014E+0	5.330153204503537E-3	-73.301910138497007E+0
95.000000000000014E+0	9.459219853709946E-3	-75.724874731388795E+0
