Freq (Hz)	micro(Pa^2 )	hp(V^2 )
49.000000000000007E+0	212.707867289855820E-12	19.135079109982653E-9
50.000000000000007E+0	525.353812564952730E-12	46.659510988240312E-9
51.000000000000007E+0	359.338998319020060E-12	6.374252533653167E-9
52.000000000000007E+0	118.328041898371720E-12	2.089182267540763E-9
53.000000000000007E+0	22.875887201618062E-12	6.107105591688726E-9
54.000000000000007E+0	43.361782041811887E-12	6.165213042720295E-9
55.000000000000007E+0	376.035939300676940E-12	7.974736913670715E-9
56.000000000000007E+0	565.229631521378110E-12	10.280632521633977E-9
57.000000000000007E+0	356.363605822819440E-12	14.884873022797453E-9
58.000000000000007E+0	70.436759658254422E-12	17.810396802195674E-9
59.000000000000007E+0	173.700493377931560E-12	27.758008236559665E-9
60.000000000000007E+0	190.200938046454110E-12	33.196462806037906E-9
61.000000000000007E+0	144.291171254887000E-12	50.675608536221662E-9
62.000000000000007E+0	472.048251295678030E-12	55.510614798475906E-9
63.000000000000007E+0	391.540417968075010E-12	62.918493366554933E-9
64.000000000000014E+0	108.142403975832790E-12	106.913300831154020E-9
65.000000000000014E+0	29.314527480060326E-12	107.358593445333560E-9
66.000000000000014E+0	1.026315548938496E-12	128.632106690527280E-9
67.000000000000014E+0	39.408365805795941E-12	189.726455214095830E-9
68.000000000000014E+0	143.406636553963830E-12	212.207700169021730E-9
69.000000000000014E+0	47.601789197739000E-12	239.073530863031260E-9
70.000000000000014E+0	38.411926987316414E-12	289.112541092972640E-9
71.000000000000014E+0	6.620416059032471E-12	334.685451695631740E-9
72.000000000000014E+0	64.067354901371323E-12	368.042222212369180E-9
73.000000000000014E+0	45.787644658342795E-12	447.067496556739580E-9
74.000000000000014E+0	2.832220435498221E-12	528.363812434532890E-9
75.000000000000014E+0	56.106737796665277E-12	518.888315021158020E-9
76.000000000000014E+0	132.143834986448940E-12	580.725019727718320E-9
77.000000000000014E+0	80.851306941962341E-12	638.814637249578760E-9
78.000000000000014E+0	204.033549621537640E-12	715.765505480751560E-9
79.000000000000014E+0	219.219273147135920E-12	829.224255164089170E-9
80.000000000000014E+0	109.425448511841990E-12	897.824475315642130E-9
81.000000000000014E+0	182.577784732073080E-12	990.100674209412340E-9
82.000000000000014E+0	327.593995509315950E-12	1.158321815621394E-6
83.000000000000014E+0	155.198498850719370E-12	1.323762002660302E-6
84.000000000000014E+0	23.173728711207945E-12	1.544473028642476E-6
85.000000000000014E+0	17.899116579164743E-12	1.722553314736468E-6
