Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	2.030608965540592E-9
50.000000000000007E+0	7.257319722278706E-9
51.000000000000007E+0	526.175967368659140E-12
52.000000000000007E+0	524.724105004441860E-12
53.000000000000007E+0	110.798553211255100E-12
54.000000000000007E+0	335.150726332187920E-12
55.000000000000007E+0	17.692137034906170E-12
56.000000000000007E+0	131.444061556735750E-12
57.000000000000007E+0	135.800020202913730E-12
58.000000000000007E+0	157.435759894263580E-12
59.000000000000007E+0	586.151849867359580E-12
60.000000000000007E+0	915.723433900218410E-12
61.000000000000007E+0	167.471485037811350E-12
62.000000000000007E+0	731.162577864000140E-12
63.000000000000007E+0	203.189104438238190E-12
64.000000000000014E+0	9.290803403511163E-12
65.000000000000014E+0	255.624024175753480E-12
66.000000000000014E+0	574.416028994758070E-12
67.000000000000014E+0	224.089845568635240E-12
68.000000000000014E+0	75.665909398942365E-12
69.000000000000014E+0	53.469881039043151E-12
70.000000000000014E+0	325.107589985144710E-12
71.000000000000014E+0	445.414107361165600E-12
72.000000000000014E+0	365.738036348552140E-12
73.000000000000014E+0	29.699977430396824E-12
74.000000000000014E+0	673.355781561230570E-12
75.000000000000014E+0	896.579634222375930E-12
76.000000000000014E+0	1.042198202074206E-9
77.000000000000014E+0	2.615966120727670E-9
78.000000000000014E+0	1.246564704409946E-9
79.000000000000014E+0	51.516353503433522E-12
80.000000000000014E+0	223.007282087010080E-12
81.000000000000014E+0	11.066909751350093E-12
82.000000000000014E+0	124.433737630627620E-12
83.000000000000014E+0	62.352961614749794E-12
84.000000000000014E+0	103.396584819591550E-12
85.000000000000014E+0	248.626654459445880E-12
86.000000000000014E+0	411.756079861931300E-12
87.000000000000014E+0	632.269073293224110E-12
88.000000000000014E+0	168.099225733180410E-12
89.000000000000014E+0	30.820803586322712E-12
90.000000000000014E+0	280.306021657563230E-12
91.000000000000014E+0	125.463129563317170E-12
92.000000000000014E+0	477.053889048764920E-12
93.000000000000014E+0	37.327881768961961E-12
94.000000000000014E+0	60.801023213087453E-12
95.000000000000014E+0	224.467312463224040E-12
96.000000000000014E+0	409.163028969636810E-12
97.000000000000014E+0	299.448846974864200E-12
98.000000000000014E+0	25.315016672972450E-12
99.000000000000014E+0	10.495371638233138E-9
100.000000000000010E+0	43.773952506621103E-9
101.000000000000010E+0	8.428904509410212E-9
102.000000000000010E+0	719.878955538954900E-12
103.000000000000010E+0	539.818455184656230E-12
104.000000000000010E+0	562.341812110483750E-12
105.000000000000010E+0	928.512357354994040E-12
106.000000000000010E+0	1.122176494032271E-9
107.000000000000010E+0	646.063865562681540E-12
108.000000000000010E+0	884.915418372441960E-12
109.000000000000010E+0	518.801513893443720E-12
110.000000000000010E+0	358.874850543246020E-12
111.000000000000010E+0	303.236569974842540E-12
112.000000000000010E+0	224.639717678341060E-12
113.000000000000010E+0	10.318379535014466E-9
114.000000000000010E+0	24.367200513924105E-9
115.000000000000010E+0	10.469794790047625E-9
116.000000000000010E+0	1.076122169141097E-9
117.000000000000010E+0	85.066928634648826E-12
118.000000000000010E+0	1.245238461478574E-12
119.000000000000010E+0	313.522988384174640E-12
120.000000000000010E+0	215.713130202603220E-12
121.000000000000010E+0	107.647800335257340E-12
122.000000000000010E+0	374.110889293898880E-12
123.000000000000010E+0	331.592253643984990E-12
124.000000000000010E+0	127.175617453480050E-12
125.000000000000010E+0	199.410345035299260E-12
126.000000000000010E+0	53.331206575280964E-12
127.000000000000010E+0	470.322943484048090E-12
128.000000000000030E+0	333.513611176016550E-12
129.000000000000030E+0	269.475492712642040E-12
130.000000000000030E+0	289.471466337307700E-12
131.000000000000030E+0	193.950208413099200E-12
132.000000000000030E+0	632.378364684280670E-12
133.000000000000030E+0	779.132269144372700E-12
134.000000000000030E+0	536.851297512072600E-12
135.000000000000030E+0	96.277435057332924E-12
136.000000000000030E+0	30.751689790703333E-12
137.000000000000030E+0	55.601242832761645E-12
138.000000000000030E+0	519.962322935502000E-12
139.000000000000030E+0	163.936369808172980E-12
140.000000000000030E+0	377.871052164820720E-12
141.000000000000030E+0	195.372831703836410E-12
142.000000000000030E+0	253.370468540935600E-12
143.000000000000030E+0	556.045506518913700E-12
144.000000000000030E+0	33.291280086086571E-12
145.000000000000030E+0	249.630961659328060E-12
146.000000000000030E+0	46.519057159853606E-12
147.000000000000030E+0	332.548927108314040E-12
148.000000000000030E+0	193.438754050493510E-12
149.000000000000030E+0	7.084907740834873E-9
150.000000000000030E+0	19.247621268570530E-9
151.000000000000030E+0	3.340580911231372E-9
152.000000000000030E+0	264.440416169861440E-12
153.000000000000030E+0	41.137045041193530E-12
154.000000000000030E+0	80.606261568622655E-12
155.000000000000030E+0	86.442912801407928E-12
156.000000000000030E+0	6.259634476963862E-12
157.000000000000030E+0	109.318006733077870E-12
158.000000000000030E+0	67.846632107640597E-12
159.000000000000030E+0	37.370023087894147E-12
160.000000000000030E+0	45.452563493744717E-12
161.000000000000030E+0	441.790757134322830E-12
162.000000000000030E+0	1.636350373165962E-9
163.000000000000030E+0	609.149152654914500E-12
164.000000000000030E+0	107.696110244565370E-12
165.000000000000030E+0	209.458792500793330E-12
166.000000000000030E+0	855.731051498679550E-12
167.000000000000030E+0	194.815953248228280E-12
168.000000000000030E+0	180.082716759445330E-12
169.000000000000030E+0	364.836329502085340E-12
170.000000000000030E+0	31.685731459024294E-12
171.000000000000030E+0	143.808672532146380E-12
172.000000000000030E+0	133.363797493486760E-12
173.000000000000030E+0	132.365548619220190E-12
174.000000000000030E+0	274.704381422459240E-12
175.000000000000030E+0	275.628339468910920E-12
176.000000000000030E+0	699.286727220626900E-12
177.000000000000030E+0	325.485984517152480E-12
178.000000000000030E+0	215.050329628304650E-12
179.000000000000030E+0	488.515590886933230E-12
180.000000000000030E+0	164.999039924612480E-12
181.000000000000030E+0	318.410540243675840E-12
182.000000000000030E+0	697.731899620843370E-12
183.000000000000030E+0	270.495567375214270E-12
184.000000000000030E+0	1.082039853582485E-9
185.000000000000030E+0	1.033174832525790E-9
186.000000000000030E+0	981.757337358653350E-12
187.000000000000030E+0	533.715917385102500E-12
188.000000000000030E+0	320.140433330938550E-12
