Freq (Hz)	micro/hp_Mod	micro/hp_Phase(rad)
49.000000000000007E+0	1.143726301359535E+0	-11.450368450897118E+0
50.000000000000007E+0	521.801047251038930E-3	-10.241281024991103E+0
51.000000000000007E+0	414.547683876188460E-3	-11.312849623207061E+0
52.000000000000007E+0	318.485212479550530E-3	-14.099750702578181E+0
53.000000000000007E+0	315.972522670310670E-3	-16.314697766340949E+0
54.000000000000007E+0	192.060255097314200E-3	-18.513748428829949E+0
55.000000000000007E+0	58.545723761902653E-3	-20.029358343513440E+0
56.000000000000007E+0	30.221885508234066E-3	-20.785670258098246E+0
57.000000000000007E+0	18.227556002780258E-3	-21.651379782584836E+0
58.000000000000007E+0	22.966878837703548E-3	-24.213939706682883E+0
59.000000000000007E+0	23.733866738294848E-3	-26.146422909370798E+0
60.000000000000007E+0	70.386320940470967E-3	-28.932972465950048E+0
61.000000000000007E+0	136.089987289331780E-3	-31.573654374559904E+0
62.000000000000007E+0	100.781614138446050E-3	-33.992734401920146E+0
63.000000000000007E+0	23.564549908518292E-3	-36.796931188726525E+0
64.000000000000014E+0	21.967690691951838E-3	-35.449552586592553E+0
65.000000000000014E+0	8.201397781598244E-3	-37.122594936069149E+0
66.000000000000014E+0	24.427789037603630E-3	-37.998707320246346E+0
67.000000000000014E+0	34.409983197116148E-3	-40.317651325134001E+0
68.000000000000014E+0	20.045733740609948E-3	-42.722324341680753E+0
69.000000000000014E+0	12.574280447071234E-3	-39.790554434491767E+0
70.000000000000014E+0	15.382992479143778E-3	-42.656920533940386E+0
71.000000000000014E+0	2.898889711381739E-3	-43.920249766947911E+0
72.000000000000014E+0	16.172181839668065E-3	-45.374211324206144E+0
73.000000000000014E+0	9.344524260503707E-3	-47.968881166330348E+0
74.000000000000014E+0	5.293799556884438E-3	-47.404697507644052E+0
75.000000000000014E+0	11.789169186765027E-3	-49.839467681391696E+0
76.000000000000014E+0	1.504297468504568E-3	-51.451986654753398E+0
77.000000000000014E+0	25.257841998560977E-3	-51.271721187900482E+0
78.000000000000014E+0	29.620097667733901E-3	-53.283971185164376E+0
79.000000000000014E+0	11.130540004523126E-3	-54.938406355981613E+0
80.000000000000014E+0	7.916935373842363E-3	-57.459556555398350E+0
81.000000000000014E+0	4.807934796128606E-3	-60.290504171069934E+0
82.000000000000014E+0	7.260263196138552E-3	-57.827543677299545E+0
83.000000000000014E+0	5.722561571880024E-3	-57.376074887152306E+0
84.000000000000014E+0	19.731970089320715E-3	-58.757585296225187E+0
85.000000000000014E+0	9.878056333598144E-3	-60.465070391142085E+0
86.000000000000014E+0	4.721928595222681E-3	-59.120718043752916E+0
87.000000000000014E+0	5.387534963704373E-3	-60.636353369535065E+0
88.000000000000014E+0	1.906229496865810E-3	-62.192963685076208E+0
89.000000000000014E+0	3.494495723998361E-3	-64.935763586066869E+0
90.000000000000014E+0	5.321032591898906E-3	-67.021944416537124E+0
91.000000000000014E+0	924.155427327059550E-6	-66.761969149404308E+0
92.000000000000014E+0	7.179578392193296E-3	-67.936864869940777E+0
93.000000000000014E+0	6.356812332506055E-3	-69.542918278533435E+0
94.000000000000014E+0	482.272702175982460E-6	-69.860900982740475E+0
95.000000000000014E+0	2.415003857652034E-3	-69.982921481078392E+0
96.000000000000014E+0	545.372741649680490E-6	-68.076993465183094E+0
97.000000000000014E+0	4.137705295760840E-3	-69.828870034455477E+0
98.000000000000014E+0	4.190941219459721E-3	-71.418158195292065E+0
99.000000000000014E+0	15.797683541756403E-3	-71.839239806995906E+0
100.000000000000010E+0	27.522590669779107E-3	-73.800271309852320E+0
101.000000000000010E+0	10.175843368342312E-3	-75.878838045961316E+0
102.000000000000010E+0	4.875701392080993E-3	-74.927882795145564E+0
103.000000000000010E+0	8.714155189091435E-3	-77.143162325525182E+0
104.000000000000010E+0	10.270357772671657E-3	-79.040262936378028E+0
105.000000000000010E+0	4.770374690552453E-3	-81.098906452436722E+0
106.000000000000010E+0	3.775523999879135E-3	-78.821851927974990E+0
107.000000000000010E+0	5.715405800882359E-3	-81.272889327389308E+0
108.000000000000010E+0	6.272169813627719E-3	-83.993904806650761E+0
109.000000000000010E+0	4.849149098457109E-3	-86.363256129608345E+0
110.000000000000010E+0	696.691817598322090E-6	-83.728372547271206E+0
111.000000000000010E+0	3.844904264554027E-3	-81.012102723292543E+0
112.000000000000010E+0	5.283199757653791E-3	-82.872093308442672E+0
113.000000000000010E+0	5.047228705847312E-3	-84.552828799329163E+0
114.000000000000010E+0	1.732454380443505E-3	-86.462403408138201E+0
115.000000000000010E+0	9.801103910831816E-3	-85.332043814850195E+0
116.000000000000010E+0	13.808759365818175E-3	-87.335998731931554E+0
117.000000000000010E+0	5.862959848557303E-3	-89.732375263290052E+0
118.000000000000010E+0	2.046980115496604E-3	-92.807991277325811E+0
119.000000000000010E+0	1.976349235661172E-3	-95.851176562280202E+0
120.000000000000010E+0	1.080350128401528E-3	-96.505960863873525E+0
121.000000000000010E+0	2.245001621642787E-3	-97.401653487215995E+0
