Freq (Hz)	micro/hp_Mod	micro/hp_Phase(rad)
20.000000000000004E+0	5.134179323961368E+0	-1.264342572226581E+0
21.000000000000004E+0	5.016934524893153E+0	-3.189564402463997E+0
22.000000000000004E+0	5.819698573173681E+0	-6.052901605801492E+0
23.000000000000004E+0	1.264110827466683E+0	-7.018155060604308E+0
24.000000000000004E+0	1.134005725279880E+0	-9.862886220967622E+0
25.000000000000004E+0	1.290860484476540E+0	-10.943765834584212E+0
26.000000000000004E+0	2.033078428323203E+0	-11.183873209447555E+0
27.000000000000004E+0	920.484692133283210E-3	-10.716079071437976E+0
28.000000000000004E+0	433.927056304953210E-3	-8.831875217871952E+0
29.000000000000004E+0	316.088950604812680E-3	-9.773994741379244E+0
30.000000000000004E+0	595.493055024603700E-3	-8.666971144058557E+0
31.000000000000004E+0	312.040490255957310E-3	-9.388962277804588E+0
32.000000000000007E+0	253.860459395640230E-3	-6.822042705253480E+0
33.000000000000007E+0	422.137302449880290E-3	-8.118112906792327E+0
34.000000000000007E+0	320.138328025606600E-3	-7.569098515458229E+0
35.000000000000007E+0	578.210391011107160E-3	-9.323730355048811E+0
36.000000000000007E+0	242.226622983742780E-3	-11.452731862617695E+0
37.000000000000007E+0	1.086004782879238E+0	-12.575222413139551E+0
38.000000000000007E+0	2.272707111096451E+0	-12.282698244581514E+0
39.000000000000007E+0	193.479090794762750E-3	-10.192051733119012E+0
40.000000000000007E+0	134.410620822574240E-3	-7.818776241665724E+0
41.000000000000007E+0	254.736451296394720E-3	-8.912092341234167E+0
42.000000000000007E+0	101.299020091825520E-3	-9.131883934377239E+0
43.000000000000007E+0	124.938461007850210E-3	-6.560541887331849E+0
44.000000000000007E+0	155.683377301567390E-3	-3.463788062173140E+0
45.000000000000007E+0	114.755572972940090E-3	-5.119640173236191E+0
46.000000000000007E+0	411.989308249626540E-3	-2.512091947659636E+0
47.000000000000007E+0	146.831112212927240E-3	193.766633649454980E-3
48.000000000000007E+0	478.901959232594990E-3	219.929715783419660E-3
49.000000000000007E+0	87.291371707965304E-3	-436.845347605500980E-3
50.000000000000007E+0	57.399954221370959E-3	-3.142047168450096E+0
51.000000000000007E+0	79.858244529727521E-3	-4.552800055116571E+0
52.000000000000007E+0	239.513137849357570E-3	-1.489012501634944E+0
53.000000000000007E+0	288.632278638441490E-3	-1.808843877338534E+0
54.000000000000007E+0	109.007846386306690E-3	-3.648469746823618E+0
55.000000000000007E+0	95.105877934250113E-3	-2.413882586472852E+0
56.000000000000007E+0	1.509706551819441E+0	-5.550139584859526E+0
57.000000000000007E+0	128.509727804654830E-3	-3.225816977259454E+0
58.000000000000007E+0	94.631371114106286E-3	-2.736321062293573E+0
59.000000000000007E+0	54.462610728127796E-3	-4.771041343404929E+0
60.000000000000007E+0	46.103957955618988E-3	-4.185149160589324E+0
61.000000000000007E+0	147.271028097483380E-3	-3.196096789871577E+0
62.000000000000007E+0	43.040399375136026E-3	-5.887116248557638E+0
63.000000000000007E+0	53.327472338984910E-3	-8.159936271957330E+0
64.000000000000014E+0	99.950319599525439E-3	-9.669259887680647E+0
65.000000000000014E+0	350.305274477420660E-3	-11.740827125137670E+0
66.000000000000014E+0	81.528079998896205E-3	-13.537527256274947E+0
67.000000000000014E+0	85.226466129856765E-3	-13.033471461687922E+0
68.000000000000014E+0	39.025485936074793E-3	-11.290221740405228E+0
69.000000000000014E+0	60.399164637731907E-3	-12.243728287138907E+0
70.000000000000014E+0	78.329259915924335E-3	-12.188719798486595E+0
71.000000000000014E+0	77.935246582295684E-3	-14.341693724794734E+0
72.000000000000014E+0	46.947808624867665E-3	-17.202864259758488E+0
73.000000000000014E+0	118.654894205934470E-3	-15.136478073220253E+0
74.000000000000014E+0	96.987042225974776E-3	-16.650410392646584E+0
75.000000000000014E+0	40.332459894257384E-3	-17.228167269096645E+0
76.000000000000014E+0	29.146745652794660E-3	-18.337118489662835E+0
77.000000000000014E+0	25.933434810339752E-3	-20.733348671057492E+0
78.000000000000014E+0	76.661165090926353E-3	-20.947471739912306E+0
79.000000000000014E+0	29.648675399831320E-3	-19.056492846088780E+0
80.000000000000014E+0	24.247490911248282E-3	-20.832470699325487E+0
81.000000000000014E+0	55.191014245423428E-3	-21.970683169732556E+0
