t 	tachy 		t 	palier1 	t 	palier2
0.088	-0.0125366	0.088	-0.00275904	0.088	-0.00230694
0.089	-0.00160304	0.089	-0.00276496	0.089	-0.00315665
0.09	0.0380296	0.09	-0.00270712	0.09	-0.00400123
0.091	0.0274938	0.091	-0.00257554	0.091	-0.00473682
0.092	0.010342	0.092	-0.00236805	0.092	-0.00528684
0.093	-0.0188351	0.093	-0.00209963	0.093	-0.00567369
0.094	-0.049246	0.094	-0.00178627	0.094	-0.00593827
0.095	-0.0148559	0.095	-0.00143457	0.095	-0.00605807
0.096	-0.00358399	0.096	-0.00104661	0.096	-0.00598216
0.097	0.00463128	0.097	-0.000631167	0.097	-0.00571098
0.098	-0.00513269	0.098	-0.000204747	0.098	-0.00529437
0.099	0.0502513	0.099	0.000217677	0.099	-0.00475427
0.1	0.0143496	0.1	0.000625131	0.1	-0.00407026
0.101	0.0733867	0.101	0.0010109	0.101	-0.00322827
0.102	0.0460238	0.102	0.00136976	0.102	-0.00226984
0.103	0.0129688	0.103	0.00169485	0.103	-0.00127192
0.104	0.00729396	0.104	0.00198024	0.104	-0.000283874
0.105	-0.0620604	0.105	0.00222294	0.105	0.000696994
0.106	-0.0381827	0.106	0.00242097	0.106	0.0016841
0.107	-0.0195045	0.107	0.00256872	0.107	0.00265239
0.108	-0.0369317	0.108	0.00265598	0.108	0.00355128
0.109	-0.0366612	0.109	0.0026769	0.109	0.00434984
0.11	-0.0833853	0.11	0.00263486	0.11	0.00506435
0.111	-0.110141	0.111	0.00253374	0.111	0.00568877
0.112	-0.108939	0.112	0.00237038	0.112	0.00617343
0.113	-0.130895	0.113	0.00214201	0.113	0.00649918
0.114	-0.121839	0.114	0.00185656	0.114	0.00666754
0.115	0.104309	0.115	0.00152659	0.115	0.00668637
0.116	0.811404	0.116	0.00115932	0.116	0.00657786
0.117	0.132035	0.117	0.000759797	0.117	0.00634622
0.118	-0.110187	0.118	0.000337508	0.118	0.0059996
0.119	-0.036476	0.119	-9.415E-5	0.119	0.0055443
0.12	-0.073399	0.12	-0.000524069	0.12	0.00498924
0.121	-0.0573847	0.121	-0.000943281	0.121	0.00433983
0.122	-0.0853354	0.122	-0.00133766	0.122	0.00357222
0.123	0.0366674	0.123	-0.00169562	0.123	0.00269238
0.124	-0.0778957	0.124	-0.00201116	0.124	0.00171301
0.125	-0.0451062	0.125	-0.00227666	0.125	0.000632252
0.126	-0.0318607	0.126	-0.00248479	0.126	-0.000481775
0.127	-0.00264292	0.127	-0.00263025	0.127	-0.00151983
0.128	-0.0077929	0.128	-0.00271157	0.128	-0.00246367
0.129	-0.0123723	0.129	-0.0027309	0.129	-0.00335993
0.13	0.0215175	0.13	-0.00268945	0.13	-0.00421477
0.131	0.040097	0.131	-0.00258316	0.131	-0.00497363
0.132	0.0129985	0.132	-0.0024086	0.132	-0.00556823
0.133	0.00347902	0.133	-0.00216877	0.133	-0.00599039
0.134	-0.047118	0.134	-0.00187213	0.134	-0.00629206
0.135	-0.024016	0.135	-0.00153117	0.135	-0.00651993
0.136	-0.00900074	0.136	-0.00115675	0.136	-0.00666326
0.137	0.00844622	0.137	-0.000756165	0.137	-0.00664619
0.138	-0.0132578	0.138	-0.000336973	0.138	-0.00639981
0.139	0.0327981	0.139	8.7731E-5	0.139	-0.00593068
0.14	0.0285941	0.14	0.000501734	0.14	-0.00530406
0.141	0.0376356	0.141	0.000893407	0.141	-0.00456197
0.142	0.0762655	0.142	0.00125808	0.142	-0.00369439
0.143	0.00623556	0.143	0.00159363	0.143	-0.00268786
0.144	0.0264292	0.144	0.0018927	0.144	-0.00158154
0.145	-0.0430944	0.145	0.00214816	0.145	-0.00046754
0.146	-0.0496387	0.146	0.0023567	0.146	0.000570404
0.147	-0.0225105	0.147	0.00251576	0.147	0.00150861
0.148	-0.0226167	0.148	0.0026233	0.148	0.00236853
0.149	-0.0445702	0.149	0.00267325	0.149	0.00316098
0.15	-0.0487137	0.15	0.00266062	0.15	0.00390344
0.151	-0.126128	0.151	0.00258611	0.151	0.00459388
0.152	-0.0871644	0.152	0.00244932	0.152	0.00519336
0.153	-0.153419	0.153	0.00224705	0.153	0.00566075
0.154	-0.0921798	0.154	0.00198281	0.154	0.00600211
0.155	-0.105509	0.155	0.00167111	0.155	0.00629874
0.156	0.638194	0.156	0.00132413	0.156	0.00645699
0.157	0.508873	0.157	0.000946251	0.157	0.00633993
0.158	-0.160913	0.158	0.000542743	0.158	0.00601712
0.159	-0.00154006	0.159	0.000122178	0.159	0.00552316
0.16	-0.101749	0.16	-0.000303506	0.16	0.00490336
0.161	-0.0245779	0.161	-0.000719434	0.161	0.00424544
0.162	-0.119003	0.162	-0.00111595	0.162	0.0035624
0.163	0.0186029	0.163	-0.00148989	0.163	0.00281312
0.164	-0.0358967	0.164	-0.00183399	0.164	0.00195667
0.165	-0.0696014	0.165	-0.00213704	0.165	0.000999187
0.166	-0.0322856	0.166	-0.0023865	0.166	-3.0129E-5
0.167	-0.0152857	0.167	-0.00257088	0.167	-0.00108171
0.168	0.000618739	0.168	-0.00268961	0.168	-0.00210577
0.169	-0.0142606	0.169	-0.00274845	0.169	-0.00309129
0.17	0.00511293	0.17	-0.00274568	0.17	-0.00403686
0.171	0.0412802	0.171	-0.00267258	0.171	-0.00489719
0.172	0.0200022	0.172	-0.00252631	0.172	-0.00561447
0.173	0.00966023	0.173	-0.0023131	0.173	-0.00615605
0.174	-0.0310592	0.174	-0.0020427	0.174	-0.00651462
0.175	-0.042341	0.175	-0.00172286	0.175	-0.00669964
0.176	-0.0115424	0.176	-0.00135904	0.176	-0.00672609
0.177	0.00244285	0.177	-0.000962279	0.177	-0.00661395
0.178	-0.00148077	0.178	-0.000547123	0.178	-0.00638337
0.179	0.00730384	0.179	-0.000122867	0.179	-0.00601383
0.18	0.049199	0.18	0.000303199	0.18	-0.00545691
0.181	0.0160885	0.181	0.000719669	0.181	-0.00471489
0.182	0.0833544	0.182	0.00111252	0.182	-0.00385315
0.183	0.026239	0.183	0.00147317	0.183	-0.00291895
0.184	0.0192847	0.184	0.00179909	0.184	-0.00191306
0.185	-0.0103728	0.185	0.00208778	0.185	-0.00083329
0.186	-0.061801	0.186	0.00233622	0.186	0.000286651
0.187	-0.0320769	0.187	0.00253602	0.187	0.00137906
0.188	-0.0173358	0.188	0.00267688	0.188	0.00238065
0.189	-0.0408726	0.189	0.00275546	0.189	0.00326446
0.19	-0.0327376	0.19	0.00277363	0.19	0.00405351
0.191	-0.102892	0.191	0.00272969	0.191	0.00475937
0.192	-0.0968592	0.192	0.00261629	0.192	0.00534744
0.193	-0.130144	0.193	0.00243436	0.193	0.00576931
0.194	-0.111814	0.194	0.00219382	0.194	0.00603986
0.195	-0.142333	0.195	0.00190045	0.195	0.00620364
0.196	0.27762	0.196	0.00155395	0.196	0.00626389
0.197	0.781349	0.197	0.00116143	0.197	0.00621415
0.198	-0.0258339	0.198	0.000743239	0.198	0.00603103
0.199	-0.0557507	0.199	0.000315652	0.199	0.00570044
