Freq (Hz)	mic1(Pa^2 )	mic2(Pa^2 )	mic3(Pa^2 )	mic4(Pa^2 )
1.073000000000000E+3	4.986603739127726E-3	787.814870048726490E-6	2.218134244820907E-3	1.311575167589600E-3
1.074000000000000E+3	4.424560312232949E-3	955.721671111795780E-6	1.984525808668669E-3	1.556911904489196E-3
1.075000000000000E+3	4.086409607683721E-3	1.258340820723866E-3	1.848090843152894E-3	1.993382545584101E-3
1.076000000000000E+3	3.945460723675170E-3	1.751782166202763E-3	1.795288553254855E-3	2.682428930863411E-3
1.077000000000000E+3	3.958856791307610E-3	2.341535827193617E-3	1.799582381213939E-3	3.448765016963449E-3
1.078000000000000E+3	4.124228911972294E-3	2.665404456336025E-3	1.854773147387283E-3	3.758768335119172E-3
1.079000000000000E+3	4.331785686723840E-3	2.415723567202115E-3	1.922687933476966E-3	3.242137145100466E-3
1.080000000000000E+3	4.381077226061431E-3	1.769617434990899E-3	1.931630720598220E-3	2.242334246856049E-3
1.081000000000000E+3	4.278634036864661E-3	1.154178994691864E-3	1.887590168003579E-3	1.368580165385011E-3
1.082000000000000E+3	4.222243010839462E-3	759.209919038794450E-6	1.869183737223506E-3	834.689819789129380E-6
1.083000000000000E+3	4.312230577545867E-3	536.591001849355520E-6	1.915337350168195E-3	542.514021367072300E-6
1.084000000000000E+3	4.456982061342895E-3	400.343667393739010E-6	1.985328783582950E-3	370.076765089392280E-6
1.085000000000000E+3	4.488553158902006E-3	301.715402092361230E-6	2.004560511983080E-3	253.325264849641020E-6
1.086000000000000E+3	4.321820887649302E-3	223.819854636719840E-6	1.934724773004915E-3	169.314812088599710E-6
1.087000000000000E+3	4.024043791001142E-3	163.960788079528900E-6	1.806070437450771E-3	110.668008434987200E-6
1.088000000000000E+3	3.763692776391556E-3	122.849445008556900E-6	1.694132461777093E-3	73.131230505595881E-6
1.089000000000000E+3	3.685992746078633E-3	98.031538497266279E-6	1.663617556080765E-3	50.787435186282342E-6
