Freq (Hz)	Coh_micro/hp
49.000000000000007E+0	1.000000000000001E+0
50.000000000000007E+0	1.000000000000000E+0
51.000000000000007E+0	1.000000000000000E+0
52.000000000000007E+0	1.000000000000000E+0
53.000000000000007E+0	999.999999999999780E-3
54.000000000000007E+0	1.000000000000000E+0
55.000000000000007E+0	999.999999999999780E-3
56.000000000000007E+0	1.000000000000000E+0
57.000000000000007E+0	1.000000000000000E+0
58.000000000000007E+0	1.000000000000000E+0
59.000000000000007E+0	999.999999999999780E-3
60.000000000000007E+0	1.000000000000000E+0
61.000000000000007E+0	999.999999999999560E-3
62.000000000000007E+0	1.000000000000000E+0
63.000000000000007E+0	999.999999999999670E-3
64.000000000000014E+0	999.999999999999670E-3
65.000000000000014E+0	1.000000000000000E+0
66.000000000000014E+0	1.000000000000000E+0
67.000000000000014E+0	999.999999999999560E-3
68.000000000000014E+0	999.999999999999890E-3
69.000000000000014E+0	999.999999999999890E-3
70.000000000000014E+0	999.999999999999560E-3
71.000000000000014E+0	1.000000000000000E+0
72.000000000000014E+0	999.999999999999780E-3
73.000000000000014E+0	999.999999999999890E-3
74.000000000000014E+0	1.000000000000000E+0
75.000000000000014E+0	1.000000000000000E+0
76.000000000000014E+0	1.000000000000000E+0
77.000000000000014E+0	1.000000000000000E+0
78.000000000000014E+0	1.000000000000000E+0
79.000000000000014E+0	999.999999999999780E-3
80.000000000000014E+0	1.000000000000000E+0
81.000000000000014E+0	999.999999999999670E-3
82.000000000000014E+0	1.000000000000000E+0
83.000000000000014E+0	1.000000000000000E+0
84.000000000000014E+0	1.000000000000000E+0
85.000000000000014E+0	1.000000000000000E+0
86.000000000000014E+0	1.000000000000000E+0
87.000000000000014E+0	999.999999999999670E-3
88.000000000000014E+0	1.000000000000000E+0
89.000000000000014E+0	999.999999999999560E-3
90.000000000000014E+0	999.999999999999890E-3
91.000000000000014E+0	999.999999999999890E-3
92.000000000000014E+0	1.000000000000000E+0
93.000000000000014E+0	1.000000000000000E+0
94.000000000000014E+0	999.999999999999560E-3
95.000000000000014E+0	1.000000000000000E+0
96.000000000000014E+0	999.999999999999670E-3
97.000000000000014E+0	1.000000000000000E+0
98.000000000000014E+0	1.000000000000000E+0
99.000000000000014E+0	1.000000000000000E+0
100.000000000000010E+0	999.999999999999560E-3
101.000000000000010E+0	999.999999999999560E-3
102.000000000000010E+0	999.999999999999560E-3
103.000000000000010E+0	1.000000000000000E+0
104.000000000000010E+0	1.000000000000001E+0
105.000000000000010E+0	999.999999999999890E-3
106.000000000000010E+0	1.000000000000000E+0
107.000000000000010E+0	1.000000000000001E+0
108.000000000000010E+0	1.000000000000000E+0
109.000000000000010E+0	1.000000000000000E+0
110.000000000000010E+0	999.999999999999670E-3
111.000000000000010E+0	1.000000000000000E+0
112.000000000000010E+0	1.000000000000001E+0
113.000000000000010E+0	1.000000000000000E+0
114.000000000000010E+0	999.999999999999890E-3
115.000000000000010E+0	1.000000000000000E+0
116.000000000000010E+0	999.999999999999890E-3
117.000000000000010E+0	1.000000000000000E+0
118.000000000000010E+0	1.000000000000000E+0
119.000000000000010E+0	1.000000000000000E+0
120.000000000000010E+0	999.999999999999560E-3
121.000000000000010E+0	1.000000000000000E+0
122.000000000000010E+0	1.000000000000000E+0
123.000000000000010E+0	999.999999999999670E-3
124.000000000000010E+0	999.999999999999670E-3
125.000000000000010E+0	1.000000000000000E+0
126.000000000000010E+0	1.000000000000000E+0
127.000000000000010E+0	999.999999999999890E-3
128.000000000000030E+0	1.000000000000000E+0
129.000000000000030E+0	1.000000000000000E+0
130.000000000000030E+0	1.000000000000000E+0
131.000000000000030E+0	1.000000000000000E+0
132.000000000000030E+0	999.999999999999670E-3
133.000000000000030E+0	999.999999999999780E-3
134.000000000000030E+0	999.999999999999780E-3
135.000000000000030E+0	1.000000000000000E+0
136.000000000000030E+0	1.000000000000000E+0
137.000000000000030E+0	1.000000000000000E+0
138.000000000000030E+0	1.000000000000000E+0
139.000000000000030E+0	1.000000000000000E+0
140.000000000000030E+0	1.000000000000000E+0
141.000000000000030E+0	1.000000000000000E+0
142.000000000000030E+0	1.000000000000000E+0
143.000000000000030E+0	1.000000000000000E+0
144.000000000000030E+0	1.000000000000000E+0
145.000000000000030E+0	1.000000000000000E+0
146.000000000000030E+0	1.000000000000000E+0
147.000000000000030E+0	1.000000000000000E+0
148.000000000000030E+0	1.000000000000000E+0
149.000000000000030E+0	1.000000000000000E+0
150.000000000000030E+0	999.999999999999890E-3
151.000000000000030E+0	999.999999999999670E-3
152.000000000000030E+0	999.999999999999670E-3
153.000000000000030E+0	1.000000000000000E+0
154.000000000000030E+0	1.000000000000000E+0
155.000000000000030E+0	999.999999999999890E-3
156.000000000000030E+0	1.000000000000001E+0
157.000000000000030E+0	1.000000000000000E+0
158.000000000000030E+0	999.999999999999780E-3
159.000000000000030E+0	1.000000000000000E+0
160.000000000000030E+0	1.000000000000000E+0
161.000000000000030E+0	1.000000000000000E+0
162.000000000000030E+0	1.000000000000000E+0
163.000000000000030E+0	1.000000000000000E+0
164.000000000000030E+0	1.000000000000000E+0
165.000000000000030E+0	1.000000000000000E+0
166.000000000000030E+0	999.999999999999780E-3
167.000000000000030E+0	1.000000000000000E+0
168.000000000000030E+0	1.000000000000000E+0
169.000000000000030E+0	1.000000000000000E+0
170.000000000000030E+0	1.000000000000000E+0
171.000000000000030E+0	1.000000000000000E+0
172.000000000000030E+0	999.999999999999780E-3
173.000000000000030E+0	999.999999999999560E-3
174.000000000000030E+0	999.999999999999670E-3
175.000000000000030E+0	999.999999999999890E-3
176.000000000000030E+0	1.000000000000000E+0
177.000000000000030E+0	1.000000000000000E+0
178.000000000000030E+0	1.000000000000000E+0
179.000000000000030E+0	1.000000000000000E+0
180.000000000000030E+0	1.000000000000000E+0
181.000000000000030E+0	1.000000000000000E+0
182.000000000000030E+0	999.999999999999890E-3
183.000000000000030E+0	1.000000000000000E+0
184.000000000000030E+0	999.999999999999780E-3
185.000000000000030E+0	1.000000000000000E+0
186.000000000000030E+0	999.999999999999440E-3
187.000000000000030E+0	1.000000000000000E+0
188.000000000000030E+0	1.000000000000000E+0
189.000000000000030E+0	1.000000000000000E+0
190.000000000000030E+0	1.000000000000000E+0
191.000000000000030E+0	1.000000000000000E+0
192.000000000000030E+0	1.000000000000000E+0
193.000000000000030E+0	1.000000000000000E+0
194.000000000000030E+0	1.000000000000000E+0
195.000000000000030E+0	1.000000000000000E+0
196.000000000000030E+0	999.999999999999560E-3
197.000000000000030E+0	1.000000000000000E+0
198.000000000000030E+0	1.000000000000000E+0
199.000000000000030E+0	999.999999999999780E-3
200.000000000000030E+0	999.999999999999670E-3
201.000000000000030E+0	1.000000000000000E+0
202.000000000000030E+0	999.999999999999560E-3
203.000000000000030E+0	1.000000000000000E+0
204.000000000000030E+0	1.000000000000000E+0
205.000000000000030E+0	999.999999999999890E-3
206.000000000000030E+0	1.000000000000000E+0
207.000000000000030E+0	999.999999999999780E-3
208.000000000000030E+0	1.000000000000000E+0
209.000000000000030E+0	1.000000000000000E+0
210.000000000000030E+0	1.000000000000000E+0
211.000000000000030E+0	999.999999999999670E-3
212.000000000000030E+0	999.999999999999780E-3
213.000000000000030E+0	999.999999999999890E-3
214.000000000000030E+0	1.000000000000000E+0
215.000000000000030E+0	1.000000000000000E+0
216.000000000000030E+0	1.000000000000000E+0
217.000000000000030E+0	1.000000000000000E+0
218.000000000000030E+0	999.999999999999890E-3
219.000000000000030E+0	1.000000000000000E+0
220.000000000000030E+0	1.000000000000000E+0
221.000000000000030E+0	999.999999999999890E-3
222.000000000000030E+0	1.000000000000000E+0
223.000000000000030E+0	1.000000000000000E+0
224.000000000000030E+0	1.000000000000000E+0
225.000000000000030E+0	999.999999999999780E-3
226.000000000000030E+0	1.000000000000000E+0
227.000000000000030E+0	999.999999999999780E-3
228.000000000000030E+0	1.000000000000000E+0
229.000000000000030E+0	1.000000000000000E+0
230.000000000000030E+0	999.999999999999780E-3
231.000000000000030E+0	999.999999999999780E-3
232.000000000000030E+0	999.999999999999670E-3
233.000000000000030E+0	999.999999999999890E-3
234.000000000000030E+0	999.999999999999670E-3
235.000000000000030E+0	999.999999999999780E-3
236.000000000000030E+0	999.999999999999670E-3
237.000000000000030E+0	999.999999999999670E-3
238.000000000000030E+0	1.000000000000000E+0
239.000000000000030E+0	999.999999999999780E-3
240.000000000000030E+0	999.999999999999780E-3
241.000000000000030E+0	999.999999999999560E-3
242.000000000000030E+0	999.999999999999890E-3
243.000000000000030E+0	1.000000000000000E+0
244.000000000000030E+0	1.000000000000000E+0
245.000000000000030E+0	1.000000000000000E+0
246.000000000000030E+0	999.999999999999780E-3
247.000000000000030E+0	999.999999999999440E-3
248.000000000000030E+0	999.999999999999780E-3
249.000000000000030E+0	999.999999999999670E-3
250.000000000000030E+0	999.999999999999560E-3
251.000000000000030E+0	1.000000000000000E+0
252.000000000000030E+0	1.000000000000000E+0
253.000000000000030E+0	1.000000000000000E+0
254.000000000000030E+0	1.000000000000000E+0
255.000000000000030E+0	999.999999999999560E-3
256.000000000000060E+0	1.000000000000000E+0
257.000000000000060E+0	1.000000000000000E+0
258.000000000000060E+0	999.999999999999560E-3
259.000000000000060E+0	1.000000000000000E+0
260.000000000000060E+0	999.999999999999780E-3
261.000000000000060E+0	1.000000000000000E+0
262.000000000000060E+0	1.000000000000000E+0
263.000000000000060E+0	999.999999999999780E-3
264.000000000000060E+0	1.000000000000000E+0
265.000000000000060E+0	1.000000000000000E+0
266.000000000000060E+0	1.000000000000000E+0
267.000000000000060E+0	1.000000000000000E+0
268.000000000000060E+0	1.000000000000000E+0
269.000000000000060E+0	1.000000000000000E+0
270.000000000000060E+0	1.000000000000000E+0
271.000000000000060E+0	1.000000000000000E+0
272.000000000000060E+0	1.000000000000000E+0
273.000000000000060E+0	999.999999999999890E-3
274.000000000000060E+0	1.000000000000000E+0
275.000000000000060E+0	999.999999999999890E-3
276.000000000000060E+0	1.000000000000000E+0
277.000000000000060E+0	999.999999999999670E-3
278.000000000000060E+0	1.000000000000000E+0
279.000000000000060E+0	999.999999999999890E-3
280.000000000000060E+0	1.000000000000000E+0
281.000000000000060E+0	1.000000000000000E+0
282.000000000000060E+0	1.000000000000000E+0
283.000000000000060E+0	1.000000000000000E+0
284.000000000000060E+0	1.000000000000000E+0
285.000000000000060E+0	999.999999999999780E-3
286.000000000000060E+0	999.999999999999890E-3
287.000000000000060E+0	999.999999999999780E-3
288.000000000000060E+0	1.000000000000000E+0
289.000000000000060E+0	1.000000000000000E+0
290.000000000000060E+0	999.999999999999890E-3
291.000000000000060E+0	999.999999999999440E-3
292.000000000000060E+0	1.000000000000000E+0
293.000000000000060E+0	999.999999999999890E-3
294.000000000000060E+0	1.000000000000000E+0
295.000000000000060E+0	999.999999999999560E-3
296.000000000000060E+0	999.999999999999330E-3
