Freq (Hz)	Gxymicro/hp_Real	Gxymicro/hp_Imag
20.000000000000004E+0	6.316856873259437E-9	1.635118913964962E-9
21.000000000000004E+0	19.485437203500879E-9	572.327882560983020E-12
22.000000000000004E+0	-8.150233482183244E-9	-10.556337824169184E-9
23.000000000000004E+0	2.459756478874510E-9	-1.630876323793009E-9
24.000000000000004E+0	-5.977491294977263E-9	2.323300494375904E-9
25.000000000000004E+0	-6.072799586561959E-9	-1.496333224861497E-9
26.000000000000004E+0	-3.064273667607232E-9	2.355153214789749E-9
27.000000000000004E+0	-3.700664794746598E-9	-1.502662370138292E-9
28.000000000000004E+0	1.719064425099150E-9	-3.359534266350678E-9
29.000000000000004E+0	1.235400047876400E-9	-1.119856669442118E-9
30.000000000000004E+0	1.697635174374529E-9	-1.394954074028440E-9
31.000000000000004E+0	-290.297006319807270E-12	2.108519688637334E-9
32.000000000000007E+0	2.249048852174733E-9	163.895554285715190E-12
33.000000000000007E+0	-1.456308607519241E-9	-1.835071410715199E-9
34.000000000000007E+0	-222.386575873590400E-12	-2.353143818104714E-9
35.000000000000007E+0	-3.828773193506234E-9	-1.262401617047715E-9
36.000000000000007E+0	-2.164384277384815E-9	-2.028939011371221E-9
37.000000000000007E+0	1.496745727356366E-9	-2.493508414550433E-9
38.000000000000007E+0	4.980274018247147E-9	-3.198160940658229E-9
39.000000000000007E+0	4.440970725941408E-9	1.309311067001289E-9
40.000000000000007E+0	2.725156339176633E-9	-267.618765133120900E-12
41.000000000000007E+0	5.123332744844756E-9	213.131484337990440E-12
42.000000000000007E+0	-26.810850328043758E-12	525.759496969229770E-12
43.000000000000007E+0	-2.184790145216321E-9	2.981916261341633E-9
44.000000000000007E+0	-1.819225690330240E-9	-1.094425195410378E-9
45.000000000000007E+0	-344.686596383003700E-12	3.476518674572134E-9
46.000000000000007E+0	1.154495418769637E-9	894.909308887568620E-12
47.000000000000007E+0	-3.038451683670731E-9	2.044457786367360E-9
48.000000000000007E+0	-2.580060376185182E-9	1.649785666937235E-9
49.000000000000007E+0	2.841501870294813E-9	11.860327636091141E-9
50.000000000000007E+0	-2.612605313961860E-9	1.320840969409812E-9
51.000000000000007E+0	-2.684724832533574E-9	4.949975728449981E-9
52.000000000000007E+0	-4.195315601703873E-9	-2.103100399983667E-9
53.000000000000007E+0	728.346359422430330E-12	1.928911740470230E-9
54.000000000000007E+0	-1.471871844476011E-9	5.384515236472654E-9
55.000000000000007E+0	4.795479106290948E-9	918.851578993881810E-12
56.000000000000007E+0	5.123152731612919E-9	2.829015777264218E-9
