Freq (Hz)	micro(Pa^2 )	hp(V^2 )
20.000000000000004E+0	106.594553971136470E-9	12.028634560650896E-9
21.000000000000004E+0	88.355031411621516E-9	13.120806382797068E-9
22.000000000000004E+0	41.501996372094971E-9	13.486164830081277E-9
23.000000000000004E+0	7.157420770934062E-9	14.931480027264079E-9
24.000000000000004E+0	6.965417133503226E-9	15.303532372337935E-9
25.000000000000004E+0	7.464836455212205E-9	16.923155847121904E-9
26.000000000000004E+0	3.487140576508892E-9	18.214023499645470E-9
27.000000000000004E+0	2.359828826445227E-9	19.328625113323436E-9
28.000000000000004E+0	3.703025563920943E-9	21.187817202302390E-9
29.000000000000004E+0	1.165309611682383E-9	22.134049880342426E-9
30.000000000000004E+0	1.071554886908927E-9	22.877659391331242E-9
31.000000000000004E+0	1.072706940069312E-9	24.618202836222114E-9
32.000000000000007E+0	1.813851409984691E-9	27.609226371787713E-9
33.000000000000007E+0	2.514706276915711E-9	30.248547044187359E-9
34.000000000000007E+0	2.789574989537224E-9	32.311200728032079E-9
35.000000000000007E+0	3.411935300476905E-9	35.008171680381666E-9
36.000000000000007E+0	976.925226986164030E-12	36.223860526054982E-9
37.000000000000007E+0	3.025922049794281E-9	41.317555919111123E-9
38.000000000000007E+0	5.340353946487858E-9	43.793168846271128E-9
39.000000000000007E+0	3.930338667336581E-9	47.503480497296543E-9
40.000000000000007E+0	929.399359931227740E-12	54.179418512995723E-9
41.000000000000007E+0	1.008172091962780E-9	58.909930284373438E-9
42.000000000000007E+0	455.985147394309150E-12	62.511709034927272E-9
43.000000000000007E+0	554.008335226686320E-12	69.490617968322146E-9
44.000000000000007E+0	502.360908606222410E-12	77.170237723908775E-9
45.000000000000007E+0	380.061928285871500E-12	82.616317838581453E-9
46.000000000000007E+0	986.281544138582990E-12	91.812241882768237E-9
47.000000000000007E+0	378.974839005815490E-12	102.425739268765050E-9
48.000000000000007E+0	321.761115628209800E-12	115.198976754435550E-9
49.000000000000007E+0	2.720146725824300E-9	126.847015574631230E-9
50.000000000000007E+0	1.116182329627226E-9	159.504793991844550E-9
51.000000000000007E+0	954.413394544350600E-12	149.358929520805370E-9
52.000000000000007E+0	747.568478191510810E-12	159.986166092810940E-9
53.000000000000007E+0	2.565939195714966E-9	173.419325644623290E-9
54.000000000000007E+0	1.246170658072381E-9	182.873393162655070E-9
55.000000000000007E+0	1.693072040848760E-9	197.667187301374810E-9
56.000000000000007E+0	1.248100269316875E-9	215.617654963892930E-9
57.000000000000007E+0	1.457068613154266E-9	231.224649300308280E-9
58.000000000000007E+0	983.579629383294490E-12	243.822636712483830E-9
59.000000000000007E+0	676.084737792539830E-12	259.265678385565810E-9
60.000000000000007E+0	409.614922645242060E-12	271.898873852216190E-9
