Freq (Hz)	Gxymicro/hp_Real	Gxymicro/hp_Imag
49.000000000000007E+0	113.362764461261460E-12	495.321408612687700E-12
50.000000000000007E+0	1.074844198093081E-9	-405.327601813356340E-12
51.000000000000007E+0	-775.943246040020580E-12	353.602152527974130E-12
52.000000000000007E+0	275.144281627067090E-12	20.644196172584809E-12
53.000000000000007E+0	-181.423219927680530E-12	-402.175811702598980E-12
54.000000000000007E+0	287.075289886544440E-12	463.626142650311030E-12
55.000000000000007E+0	100.224897183531880E-12	-951.009256407324250E-12
56.000000000000007E+0	-736.366421661334450E-12	349.626250581388190E-12
57.000000000000007E+0	472.741504795192090E-12	1.206662352679171E-9
58.000000000000007E+0	650.471994527489540E-12	-21.568743321670592E-12
59.000000000000007E+0	702.470606844703090E-12	-2.407637672395433E-9
60.000000000000007E+0	-490.793071494893360E-12	1.965427218568188E-9
61.000000000000007E+0	164.289718002470390E-12	-2.001679326227165E-9
62.000000000000007E+0	-409.564128925951130E-12	-1.518599431191070E-9
63.000000000000007E+0	-2.652591579196866E-9	2.078895298561563E-9
64.000000000000014E+0	3.855971913775332E-9	-661.952472737405980E-12
65.000000000000014E+0	-3.459228488655435E-9	2.380812700115619E-9
66.000000000000014E+0	5.492899979865197E-9	-3.136190372034683E-9
67.000000000000014E+0	-6.502241757508535E-9	-964.504271326841670E-12
68.000000000000014E+0	6.184669049353468E-9	626.795284948968780E-12
69.000000000000014E+0	-6.695493777377752E-9	-1.379782616567153E-9
70.000000000000014E+0	1.562587010767499E-9	-1.307979040797463E-9
71.000000000000014E+0	1.843277376114162E-9	6.647163989180119E-9
72.000000000000014E+0	-354.899822353414720E-12	-7.279072514921390E-9
73.000000000000014E+0	-1.691243964976305E-9	-643.472084082082770E-12
74.000000000000014E+0	-3.037237717389363E-9	5.716468956384062E-9
75.000000000000014E+0	7.406311151761324E-9	-4.961533722322995E-9
76.000000000000014E+0	-7.452729748351566E-9	36.045034678568610E-12
77.000000000000014E+0	-2.494323545855389E-9	-2.342299506065308E-9
78.000000000000014E+0	1.056429049778209E-9	5.970413014545121E-9
79.000000000000014E+0	-4.101318258834603E-9	304.703809583528940E-12
80.000000000000014E+0	4.824252320419078E-9	3.531847599376568E-9
81.000000000000014E+0	3.848535301359879E-9	-2.972681814760999E-9
82.000000000000014E+0	-7.614091544121642E-9	-977.433741211798620E-12
83.000000000000014E+0	6.903703585060941E-9	2.923735472992662E-9
84.000000000000014E+0	399.231472517206200E-12	-2.134952432111422E-9
85.000000000000014E+0	-12.465958956656491E-9	-10.213329384806208E-9
86.000000000000014E+0	4.916907843962058E-9	31.346122919840214E-9
87.000000000000014E+0	22.003125082355133E-9	-16.060464573988451E-9
88.000000000000014E+0	-12.617366064433418E-9	-12.623047196313203E-9
89.000000000000014E+0	-4.899489349696130E-9	9.236190193034752E-9
90.000000000000014E+0	14.637725194441431E-9	762.613953399882030E-12
91.000000000000014E+0	-12.243096733330144E-9	-11.087786779810102E-9
92.000000000000014E+0	-1.148131652873621E-9	7.862516692538330E-9
93.000000000000014E+0	1.714158302025475E-9	-3.757878758354638E-9
94.000000000000014E+0	-11.381149375477925E-9	10.022566032243418E-9
95.000000000000014E+0	20.890233263562453E-9	13.705395321234168E-9
96.000000000000014E+0	110.396356096080550E-12	-18.357246961302545E-9
97.000000000000014E+0	374.707769647378520E-12	12.065620592834790E-9
98.000000000000014E+0	10.179935759685571E-9	-12.164402827157899E-9
