Freq (Hz)	Coh_micro/hp
20.000000000000004E+0	665.902374747568750E-3
21.000000000000004E+0	232.003769620504950E-3
22.000000000000004E+0	80.348531482342389E-3
23.000000000000004E+0	225.970334033960270E-3
24.000000000000004E+0	106.138935291538960E-3
25.000000000000004E+0	10.921244578656198E-3
26.000000000000004E+0	227.462976658848880E-3
27.000000000000004E+0	796.993814578028540E-3
28.000000000000004E+0	95.945978169243482E-3
29.000000000000004E+0	161.405907782054940E-3
30.000000000000004E+0	93.176772280088208E-3
31.000000000000004E+0	432.077191300848760E-3
32.000000000000007E+0	186.467582975743170E-3
33.000000000000007E+0	167.466208300317530E-3
34.000000000000007E+0	24.681948752956338E-3
35.000000000000007E+0	335.685617484406780E-3
36.000000000000007E+0	398.616654490920490E-3
37.000000000000007E+0	199.581601825968710E-3
38.000000000000007E+0	366.632199600397390E-3
39.000000000000007E+0	37.979279242614482E-3
40.000000000000007E+0	29.336411371100699E-3
41.000000000000007E+0	751.918746646917490E-3
42.000000000000007E+0	316.048891348116980E-3
43.000000000000007E+0	293.058690079450510E-3
44.000000000000007E+0	127.172964733173830E-3
45.000000000000007E+0	339.580869595404400E-3
46.000000000000007E+0	249.311110446214680E-3
47.000000000000007E+0	525.880961420783330E-3
48.000000000000007E+0	104.532035098870960E-3
49.000000000000007E+0	639.738670795210960E-3
50.000000000000007E+0	287.065381034204310E-3
51.000000000000007E+0	20.848451413342961E-3
52.000000000000007E+0	221.188679044761550E-3
53.000000000000007E+0	83.492318189489934E-3
54.000000000000007E+0	34.632320641628439E-3
55.000000000000007E+0	103.381901375121670E-3
56.000000000000007E+0	233.707767754652160E-3
57.000000000000007E+0	20.121148550242166E-3
58.000000000000007E+0	16.026206565862941E-3
59.000000000000007E+0	412.140329863832590E-3
60.000000000000007E+0	5.377552805682343E-3
61.000000000000007E+0	74.258726319959098E-3
62.000000000000007E+0	182.114134269110830E-3
63.000000000000007E+0	253.854396009964120E-3
64.000000000000014E+0	176.509814401640180E-3
65.000000000000014E+0	272.580610902708130E-3
66.000000000000014E+0	43.603395690920310E-3
67.000000000000014E+0	119.524134762784630E-3
68.000000000000014E+0	133.107011031344400E-3
69.000000000000014E+0	94.649131452534799E-3
70.000000000000014E+0	17.277937850386584E-3
71.000000000000014E+0	66.961792621811025E-3
72.000000000000014E+0	33.956221991163729E-3
73.000000000000014E+0	10.030361983353763E-3
74.000000000000014E+0	194.612400321952680E-3
75.000000000000014E+0	72.179966017092714E-3
76.000000000000014E+0	525.962745853839060E-3
77.000000000000014E+0	299.717771001368260E-3
78.000000000000014E+0	233.316275530108670E-3
79.000000000000014E+0	250.215523794299950E-3
80.000000000000014E+0	313.196151079506550E-3
81.000000000000014E+0	47.787336782869644E-3
82.000000000000014E+0	64.198083979826140E-3
83.000000000000014E+0	11.077930236502132E-3
84.000000000000014E+0	732.704505938909120E-3
85.000000000000014E+0	50.737464324583453E-3
86.000000000000014E+0	1.854526890568609E-3
87.000000000000014E+0	212.499450999940470E-3
88.000000000000014E+0	188.789766188201650E-3
89.000000000000014E+0	224.328387330856140E-3
90.000000000000014E+0	93.142559896683949E-3
91.000000000000014E+0	174.287915380508280E-3
92.000000000000014E+0	91.979437852430859E-3
93.000000000000014E+0	183.771695966568280E-3
94.000000000000014E+0	77.999395843638089E-3
95.000000000000014E+0	213.057658562826210E-3
96.000000000000014E+0	379.559985290252200E-3
97.000000000000014E+0	189.699087536938820E-3
98.000000000000014E+0	267.609497994316100E-3
99.000000000000014E+0	111.421363770097080E-3
100.000000000000010E+0	658.720090786047540E-3
101.000000000000010E+0	206.018077643777390E-3
102.000000000000010E+0	842.631793910833870E-3
103.000000000000010E+0	276.339423358046340E-3
104.000000000000010E+0	389.455462405047410E-3
105.000000000000010E+0	280.794894805355970E-3
106.000000000000010E+0	167.102575944909740E-3
107.000000000000010E+0	290.550836361709200E-3
108.000000000000010E+0	374.393347990834570E-3
109.000000000000010E+0	171.818769208840010E-3
110.000000000000010E+0	98.208515162946181E-3
111.000000000000010E+0	205.392195320413530E-3
112.000000000000010E+0	656.218402503952360E-3
113.000000000000010E+0	454.726555843954720E-3
114.000000000000010E+0	446.643321990644830E-3
115.000000000000010E+0	279.676331141300920E-3
116.000000000000010E+0	219.517607106070270E-3
117.000000000000010E+0	111.762885379090700E-3
118.000000000000010E+0	19.043829042034492E-3
119.000000000000010E+0	242.664942867217710E-3
120.000000000000010E+0	748.412742505232930E-3
121.000000000000010E+0	685.494767708555110E-3
122.000000000000010E+0	20.062614496375811E-3
123.000000000000010E+0	429.399931712074800E-3
124.000000000000010E+0	643.779106576937820E-3
125.000000000000010E+0	453.724809401679970E-3
126.000000000000010E+0	490.023058053417280E-3
127.000000000000010E+0	655.356017315553150E-3
128.000000000000030E+0	320.195111566110080E-3
129.000000000000030E+0	382.701604581926760E-3
130.000000000000030E+0	563.248603767709020E-3
131.000000000000030E+0	858.052729450993090E-3
132.000000000000030E+0	800.634935983223330E-3
133.000000000000030E+0	698.595704548291230E-3
134.000000000000030E+0	873.882363527301090E-3
135.000000000000030E+0	926.946548513093550E-3
136.000000000000030E+0	869.784402224432760E-3
137.000000000000030E+0	929.451725950203870E-3
138.000000000000030E+0	949.211564405667450E-3
139.000000000000030E+0	853.958540015034680E-3
140.000000000000030E+0	787.482116936195190E-3
141.000000000000030E+0	718.323776838808330E-3
142.000000000000030E+0	750.469281643469820E-3
143.000000000000030E+0	766.137395377306630E-3
