Freq (Hz)	Gxymicro/hp_Real	Gxymicro/hp_Imag
49.000000000000007E+0	-439.665852641239050E-12	788.261293061643790E-12
50.000000000000007E+0	1.671555279901350E-9	1.375857296282018E-9
51.000000000000007E+0	-549.039947784634110E-12	-197.064599326271970E-12
52.000000000000007E+0	767.985153202267980E-12	-353.913151989838010E-12
53.000000000000007E+0	-577.071900845110100E-12	-622.676248117770480E-12
54.000000000000007E+0	-931.141991512885960E-12	236.813647902177740E-12
55.000000000000007E+0	764.960190657376390E-12	880.655925822163430E-12
56.000000000000007E+0	254.667894505258410E-12	-986.912722157869140E-12
57.000000000000007E+0	-91.511277739062661E-12	360.743530441977640E-12
58.000000000000007E+0	-614.820120255344420E-12	-661.364540108459960E-12
59.000000000000007E+0	723.728989319262710E-12	138.739380006879100E-12
60.000000000000007E+0	-1.104117687989793E-9	-516.047097032031500E-12
61.000000000000007E+0	-1.779634181908680E-9	1.244482413094137E-9
62.000000000000007E+0	2.005993805830555E-9	654.390496106591760E-12
63.000000000000007E+0	-1.915799859980899E-9	-1.097567323810488E-9
64.000000000000014E+0	2.089466294855211E-9	2.447305750165664E-9
65.000000000000014E+0	-1.712397726392395E-9	-1.164514560949735E-9
66.000000000000014E+0	2.074159801718149E-9	-642.343570100877840E-12
67.000000000000014E+0	-4.387141251022778E-9	1.105159064962426E-9
68.000000000000014E+0	4.560874300165053E-9	887.776895872249060E-12
69.000000000000014E+0	-1.593128395498846E-9	-1.321596029207823E-9
70.000000000000014E+0	2.037803752568158E-9	1.515060737562515E-9
71.000000000000014E+0	1.606057244123788E-9	-4.821318494594163E-9
72.000000000000014E+0	-3.000619432976951E-9	-2.474808493899117E-9
73.000000000000014E+0	-5.427934329911238E-9	3.629562850187751E-9
74.000000000000014E+0	7.806305912891207E-9	2.086297777192744E-9
75.000000000000014E+0	-6.858812219646474E-9	-9.508839794820241E-9
76.000000000000014E+0	-2.820262140939330E-9	14.993070292367986E-9
77.000000000000014E+0	5.017332285233026E-9	-1.411321845923848E-9
78.000000000000014E+0	2.524470785502952E-9	2.668880781624118E-9
79.000000000000014E+0	3.302399701120397E-9	2.226669487624548E-9
80.000000000000014E+0	9.898119532757595E-9	-150.338539136630140E-12
81.000000000000014E+0	-3.360740627957140E-9	-10.480880901283225E-9
82.000000000000014E+0	2.522306107974508E-9	925.981184885488680E-12
83.000000000000014E+0	-17.846479043759790E-9	4.826248148408266E-9
84.000000000000014E+0	32.136734354117641E-9	10.245782964736538E-9
85.000000000000014E+0	-8.417732766218467E-9	-8.111005559247548E-9
86.000000000000014E+0	14.741038455649861E-9	-14.801481793202798E-9
87.000000000000014E+0	-18.655285350136847E-9	12.058258649787041E-9
88.000000000000014E+0	32.071266379394231E-9	-456.933585484531010E-12
89.000000000000014E+0	-17.798877630724512E-9	-26.421748214950041E-9
90.000000000000014E+0	10.265649219190122E-9	21.448836820809651E-9
91.000000000000014E+0	-8.658668834634385E-9	-25.022495318597586E-9
92.000000000000014E+0	5.265870467937932E-9	28.551018812128266E-9
93.000000000000014E+0	8.461487062528067E-9	-32.042097547178927E-9
94.000000000000014E+0	-7.131157381079823E-9	19.324611786396940E-9
95.000000000000014E+0	4.085869465149118E-9	-12.455000861234956E-9
96.000000000000014E+0	1.339180157630800E-9	4.829387795010715E-9
97.000000000000014E+0	16.570713223818346E-9	-686.743537638841580E-12
98.000000000000014E+0	97.917182972187789E-12	-19.316396280200292E-9
99.000000000000014E+0	-58.684987128129302E-9	-33.561099409900121E-9
100.000000000000010E+0	-3.063668928763986E-9	121.924026033868070E-9
101.000000000000010E+0	71.022801091806440E-9	-32.542493683544844E-9
102.000000000000010E+0	-17.390989832496472E-9	-12.452911780399250E-9
103.000000000000010E+0	5.168962822533760E-9	-329.787369242961740E-12
104.000000000000010E+0	-8.020834708210310E-9	-5.754243113981609E-9
105.000000000000010E+0	-12.490108621093810E-9	8.087486112811335E-9
106.000000000000010E+0	24.183764417087518E-9	7.819237133294349E-9
107.000000000000010E+0	16.274221653616817E-9	-34.726991753963651E-9
108.000000000000010E+0	-36.719346784646718E-9	-17.992608745875712E-9
109.000000000000010E+0	-6.048049439147379E-9	22.497228779305890E-9
110.000000000000010E+0	29.354785763960490E-9	15.357685893089516E-9
111.000000000000010E+0	5.571386960120679E-9	-44.950578505512824E-9
112.000000000000010E+0	-22.504619402876497E-9	24.221172793515113E-9
113.000000000000010E+0	10.709743080236824E-9	-2.332990029801963E-9
114.000000000000010E+0	1.746718645665306E-9	12.623571566479014E-9
115.000000000000010E+0	93.192234316965519E-9	197.450976959390000E-12
116.000000000000010E+0	-44.476155515991944E-9	-158.967640625977930E-9
117.000000000000010E+0	-59.072289865381729E-9	40.406968199182447E-9
118.000000000000010E+0	5.534666433549511E-9	-614.198064218145860E-12
119.000000000000010E+0	2.976319337108224E-9	11.180105760991801E-9
120.000000000000010E+0	64.289446475981103E-9	17.441486408879390E-9
121.000000000000010E+0	9.339840173337583E-9	-68.297863687645540E-9
122.000000000000010E+0	-1.774350248383212E-9	10.443965416992410E-9
123.000000000000010E+0	-3.476398055182130E-9	-34.447289069490788E-9
124.000000000000010E+0	-34.778361726265062E-9	21.674402746196185E-9
125.000000000000010E+0	25.318603257964975E-9	23.248354983659667E-9
126.000000000000010E+0	-10.951872343706002E-9	5.373465992070614E-9
127.000000000000010E+0	39.560995740727541E-9	13.516819935583953E-9
128.000000000000030E+0	-16.682078985197086E-9	-4.843786845793174E-9
129.000000000000030E+0	39.844408156667168E-9	48.848313960301150E-9
130.000000000000030E+0	52.612398251178736E-9	-24.118603580161679E-9
131.000000000000030E+0	-44.605084487443481E-9	22.674878785061453E-9
132.000000000000030E+0	109.197522024831200E-9	82.740215193962548E-9
133.000000000000030E+0	33.671353495511946E-9	-107.168259797302120E-9
134.000000000000030E+0	-27.121219729275703E-9	16.990169416789106E-9
135.000000000000030E+0	28.144432838187179E-9	-42.406950138134253E-9
136.000000000000030E+0	-28.711352074942386E-9	-4.719732504311499E-9
137.000000000000030E+0	-54.967180913780139E-9	-8.378519997024763E-9
138.000000000000030E+0	43.839806279245797E-9	186.465942046136980E-9
139.000000000000030E+0	211.756044868477760E-9	-97.820893918225770E-9
140.000000000000030E+0	-92.857791697143962E-9	-147.180696010826700E-9
141.000000000000030E+0	-59.255015814533251E-9	92.079765375152939E-9
142.000000000000030E+0	80.799819720258135E-9	38.417670241026541E-9
143.000000000000030E+0	129.242891995093210E-9	-14.342273391843205E-9
144.000000000000030E+0	28.832632115896659E-9	-61.521822040977008E-9
145.000000000000030E+0	123.742555812219020E-9	15.357829373658492E-9
146.000000000000030E+0	-28.768890787410671E-9	-110.690353586312720E-9
147.000000000000030E+0	8.445644683055204E-9	77.806769859453572E-9
148.000000000000030E+0	13.860509740659775E-9	-31.487860795430276E-9
149.000000000000030E+0	295.224109276552710E-9	-74.189309463638954E-9
150.000000000000030E+0	-65.626360378940627E-9	-553.142702224624510E-9
151.000000000000030E+0	-209.005980873687740E-9	-74.997852903286933E-9
152.000000000000030E+0	-83.012266518737047E-9	46.375678200443684E-9
153.000000000000030E+0	120.289076503725160E-9	-67.033270632304459E-9
154.000000000000030E+0	-300.408870401310560E-9	-125.328158300131000E-9
155.000000000000030E+0	-121.131607646142710E-9	167.871000038331240E-9
156.000000000000030E+0	-73.085231446702968E-9	-103.330853667865780E-9
157.000000000000030E+0	-232.839554291439720E-9	-13.940222342389207E-9
158.000000000000030E+0	-48.489536704301275E-9	118.777510761509910E-9
159.000000000000030E+0	58.126776917559593E-9	-30.457925607678860E-9
160.000000000000030E+0	-27.770926878289344E-9	-74.616459281519336E-9
161.000000000000030E+0	-202.038821981422120E-9	13.905883654544400E-9
162.000000000000030E+0	36.206377820690114E-9	191.056386858150850E-9
163.000000000000030E+0	-61.836094544437543E-9	-145.176304047046350E-9
164.000000000000030E+0	29.785766564528270E-9	294.278842852053150E-9
165.000000000000030E+0	206.337691540073920E-9	-143.086651971918390E-9
166.000000000000030E+0	-58.365433559518534E-9	342.233649229424770E-9
167.000000000000030E+0	456.405063647176620E-9	134.150193053049570E-9
168.000000000000030E+0	-84.305147127041141E-9	-53.411268121434515E-9
169.000000000000030E+0	-51.868045511446748E-9	356.278103108717060E-9
170.000000000000030E+0	77.638750110591908E-9	330.458827311717270E-9
171.000000000000030E+0	249.037793061040690E-9	320.859728521994690E-9
172.000000000000030E+0	187.121235756381340E-9	20.682937333935378E-9
173.000000000000030E+0	-247.877499194296390E-9	168.889557923529430E-9
174.000000000000030E+0	83.311659168500309E-9	521.653426099687580E-9
175.000000000000030E+0	303.695205553727270E-9	99.639709527949019E-9
176.000000000000030E+0	288.071290620015550E-9	-97.269033771580241E-9
177.000000000000030E+0	-73.462880866075692E-9	-195.449937201461150E-9
178.000000000000030E+0	128.316964440424890E-9	249.989681305735630E-9
179.000000000000030E+0	162.041197601015740E-9	-137.735354603006540E-9
180.000000000000030E+0	-82.691825763736823E-9	233.910614895340440E-9
181.000000000000030E+0	20.460744606777920E-9	295.059731280805850E-9
182.000000000000030E+0	183.726150517665700E-9	476.932511005144900E-9
183.000000000000030E+0	398.732960996885320E-9	-227.405875954217120E-9
184.000000000000030E+0	-37.826169118299885E-9	-243.443657707179810E-9
185.000000000000030E+0	-106.440143033719600E-9	-135.717304119106000E-9
186.000000000000030E+0	-109.114487830916460E-9	504.424636550023910E-9
187.000000000000030E+0	737.308392299684990E-9	379.482238923891210E-9
188.000000000000030E+0	557.951307238691840E-9	-466.956272696113350E-9
189.000000000000030E+0	-356.690575870165810E-9	-340.547180233801960E-9
190.000000000000030E+0	-247.218855667872600E-9	191.250488986210860E-9
191.000000000000030E+0	-31.630145469870976E-9	11.721752194433947E-9
192.000000000000030E+0	17.085567935910711E-9	68.864504364852099E-9
193.000000000000030E+0	-46.389631865652000E-9	156.054566789499180E-9
194.000000000000030E+0	-20.067719828097070E-9	167.849263421497580E-9
195.000000000000030E+0	-158.610235375155570E-9	99.914381561649451E-9
196.000000000000030E+0	-36.961615949641364E-9	205.634995985871450E-9
197.000000000000030E+0	-218.251447884264620E-9	129.341039279759100E-9
198.000000000000030E+0	-263.903411140937030E-9	535.457074132924490E-9
199.000000000000030E+0	37.954119066034336E-9	604.339632082780810E-9
200.000000000000030E+0	-58.575326415816730E-9	302.593365333706460E-9
201.000000000000030E+0	-385.206941954779890E-9	3.162525393640856E-9
202.000000000000030E+0	-469.286631157308100E-9	-1.813940363231642E-9
203.000000000000030E+0	-266.071900656951620E-9	-101.096120990037490E-9
204.000000000000030E+0	-285.233976400545830E-9	-200.545583739173940E-9
205.000000000000030E+0	-352.497673870240850E-9	-48.420069403550271E-9
206.000000000000030E+0	-171.616126343266350E-9	-164.816754044098860E-9
207.000000000000030E+0	-330.106664222806300E-9	-1.051427728921668E-6
208.000000000000030E+0	-628.995602329380370E-9	-998.419696269968170E-9
209.000000000000030E+0	-190.383545933911430E-9	-602.349926626462060E-9
210.000000000000030E+0	-201.445517792869650E-9	-494.585038639760000E-9
211.000000000000030E+0	-217.556132696584460E-9	-122.793206605925060E-9
212.000000000000030E+0	155.196263501550110E-9	127.254447969641270E-9
213.000000000000030E+0	275.185136689414250E-9	-14.825003340689583E-9
214.000000000000030E+0	-72.474719239539758E-9	159.857146958481760E-9
215.000000000000030E+0	-466.483698372077490E-9	1.308955675184593E-6
216.000000000000030E+0	239.671267600458230E-9	1.927799464153748E-6
217.000000000000030E+0	484.500812210062970E-9	631.453113441722040E-9
218.000000000000030E+0	-124.740999967502990E-9	-126.690662188389500E-9
219.000000000000030E+0	-358.541253957835360E-9	-189.306141037679200E-9
220.000000000000030E+0	-242.411424207736730E-9	79.805424949244858E-9
221.000000000000030E+0	342.883731067904400E-9	202.434300913132410E-9
222.000000000000030E+0	349.325352247501010E-9	94.135872104962551E-9
223.000000000000030E+0	-108.644265727449730E-9	228.867630597631020E-9
224.000000000000030E+0	-223.521278742290240E-9	303.827086560427550E-9
225.000000000000030E+0	-239.308450448819920E-9	364.488929269253330E-9
226.000000000000030E+0	-53.622751748514551E-9	612.010426386705530E-9
227.000000000000030E+0	332.273279419046180E-9	226.895501499731720E-9
228.000000000000030E+0	250.577007653700540E-9	-181.012342456584560E-9
229.000000000000030E+0	355.520356927469280E-9	-6.114422960039388E-9
230.000000000000030E+0	406.766949538861320E-9	-92.852478737082502E-9
231.000000000000030E+0	-78.497630663624744E-9	104.944178609922340E-9
232.000000000000030E+0	-419.869480295890510E-9	247.339351537664980E-9
233.000000000000030E+0	-669.879799747836520E-9	85.225988520336622E-9
234.000000000000030E+0	-565.670487901617470E-9	170.910077821488050E-9
235.000000000000030E+0	-292.339137535511300E-9	146.096646439365520E-9
236.000000000000030E+0	-111.753469422587640E-9	-60.261431721415011E-9
