Freq (Hz)	micro(Pa^2 )	hp(V^2 )
20.000000000000004E+0	190.038520444503940E-9	11.430786897845878E-9
21.000000000000004E+0	95.426407187659836E-9	12.933207057833321E-9
22.000000000000004E+0	14.356300508993764E-9	14.073809401457095E-9
23.000000000000004E+0	9.981819997587753E-9	14.877386185991275E-9
24.000000000000004E+0	9.055089993304869E-9	15.021066080203386E-9
25.000000000000004E+0	9.677944061863168E-9	16.706655224049798E-9
26.000000000000004E+0	6.557294732094227E-9	17.756391373515148E-9
27.000000000000004E+0	1.769121023385073E-9	19.599990098876168E-9
28.000000000000004E+0	893.601178351754100E-12	20.930505941714490E-9
29.000000000000004E+0	1.009832543764778E-9	21.646937242052167E-9
30.000000000000004E+0	3.376295305066214E-9	24.406452524132184E-9
31.000000000000004E+0	641.170640553632730E-12	24.606049242482757E-9
32.000000000000007E+0	589.680698750836700E-12	27.288571611544632E-9
33.000000000000007E+0	1.283391770593503E-9	29.239510626835495E-9
34.000000000000007E+0	2.111779360745902E-9	32.890596038630377E-9
35.000000000000007E+0	1.978242169664610E-9	34.816979365528628E-9
36.000000000000007E+0	930.983207104146810E-12	36.637419652354333E-9
37.000000000000007E+0	1.799082664960941E-9	39.648666942780552E-9
38.000000000000007E+0	3.766421129269739E-9	44.378204948043209E-9
39.000000000000007E+0	2.782620070246714E-9	47.651783175307738E-9
40.000000000000007E+0	1.167968950122170E-9	52.761152566196355E-9
41.000000000000007E+0	638.698542839116080E-12	58.130358043297168E-9
42.000000000000007E+0	830.980246350952730E-12	65.390107840636587E-9
43.000000000000007E+0	793.657860128296860E-12	70.628634553853561E-9
44.000000000000007E+0	486.876010413027710E-12	76.016048816604174E-9
45.000000000000007E+0	363.887447161848850E-12	83.513793436463590E-9
46.000000000000007E+0	310.700295814688210E-12	90.947750274116876E-9
47.000000000000007E+0	451.802916227476670E-12	99.803868984951466E-9
48.000000000000007E+0	438.523707243467690E-12	113.178780627559940E-9
49.000000000000007E+0	1.706601751383452E-9	125.068396301169210E-9
50.000000000000007E+0	299.271659854328320E-12	270.864249391900000E-9
51.000000000000007E+0	581.537008770952250E-12	146.691204941132430E-9
52.000000000000007E+0	689.221023557310710E-12	159.394124719940630E-9
53.000000000000007E+0	4.141068261634075E-9	171.672059974308360E-9
54.000000000000007E+0	1.329429004921015E-9	184.764437474274520E-9
55.000000000000007E+0	949.615521976899800E-12	199.030536198773290E-9
56.000000000000007E+0	919.939595190998470E-12	212.996578558384860E-9
