Freq (Hz)	Coh_micro/hp
20.000000000000004E+0	34.681826807397308E-3
21.000000000000004E+0	381.905895036139590E-3
22.000000000000004E+0	144.122037624135310E-3
23.000000000000004E+0	186.163541027014880E-3
24.000000000000004E+0	35.025214712066113E-3
25.000000000000004E+0	277.126566546126380E-3
26.000000000000004E+0	364.637511279120750E-3
27.000000000000004E+0	110.664032557565030E-3
28.000000000000004E+0	65.054724818827417E-3
29.000000000000004E+0	71.005231844497182E-3
30.000000000000004E+0	37.013026181310929E-3
31.000000000000004E+0	553.621313016910980E-3
32.000000000000007E+0	422.196624961160010E-3
33.000000000000007E+0	123.908303792155320E-3
34.000000000000007E+0	136.454194279495460E-3
35.000000000000007E+0	28.033299615707500E-3
36.000000000000007E+0	489.029626968679350E-3
37.000000000000007E+0	375.240094899041700E-3
38.000000000000007E+0	642.190667252297230E-3
39.000000000000007E+0	397.119494042775410E-3
40.000000000000007E+0	82.626486672604166E-3
41.000000000000007E+0	38.035568069076882E-3
42.000000000000007E+0	304.883670959925800E-3
43.000000000000007E+0	386.211638042399880E-3
44.000000000000007E+0	262.222350696874880E-3
45.000000000000007E+0	121.053284335797280E-3
46.000000000000007E+0	59.861854671401170E-3
47.000000000000007E+0	472.729362544889950E-3
48.000000000000007E+0	55.421402268019532E-3
49.000000000000007E+0	254.940876968249910E-3
50.000000000000007E+0	83.492570136642311E-3
51.000000000000007E+0	119.193914753544490E-3
52.000000000000007E+0	525.081538101683230E-3
53.000000000000007E+0	119.158500899285770E-3
54.000000000000007E+0	346.409095942550150E-3
55.000000000000007E+0	113.062899135137910E-3
56.000000000000007E+0	477.254420966059630E-3
57.000000000000007E+0	19.170571950035003E-3
58.000000000000007E+0	616.840945010047050E-3
59.000000000000007E+0	18.687853280897296E-3
60.000000000000007E+0	153.730679960244030E-3
61.000000000000007E+0	63.318682864901027E-3
62.000000000000007E+0	289.303571737301530E-3
63.000000000000007E+0	288.317616423939600E-3
64.000000000000014E+0	288.343174340962020E-3
65.000000000000014E+0	43.510737127544719E-3
66.000000000000014E+0	550.193655255894250E-3
67.000000000000014E+0	19.911316518471375E-3
68.000000000000014E+0	289.814366627236810E-3
69.000000000000014E+0	149.826451469892680E-3
70.000000000000014E+0	75.047424566890675E-3
71.000000000000014E+0	4.471163713565017E-3
72.000000000000014E+0	93.961361287917614E-3
