Freq (Hz)	Gxymicro/hp_Real	Gxymicro/hp_Imag
49.000000000000007E+0	169.128502721497910E-12	456.174147542230210E-12
50.000000000000007E+0	-702.315093018002440E-12	592.355684871248740E-12
51.000000000000007E+0	68.483399717149432E-12	773.998623622820990E-12
52.000000000000007E+0	-210.443428461504890E-12	-129.601658890073310E-12
53.000000000000007E+0	195.624047587253060E-12	270.543574991107990E-12
54.000000000000007E+0	-36.395675074645169E-12	-74.379915391514835E-12
55.000000000000007E+0	118.656736884857960E-12	-259.851774527051560E-12
56.000000000000007E+0	-123.697735728619080E-12	195.641452544739890E-12
57.000000000000007E+0	-261.177110801549360E-12	-394.677399996618970E-12
58.000000000000007E+0	-119.640438673281870E-12	347.081815115111310E-12
59.000000000000007E+0	38.330063455338450E-12	173.117994239111580E-12
60.000000000000007E+0	443.674053192115030E-12	42.219290391150073E-12
61.000000000000007E+0	-469.088770292425900E-12	254.773574840529600E-12
62.000000000000007E+0	106.372703921007820E-12	-1.543581072306915E-9
63.000000000000007E+0	-619.462426689695580E-12	2.096427306085100E-9
64.000000000000014E+0	988.042699265101370E-12	-1.206271850896827E-9
65.000000000000014E+0	-1.525468404426456E-9	302.702782843568990E-12
66.000000000000014E+0	1.368557989159049E-9	125.306848618878870E-12
67.000000000000014E+0	-2.158468805784840E-9	-548.516623134350520E-12
68.000000000000014E+0	1.519082182804452E-9	2.573588997265631E-9
69.000000000000014E+0	-435.963345951118920E-12	-924.200192629207210E-12
70.000000000000014E+0	1.844377239443483E-9	-2.000241580798576E-9
71.000000000000014E+0	-1.302547105271960E-9	2.658770687579156E-9
72.000000000000014E+0	-1.313618990839371E-9	-3.298685239036493E-9
73.000000000000014E+0	1.259568399453432E-9	3.864901149717080E-9
74.000000000000014E+0	-2.028504766680060E-9	-2.876688456335298E-9
75.000000000000014E+0	2.154552285637106E-9	3.127027148077170E-9
76.000000000000014E+0	-1.814935317229194E-9	25.778806459522934E-12
77.000000000000014E+0	2.797319898362936E-9	2.812136636886106E-9
78.000000000000014E+0	3.883491672926569E-9	-2.577410426952070E-9
79.000000000000014E+0	291.343981949357400E-12	-4.053212317042079E-9
80.000000000000014E+0	-7.026353031091674E-9	391.540385347969580E-12
81.000000000000014E+0	2.425769750627869E-9	4.367628309879239E-9
82.000000000000014E+0	1.973031839443532E-9	2.698071258548085E-9
83.000000000000014E+0	1.702486887186580E-9	-3.570828498176021E-9
84.000000000000014E+0	5.042768708409072E-9	724.830647056863640E-12
85.000000000000014E+0	-6.298845589665294E-9	12.863023200541784E-12
86.000000000000014E+0	10.181539835305108E-9	-2.436410290218125E-9
87.000000000000014E+0	-6.007291851656926E-9	-6.105960476662390E-9
88.000000000000014E+0	-3.274039651379162E-9	1.107587673978533E-9
89.000000000000014E+0	-2.608021698766761E-9	401.042460648110370E-12
90.000000000000014E+0	3.398052183913710E-9	6.275841598764716E-9
91.000000000000014E+0	-3.020539346752772E-9	-3.786875207255023E-9
92.000000000000014E+0	7.643575615047897E-9	3.658649341695797E-9
93.000000000000014E+0	-286.805906705980110E-12	-2.922295988957345E-9
94.000000000000014E+0	2.069580521056798E-9	-3.073342059745898E-9
95.000000000000014E+0	-7.375227172530187E-9	-8.923579358712032E-9
96.000000000000014E+0	-5.112312958403188E-9	16.452466305887298E-9
97.000000000000014E+0	8.587543898012727E-9	-8.067446014010691E-9
98.000000000000014E+0	-7.598864119694292E-9	711.555362043176210E-12
99.000000000000014E+0	21.822773123129659E-9	-24.630445183790435E-9
100.000000000000010E+0	-59.178277565089409E-9	-3.559875010399012E-9
