Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	1.214289435745527E-12
50.000000000000007E+0	155.820730644779280E-12
51.000000000000007E+0	135.433225395143800E-12
52.000000000000007E+0	236.020127084922660E-12
53.000000000000007E+0	340.427985628261560E-12
54.000000000000007E+0	149.501607123384230E-12
55.000000000000007E+0	100.878345791155600E-12
56.000000000000007E+0	188.388568297180080E-12
57.000000000000007E+0	48.537765774861462E-12
58.000000000000007E+0	4.419811002432383E-12
59.000000000000007E+0	19.223927207452149E-12
60.000000000000007E+0	125.486785991068170E-12
61.000000000000007E+0	7.403224377759950E-12
62.000000000000007E+0	88.804682738173259E-12
63.000000000000007E+0	31.198072751290382E-12
64.000000000000014E+0	9.446613969714899E-12
65.000000000000014E+0	11.093572706021461E-12
66.000000000000014E+0	6.928430936365720E-12
67.000000000000014E+0	131.100732294054380E-12
68.000000000000014E+0	37.226294504070013E-12
69.000000000000014E+0	76.497000305296616E-12
70.000000000000014E+0	182.695501544405330E-12
71.000000000000014E+0	227.839396967185070E-12
72.000000000000014E+0	175.530123122719340E-12
73.000000000000014E+0	159.650602497602090E-12
74.000000000000014E+0	150.360587827344340E-12
75.000000000000014E+0	40.015254674907449E-12
76.000000000000014E+0	138.087658750722570E-12
77.000000000000014E+0	271.587204958696540E-12
78.000000000000014E+0	181.734692315409190E-12
79.000000000000014E+0	297.042601937823710E-12
80.000000000000014E+0	170.529557325372630E-12
81.000000000000014E+0	26.776469366995091E-12
82.000000000000014E+0	14.077225079497017E-12
83.000000000000014E+0	130.091320009784180E-12
84.000000000000014E+0	127.466674471148410E-12
85.000000000000014E+0	114.930788538755190E-12
86.000000000000014E+0	280.857799621831500E-12
87.000000000000014E+0	159.760865989984180E-12
88.000000000000014E+0	39.714576013629225E-12
89.000000000000014E+0	4.006801092240896E-12
90.000000000000014E+0	10.308371327168567E-12
91.000000000000014E+0	825.485305398978940E-15
92.000000000000014E+0	42.241969557090523E-12
93.000000000000014E+0	24.011986841283718E-12
94.000000000000014E+0	61.359875061962375E-12
95.000000000000014E+0	100.870466337583590E-12
96.000000000000014E+0	31.756099306335870E-12
97.000000000000014E+0	17.380280299130594E-12
98.000000000000014E+0	42.877955219563927E-12
99.000000000000014E+0	647.372184534630900E-12
100.000000000000010E+0	2.687923200651487E-9
101.000000000000010E+0	780.228953800570330E-12
102.000000000000010E+0	97.519124848681261E-12
103.000000000000010E+0	113.530393734064580E-12
104.000000000000010E+0	31.004954421857892E-12
105.000000000000010E+0	39.908718158418817E-12
106.000000000000010E+0	2.188216484698030E-12
107.000000000000010E+0	34.216254288825112E-12
108.000000000000010E+0	77.258016525028161E-12
109.000000000000010E+0	5.099743066742607E-12
110.000000000000010E+0	91.528640439810105E-12
111.000000000000010E+0	77.751034298191662E-12
112.000000000000010E+0	8.927531242130281E-12
113.000000000000010E+0	467.986035959806380E-12
114.000000000000010E+0	1.708611725887930E-9
115.000000000000010E+0	939.963456565637330E-12
116.000000000000010E+0	574.354409067135670E-12
117.000000000000010E+0	287.698145140120320E-12
118.000000000000010E+0	118.011607226838690E-12
119.000000000000010E+0	26.037167321629556E-12
120.000000000000010E+0	116.593952714699370E-12
121.000000000000010E+0	77.164806916868488E-12
122.000000000000010E+0	96.091763462024734E-12
123.000000000000010E+0	39.104868658839113E-12
124.000000000000010E+0	5.312455784633089E-12
125.000000000000010E+0	37.803599569126490E-12
126.000000000000010E+0	123.691869287284070E-12
127.000000000000010E+0	80.834241953365482E-12
128.000000000000030E+0	93.817482833186886E-12
129.000000000000030E+0	151.849015700091040E-12
130.000000000000030E+0	28.142991867511481E-12
131.000000000000030E+0	6.119367179849038E-12
132.000000000000030E+0	192.396687076620200E-12
133.000000000000030E+0	239.487202747198130E-12
134.000000000000030E+0	61.654218369108314E-12
135.000000000000030E+0	39.758091202098955E-12
136.000000000000030E+0	75.069747900263617E-12
137.000000000000030E+0	153.313110492002720E-12
138.000000000000030E+0	173.824532339030030E-12
139.000000000000030E+0	52.880228276433645E-12
140.000000000000030E+0	12.942045848930536E-12
141.000000000000030E+0	58.137888064035322E-12
142.000000000000030E+0	32.789317252952727E-12
143.000000000000030E+0	43.189494722293911E-12
144.000000000000030E+0	39.824186351331159E-12
145.000000000000030E+0	161.509281649741900E-12
146.000000000000030E+0	88.877914139326352E-12
147.000000000000030E+0	109.450464887369740E-12
148.000000000000030E+0	152.243010370989550E-12
149.000000000000030E+0	53.440801420579151E-12
150.000000000000030E+0	665.511084471902130E-12
151.000000000000030E+0	138.364796343942970E-12
152.000000000000030E+0	39.037137110350317E-12
153.000000000000030E+0	91.431092649938540E-12
154.000000000000030E+0	92.877483640026664E-12
155.000000000000030E+0	7.583590493095053E-12
156.000000000000030E+0	22.727332426657857E-12
157.000000000000030E+0	265.050464310697660E-12
158.000000000000030E+0	136.287208745362720E-12
159.000000000000030E+0	41.198965016705055E-12
160.000000000000030E+0	32.944388908962549E-12
161.000000000000030E+0	72.528400444424666E-12
162.000000000000030E+0	350.589004873690800E-12
