Memory Length,4000,
Trigger Level,0.000E+00,
Source,CH1,
Probe,1X,
Vertical Units,V,
Vertical Scale,1.000E+00,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,5.000E-07,
Horizontal Position,2.160E-06,
Horizontal Mode,Main,
Sampling Period,5.000E-09,
Firmware, V1.24,
Time, ,
Mode,Fast,
Waveform Data,
2,
3,
2,
3,
2,
2,
2,
3,
2,
3,
3,
3,
3,
3,
2,
3,
2,
2,
2,
3,
2,
3,
2,
2,
2,
2,
3,
3,
2,
3,
2,
3,
3,
3,
2,
2,
3,
3,
2,
3,
2,
2,
2,
3,
3,
3,
2,
3,
2,
2,
2,
3,
2,
3,
2,
3,
2,
2,
2,
3,
2,
3,
2,
2,
2,
3,
3,
3,
3,
2,
2,
2,
3,
2,
2,
3,
3,
2,
2,
4,
2,
3,
3,
2,
2,
2,
2,
3,
2,
2,
2,
3,
3,
3,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
3,
3,
2,
3,
2,
3,
3,
3,
3,
2,
3,
3,
2,
3,
2,
3,
3,
2,
3,
3,
3,
2,
3,
3,
2,
3,
3,
2,
3,
3,
3,
3,
2,
2,
3,
3,
2,
3,
2,
2,
2,
3,
2,
3,
3,
3,
2,
3,
3,
3,
2,
2,
2,
3,
3,
3,
2,
3,
3,
2,
2,
3,
2,
2,
2,
3,
3,
2,
2,
3,
2,
2,
3,
3,
2,
3,
3,
3,
2,
3,
3,
3,
3,
3,
2,
3,
2,
2,
2,
3,
2,
3,
2,
3,
2,
2,
3,
3,
2,
3,
2,
3,
3,
2,
2,
4,
2,
3,
2,
2,
2,
3,
2,
4,
2,
3,
3,
3,
2,
3,
3,
3,
2,
3,
2,
3,
2,
4,
2,
3,
3,
2,
3,
2,
2,
4,
2,
2,
2,
3,
3,
3,
2,
3,
2,
3,
2,
2,
2,
3,
3,
3,
2,
2,
3,
3,
2,
3,
2,
2,
2,
3,
3,
3,
3,
4,
2,
3,
2,
3,
2,
2,
2,
2,
2,
3,
2,
2,
2,
3,
2,
2,
2,
3,
3,
2,
2,
3,
2,
3,
2,
2,
3,
4,
2,
3,
3,
3,
2,
2,
2,
3,
2,
2,
2,
2,
3,
3,
2,
3,
3,
3,
2,
3,
2,
2,
2,
2,
2,
3,
2,
3,
2,
2,
2,
3,
3,
3,
2,
3,
2,
2,
3,
3,
2,
2,
3,
3,
3,
3,
2,
2,
3,
2,
2,
3,
2,
2,
2,
2,
3,
3,
2,
3,
2,
2,
2,
3,
2,
3,
2,
3,
2,
3,
2,
2,
2,
3,
2,
3,
2,
2,
2,
2,
3,
2,
2,
2,
3,
2,
3,
3,
2,
3,
2,
3,
2,
2,
2,
3,
3,
3,
3,
2,
3,
3,
3,
3,
2,
2,
3,
3,
2,
3,
2,
3,
3,
3,
2,
3,
3,
3,
2,
2,
3,
2,
2,
3,
2,
2,
2,
3,
2,
3,
2,
3,
3,
3,
2,
3,
3,
3,
2,
3,
2,
2,
2,
3,
2,
2,
3,
3,
2,
3,
3,
3,
3,
2,
2,
3,
2,
3,
2,
3,
2,
2,
2,
3,
2,
2,
3,
2,
2,
3,
2,
3,
2,
3,
2,
3,
3,
3,
2,
2,
3,
3,
2,
3,
2,
3,
2,
3,
2,
2,
2,
3,
2,
3,
2,
3,
2,
3,
3,
3,
2,
2,
3,
2,
2,
2,
2,
3,
3,
3,
3,
2,
2,
3,
2,
3,
2,
3,
3,
3,
3,
3,
2,
3,
2,
3,
3,
3,
2,
2,
3,
4,
2,
3,
2,
3,
3,
3,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
3,
3,
2,
3,
2,
3,
2,
2,
2,
3,
2,
3,
2,
3,
2,
3,
2,
2,
2,
3,
2,
2,
2,
3,
3,
3,
2,
3,
2,
2,
2,
4,
2,
2,
2,
4,
2,
3,
2,
2,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
3,
3,
3,
4,
2,
2,
3,
3,
2,
2,
2,
3,
3,
2,
2,
2,
2,
3,
3,
3,
2,
3,
2,
3,
3,
3,
2,
3,
2,
3,
2,
2,
2,
3,
3,
4,
3,
3,
2,
3,
2,
3,
3,
3,
2,
2,
2,
3,
2,
3,
2,
2,
2,
3,
2,
2,
2,
3,
2,
3,
2,
3,
2,
3,
3,
2,
2,
3,
3,
3,
3,
3,
3,
3,
3,
3,
2,
3,
2,
3,
3,
3,
3,
3,
2,
3,
2,
2,
2,
3,
2,
3,
2,
3,
2,
2,
2,
3,
2,
3,
2,
3,
3,
2,
2,
3,
2,
3,
2,
3,
3,
3,
2,
3,
3,
2,
2,
3,
2,
3,
3,
3,
3,
3,
2,
3,
3,
3,
2,
2,
2,
2,
3,
2,
2,
3,
2,
3,
3,
3,
2,
3,
3,
3,
2,
3,
2,
3,
2,
2,
2,
3,
2,
2,
2,
2,
2,
3,
2,
3,
2,
3,
2,
2,
2,
3,
3,
3,
2,
2,
3,
3,
2,
3,
2,
3,
2,
3,
3,
3,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
3,
3,
3,
3,
2,
2,
2,
3,
2,
3,
3,
3,
3,
2,
3,
3,
2,
3,
2,
2,
2,
3,
3,
3,
2,
3,
2,
3,
2,
2,
2,
3,
3,
3,
2,
3,
2,
2,
2,
3,
2,
3,
3,
3,
2,
2,
3,
3,
2,
3,
2,
2,
2,
3,
2,
3,
2,
2,
3,
3,
3,
2,
2,
2,
2,
2,
2,
3,
2,
3,
2,
3,
2,
3,
2,
2,
2,
2,
3,
3,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
2,
3,
3,
2,
2,
3,
2,
3,
2,
3,
3,
2,
2,
3,
2,
2,
2,
2,
2,
2,
2,
3,
2,
2,
3,
3,
2,
3,
2,
3,
2,
3,
3,
3,
2,
2,
2,
4,
2,
3,
2,
3,
2,
3,
2,
2,
2,
3,
3,
3,
2,
3,
3,
3,
2,
2,
2,
3,
3,
3,
2,
3,
3,
2,
3,
2,
3,
3,
2,
3,
2,
3,
3,
2,
2,
3,
2,
3,
2,
3,
2,
2,
3,
3,
3,
3,
2,
2,
2,
3,
2,
2,
2,
3,
2,
3,
2,
2,
2,
3,
2,
2,
2,
2,
2,
3,
