Freq (Hz)	micro/hp_Mod	micro/hp_Phase(rad)
49.000000000000007E+0	373.309896108447340E-3	-9.874937479627086E+0
50.000000000000007E+0	412.293986578376460E-3	-11.226418978512942E+0
51.000000000000007E+0	900.025867778251890E-3	-8.617814627370647E+0
52.000000000000007E+0	142.773538091324200E-3	-9.046705747434002E+0
53.000000000000007E+0	196.356559608875850E-3	-11.580212021018180E+0
54.000000000000007E+0	111.640817926508570E-3	-8.744479254281629E+0
55.000000000000007E+0	70.782837712080868E-3	-7.398927474125732E+0
56.000000000000007E+0	102.895282573517020E-3	-9.839494037619938E+0
57.000000000000007E+0	43.259951790691781E-3	-11.790437210950049E+0
58.000000000000007E+0	22.034044769650232E-3	-12.950961613286315E+0
59.000000000000007E+0	31.803237509368615E-3	-14.951537958313155E+0
60.000000000000007E+0	35.916986750951480E-3	-17.266300773348568E+0
61.000000000000007E+0	24.851759972312953E-3	-16.207345860557904E+0
62.000000000000007E+0	30.887591354029392E-3	-18.678166599591638E+0
63.000000000000007E+0	30.445918708996118E-3	-19.161177455630035E+0
64.000000000000014E+0	62.860591668628396E-3	-21.266803387787437E+0
65.000000000000014E+0	54.957586703675079E-3	-23.434328747134103E+0
66.000000000000014E+0	19.868114284438281E-3	-20.568929036937515E+0
67.000000000000014E+0	21.187378024035305E-3	-23.599634928586717E+0
68.000000000000014E+0	8.251795674605565E-3	-24.848595768037189E+0
69.000000000000014E+0	10.584084316462451E-3	-24.679960578510276E+0
70.000000000000014E+0	19.169625884455338E-3	-27.162035893341571E+0
71.000000000000014E+0	33.323123248435088E-3	-29.976080441037976E+0
72.000000000000014E+0	42.908218934337460E-3	-32.463032702878316E+0
73.000000000000014E+0	26.787846975992357E-3	-35.185569770917681E+0
74.000000000000014E+0	24.750466991225108E-3	-38.192622122982740E+0
75.000000000000014E+0	36.515362041812875E-3	-40.460485823757047E+0
76.000000000000014E+0	34.181040373737079E-3	-43.015446476366122E+0
77.000000000000014E+0	32.362366458075803E-3	-39.951434097170249E+0
78.000000000000014E+0	35.554319948377384E-3	-42.798256410285489E+0
79.000000000000014E+0	22.516114249281856E-3	-45.076101655883320E+0
80.000000000000014E+0	13.300628561425975E-3	-46.698850672434538E+0
81.000000000000014E+0	6.693773817266884E-3	-47.779546290394521E+0
82.000000000000014E+0	6.726912982462552E-3	-44.718324029882233E+0
83.000000000000014E+0	2.949029442980415E-3	-42.069086729941844E+0
84.000000000000014E+0	19.671091506292586E-3	-40.068461211393384E+0
85.000000000000014E+0	16.433840933705639E-3	-42.582963167612149E+0
86.000000000000014E+0	5.979946941822190E-3	-45.637628284182277E+0
87.000000000000014E+0	5.588885268258821E-3	-47.200834248310947E+0
88.000000000000014E+0	12.120147942958369E-3	-49.445340478093748E+0
