Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	1.125009007551551E-9
50.000000000000007E+0	7.487473501100314E-9
51.000000000000007E+0	2.522090121279050E-9
52.000000000000007E+0	70.841781461812466E-12
53.000000000000007E+0	122.041955549172030E-12
54.000000000000007E+0	191.712175389328610E-12
55.000000000000007E+0	40.715484636409273E-12
56.000000000000007E+0	145.823946769475800E-12
57.000000000000007E+0	150.140745360852630E-12
58.000000000000007E+0	260.236775992930110E-12
59.000000000000007E+0	187.787376145738740E-12
60.000000000000007E+0	102.413178450760580E-12
61.000000000000007E+0	212.536738909555950E-12
62.000000000000007E+0	416.868027460319040E-12
63.000000000000007E+0	517.577288923188900E-12
64.000000000000014E+0	1.399987054438860E-9
65.000000000000014E+0	993.605892562257230E-12
66.000000000000014E+0	164.396093298960760E-12
67.000000000000014E+0	29.061422729810117E-12
68.000000000000014E+0	88.790551365655447E-12
69.000000000000014E+0	57.548307400748517E-12
70.000000000000014E+0	330.220144219334130E-12
71.000000000000014E+0	1.106745349211156E-9
72.000000000000014E+0	899.779384127771870E-12
73.000000000000014E+0	66.874605436946707E-12
74.000000000000014E+0	581.009236483091560E-12
75.000000000000014E+0	1.217493988693260E-9
76.000000000000014E+0	643.607006023400580E-12
77.000000000000014E+0	1.104521842609429E-9
78.000000000000014E+0	1.240282791614467E-9
79.000000000000014E+0	196.367198235046020E-12
80.000000000000014E+0	207.126036760196150E-12
81.000000000000014E+0	267.716847764375400E-12
82.000000000000014E+0	750.535400041217330E-12
83.000000000000014E+0	440.236761847277700E-12
84.000000000000014E+0	95.360655365921572E-12
85.000000000000014E+0	713.687782432110430E-12
86.000000000000014E+0	3.001323783393874E-9
87.000000000000014E+0	2.654751849353765E-9
88.000000000000014E+0	87.657808680479419E-12
89.000000000000014E+0	1.469187605776366E-9
90.000000000000014E+0	1.165880434150655E-9
91.000000000000014E+0	100.082962545300870E-12
92.000000000000014E+0	24.238818812578074E-12
93.000000000000014E+0	341.468846386121270E-12
94.000000000000014E+0	1.411033060808489E-9
95.000000000000014E+0	1.631501131559828E-9
96.000000000000014E+0	886.731333738030450E-12
97.000000000000014E+0	141.867315566699220E-12
98.000000000000014E+0	730.206493557648480E-12
99.000000000000014E+0	16.874292379116201E-9
100.000000000000010E+0	49.971453263385524E-9
101.000000000000010E+0	10.588559260965792E-9
102.000000000000010E+0	110.143758086859990E-12
