Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	1.519328220102421E-9
50.000000000000007E+0	6.625860678490001E-9
51.000000000000007E+0	2.666605875653891E-9
52.000000000000007E+0	211.061166477730160E-12
53.000000000000007E+0	138.691068925126360E-12
54.000000000000007E+0	474.907221147141710E-12
55.000000000000007E+0	855.199096726303090E-12
56.000000000000007E+0	527.398317770422150E-12
57.000000000000007E+0	79.606570648353852E-12
58.000000000000007E+0	36.812333885076931E-12
59.000000000000007E+0	94.036691583772457E-12
60.000000000000007E+0	67.751613835786786E-12
61.000000000000007E+0	1.035230321884545E-9
62.000000000000007E+0	2.111762166098916E-9
63.000000000000007E+0	869.996101149687670E-12
64.000000000000014E+0	88.079814609081277E-12
65.000000000000014E+0	301.618432821278800E-12
66.000000000000014E+0	902.459564814767820E-12
67.000000000000014E+0	838.576792763839430E-12
68.000000000000014E+0	892.322306457269320E-12
69.000000000000014E+0	743.327073717991910E-12
70.000000000000014E+0	597.413634253163920E-12
71.000000000000014E+0	237.871611240272350E-12
72.000000000000014E+0	8.625620832217773E-12
73.000000000000014E+0	356.749223126946900E-12
74.000000000000014E+0	1.138806835190806E-9
75.000000000000014E+0	690.763196930086960E-12
76.000000000000014E+0	616.938401662379860E-12
77.000000000000014E+0	2.282244009258596E-9
78.000000000000014E+0	3.548859411363320E-9
79.000000000000014E+0	1.002909191382717E-9
80.000000000000014E+0	428.315171763904050E-12
81.000000000000014E+0	708.775338340744690E-12
82.000000000000014E+0	240.142268271514180E-12
83.000000000000014E+0	87.351220813367673E-12
84.000000000000014E+0	56.810712206539082E-12
85.000000000000014E+0	134.971611788491700E-12
86.000000000000014E+0	1.576268228465294E-9
87.000000000000014E+0	1.249939059390500E-9
88.000000000000014E+0	447.418043905505860E-12
89.000000000000014E+0	232.391967551039950E-12
90.000000000000014E+0	632.348935029419820E-12
91.000000000000014E+0	338.134297811493120E-12
92.000000000000014E+0	693.911390695982140E-12
93.000000000000014E+0	140.092914598898120E-12
94.000000000000014E+0	73.195369430348997E-12
95.000000000000014E+0	72.942150780982003E-12
96.000000000000014E+0	178.859922823978140E-12
97.000000000000014E+0	244.444957818023180E-12
98.000000000000014E+0	22.388531367601201E-12
99.000000000000014E+0	10.792817721345516E-9
100.000000000000010E+0	52.149074654805453E-9
101.000000000000010E+0	18.919201087231271E-9
102.000000000000010E+0	700.011538637264790E-12
103.000000000000010E+0	878.779133640019750E-12
104.000000000000010E+0	641.923609073045420E-12
105.000000000000010E+0	373.210000063204040E-12
106.000000000000010E+0	130.541109314159280E-12
107.000000000000010E+0	349.588796921870390E-12
108.000000000000010E+0	162.178964867614390E-12
109.000000000000010E+0	163.345064807345190E-12
110.000000000000010E+0	36.034629128260468E-12
111.000000000000010E+0	297.393587890571830E-12
112.000000000000010E+0	362.802575670163140E-12
113.000000000000010E+0	6.513500767616770E-9
114.000000000000010E+0	12.209169882933798E-9
115.000000000000010E+0	2.463391865003462E-9
116.000000000000010E+0	1.830488039796250E-9
117.000000000000010E+0	64.592368209598394E-12
118.000000000000010E+0	68.218700191147142E-12
119.000000000000010E+0	166.185993181018580E-12
120.000000000000010E+0	25.170825795803665E-12
121.000000000000010E+0	51.554166708416508E-12
122.000000000000010E+0	585.270857706558610E-12
123.000000000000010E+0	556.623201661366070E-12
124.000000000000010E+0	107.588580699692950E-12
125.000000000000010E+0	65.994898295957552E-12
126.000000000000010E+0	9.803117806891844E-12
127.000000000000010E+0	844.468946224668330E-12
128.000000000000030E+0	808.340867335339780E-12
129.000000000000030E+0	45.211993044091898E-12
130.000000000000030E+0	546.726423957965460E-12
131.000000000000030E+0	349.228389574749090E-12
132.000000000000030E+0	438.849402792172300E-12
133.000000000000030E+0	477.550543655354340E-12
134.000000000000030E+0	77.326828766073960E-12
135.000000000000030E+0	680.552268191258610E-12
136.000000000000030E+0	1.296813381561633E-9
137.000000000000030E+0	179.957434017805710E-12
138.000000000000030E+0	1.012022077978591E-9
139.000000000000030E+0	321.821825069328380E-12
140.000000000000030E+0	72.889845735885839E-12
141.000000000000030E+0	143.621075373922990E-12
142.000000000000030E+0	123.889911968093060E-12
143.000000000000030E+0	166.918634367805500E-12
144.000000000000030E+0	65.074135602849583E-12
145.000000000000030E+0	92.129768175778883E-12
146.000000000000030E+0	423.652546791426600E-12
147.000000000000030E+0	159.521116186195910E-12
148.000000000000030E+0	153.980322848968690E-12
149.000000000000030E+0	4.444755676195657E-9
150.000000000000030E+0	15.582525400116734E-9
151.000000000000030E+0	5.284125460602257E-9
152.000000000000030E+0	875.825532312143940E-12
153.000000000000030E+0	208.813105949578090E-12
154.000000000000030E+0	430.532830373482230E-12
155.000000000000030E+0	941.077466031220010E-12
156.000000000000030E+0	402.271796582300740E-12
157.000000000000030E+0	107.664356506814090E-12
158.000000000000030E+0	101.211101496157420E-12
159.000000000000030E+0	652.770617852316820E-12
160.000000000000030E+0	554.614929524096370E-12
161.000000000000030E+0	279.115641750428560E-12
162.000000000000030E+0	1.366759080386885E-9
163.000000000000030E+0	608.226187130517030E-12
164.000000000000030E+0	206.381541325826380E-12
165.000000000000030E+0	62.755483004436992E-12
166.000000000000030E+0	42.740808367964672E-12
167.000000000000030E+0	138.339628080274910E-12
168.000000000000030E+0	162.039562747586900E-12
169.000000000000030E+0	197.033778799168770E-12
170.000000000000030E+0	509.327762482931280E-12
171.000000000000030E+0	725.033375646934100E-12
172.000000000000030E+0	462.632026587636290E-12
173.000000000000030E+0	103.275269637781930E-12
174.000000000000030E+0	10.198706068339969E-12
175.000000000000030E+0	487.774341387063450E-12
176.000000000000030E+0	169.925942131426540E-12
177.000000000000030E+0	355.626749716642390E-12
178.000000000000030E+0	875.388448065488660E-12
179.000000000000030E+0	307.564148935109810E-12
180.000000000000030E+0	2.586143748045327E-12
181.000000000000030E+0	10.382144826191536E-12
182.000000000000030E+0	73.566172807995384E-12
183.000000000000030E+0	65.330296480653688E-12
184.000000000000030E+0	177.430902656163700E-12
185.000000000000030E+0	2.099250800321323E-9
186.000000000000030E+0	4.634011524642060E-9
187.000000000000030E+0	1.305309774990617E-9
188.000000000000030E+0	37.008091594018114E-12
189.000000000000030E+0	121.706108251765380E-12
190.000000000000030E+0	641.628801733329690E-12
191.000000000000030E+0	674.993587908903780E-12
192.000000000000030E+0	874.675515335890330E-12
193.000000000000030E+0	987.905871275412790E-12
194.000000000000030E+0	553.820902785840730E-12
195.000000000000030E+0	401.559169547032410E-12
196.000000000000030E+0	447.814998304092300E-12
197.000000000000030E+0	72.854807044425895E-12
198.000000000000030E+0	184.580869235630900E-12
199.000000000000030E+0	1.083508509841727E-9
200.000000000000030E+0	5.516700005849697E-9
201.000000000000030E+0	1.227520845594818E-9
202.000000000000030E+0	408.848624472293470E-12
203.000000000000030E+0	24.030478270738306E-12
204.000000000000030E+0	781.334158036933370E-12
205.000000000000030E+0	1.248960424639524E-9
206.000000000000030E+0	1.757373336986449E-9
