Freq (Hz)	micro(Pa^2 )	hp(V^2 )
49.000000000000007E+0	368.055600272075950E-12	768.776964576494520E-12
50.000000000000007E+0	830.533241525619750E-12	8.604084690194175E-9
51.000000000000007E+0	163.132601876673290E-12	2.191980738343946E-9
52.000000000000007E+0	71.619938338043213E-12	2.685500393047875E-9
53.000000000000007E+0	301.675740989949060E-12	6.889249917116123E-9
54.000000000000007E+0	168.932534022009400E-12	7.725127787808914E-9
55.000000000000007E+0	2.156520102499846E-12	9.603218498956897E-9
56.000000000000007E+0	48.983180356065952E-12	14.510260682174335E-9
57.000000000000007E+0	39.805262812544835E-12	18.021139185596778E-9
58.000000000000007E+0	80.044068321512074E-12	21.905959464662894E-9
59.000000000000007E+0	140.015733297205180E-12	33.192837905086576E-9
60.000000000000007E+0	221.669357816120800E-12	43.368396042324749E-9
61.000000000000007E+0	230.152274092318430E-12	62.747683819597605E-9
62.000000000000007E+0	227.956941466268800E-12	66.098360738234354E-9
63.000000000000007E+0	45.216841870997305E-12	79.558276565159691E-9
64.000000000000014E+0	4.048537363310589E-12	131.303945286600540E-9
65.000000000000014E+0	52.419300932922304E-12	133.627594089381160E-9
66.000000000000014E+0	40.268161947511324E-12	158.713796405792440E-9
67.000000000000014E+0	23.861473471292402E-12	225.622987653332170E-9
68.000000000000014E+0	112.264204232613640E-12	266.462387969456840E-9
69.000000000000014E+0	166.556400379493020E-12	290.969829085187940E-9
70.000000000000014E+0	139.351071101257940E-12	351.424278906379160E-9
71.000000000000014E+0	53.462514941775015E-12	409.430195210720410E-9
72.000000000000014E+0	26.058343260549228E-12	447.522163239987550E-9
73.000000000000014E+0	35.581475055612102E-12	531.820190559054460E-9
74.000000000000014E+0	42.090900646032236E-12	629.007953232079170E-9
75.000000000000014E+0	62.889576946369509E-12	621.288020347565300E-9
76.000000000000014E+0	97.695851537533225E-12	685.968898652294800E-9
77.000000000000014E+0	86.803152881275262E-12	759.296955676722830E-9
78.000000000000014E+0	155.725990966914230E-12	837.095700027489680E-9
79.000000000000014E+0	77.867367803597716E-12	960.170763817501000E-9
80.000000000000014E+0	64.410698235559870E-12	1.042423338472176E-6
81.000000000000014E+0	21.581637059040717E-12	1.151319860235218E-6
82.000000000000014E+0	14.068100715616639E-12	1.341102002265720E-6
83.000000000000014E+0	1.587393630699368E-12	1.546534272279131E-6
84.000000000000014E+0	33.251473105841913E-12	1.778222840892176E-6
85.000000000000014E+0	122.480635874394210E-12	2.000584742233170E-6
86.000000000000014E+0	59.615672930239839E-12	2.126193890082749E-6
87.000000000000014E+0	14.934315147747951E-12	2.458244771656592E-6
88.000000000000014E+0	85.640748696465713E-12	2.716669088503418E-6
89.000000000000014E+0	10.401448063469224E-12	2.755081060281891E-6
90.000000000000014E+0	31.626526447768578E-12	2.730192792867890E-6
91.000000000000014E+0	6.481211759874256E-12	2.872376391743131E-6
92.000000000000014E+0	53.307026360973706E-12	2.980745122976169E-6
93.000000000000014E+0	29.077955106257195E-12	3.020230301314757E-6
94.000000000000014E+0	154.609452960794650E-12	3.243215324421365E-6
95.000000000000014E+0	122.428455740015090E-12	3.489065559981159E-6
96.000000000000014E+0	61.132476437487510E-12	3.910279840869319E-6
97.000000000000014E+0	39.850126058043462E-12	4.250448627614204E-6
98.000000000000014E+0	67.714063884452948E-12	4.719616589147911E-6
99.000000000000014E+0	935.563217238563290E-12	5.050227990713815E-6
100.000000000000010E+0	2.015207434589327E-9	4.903142037331900E-6
101.000000000000010E+0	468.664971250119530E-12	4.748125930979269E-6
102.000000000000010E+0	13.812365178430951E-12	4.659625914772983E-6
103.000000000000010E+0	39.870528258963633E-12	4.663850669021395E-6
104.000000000000010E+0	71.169670179920160E-12	4.963412454902186E-6
105.000000000000010E+0	86.655546861431462E-12	5.432119299366535E-6
106.000000000000010E+0	113.449428310913230E-12	6.149296149325779E-6
107.000000000000010E+0	330.564681849110310E-12	6.805537032704680E-6
108.000000000000010E+0	256.398265577284120E-12	7.235776465746248E-6
109.000000000000010E+0	112.405472594884980E-12	7.088763640302549E-6
110.000000000000010E+0	54.785158984481887E-12	6.821704693872168E-6
111.000000000000010E+0	64.119312063386964E-12	6.917143215272778E-6
112.000000000000010E+0	48.426844634926404E-12	7.521839927292438E-6
113.000000000000010E+0	964.851058807841660E-12	8.899631226096138E-6
114.000000000000010E+0	2.432276305467182E-9	10.466624727067826E-6
115.000000000000010E+0	454.816771014932590E-12	11.785643673625701E-6
116.000000000000010E+0	45.722240884493513E-12	12.701759547733290E-6
