Freq (Hz)	micro/hp_Real	micro/hp_Imag
49.000000000000007E+0	-664.000413309585590E-3	194.571762942456680E-3
50.000000000000007E+0	103.447257978449020E-3	292.961516809748250E-3
51.000000000000007E+0	249.651400849566770E-3	-109.984723704022190E-3
52.000000000000007E+0	-120.291060998191940E-3	-110.449911334611930E-3
53.000000000000007E+0	16.056919419100792E-3	208.642086544236080E-3
54.000000000000007E+0	86.254003531083201E-3	-120.117335663759150E-3
55.000000000000007E+0	7.429048923779032E-3	13.014278926041990E-3
56.000000000000007E+0	-39.987815920315722E-3	-42.151348094284682E-3
57.000000000000007E+0	-23.903401280162696E-3	40.465255130253161E-3
58.000000000000007E+0	55.365789116726877E-3	24.261396401672599E-3
59.000000000000007E+0	-50.320758286781085E-3	-41.061814807127506E-3
60.000000000000007E+0	26.686651371682139E-3	66.325964705569729E-3
61.000000000000007E+0	49.237368037694219E-3	-35.264462276771824E-3
62.000000000000007E+0	-44.807032915296023E-3	-37.961600700419727E-3
63.000000000000007E+0	7.237842317132348E-3	22.714804063576233E-3
64.000000000000014E+0	786.828151137716000E-6	-5.496746998100572E-3
65.000000000000014E+0	-19.794286058204866E-3	682.095335885576700E-6
66.000000000000014E+0	14.136345480838013E-3	7.340252746859130E-3
67.000000000000014E+0	-7.858112522204199E-3	6.633870211698218E-3
68.000000000000014E+0	20.517402384956553E-3	-591.363173432814900E-6
69.000000000000014E+0	-19.769568132661727E-3	-13.475247248831198E-3
70.000000000000014E+0	195.910802171899610E-6	19.912154591901734E-3
71.000000000000014E+0	11.427064124389995E-3	7.502899454214174E-6
72.000000000000014E+0	4.189068205825981E-3	-6.378068546099840E-3
73.000000000000014E+0	-6.719667243303715E-3	-4.663813583557043E-3
74.000000000000014E+0	-4.617088466299765E-3	6.752689769722096E-3
75.000000000000014E+0	9.429147742026314E-3	-3.509371069302461E-3
76.000000000000014E+0	-11.729343030186877E-3	2.200624177885655E-3
77.000000000000014E+0	9.916947871564791E-3	-3.996820338649536E-3
78.000000000000014E+0	-13.394787491605286E-3	2.571177883798925E-3
79.000000000000014E+0	8.574128554406812E-3	2.753495136955565E-3
80.000000000000014E+0	-6.241293068931903E-3	-4.778665819963338E-3
81.000000000000014E+0	-1.838458349453638E-3	3.919846674370763E-3
82.000000000000014E+0	1.443799316332477E-3	2.899206671768310E-3
83.000000000000014E+0	1.013077567259456E-3	9.684673066403228E-6
84.000000000000014E+0	3.006444985578298E-3	-3.108144276778623E-3
85.000000000000014E+0	-7.824236061542896E-3	61.223554772995317E-6
86.000000000000014E+0	4.443574912434491E-3	2.879813071673013E-3
87.000000000000014E+0	-1.644745895042017E-3	1.835757460419458E-3
88.000000000000014E+0	5.542066043461599E-3	899.821005033036140E-6
89.000000000000014E+0	813.780856911430000E-6	-1.764406380394075E-3
