Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	1.582116241498672E-9
50.000000000000007E+0	1.964673760865285E-9
51.000000000000007E+0	289.469832721913750E-12
52.000000000000007E+0	321.965251983862890E-12
53.000000000000007E+0	65.745703369323025E-12
54.000000000000007E+0	105.852435527183830E-12
55.000000000000007E+0	758.686105073569560E-12
56.000000000000007E+0	426.541547272117970E-12
57.000000000000007E+0	67.413175765583516E-12
58.000000000000007E+0	264.701459808557750E-12
59.000000000000007E+0	30.353991897297954E-12
60.000000000000007E+0	20.150890652255549E-12
61.000000000000007E+0	283.009974136711070E-12
62.000000000000007E+0	1.273593251583202E-9
63.000000000000007E+0	399.010021585027600E-12
64.000000000000014E+0	584.607645380766290E-12
65.000000000000014E+0	1.730040469304664E-12
66.000000000000014E+0	35.131729803659120E-12
67.000000000000014E+0	108.258191201240730E-12
68.000000000000014E+0	24.426510417437942E-12
69.000000000000014E+0	178.450351112210630E-12
70.000000000000014E+0	101.440113772028040E-12
71.000000000000014E+0	704.302557884231910E-12
72.000000000000014E+0	455.066023938967140E-12
73.000000000000014E+0	252.052132647968200E-12
74.000000000000014E+0	35.671278875203778E-12
75.000000000000014E+0	247.532476565419440E-12
76.000000000000014E+0	8.561545890723216E-12
77.000000000000014E+0	1.711363231978683E-9
78.000000000000014E+0	1.724785609092661E-9
79.000000000000014E+0	486.955171429730750E-12
80.000000000000014E+0	457.195282252211590E-12
81.000000000000014E+0	366.693878898561000E-12
82.000000000000014E+0	458.462539451645350E-12
83.000000000000014E+0	129.627688390765170E-12
84.000000000000014E+0	85.276248576205401E-12
85.000000000000014E+0	406.366265332229570E-12
86.000000000000014E+0	157.458932166013310E-12
87.000000000000014E+0	92.047629869544476E-12
88.000000000000014E+0	43.207818369229611E-12
89.000000000000014E+0	181.857216577890680E-12
90.000000000000014E+0	98.674546979014364E-12
91.000000000000014E+0	61.794878599342190E-12
92.000000000000014E+0	19.678880467883314E-12
93.000000000000014E+0	40.710736746122043E-12
94.000000000000014E+0	2.594966499488352E-12
95.000000000000014E+0	107.057360722189880E-12
96.000000000000014E+0	19.813353995970468E-12
97.000000000000014E+0	39.208620754963516E-12
98.000000000000014E+0	174.383763628496100E-12
99.000000000000014E+0	8.821601798776519E-9
100.000000000000010E+0	32.522055483303797E-9
101.000000000000010E+0	5.955638117207297E-9
102.000000000000010E+0	183.994703501200090E-12
103.000000000000010E+0	17.943260659222426E-12
104.000000000000010E+0	89.935683617731732E-12
105.000000000000010E+0	78.777049293926592E-12
106.000000000000010E+0	21.458002367554619E-12
107.000000000000010E+0	34.302081091502881E-12
108.000000000000010E+0	33.525647032107636E-12
109.000000000000010E+0	203.107499705081920E-12
110.000000000000010E+0	554.969135447972240E-12
111.000000000000010E+0	557.859716830916150E-12
112.000000000000010E+0	83.447623032652952E-12
113.000000000000010E+0	4.399892548248722E-9
114.000000000000010E+0	7.723653631269458E-9
115.000000000000010E+0	178.612880424693910E-12
116.000000000000010E+0	163.526403493671010E-12
117.000000000000010E+0	225.207702413171510E-12
118.000000000000010E+0	380.603171132869050E-12
119.000000000000010E+0	523.736469949658180E-12
120.000000000000010E+0	307.704365553986620E-12
121.000000000000010E+0	80.295833571909704E-12
122.000000000000010E+0	107.584587959291150E-12
123.000000000000010E+0	63.381314193516579E-12
124.000000000000010E+0	80.692211981519019E-12
125.000000000000010E+0	112.082513625027600E-12
126.000000000000010E+0	43.548976963593227E-12
127.000000000000010E+0	11.358060896620318E-12
128.000000000000030E+0	108.167508243124600E-12
129.000000000000030E+0	229.772790983720170E-12
130.000000000000030E+0	34.218735586750169E-12
131.000000000000030E+0	170.591402605090010E-12
132.000000000000030E+0	168.121956485030950E-12
133.000000000000030E+0	475.308518345237700E-12
134.000000000000030E+0	805.976949325100340E-12
135.000000000000030E+0	569.253291246050450E-12
136.000000000000030E+0	237.068150351250320E-12
137.000000000000030E+0	381.106569997267470E-12
138.000000000000030E+0	571.304543828457750E-12
139.000000000000030E+0	179.897777157146550E-12
140.000000000000030E+0	146.378095768346420E-12
141.000000000000030E+0	484.518262548301830E-12
142.000000000000030E+0	876.141593530353690E-12
143.000000000000030E+0	426.950858846391340E-12
144.000000000000030E+0	140.203516222399740E-12
145.000000000000030E+0	117.548229376211570E-12
146.000000000000030E+0	11.295930374804585E-12
147.000000000000030E+0	65.688139067248853E-12
148.000000000000030E+0	44.556849556260023E-12
149.000000000000030E+0	2.432891198931316E-9
150.000000000000030E+0	7.998154992948354E-9
151.000000000000030E+0	1.654303564317520E-9
152.000000000000030E+0	1.741894004505921E-12
153.000000000000030E+0	86.909014807683099E-12
154.000000000000030E+0	295.162586607130900E-12
155.000000000000030E+0	831.366629229634050E-12
156.000000000000030E+0	215.785029766460650E-12
157.000000000000030E+0	61.179197450412921E-12
158.000000000000030E+0	29.481813151668416E-12
159.000000000000030E+0	441.274750383805370E-12
160.000000000000030E+0	190.171009631686740E-12
161.000000000000030E+0	453.701236631678860E-12
162.000000000000030E+0	1.880932596782060E-9
163.000000000000030E+0	923.910546600758800E-12
164.000000000000030E+0	453.403143854282680E-12
165.000000000000030E+0	487.005576405913800E-12
166.000000000000030E+0	104.170672645641650E-12
167.000000000000030E+0	18.390655511594498E-12
168.000000000000030E+0	12.446291805318902E-12
169.000000000000030E+0	49.708702472441747E-12
170.000000000000030E+0	5.272519137938679E-12
171.000000000000030E+0	39.353062133929506E-12
172.000000000000030E+0	261.993869355977770E-12
173.000000000000030E+0	384.412762390696790E-12
174.000000000000030E+0	658.828876068109100E-12
175.000000000000030E+0	371.905091376709220E-12
176.000000000000030E+0	534.266083316027560E-12
177.000000000000030E+0	1.156438983317292E-9
178.000000000000030E+0	1.580907172416364E-9
179.000000000000030E+0	239.022161862823690E-12
180.000000000000030E+0	243.949159994976690E-12
181.000000000000030E+0	558.649190302244490E-12
182.000000000000030E+0	110.719824497754160E-12
183.000000000000030E+0	232.364345425270080E-12
184.000000000000030E+0	88.461668986729384E-12
185.000000000000030E+0	11.692584746833737E-12
186.000000000000030E+0	917.091883925242990E-12
187.000000000000030E+0	1.388745121250087E-9
188.000000000000030E+0	695.760995568308720E-12
189.000000000000030E+0	239.108919722398400E-12
190.000000000000030E+0	68.337455014423023E-12
191.000000000000030E+0	345.050354312408540E-12
192.000000000000030E+0	161.792215087251150E-12
193.000000000000030E+0	274.355337849382310E-12
194.000000000000030E+0	173.595033556757120E-12
195.000000000000030E+0	232.020361773812530E-12
196.000000000000030E+0	336.557482794953300E-12
197.000000000000030E+0	184.095332033106800E-12
198.000000000000030E+0	518.034313408042940E-12
199.000000000000030E+0	644.966282329580870E-12
200.000000000000030E+0	3.219261655433804E-9
201.000000000000030E+0	2.573103606590211E-9
202.000000000000030E+0	897.161634923001760E-12
203.000000000000030E+0	110.706693993339890E-12
204.000000000000030E+0	43.279100595524651E-12
205.000000000000030E+0	533.166186120605560E-12
206.000000000000030E+0	1.602479125456921E-9
207.000000000000030E+0	170.538072794822770E-12
208.000000000000030E+0	168.730201199013120E-12
209.000000000000030E+0	307.806101178853390E-12
210.000000000000030E+0	487.161007502818090E-12
211.000000000000030E+0	17.683695311400540E-12
212.000000000000030E+0	601.353423087282510E-12
213.000000000000030E+0	3.046855508749950E-9
214.000000000000030E+0	3.801685455867461E-9
215.000000000000030E+0	1.255442310055502E-9
216.000000000000030E+0	1.036485130035967E-9
217.000000000000030E+0	97.288974032175513E-12
218.000000000000030E+0	65.175548346157034E-12
219.000000000000030E+0	62.750140132081867E-12
220.000000000000030E+0	96.996049808639929E-12
221.000000000000030E+0	210.122151002196840E-12
222.000000000000030E+0	672.408046032361760E-12
223.000000000000030E+0	524.584744315078330E-12
224.000000000000030E+0	405.725597265725690E-12
225.000000000000030E+0	522.109282606882100E-12
226.000000000000030E+0	442.752278695124880E-12
227.000000000000030E+0	574.360721468761510E-12
228.000000000000030E+0	795.358558842212380E-12
229.000000000000030E+0	513.327823529199930E-12
230.000000000000030E+0	829.194300729149200E-12
231.000000000000030E+0	725.086389861258310E-12
232.000000000000030E+0	137.150766921080740E-12
233.000000000000030E+0	353.618063035146220E-12
