Freq (Hz)	micro/hp_Real	micro/hp_Imag
49.000000000000007E+0	-300.205653682665880E-3	139.044370593128320E-3
50.000000000000007E+0	181.262476306772970E-3	-37.203032722160051E-3
51.000000000000007E+0	-445.325298814575390E-3	439.372925947315470E-3
52.000000000000007E+0	136.026619817750080E-3	-153.635227493754080E-3
53.000000000000007E+0	-266.937748044533300E-3	-41.310405999752622E-3
54.000000000000007E+0	158.379670580451440E-3	136.639280079230710E-3
55.000000000000007E+0	43.063057969101849E-3	-131.390883092888070E-3
56.000000000000007E+0	-107.421010631562220E-3	-7.815772295383940E-3
57.000000000000007E+0	98.084396257824433E-3	86.410923045778895E-3
58.000000000000007E+0	-50.428878045462075E-3	-161.180276265838580E-3
59.000000000000007E+0	-48.048549086249948E-3	87.690237121680087E-3
60.000000000000007E+0	36.282742923300394E-3	-8.324359359361730E-3
61.000000000000007E+0	-12.764559221487694E-3	-8.533494804987848E-3
62.000000000000007E+0	-17.819640821046583E-3	-39.768294827213072E-3
63.000000000000007E+0	-42.746066707310404E-3	46.225686311973865E-3
64.000000000000014E+0	917.591947416572320E-6	44.167292296292800E-3
65.000000000000014E+0	58.302966643700778E-3	-37.205055073311760E-3
66.000000000000014E+0	-55.592208117945387E-3	26.882528660218133E-3
67.000000000000014E+0	31.781728337475820E-3	1.446134840677427E-3
68.000000000000014E+0	6.069951031882506E-3	-19.529044004237071E-3
69.000000000000014E+0	-32.316599459218699E-3	6.788347951366911E-3
70.000000000000014E+0	24.800261313844014E-3	32.927180117903049E-3
71.000000000000014E+0	8.134968339301137E-3	-30.975208076610299E-3
72.000000000000014E+0	-10.016252936868248E-3	3.662495568620980E-3
73.000000000000014E+0	736.297128595173590E-6	9.304921502296580E-3
74.000000000000014E+0	15.124506716203055E-3	-3.884375671341024E-3
75.000000000000014E+0	-7.343933880562181E-3	-5.582214379368729E-3
76.000000000000014E+0	-2.171617727593093E-3	-8.467494301446821E-3
77.000000000000014E+0	7.015496857391204E-3	8.757418919953843E-3
78.000000000000014E+0	-12.613545188586813E-3	-11.379398481068413E-3
79.000000000000014E+0	3.917352363967239E-3	10.573410846025340E-3
80.000000000000014E+0	-1.424782968420208E-3	2.895991134816161E-3
81.000000000000014E+0	14.071588712853153E-3	3.271605391612589E-3
82.000000000000014E+0	2.634159461644408E-3	-12.002568567508098E-3
83.000000000000014E+0	-11.515648948611965E-3	-2.166568900267071E-3
84.000000000000014E+0	5.159571712296199E-3	6.606409955704847E-3
85.000000000000014E+0	6.326780464678956E-3	2.071390925041997E-3
86.000000000000014E+0	356.667472699351740E-6	-18.676068658874025E-3
87.000000000000014E+0	-10.891353308930559E-3	6.326100377534038E-3
88.000000000000014E+0	9.435806197162078E-3	1.402430551124304E-3
89.000000000000014E+0	-4.771527554811437E-3	-12.771271682311328E-3
90.000000000000014E+0	-5.871380992874486E-3	3.160130043358128E-3
91.000000000000014E+0	-7.779288207902615E-3	2.015696070254256E-3
92.000000000000014E+0	5.075891963134585E-3	6.698985728072335E-3
93.000000000000014E+0	1.448141953254899E-3	-1.533261541358859E-3
94.000000000000014E+0	-1.628520616563395E-3	2.224017780987538E-3
95.000000000000014E+0	3.532843290107514E-3	-626.258708991523890E-6
96.000000000000014E+0	-512.356488990609880E-6	-661.123240156918230E-6
97.000000000000014E+0	-3.500672394049098E-3	1.917815772705973E-3
98.000000000000014E+0	4.517943759130046E-3	2.252741553213704E-3
99.000000000000014E+0	-9.036226436500688E-3	-6.316930868935279E-3
100.000000000000010E+0	-9.057279045423497E-6	20.611617418731645E-3
101.000000000000010E+0	5.860478734369895E-3	-5.288404485952257E-3
102.000000000000010E+0	2.587970418630629E-3	4.950360355346731E-3
103.000000000000010E+0	2.434416085231244E-3	-4.576116104454800E-3
104.000000000000010E+0	-1.168234659935215E-3	357.702118106247060E-6
105.000000000000010E+0	-851.200545403387910E-6	-5.630304794214743E-3
106.000000000000010E+0	-4.637195068823879E-3	3.194209766758594E-3
107.000000000000010E+0	1.713858866472421E-3	569.192259884359090E-6
108.000000000000010E+0	93.446638893198071E-6	876.698957915615840E-6
109.000000000000010E+0	3.767570677792910E-3	-1.832155609030262E-3
110.000000000000010E+0	-1.204905848730183E-3	-2.905962795393132E-3
111.000000000000010E+0	-699.390587798568970E-6	-1.634579956536679E-3
112.000000000000010E+0	-2.251547405569558E-3	-705.908082439618710E-6
113.000000000000010E+0	-4.506579484517475E-3	7.765695476573077E-3
114.000000000000010E+0	10.778308953629410E-3	3.112681300190144E-3
115.000000000000010E+0	121.798914601876790E-6	-4.129363942183393E-3
116.000000000000010E+0	-1.158296505804650E-3	451.241722825548400E-6
117.000000000000010E+0	549.676599803047100E-6	790.614349255838260E-6
118.000000000000010E+0	-414.259924759843080E-6	1.185834169474131E-3
119.000000000000010E+0	1.223886533561280E-3	1.051217762459303E-3
120.000000000000010E+0	2.154863765417459E-3	198.992804531064810E-6
121.000000000000010E+0	138.934891191893050E-6	-1.806946096206005E-3
122.000000000000010E+0	-460.370603746668420E-6	-240.799284896219990E-6
123.000000000000010E+0	351.880217443228950E-6	55.714618473245472E-6
124.000000000000010E+0	530.795816625924030E-6	-1.944080741647529E-3
125.000000000000010E+0	-1.936199280775426E-3	-806.488556862396530E-6
126.000000000000010E+0	781.645437330714040E-6	265.111966378633480E-6
127.000000000000010E+0	-974.674824162078130E-6	-1.673803297366267E-3
128.000000000000030E+0	-1.438662148660715E-3	432.514898478438730E-6
129.000000000000030E+0	-406.176830493081970E-6	2.069549411216701E-3
130.000000000000030E+0	1.616908994088513E-3	682.179301986307690E-6
131.000000000000030E+0	-15.828417193641685E-6	-135.631959865792230E-6
132.000000000000030E+0	689.380304538500610E-6	892.478994464222820E-6
133.000000000000030E+0	55.708039291395417E-6	-604.650419126562970E-6
134.000000000000030E+0	-197.086343736269500E-6	626.466144603609900E-6
135.000000000000030E+0	460.021346962330520E-6	686.725939988579060E-6
136.000000000000030E+0	1.362769456646279E-3	-689.612580678056350E-6
137.000000000000030E+0	-770.018450315558960E-6	-1.760277020339075E-3
138.000000000000030E+0	-1.711528761036214E-3	793.861228681397910E-6
139.000000000000030E+0	99.154162794361806E-6	591.157630427542880E-6
140.000000000000030E+0	-153.081523661024980E-6	1.335728839107293E-3
141.000000000000030E+0	1.339026020937860E-3	109.494535994839300E-6
142.000000000000030E+0	-343.858979553874700E-6	-581.309274343442400E-6
143.000000000000030E+0	3.298910368847642E-6	951.238946818700570E-6
144.000000000000030E+0	643.128758266256720E-6	-231.997725004717190E-6
145.000000000000030E+0	-57.233947562153354E-6	159.197318815644840E-6
146.000000000000030E+0	254.251534368137620E-6	234.743674945941110E-6
147.000000000000030E+0	314.508759970889840E-6	-159.781203322014400E-6
148.000000000000030E+0	-237.173159864651790E-6	-336.714539685520940E-6
149.000000000000030E+0	398.404850946642840E-6	-59.710555511337752E-6
150.000000000000030E+0	-141.493863397339620E-6	-1.413984839231608E-3
151.000000000000030E+0	-819.448886646083340E-6	285.165692655376240E-6
152.000000000000030E+0	611.973636043874610E-6	-62.231989605899038E-6
153.000000000000030E+0	-139.953867666156110E-6	-463.920903694015660E-6
154.000000000000030E+0	-163.054169573420610E-6	-159.539315915901860E-6
155.000000000000030E+0	-316.232937310227050E-6	-74.807532864833710E-6
156.000000000000030E+0	-328.845842438215190E-6	182.872524936270930E-6
157.000000000000030E+0	246.147395771686040E-6	222.218601634077080E-6
158.000000000000030E+0	-95.608415815006881E-6	-373.360768373666660E-6
159.000000000000030E+0	-26.100684589928522E-6	-192.724746303466280E-6
160.000000000000030E+0	-431.007873221748070E-6	-248.042935991290250E-6
161.000000000000030E+0	413.526190954048690E-6	362.798312094304020E-6
162.000000000000030E+0	408.842051089301600E-6	-661.909172914930980E-6
163.000000000000030E+0	-1.592985971753040E-6	-123.034901451948810E-6
164.000000000000030E+0	112.975276428842290E-6	-259.675349588988140E-6
165.000000000000030E+0	-95.669693106155838E-6	83.551406084239911E-6
166.000000000000030E+0	335.923905094386280E-6	78.716857841304525E-6
167.000000000000030E+0	-78.646835831936492E-6	-259.871100623552680E-6
168.000000000000030E+0	-52.476780308396901E-6	57.154668966941482E-6
169.000000000000030E+0	-246.385111769816550E-6	-348.997034224831440E-6
170.000000000000030E+0	-642.320802469837800E-6	-86.104322890997456E-6
171.000000000000030E+0	-428.498969716442320E-6	393.145776831024440E-6
172.000000000000030E+0	84.471549104711758E-6	132.984186017309570E-6
173.000000000000030E+0	-194.354748434341750E-6	107.858621429798350E-6
174.000000000000030E+0	1.957837073251996E-6	343.898714804435020E-6
175.000000000000030E+0	43.919508304925621E-6	279.240678930150910E-6
176.000000000000030E+0	121.204324066143390E-6	342.077225811063680E-6
177.000000000000030E+0	369.958469030401470E-6	199.153404875257460E-6
178.000000000000030E+0	230.605481310331810E-6	-117.339231033437580E-6
179.000000000000030E+0	54.698001824997358E-6	-2.280904251921133E-6
180.000000000000030E+0	120.407846370152160E-6	-31.204359308680988E-6
181.000000000000030E+0	-43.969865749763416E-6	-197.646221934790640E-6
182.000000000000030E+0	-150.344770737215600E-6	35.036929539851159E-6
183.000000000000030E+0	183.462246276908410E-6	71.091823553730827E-6
184.000000000000030E+0	179.829969524188720E-6	-162.334742193354340E-6
185.000000000000030E+0	-30.682646235704992E-6	-244.579768924324250E-6
186.000000000000030E+0	-108.388621517050650E-6	-225.119093259725620E-6
187.000000000000030E+0	-219.968178872479650E-6	-170.889661696100010E-6
188.000000000000030E+0	-187.651795086784470E-6	198.591506551357900E-6
189.000000000000030E+0	51.139355559461288E-6	116.292285231687860E-6
190.000000000000030E+0	-65.387922908543157E-6	-264.568925253395950E-9
191.000000000000030E+0	26.590942241236228E-6	51.826407210923084E-6
192.000000000000030E+0	65.744264045177405E-6	-57.642709704666009E-6
193.000000000000030E+0	-42.934539552278303E-6	-99.578116602375285E-6
194.000000000000030E+0	-162.146894175283600E-6	-116.392532120096490E-6
195.000000000000030E+0	-237.414641376638130E-6	-7.698252202220421E-6
196.000000000000030E+0	-78.778963729064241E-6	121.224340797102690E-6
197.000000000000030E+0	126.989503435694270E-6	-53.854347441548523E-6
