Freq (Hz)	micro(Pa^2 )	hp(V^2 )
49.000000000000007E+0	161.392573209910650E-12	870.129515897465410E-12
50.000000000000007E+0	549.758073467312470E-12	20.245104071377147E-9
51.000000000000007E+0	234.038771067465160E-12	1.662047652364940E-9
52.000000000000007E+0	45.670083649653732E-12	2.794873868093043E-9
53.000000000000007E+0	184.513730783958060E-12	4.844224339991074E-9
54.000000000000007E+0	165.806988486041720E-12	4.122595356099871E-9
55.000000000000007E+0	118.102820315627190E-12	7.364327446845316E-9
56.000000000000007E+0	112.853591854752750E-12	10.275918787298519E-9
57.000000000000007E+0	39.868453314797921E-12	12.456225026508948E-9
58.000000000000007E+0	61.498621879255373E-12	13.917111540257051E-9
59.000000000000007E+0	73.556612405913681E-12	26.107593957846470E-9
60.000000000000007E+0	28.719552333543291E-12	27.004416949762961E-9
61.000000000000007E+0	33.924223882360938E-12	37.713373911055236E-9
62.000000000000007E+0	77.661833854536365E-12	53.374568783235234E-9
63.000000000000007E+0	58.391204711371348E-12	57.330425256252074E-9
64.000000000000014E+0	25.119168289428148E-12	81.870128467165304E-9
65.000000000000014E+0	72.650792919699156E-12	96.749762269714163E-9
66.000000000000014E+0	123.820284700749420E-12	113.322926735650830E-9
67.000000000000014E+0	7.312405488583807E-12	156.035360572880160E-9
68.000000000000014E+0	7.315725370881134E-12	186.236565271220730E-9
69.000000000000014E+0	11.011521312167813E-12	200.450044697012850E-9
70.000000000000014E+0	88.093983052873328E-12	252.810363226531700E-9
71.000000000000014E+0	139.293687127993930E-12	304.009630081108980E-9
72.000000000000014E+0	131.512597476769340E-12	304.378690093728370E-9
73.000000000000014E+0	29.095425605716345E-12	385.930322708012630E-9
74.000000000000014E+0	12.253664216564151E-12	463.165643497476430E-9
75.000000000000014E+0	21.401140016716332E-12	469.805600304177970E-9
76.000000000000014E+0	88.320270104747263E-12	502.767375854368150E-9
77.000000000000014E+0	295.223669641236160E-12	562.914043055559910E-9
78.000000000000014E+0	124.977010194301970E-12	662.189654551538560E-9
79.000000000000014E+0	15.624342600489729E-12	733.527027747368870E-9
80.000000000000014E+0	71.045243139263097E-12	765.678056466025090E-9
81.000000000000014E+0	307.401081064389950E-12	906.256747783235400E-9
82.000000000000014E+0	676.149692418603680E-12	1.059916689917326E-6
83.000000000000014E+0	271.489737869345530E-12	1.184520109000144E-6
84.000000000000014E+0	85.265396032562958E-12	1.336423482984268E-6
85.000000000000014E+0	69.965351592909405E-12	1.574039479403605E-6
86.000000000000014E+0	28.186228618740522E-12	1.658172696042852E-6
87.000000000000014E+0	20.936384146924319E-12	1.879670052744989E-6
88.000000000000014E+0	13.610729699652623E-12	2.021643772948259E-6
89.000000000000014E+0	43.590368626249828E-12	2.193719540086928E-6
90.000000000000014E+0	44.671788528058872E-12	2.190706358374303E-6
91.000000000000014E+0	19.902184959024508E-12	2.253655953597945E-6
92.000000000000014E+0	119.360242633712670E-15	2.339646430460262E-6
93.000000000000014E+0	6.416287496331971E-12	2.487659249644102E-6
94.000000000000014E+0	18.393758811371774E-12	2.706309269783660E-6
95.000000000000014E+0	52.144646757061915E-12	2.764716515923741E-6
96.000000000000014E+0	27.391089092758331E-12	3.172425771413829E-6
97.000000000000014E+0	34.615439393199144E-12	3.515376463331029E-6
98.000000000000014E+0	28.204898593647661E-12	3.770783377879662E-6
99.000000000000014E+0	666.479355358343820E-12	3.867492456588077E-6
100.000000000000010E+0	2.440507682722287E-9	4.076236935435908E-6
101.000000000000010E+0	384.422573542416150E-12	3.977662872777506E-6
102.000000000000010E+0	147.609961553502440E-12	3.873193162995439E-6
103.000000000000010E+0	106.231280290042600E-12	3.976413636483127E-6
104.000000000000010E+0	6.629475764824464E-12	4.177650188212845E-6
105.000000000000010E+0	28.702454203962382E-12	4.552285007485006E-6
106.000000000000010E+0	64.969094434112932E-12	5.121628292792741E-6
107.000000000000010E+0	92.721441962966874E-12	5.491698555141639E-6
108.000000000000010E+0	74.874177058450246E-12	5.933108038965478E-6
109.000000000000010E+0	81.137870117484852E-12	6.003670098029804E-6
110.000000000000010E+0	34.403069214988325E-12	5.791864403740149E-6
111.000000000000010E+0	26.126531561168470E-12	5.925690601172717E-6
112.000000000000010E+0	40.173602383631718E-12	6.501560919346408E-6
113.000000000000010E+0	17.258054650523447E-12	7.653257230672878E-6
114.000000000000010E+0	46.582900342511816E-12	8.850468772865414E-6
115.000000000000010E+0	123.354947208059560E-12	9.762476428315127E-6
116.000000000000010E+0	85.952827612246979E-12	10.728357414311544E-6
117.000000000000010E+0	723.627769405653570E-12	11.177275018619216E-6
118.000000000000010E+0	1.408258295638986E-9	11.658369078871233E-6
119.000000000000010E+0	178.673501023955420E-12	12.864712625988350E-6
120.000000000000010E+0	48.794081841788044E-12	15.578696029010299E-6
121.000000000000010E+0	94.612814686185498E-12	19.005930352505703E-6
122.000000000000010E+0	84.628666136855186E-12	21.809892728538832E-6
123.000000000000010E+0	132.245319732506350E-12	23.681516194919246E-6
124.000000000000010E+0	38.301816586524919E-12	25.552950540468482E-6
125.000000000000010E+0	200.781557748329870E-12	28.519760999190766E-6
126.000000000000010E+0	251.167707904346200E-12	32.712230994009823E-6
127.000000000000010E+0	58.188592124487447E-12	38.248564218752222E-6
128.000000000000030E+0	34.476013199830498E-12	44.984154936430691E-6
129.000000000000030E+0	120.009423400238830E-12	51.759958472590328E-6
130.000000000000030E+0	73.120578451170904E-12	56.688120628711891E-6
131.000000000000030E+0	70.104454027660268E-12	62.101428088654810E-6
132.000000000000030E+0	92.256336677819328E-12	70.730290298059106E-6
133.000000000000030E+0	40.994642774504035E-12	81.643393371755123E-6
134.000000000000030E+0	39.088762938654432E-12	92.203677904077923E-6
135.000000000000030E+0	88.729423687012915E-12	103.442290433597100E-6
