Freq (Hz)	micro(Pa^2 )	hp(V^2 )
49.000000000000007E+0	142.479987265073890E-12	342.233139363805200E-12
50.000000000000007E+0	1.369959754396918E-9	17.126847865705189E-9
51.000000000000007E+0	419.398213217880810E-12	8.142108452077170E-9
52.000000000000007E+0	57.600565471321086E-12	2.131285592846695E-9
53.000000000000007E+0	184.910749831645760E-12	7.044765861773120E-9
54.000000000000007E+0	110.933599700794320E-12	7.011862055931249E-9
55.000000000000007E+0	18.540436319309699E-12	9.342006283283863E-9
56.000000000000007E+0	15.455517284461039E-12	12.029815466626098E-9
57.000000000000007E+0	36.116412705197254E-12	16.551537050303824E-9
58.000000000000007E+0	6.685263299288735E-12	20.843911081665979E-9
59.000000000000007E+0	49.857681272878562E-12	30.091379347372321E-9
60.000000000000007E+0	31.393015856220109E-12	40.787982987438163E-9
61.000000000000007E+0	31.229997795552163E-12	55.621690323968973E-9
62.000000000000007E+0	68.205211909003998E-12	61.909169061631897E-9
63.000000000000007E+0	4.842186917813898E-12	72.528545007262253E-9
64.000000000000014E+0	15.204620960758191E-12	120.617960404796740E-9
65.000000000000014E+0	4.070434785109582E-12	122.551889589516240E-9
66.000000000000014E+0	25.804325387670989E-12	145.810607057141440E-9
67.000000000000014E+0	28.129425733760325E-12	209.587276251493250E-9
68.000000000000014E+0	71.954812481546793E-12	242.889461249047250E-9
69.000000000000014E+0	60.683674875794345E-12	269.454012500165300E-9
70.000000000000014E+0	12.637742658649330E-12	323.868342414354880E-9
71.000000000000014E+0	69.964858753463901E-12	375.777329894495960E-9
72.000000000000014E+0	63.262193710366518E-12	412.585943434182280E-9
73.000000000000014E+0	161.421703364798910E-12	500.342147702191480E-9
74.000000000000014E+0	126.423406655904470E-12	583.878570285856160E-9
75.000000000000014E+0	13.589087622456742E-12	576.802917842179260E-9
76.000000000000014E+0	893.747737541204450E-15	642.467073491730240E-9
77.000000000000014E+0	139.799086978146970E-12	704.562981381001950E-9
78.000000000000014E+0	362.121800734777390E-12	786.161529478315890E-9
79.000000000000014E+0	34.529349743945261E-12	895.921138007695290E-9
