Freq (Hz)	micro/hp_Real	micro/hp_Imag
20.000000000000004E+0	-12.245440776936993E+0	4.316172032436788E+0
21.000000000000004E+0	2.387146412274748E+0	1.326433116055970E+0
22.000000000000004E+0	-1.112546567618208E+0	1.939416967014338E+0
23.000000000000004E+0	-1.703427019288530E+0	-1.610631058384233E+0
24.000000000000004E+0	3.617417360078296E+0	-2.099737928638273E+0
25.000000000000004E+0	-696.839232558125190E-3	-738.395485643686950E-3
26.000000000000004E+0	256.596818199024410E-3	-252.890183392842470E-3
27.000000000000004E+0	-531.969048651267930E-3	249.233359216491590E-3
28.000000000000004E+0	158.577634578228180E-3	431.598279445439330E-3
29.000000000000004E+0	425.014695093726470E-3	-70.961062706114505E-3
30.000000000000004E+0	13.831772280879834E-3	383.771054005386410E-3
31.000000000000004E+0	-403.635805757097570E-3	628.648696499167770E-3
32.000000000000007E+0	-98.041676593314919E-3	355.855454887733120E-3
33.000000000000007E+0	-395.825892666041790E-3	311.542090401675960E-3
34.000000000000007E+0	-3.132038329808566E-3	-719.170466120703680E-3
35.000000000000007E+0	-184.300210299662370E-3	-379.540978682477490E-3
36.000000000000007E+0	-383.363133394798610E-3	-433.391187245255270E-3
37.000000000000007E+0	434.854814062854200E-3	-450.242900815259860E-3
38.000000000000007E+0	-23.946997835198245E-3	-180.877989489733380E-3
39.000000000000007E+0	50.392019301868825E-3	197.643707594475660E-3
40.000000000000007E+0	142.748475990553400E-3	39.436919917913281E-3
41.000000000000007E+0	-10.012926093366833E-3	329.319210552171780E-3
42.000000000000007E+0	-71.110860250872501E-3	-24.513420045693148E-3
43.000000000000007E+0	-53.041162568618253E-3	74.354464614520721E-3
44.000000000000007E+0	-62.217849843564370E-3	38.697914266216174E-3
45.000000000000007E+0	-16.833021657513159E-3	-33.433859719332194E-3
46.000000000000007E+0	54.884526769517411E-3	80.062948925122820E-3
47.000000000000007E+0	-1.736774289605701E-3	-86.416184117939998E-3
48.000000000000007E+0	95.355993509963100E-3	12.085204316663017E-3
49.000000000000007E+0	-91.026809377266454E-3	-7.547838152825681E-3
50.000000000000007E+0	9.937119247041062E-3	137.832377444751320E-3
51.000000000000007E+0	-268.795947761500400E-3	333.036455923593430E-3
52.000000000000007E+0	-12.373918925086321E-3	82.808368389809192E-3
53.000000000000007E+0	53.200465400973979E-3	-138.806654211808790E-3
54.000000000000007E+0	-107.939515154726080E-3	-50.033096574085202E-3
55.000000000000007E+0	56.334708121841472E-3	-30.045657077560239E-3
56.000000000000007E+0	-205.561118739033570E-3	153.494772300005440E-3
57.000000000000007E+0	-35.455055241403896E-3	288.794629404758970E-3
58.000000000000007E+0	74.898328043727286E-3	3.197491271981325E-3
59.000000000000007E+0	28.149574441658561E-3	-22.844340228816432E-3
60.000000000000007E+0	43.541377640334340E-3	27.948653248895415E-3
61.000000000000007E+0	-42.063657611795792E-3	-25.402160208593812E-3
62.000000000000007E+0	14.258506174341006E-3	68.528297371593203E-3
63.000000000000007E+0	195.347509159266460E-3	-471.921228444982130E-3
64.000000000000014E+0	-238.610348461620850E-3	124.539520793901880E-3
65.000000000000014E+0	-131.135189087659920E-3	-1.676519860029745E-3
66.000000000000014E+0	277.308825761123370E-3	21.424385218403938E-3
67.000000000000014E+0	43.106141859823706E-3	23.767172675977048E-3
68.000000000000014E+0	60.601309422630492E-3	13.607463802431745E-3
69.000000000000014E+0	-23.704192497918761E-3	-94.672616112499150E-3
70.000000000000014E+0	41.694093020005353E-3	63.009083309041508E-3
71.000000000000014E+0	32.811059580821610E-3	-1.502922422118316E-3
72.000000000000014E+0	33.827793694764727E-3	61.400710538837215E-3
73.000000000000014E+0	-36.473821983827343E-3	20.934933845984719E-3
