Freq (Hz)	micro/hp_Real	micro/hp_Imag
20.000000000000004E+0	2.758719705366153E+0	977.775625190913540E-3
21.000000000000004E+0	-8.320458171509665E-3	-2.970220509017267E+0
22.000000000000004E+0	1.521377890544655E+0	-656.234197183149010E-3
23.000000000000004E+0	945.597966804135330E-3	238.473740290276040E-3
24.000000000000004E+0	1.028795645667601E+0	-162.732840912544360E-3
25.000000000000004E+0	69.932776685649609E-3	-323.827223197993010E-3
26.000000000000004E+0	-417.816506141697460E-3	616.507174788606950E-3
27.000000000000004E+0	-836.964666979006620E-3	-190.550891058537260E-3
28.000000000000004E+0	-400.484389368913730E-3	-120.878851172491090E-3
29.000000000000004E+0	-81.106859666470174E-3	-104.132843604213390E-3
30.000000000000004E+0	-101.562652829486730E-3	-156.816339824879910E-3
31.000000000000004E+0	190.968721572004090E-3	66.555276811355132E-3
32.000000000000007E+0	-88.083731713208560E-3	273.888113508048760E-3
33.000000000000007E+0	252.496013984372600E-3	178.133814936155520E-3
34.000000000000007E+0	452.305501253890960E-3	12.906467130665992E-3
35.000000000000007E+0	2.509125017479082E+0	3.238450241118813E+0
36.000000000000007E+0	-463.568845492373700E-3	-8.601933302291496E-3
37.000000000000007E+0	384.363818590918120E-3	-780.339846231042360E-3
38.000000000000007E+0	350.261045216413270E-3	197.562409555275900E-3
39.000000000000007E+0	-5.206775781465732E+0	4.108684775455131E+0
40.000000000000007E+0	267.207548573433540E-3	-448.051234554289360E-3
41.000000000000007E+0	51.587320870437971E-3	121.272787193624280E-3
42.000000000000007E+0	-29.910281315799005E-3	-82.171482408458715E-3
43.000000000000007E+0	-107.835797186666500E-3	12.680632487740522E-3
44.000000000000007E+0	-40.385112287379551E-3	-70.977468440113087E-3
45.000000000000007E+0	-35.345232851569292E-3	-71.771561524965000E-3
46.000000000000007E+0	92.862127364425881E-3	-50.159508575218392E-3
47.000000000000007E+0	53.294154041534598E-3	-118.597963790240280E-3
48.000000000000007E+0	-910.251108175159420E-3	357.879095405467080E-3
49.000000000000007E+0	86.716676407322377E-3	21.310607960386804E-3
50.000000000000007E+0	6.327022359841636E-3	44.046229149636830E-3
51.000000000000007E+0	-13.560895789472281E-3	-75.738268251896640E-3
52.000000000000007E+0	-93.741801823972057E-3	-19.827481585508216E-3
53.000000000000007E+0	-37.939545624026828E-3	-53.562172197575676E-3
54.000000000000007E+0	-114.993371346421330E-3	24.450446105167667E-3
55.000000000000007E+0	21.818844764462806E-3	-131.149412239088770E-3
56.000000000000007E+0	-73.916002761574867E-3	-85.646726458486852E-3
57.000000000000007E+0	33.099678011842257E-3	-56.422631162780811E-3
58.000000000000007E+0	32.226819229070593E-3	124.986259888279020E-3
59.000000000000007E+0	-29.433705507318896E-3	-62.312725323059620E-3
60.000000000000007E+0	-4.264527279024924E-3	-72.905011080617560E-3
61.000000000000007E+0	-35.536218985698691E-3	-38.420184424074362E-3
62.000000000000007E+0	-7.557182866480368E-3	33.751466555237315E-3
63.000000000000007E+0	-22.605212299145892E-3	52.342679616452240E-3
64.000000000000014E+0	56.235818034355407E-3	21.165216666051576E-3
65.000000000000014E+0	7.321278789922555E-3	56.017891813303758E-3
66.000000000000014E+0	36.968054456586664E-3	5.751630885164490E-3
67.000000000000014E+0	-51.610782908800654E-3	24.902894455611741E-3
68.000000000000014E+0	-38.618233344803195E-3	10.509204086883089E-3
69.000000000000014E+0	-53.724295783599656E-3	244.002515562896120E-3
70.000000000000014E+0	-11.305077862613424E-3	44.728783518719402E-3
71.000000000000014E+0	-32.237960709091219E-3	11.534722305376813E-3
72.000000000000014E+0	232.198465041119770E-3	92.264561521406899E-3
73.000000000000014E+0	-65.798091124583138E-3	-39.353010956219105E-3
74.000000000000014E+0	41.165814214985101E-3	30.699617347752204E-3
75.000000000000014E+0	-26.820909088218121E-3	19.503234453586777E-3
76.000000000000014E+0	13.590194612990027E-3	-12.774010043660850E-3
77.000000000000014E+0	45.944020830729265E-3	-44.549687321431282E-3
78.000000000000014E+0	-80.296185940471110E-3	-94.397138302477396E-3
79.000000000000014E+0	-17.694449192992748E-3	-14.679631698727238E-3
80.000000000000014E+0	-27.085339445436965E-3	23.437651164247918E-3
81.000000000000014E+0	-22.271039698468647E-3	42.859192460564868E-3
82.000000000000014E+0	-9.629926037185271E-3	-24.364558513171770E-3
83.000000000000014E+0	-17.445798670972588E-3	19.544951835477567E-3
84.000000000000014E+0	-1.211210829071388E-3	-24.419464407789051E-3
85.000000000000014E+0	11.729410647058213E-3	31.074068568243053E-3
86.000000000000014E+0	70.681639828788875E-3	49.159516227279862E-3
87.000000000000014E+0	-7.085531540021976E-3	11.143977975855002E-3
88.000000000000014E+0	-4.724897871194316E-3	13.446040843179755E-3
89.000000000000014E+0	-15.956733553111550E-3	23.511875879223341E-3
90.000000000000014E+0	-26.670592250203975E-3	-21.231068994139343E-3
91.000000000000014E+0	-5.382280887545066E-3	12.750592269062201E-3
92.000000000000014E+0	-119.396612242872620E-3	87.103129042931590E-3
93.000000000000014E+0	46.188562977595077E-3	10.039817144912368E-3
94.000000000000014E+0	-21.930725964808662E-3	-39.820807113352001E-3
95.000000000000014E+0	25.977949969490675E-3	19.203127907495725E-3
96.000000000000014E+0	-25.013159140533762E-3	-21.611800165003747E-3
97.000000000000014E+0	-30.346379071701270E-3	42.801662499406173E-3
98.000000000000014E+0	-4.015712290315616E-3	33.888915610996002E-3
99.000000000000014E+0	-9.207090928581400E-3	-62.123981834830116E-3
100.000000000000010E+0	219.645157081278020E-3	120.301540125047760E-3
101.000000000000010E+0	-8.972206688057446E-3	23.135955230466073E-3
102.000000000000010E+0	13.491101721369190E-3	103.033958823970390E-3
103.000000000000010E+0	115.078713088191020E-3	15.613120294339131E-3
104.000000000000010E+0	39.586140964531447E-3	21.563805058941538E-3
105.000000000000010E+0	-39.985661245085749E-3	51.448906025235705E-3
106.000000000000010E+0	-4.172042027246122E-3	156.770690651733440E-3
107.000000000000010E+0	-75.540567916825826E-3	445.386857026984630E-6
108.000000000000010E+0	-331.653485382992770E-3	-128.386114794120570E-3
