Freq (Hz)	mic2/mic1_Mod	mic2/mic1_Phase(rad)	mic3/mic1_Mod	mic3/mic1_Phase(rad)	mic4/mic1_Mod	mic4/mic1_Phase(rad)
594.000000000000110E+0	829.870460302884250E-3	-2.086021221378770E-3	709.666785147295750E-3	15.573629635765760E-3	899.787490834363380E-3	-84.361627918459511E-3
595.000000000000110E+0	992.782169073545440E-3	83.786672367155757E-3	734.937039224410230E-3	49.257837912383855E-3	1.014853277513486E+0	-26.040134692530248E-3
596.000000000000110E+0	903.206830655540190E-3	50.343267134474894E-3	733.840628022107030E-3	5.432040878569660E-3	1.010491611335498E+0	46.014801308523895E-3
597.000000000000110E+0	989.316796377464950E-3	-34.520843873537779E-3	763.179765680229600E-3	41.011193992619745E-3	1.015885349352466E+0	-10.133134600807326E-3
598.000000000000110E+0	972.391664037810850E-3	103.159251148229210E-3	781.191034446597320E-3	70.958756352546698E-3	1.083198991036954E+0	1.934718903101015E-3
599.000000000000110E+0	945.763624946418080E-3	68.537381064188968E-3	758.268042443773220E-3	78.557617954757783E-3	982.637085295129830E-3	27.558320210068859E-3
600.000000000000110E+0	944.513245260609090E-3	46.288031430626084E-3	745.627188366313480E-3	54.256425853698484E-3	975.584685081632870E-3	7.619699111626931E-3
601.000000000000110E+0	943.353981318573840E-3	18.821300205261585E-3	719.617693991274400E-3	40.649860774871399E-3	949.863365830518560E-3	27.651779227692814E-3
602.000000000000110E+0	923.806989021605180E-3	40.732256634305630E-3	779.902932994901210E-3	89.135324833402793E-3	1.158566471581538E+0	78.378868012292074E-3
603.000000000000110E+0	976.575284339043500E-3	67.098286105548049E-3	741.437265707233010E-3	106.077870018551910E-3	970.159539743195460E-3	67.326055658293971E-3
604.000000000000110E+0	947.854610165155820E-3	85.062700506168251E-3	743.991540527717100E-3	66.102061927946612E-3	955.134795276249780E-3	3.346758488714464E-3
605.000000000000110E+0	998.271303773238580E-3	13.494395228384614E-3	764.378554785687170E-3	39.412633390479006E-3	965.900023253383870E-3	45.487937641280271E-3
606.000000000000110E+0	994.657576177448320E-3	69.694584613546481E-3	748.431707295167720E-3	11.454136581252109E-3	988.139998561749170E-3	19.554147982950257E-3
607.000000000000110E+0	973.764626183712400E-3	75.429997742698360E-3	789.624779603800290E-3	72.892555268377721E-3	990.527646793349480E-3	44.214540292347226E-3
608.000000000000110E+0	983.971071804744080E-3	119.967666808476990E-3	811.483764626373730E-3	73.208298643037781E-3	1.009394782089685E+0	83.439041915588999E-3
609.000000000000110E+0	917.715308496899310E-3	79.534777188609462E-3	760.405308411304940E-3	44.918979183469460E-3	974.409183960059490E-3	48.844741394213402E-3
610.000000000000110E+0	909.528254315406960E-3	-27.530240121362338E-3	756.380037060142780E-3	24.096038949160743E-3	975.734248099988430E-3	4.793625876958457E-3
611.000000000000110E+0	888.989079227755390E-3	6.122057576202522E-3	700.905755195620260E-3	61.950615201371038E-3	982.921536781650280E-3	15.939783501353440E-3
612.000000000000110E+0	916.444792833235430E-3	38.096312205682055E-3	763.426100102915450E-3	61.761326370319683E-3	1.000427434973504E+0	36.446381296169068E-3
613.000000000000110E+0	868.094256583658690E-3	5.964614113216052E-3	733.164154346482520E-3	16.415068127642717E-3	1.015871431958577E+0	18.545363622484819E-3
614.000000000000110E+0	944.062101361257120E-3	-19.205415439425413E-3	756.411321667750940E-3	21.326823721338265E-3	984.624668529964660E-3	-14.265850315181237E-3
615.000000000000110E+0	870.305978968896050E-3	27.766507969811186E-3	742.143261831726630E-3	31.959450986847091E-3	1.048833006446658E+0	18.142249490206968E-3
616.000000000000110E+0	886.537881457829300E-3	73.817383724762986E-3	776.839967384738930E-3	52.068533887365501E-3	1.066309627535870E+0	19.209986811978191E-3
617.000000000000110E+0	930.387365523851150E-3	41.235377252803469E-3	751.706089767412270E-3	52.084232405656745E-3	992.611676954352710E-3	16.448570175650750E-3
618.000000000000110E+0	889.561591985662870E-3	23.930992117025866E-3	712.726757110453630E-3	316.630885543606310E-6	925.884079242766390E-3	-1.183443728445309E-3
619.000000000000110E+0	954.910780398298350E-3	-38.658171811185499E-3	778.294934046775410E-3	-29.698477518956927E-3	1.014011564514407E+0	38.138397234353895E-3
620.000000000000110E+0	999.898982471149060E-3	-2.574300184307547E-3	786.004920250284230E-3	24.484356555762522E-3	1.001913619263364E+0	-26.301837146969230E-3
621.000000000000110E+0	971.538852708414670E-3	22.902353837304268E-3	731.592550893839570E-3	74.963905510051054E-3	1.025036565948074E+0	43.433865927515289E-3
622.000000000000110E+0	918.037919226982860E-3	24.178439038253344E-3	757.321623264565760E-3	-30.213887521006684E-3	1.003504846930033E+0	4.822351694480823E-3
623.000000000000110E+0	961.751648916148950E-3	10.732044152327145E-3	730.112949481927180E-3	82.771269515993062E-3	969.524101798545420E-3	-8.726848523960974E-3
624.000000000000110E+0	946.380377340756080E-3	31.791577167385933E-3	767.199599223002180E-3	7.500520489349393E-3	1.002708860351676E+0	11.632366138515527E-3
625.000000000000110E+0	889.132709211294610E-3	39.251688029822394E-3	698.345441214335620E-3	35.683775669789163E-3	939.021105065372620E-3	436.084822074603530E-6
626.000000000000110E+0	972.125621206243460E-3	1.629594633441145E-3	780.681361181038370E-3	40.175919711311986E-3	996.048467448963140E-3	8.941923390355410E-3
627.000000000000110E+0	940.514725504619010E-3	17.672732911553680E-3	753.883708715170850E-3	35.518585268548911E-3	980.171216668141890E-3	-29.773207689163604E-3
628.000000000000110E+0	910.165770069089610E-3	-4.802608790325328E-3	728.671474488172270E-3	33.179577139129071E-3	970.088869741076890E-3	21.601978315708942E-3
629.000000000000110E+0	933.637911369597060E-3	62.905253419588900E-3	774.596767834249360E-3	64.469461152571336E-3	1.009363468176460E+0	9.269513740344609E-3
630.000000000000110E+0	938.190146295097230E-3	4.636997126283438E-3	765.898454408964650E-3	49.494222115169052E-3	958.388306290283600E-3	-7.696718776506921E-3
631.000000000000110E+0	940.340699506146180E-3	23.573973758216085E-3	745.785960485365830E-3	28.232030506177390E-3	975.879655695500500E-3	10.551409069435662E-3
632.000000000000110E+0	934.621796720370600E-3	37.194609148977160E-3	728.936771191101670E-3	11.538534802751273E-3	959.048680259961930E-3	2.929622022900357E-3
633.000000000000110E+0	935.872346776187360E-3	30.291171544690819E-3	759.086107264617340E-3	69.692065928841196E-3	994.469500295504960E-3	18.271044965517503E-3
634.000000000000110E+0	966.793228790902130E-3	36.289228612842062E-3	751.271838146245100E-3	25.117826673357071E-3	965.054380527791130E-3	-18.978662275051770E-3
635.000000000000110E+0	953.084298557263950E-3	7.745778460796464E-3	755.012871045892990E-3	19.483080203366813E-3	966.911282456982990E-3	4.661872800475507E-3
636.000000000000110E+0	916.852534582936030E-3	37.569941137045461E-3	743.024588189033500E-3	20.990315937938681E-3	978.807847986416620E-3	7.417842872321246E-3
637.000000000000110E+0	950.329770117412150E-3	64.947822462531238E-3	750.848419097109420E-3	38.257934074039025E-3	970.866204648948460E-3	-14.932497776202055E-3
638.000000000000110E+0	926.182395578949770E-3	33.868437314073886E-3	733.480859850556670E-3	27.773593665159933E-3	969.173410508746390E-3	4.451589836172847E-3
639.000000000000110E+0	940.149461541621160E-3	18.313758312331244E-3	741.491758823527690E-3	36.233600103098541E-3	974.584565640378650E-3	2.729828061135037E-3
640.000000000000110E+0	941.916119896209380E-3	35.020617773036132E-3	741.002127687982460E-3	20.170650983715274E-3	969.846693627289920E-3	9.826328295539722E-3
641.000000000000110E+0	935.948522335789510E-3	28.641527988353701E-3	739.517971976203840E-3	32.449683993852764E-3	967.494264574002890E-3	-3.620388179743885E-3
642.000000000000110E+0	938.111273549323000E-3	16.765599325613719E-3	739.661370360455090E-3	20.828981347959227E-3	964.628007236163490E-3	2.278129892133193E-3
643.000000000000110E+0	936.610792066894790E-3	29.674097849891657E-3	740.591639107072150E-3	29.951884817889574E-3	976.890020677404940E-3	4.600097370969183E-3
644.000000000000110E+0	935.179227479582150E-3	18.740959754399229E-3	737.670396507978720E-3	23.343193011184749E-3	964.821259284687980E-3	266.899137668183620E-6
645.000000000000110E+0	934.753225159710600E-3	25.869395926904928E-3	738.539918324204290E-3	33.216880601217469E-3	972.806643742943900E-3	274.538071142743720E-6
646.000000000000110E+0	937.054087500548640E-3	24.736755155367763E-3	741.783721549343020E-3	29.671908721446132E-3	969.400710001834250E-3	-676.160553539444080E-6
647.000000000000110E+0	934.534871723509460E-3	22.663096983138176E-3	738.542797904372050E-3	28.868441791424636E-3	970.129285671306300E-3	-3.979774250377712E-3
648.000000000000110E+0	933.948097561855820E-3	25.127148784711482E-3	737.663395693986530E-3	30.092148366526114E-3	972.301404064982000E-3	-3.438976539965975E-3
649.000000000000110E+0	931.543485730060070E-3	26.745150386251252E-3	738.245192381453590E-3	31.628505958476973E-3	965.218405442729410E-3	-3.311329249437204E-3
650.000000000000110E+0	935.194268991720640E-3	29.496773527808953E-3	738.442297146648660E-3	35.294734713663858E-3	969.710851265243920E-3	-1.583696295070288E-3
651.000000000000110E+0	939.759783717967200E-3	23.452435091703829E-3	740.995185313515380E-3	32.198942629424881E-3	971.545966807734530E-3	-543.407805207728710E-6
652.000000000000110E+0	929.311278479563740E-3	20.849043832807699E-3	739.752106569581120E-3	31.551046062039144E-3	972.169246165115910E-3	-9.855712123462153E-3
653.000000000000110E+0	931.028945066791240E-3	30.331468322784567E-3	737.496734326542500E-3	34.787521265013423E-3	966.516641860296180E-3	-2.722342985667539E-3
654.000000000000110E+0	934.432390470875670E-3	26.482982875181579E-3	743.175926488917280E-3	34.357274834326816E-3	969.343528819762600E-3	-9.738074774270421E-3
655.000000000000110E+0	935.706311909758500E-3	24.817306132418854E-3	739.938748640487920E-3	32.992104299358095E-3	963.329177968764160E-3	-1.590359408729546E-3
656.000000000000110E+0	933.549501879674780E-3	31.316804931780684E-3	740.332619124274620E-3	39.874981602776381E-3	971.088075851238350E-3	205.583359332362350E-6
657.000000000000110E+0	936.650551941323960E-3	22.513600796452763E-3	742.792201925520870E-3	30.296542937427302E-3	973.360419763960930E-3	-8.135378121839109E-3
658.000000000000110E+0	931.281897221444720E-3	25.860807721968922E-3	744.769295082296390E-3	32.779668292652303E-3	963.517791290403270E-3	-10.963972729950552E-3
659.000000000000110E+0	937.806604592929860E-3	25.120309002687545E-3	740.732933243419270E-3	30.959472956297092E-3	966.073142025749010E-3	-5.918181671232840E-3
660.000000000000110E+0	930.194842540290390E-3	22.141225013902258E-3	743.079166430588020E-3	34.233500968920520E-3	968.003358677804630E-3	-3.175509320874586E-3
661.000000000000110E+0	941.443799729548280E-3	22.429682173766501E-3	740.827742066680890E-3	26.565562847911544E-3	968.649973335368950E-3	-9.370290604678847E-3
662.000000000000110E+0	924.818984987746510E-3	22.299524386674058E-3	745.238898267820080E-3	31.727197982149166E-3	956.438458775969220E-3	-15.116541290670705E-3
663.000000000000110E+0	931.707563745285740E-3	16.234862655190578E-3	748.438837962696280E-3	26.055706100400960E-3	958.538326867198970E-3	-6.564956871684151E-3
664.000000000000110E+0	919.430315310002630E-3	19.713396805170740E-3	736.757532340961750E-3	14.680667295291824E-3	971.630757680854270E-3	-6.505292607208789E-3
665.000000000000110E+0	920.177371744448580E-3	42.530205453437983E-3	738.003566504428440E-3	42.988290381117344E-3	959.845355062982190E-3	-2.764127163108538E-3
666.000000000000110E+0	931.826917203604220E-3	27.081718496007694E-3	741.477778923483320E-3	43.486787507364774E-3	951.250905533069230E-3	-7.453384053796772E-3
667.000000000000110E+0	942.818119427856760E-3	29.448706697449836E-3	753.701972364121180E-3	25.369696239473081E-3	967.754142598937770E-3	-3.594745146678540E-3
668.000000000000110E+0	917.628521759830230E-3	12.833244676104192E-3	730.147541227182950E-3	23.435523548540369E-3	961.312417389084790E-3	-1.172243286774887E-3
669.000000000000110E+0	934.741623465996100E-3	40.634076632216486E-3	751.318319892218200E-3	51.104677357815410E-3	948.879443445500350E-3	-14.527424190261750E-3
670.000000000000110E+0	923.607539459628920E-3	4.175656727924751E-3	725.900497306674160E-3	791.769260619352920E-6	947.985736337998100E-3	-9.076300601440471E-3
671.000000000000110E+0	933.956084262731130E-3	31.246243573240722E-3	749.761145678513600E-3	44.369496302918088E-3	968.614776532497060E-3	13.236986080212993E-3
672.000000000000110E+0	925.551423115824720E-3	17.216407389207322E-3	735.849202140683390E-3	21.257840227824145E-3	971.739617165804920E-3	-19.355745207460497E-3
673.000000000000110E+0	930.844388859668580E-3	25.393901066732592E-3	734.539279571459700E-3	25.732740467926524E-3	965.808504253099280E-3	-6.458965294201992E-3
674.000000000000110E+0	927.111311738605950E-3	15.590612464527203E-3	746.053296557386060E-3	39.954829864091088E-3	953.882809811043120E-3	-12.609621355134625E-3
675.000000000000110E+0	930.838596738265520E-3	29.464139812950957E-3	734.044195149853310E-3	35.301881196850363E-3	955.974033372492650E-3	8.661509734112772E-3
