Freq (Hz)	Gxymic2/mic1_Real	Gxymic2/mic1_Imag	Gxymic3/mic1_Real	Gxymic3/mic1_Imag	Gxymic4/mic1_Real	Gxymic4/mic1_Imag
632.000000000000110E+0	67.853863993717692E-9	2.524962435024399E-9	52.917660017295892E-9	610.619360866732820E-12	69.673970678283870E-9	204.118982885341210E-12
633.000000000000110E+0	109.900954130691890E-9	3.330047217378608E-9	88.924540734623360E-9	6.207387939244660E-9	116.927140401401650E-9	2.136618801845259E-9
634.000000000000110E+0	116.341724664990490E-9	4.223805727725050E-9	90.414743596844389E-9	2.271499578786405E-9	116.186878044770270E-9	-2.205336305312486E-9
635.000000000000110E+0	187.982989745595600E-9	1.456103713742958E-9	148.889708249381060E-9	2.901197225453975E-9	190.787544810137690E-9	889.433709200679640E-12
636.000000000000110E+0	313.171366984694460E-9	11.771368775540331E-9	253.926143119397010E-9	5.330772893027829E-9	334.640537512752590E-9	2.482356456198040E-9
637.000000000000110E+0	472.424997527837750E-9	30.726190293722360E-9	373.993581494406560E-9	14.315206710439781E-9	483.926989593349230E-9	-7.226775844862121E-9
638.000000000000110E+0	505.992773346071770E-9	17.143740056052916E-9	401.028547289591630E-9	11.140868654459765E-9	530.120543438819710E-9	2.359894811544063E-9
639.000000000000110E+0	561.243184087624370E-9	10.279621293743911E-9	442.479056553268310E-9	16.039629139751523E-9	582.002564873953960E-9	1.588770879733779E-9
640.000000000000110E+0	770.707061148270980E-9	27.001676984712116E-9	606.660379739087290E-9	12.238394581718698E-9	794.072974246597080E-9	7.803072883574139E-9
641.000000000000110E+0	972.569955367243180E-9	27.863509171007130E-9	768.537271083657980E-9	24.947548638730434E-9	1.005825149232205E-6	-3.641493391123523E-9
642.000000000000110E+0	1.003614857386271E-6	16.827781286484244E-9	791.295459818996890E-9	16.484262321886709E-9	1.031957635384006E-6	2.350937603609554E-9
643.000000000000110E+0	1.738564679836134E-6	51.605486423276837E-9	1.374601239220145E-6	41.184214388662976E-9	1.814011171881622E-6	8.344686883114339E-9
644.000000000000110E+0	2.176777518369998E-6	40.799676580622613E-9	1.716678919370812E-6	40.080047552470911E-9	2.245827629999450E-6	599.409472031242000E-12
645.000000000000110E+0	3.091270291815408E-6	79.987139040430565E-9	2.441798729480033E-6	81.138780837689306E-9	3.217989860676317E-6	883.460751502691040E-12
646.000000000000110E+0	4.598422651612240E-6	113.773262401222080E-9	3.639661154668965E-6	108.027398658115910E-9	4.758482007705856E-6	-3.217498318677061E-9
647.000000000000110E+0	4.697295410834491E-6	106.473490906651900E-9	3.711507892776838E-6	107.175224025683930E-9	4.877270803409747E-6	-19.410539234246236E-9
648.000000000000110E+0	6.300038202368681E-6	158.335321577298710E-9	4.975142616056542E-6	149.757936279900330E-9	6.560692605941117E-6	-22.562156902061333E-9
649.000000000000110E+0	7.471194743395847E-6	199.865884143210220E-9	5.919964472075963E-6	187.302092400925720E-9	7.743927768728235E-6	-25.642788249735520E-9
650.000000000000110E+0	6.386858362614663E-6	188.446371041055680E-9	5.042130760449375E-6	178.034600708496710E-9	6.625382918216439E-6	-10.492603153147761E-9
651.000000000000110E+0	5.243751569551852E-6	123.001295071488430E-9	4.133728724668320E-6	133.147711834304170E-9	5.422719602768678E-6	-2.946748447648086E-9
652.000000000000110E+0	3.553631580659233E-6	74.100557643694645E-9	2.827973783201750E-6	89.255149958711884E-9	3.718155343317247E-6	-36.646255247149763E-9
653.000000000000110E+0	3.782162726554473E-6	114.753742160642940E-9	2.995388162433860E-6	104.244183908819690E-9	3.928120967326990E-6	-10.693718979859207E-9
654.000000000000110E+0	3.012485421290179E-6	79.798256155364781E-9	2.395195475545154E-6	82.324784456068785E-9	3.126047401683013E-6	-30.442645644633365E-9
655.000000000000110E+0	2.491417959296616E-6	61.842979057476621E-9	1.969709829396150E-6	65.008460622902427E-9	2.565811278841748E-6	-4.080565548578258E-9
656.000000000000110E+0	1.572219506527865E-6	49.252994146513124E-9	1.246468390373628E-6	49.729263673286527E-9	1.636199189705461E-6	336.375330695452940E-12
657.000000000000110E+0	1.326266243923566E-6	29.864074593068116E-9	1.051504706046384E-6	31.866708015756073E-9	1.378546072549708E-6	-11.215240984239695E-9
658.000000000000110E+0	1.144154160843526E-6	29.595348658040818E-9	914.776917007650010E-9	29.996828601630534E-9	1.184145515818181E-6	-12.983459389476005E-9
659.000000000000110E+0	839.716898102148130E-9	21.098386046129310E-9	663.145038441719270E-9	20.537182857441128E-9	865.335838296571950E-9	-5.121274488472359E-9
660.000000000000110E+0	641.846630050936430E-9	14.213593397800811E-9	512.606104613779330E-9	17.555159936166186E-9	668.161664465958720E-9	-2.121760725213144E-9
661.000000000000110E+0	506.285637690110160E-9	11.357730662421034E-9	398.364292040470310E-9	10.585261862942050E-9	521.106208394595320E-9	-4.883059524090228E-9
662.000000000000110E+0	487.791716215128090E-9	10.879326647666858E-9	392.959546186351210E-9	12.471690332253861E-9	504.578308051234890E-9	-7.628059865748631E-9
663.000000000000110E+0	386.573706368048890E-9	6.276522474627281E-9	310.396258747548560E-9	8.089424411710126E-9	397.582527458935790E-9	-2.610149643793742E-9
664.000000000000110E+0	358.807866721015100E-9	7.074238269372162E-9	287.550380935632710E-9	4.221734769737706E-9	379.251030645700510E-9	-2.467173728670741E-9
