Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	1.327189698085939E-9
50.000000000000007E+0	5.738894381781395E-9
51.000000000000007E+0	893.689636958153710E-12
52.000000000000007E+0	207.773551201990920E-12
53.000000000000007E+0	75.761552364037919E-12
54.000000000000007E+0	889.188559139368820E-12
55.000000000000007E+0	960.884332272421430E-12
56.000000000000007E+0	437.640222947346470E-12
57.000000000000007E+0	115.198809694915850E-12
58.000000000000007E+0	199.904750129585870E-12
59.000000000000007E+0	176.886079160717560E-12
60.000000000000007E+0	108.397998826646440E-12
61.000000000000007E+0	167.624792286664960E-12
62.000000000000007E+0	1.967798604743452E-9
63.000000000000007E+0	962.932334952513280E-12
64.000000000000014E+0	142.449967495003020E-12
65.000000000000014E+0	28.894570790482067E-12
66.000000000000014E+0	16.889122402155856E-12
67.000000000000014E+0	2.311839478286652E-12
68.000000000000014E+0	42.348720871161559E-12
69.000000000000014E+0	108.671174839316010E-12
70.000000000000014E+0	402.904239608963540E-12
71.000000000000014E+0	375.821383811355230E-12
72.000000000000014E+0	105.308275109911770E-12
73.000000000000014E+0	189.249774988851520E-12
74.000000000000014E+0	426.538762009670110E-12
75.000000000000014E+0	585.873185650928360E-12
76.000000000000014E+0	107.451665258849280E-12
77.000000000000014E+0	3.933831692870733E-9
78.000000000000014E+0	2.989729519044552E-9
79.000000000000014E+0	247.469211682868840E-12
80.000000000000014E+0	154.035743653713550E-12
81.000000000000014E+0	34.723220309145585E-12
82.000000000000014E+0	34.430363995494187E-12
83.000000000000014E+0	3.318949518225657E-12
84.000000000000014E+0	195.604365379434790E-12
85.000000000000014E+0	846.645921047323660E-12
86.000000000000014E+0	966.187002975882160E-12
87.000000000000014E+0	318.396655813380180E-12
88.000000000000014E+0	145.076467500063160E-12
89.000000000000014E+0	1.166814859339177E-9
90.000000000000014E+0	379.359037327641430E-12
91.000000000000014E+0	491.113273189318890E-12
92.000000000000014E+0	325.479175533826790E-12
93.000000000000014E+0	126.198880148815780E-12
94.000000000000014E+0	339.106782923879210E-12
95.000000000000014E+0	13.629837972452234E-12
96.000000000000014E+0	507.476417785004670E-12
97.000000000000014E+0	347.138288523145720E-12
98.000000000000014E+0	31.652811772751226E-12
99.000000000000014E+0	10.772029474728616E-9
100.000000000000010E+0	47.672117877998161E-9
101.000000000000010E+0	12.162933522329634E-9
102.000000000000010E+0	135.636583260680570E-12
103.000000000000010E+0	55.627653560215516E-12
104.000000000000010E+0	276.745839956901230E-15
105.000000000000010E+0	83.965743868027218E-12
106.000000000000010E+0	95.158888544802750E-12
107.000000000000010E+0	133.795318716419620E-12
108.000000000000010E+0	177.598054202992850E-12
109.000000000000010E+0	84.723043436960754E-12
110.000000000000010E+0	242.740959881744110E-12
111.000000000000010E+0	1.220049037711661E-9
112.000000000000010E+0	1.176019854366749E-9
113.000000000000010E+0	6.402645910061153E-9
114.000000000000010E+0	21.322932083132111E-9
115.000000000000010E+0	8.139034429538377E-9
116.000000000000010E+0	1.155342981850200E-9
117.000000000000010E+0	332.440129760557890E-12
118.000000000000010E+0	44.745900510875935E-12
119.000000000000010E+0	280.400939261109840E-12
120.000000000000010E+0	534.218924644970990E-12
121.000000000000010E+0	117.874851720583780E-12
122.000000000000010E+0	1.202824941908223E-9
123.000000000000010E+0	859.956476083004630E-12
124.000000000000010E+0	231.324530566352880E-12
125.000000000000010E+0	176.501390053907380E-12
126.000000000000010E+0	200.745337666836070E-12
127.000000000000010E+0	84.238091381679140E-12
128.000000000000030E+0	73.443732613246467E-12
129.000000000000030E+0	796.941050159131000E-12
130.000000000000030E+0	692.281491135989710E-12
131.000000000000030E+0	1.029920557453511E-9
132.000000000000030E+0	499.958238277419960E-12
133.000000000000030E+0	33.670815496215191E-12
134.000000000000030E+0	65.992336186916117E-12
135.000000000000030E+0	42.853900012761033E-12
136.000000000000030E+0	227.861670998892810E-12
137.000000000000030E+0	162.566930250575900E-12
138.000000000000030E+0	381.709351314457060E-12
139.000000000000030E+0	66.230782346988385E-12
140.000000000000030E+0	257.181794024361420E-12
141.000000000000030E+0	122.877673543984330E-12
142.000000000000030E+0	390.247725295746820E-12
143.000000000000030E+0	245.538114927229710E-12
144.000000000000030E+0	40.740363036880270E-12
145.000000000000030E+0	43.169026588250389E-12
146.000000000000030E+0	30.633660319663413E-12
147.000000000000030E+0	96.562497998533675E-12
148.000000000000030E+0	155.141381135561110E-12
149.000000000000030E+0	3.349435705381958E-9
150.000000000000030E+0	12.790567026515527E-9
151.000000000000030E+0	4.000683244091188E-9
152.000000000000030E+0	815.622977091964830E-12
153.000000000000030E+0	653.352026301484780E-12
154.000000000000030E+0	71.468789067054445E-12
155.000000000000030E+0	76.831359205044746E-12
156.000000000000030E+0	313.770940757991960E-12
157.000000000000030E+0	405.450306828440710E-12
158.000000000000030E+0	294.639264784864090E-12
159.000000000000030E+0	28.432022996068527E-12
160.000000000000030E+0	204.292132189465370E-12
161.000000000000030E+0	445.675831988535100E-12
162.000000000000030E+0	1.397827169017840E-9
163.000000000000030E+0	370.365153729001120E-12
164.000000000000030E+0	132.270893709742410E-12
165.000000000000030E+0	39.695016426071325E-12
166.000000000000030E+0	22.685463145942858E-12
167.000000000000030E+0	198.710983430118700E-12
168.000000000000030E+0	94.394372092042868E-12
169.000000000000030E+0	8.307814579077512E-12
170.000000000000030E+0	73.358343652142796E-12
171.000000000000030E+0	551.656121502920710E-12
172.000000000000030E+0	680.243444370016410E-12
173.000000000000030E+0	41.953578750493317E-12
174.000000000000030E+0	195.057119301385240E-12
175.000000000000030E+0	237.649649513180210E-12
176.000000000000030E+0	405.612112368111540E-12
177.000000000000030E+0	481.041522906725360E-12
178.000000000000030E+0	466.917329008304720E-12
179.000000000000030E+0	33.978265592428217E-12
180.000000000000030E+0	11.064986053393374E-12
181.000000000000030E+0	1.194943180387304E-12
182.000000000000030E+0	76.807226640002492E-12
183.000000000000030E+0	174.097503760341590E-12
184.000000000000030E+0	257.951117720653310E-12
185.000000000000030E+0	226.018521905781490E-12
186.000000000000030E+0	108.666292731855710E-12
187.000000000000030E+0	213.753231605956920E-12
188.000000000000030E+0	169.763616727337030E-12
189.000000000000030E+0	583.008484940426360E-12
190.000000000000030E+0	892.161257546362350E-12
191.000000000000030E+0	194.736349713038990E-12
192.000000000000030E+0	67.414669046608787E-12
193.000000000000030E+0	323.259349828440650E-12
194.000000000000030E+0	71.667775927609074E-12
195.000000000000030E+0	192.164489425128740E-12
196.000000000000030E+0	527.646745821149650E-12
197.000000000000030E+0	202.348463291194150E-12
198.000000000000030E+0	68.932773301808252E-12
199.000000000000030E+0	807.236014909528590E-12
200.000000000000030E+0	2.750678772561976E-9
201.000000000000030E+0	212.749033766966300E-12
202.000000000000030E+0	702.193986533915040E-12
203.000000000000030E+0	607.363312334878700E-12
204.000000000000030E+0	665.004051883426900E-12
205.000000000000030E+0	595.611513097402390E-12
206.000000000000030E+0	660.558448826414720E-12
207.000000000000030E+0	662.604342651534450E-12
208.000000000000030E+0	212.088993200649790E-12
209.000000000000030E+0	77.521968824905019E-12
210.000000000000030E+0	149.283023413492540E-12
211.000000000000030E+0	114.690007262989430E-12
212.000000000000030E+0	430.289164167643330E-12
213.000000000000030E+0	1.837296244781875E-9
214.000000000000030E+0	3.941174877501802E-9
215.000000000000030E+0	1.282050782448059E-9
216.000000000000030E+0	433.096217212410120E-12
217.000000000000030E+0	36.183860688925926E-12
218.000000000000030E+0	338.775704351652820E-12
219.000000000000030E+0	568.455290342757200E-12
220.000000000000030E+0	102.997127651972810E-12
221.000000000000030E+0	45.237454279247684E-12
222.000000000000030E+0	51.139026072118825E-12
223.000000000000030E+0	1.320948220719729E-9
224.000000000000030E+0	395.727843637066290E-12
225.000000000000030E+0	217.905334948325930E-12
226.000000000000030E+0	696.185317023511010E-12
227.000000000000030E+0	1.204102144421151E-9
228.000000000000030E+0	874.707310005692840E-12
229.000000000000030E+0	26.960073060943656E-12
230.000000000000030E+0	304.153462096747950E-12
231.000000000000030E+0	651.353579814019660E-12
232.000000000000030E+0	2.203879526289759E-9
233.000000000000030E+0	1.384384674004766E-9
234.000000000000030E+0	403.596604428904950E-12
235.000000000000030E+0	583.218056159812060E-12
236.000000000000030E+0	61.475356280290730E-12
237.000000000000030E+0	642.379566338149860E-12
238.000000000000030E+0	1.362506856330547E-9
239.000000000000030E+0	235.436609167193280E-12
240.000000000000030E+0	223.635263117480380E-12
241.000000000000030E+0	354.203909114499090E-12
242.000000000000030E+0	530.940491310803790E-12
243.000000000000030E+0	458.731599532609520E-12
244.000000000000030E+0	192.086334037314970E-12
245.000000000000030E+0	148.981578442044860E-12
246.000000000000030E+0	222.126524912951920E-12
247.000000000000030E+0	697.899174972811800E-12
248.000000000000030E+0	661.415900411593920E-12
249.000000000000030E+0	577.447339440804760E-12
250.000000000000030E+0	639.447199673442670E-12
251.000000000000030E+0	392.259568500875860E-12
252.000000000000030E+0	49.879700487173341E-12
253.000000000000030E+0	566.945475851728020E-12
254.000000000000030E+0	396.095051574297260E-12
255.000000000000030E+0	119.812744289700860E-12
256.000000000000060E+0	143.430754196264000E-12
257.000000000000060E+0	51.341052889806198E-12
258.000000000000060E+0	258.449740516036260E-12
259.000000000000060E+0	43.341432507743094E-12
260.000000000000060E+0	108.724038846094900E-12
261.000000000000060E+0	144.210797895026410E-12
262.000000000000060E+0	125.568872266995500E-12
263.000000000000060E+0	407.659715459399350E-12
264.000000000000060E+0	508.374119568884140E-12
265.000000000000060E+0	402.818779648959490E-12
266.000000000000060E+0	200.361711327896390E-12
267.000000000000060E+0	4.630589886938271E-12
268.000000000000060E+0	142.829102910872260E-12
269.000000000000060E+0	430.146073771651310E-12
270.000000000000060E+0	250.360284072561610E-12
271.000000000000060E+0	169.038725519974830E-12
272.000000000000060E+0	14.411783467586558E-12
273.000000000000060E+0	68.995490018823246E-12
274.000000000000060E+0	78.454316971763274E-12
275.000000000000060E+0	379.129316785131460E-12
276.000000000000060E+0	769.267591193722320E-12
277.000000000000060E+0	459.809563717254120E-12
278.000000000000060E+0	119.351380428299880E-12
279.000000000000060E+0	57.366184176842360E-12
280.000000000000060E+0	218.376135408539670E-12
281.000000000000060E+0	18.041244012362325E-12
282.000000000000060E+0	14.433603537057024E-12
283.000000000000060E+0	9.672823745825175E-12
