Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	103.133609358355740E-12
50.000000000000007E+0	482.026156412164780E-12
51.000000000000007E+0	1.189987169266726E-12
52.000000000000007E+0	201.302262301559950E-12
53.000000000000007E+0	156.079097765796740E-12
54.000000000000007E+0	58.943200036899652E-12
55.000000000000007E+0	49.331024562398194E-12
56.000000000000007E+0	117.431292819546040E-12
57.000000000000007E+0	1.024515062367352E-9
58.000000000000007E+0	730.164400591853250E-12
59.000000000000007E+0	90.283123275481255E-12
60.000000000000007E+0	314.569778978203520E-12
61.000000000000007E+0	1.463444056592956E-9
62.000000000000007E+0	2.101683866926289E-9
63.000000000000007E+0	384.641739013671360E-12
64.000000000000014E+0	24.214919741442478E-12
65.000000000000014E+0	16.220994870341609E-12
66.000000000000014E+0	160.712382674518720E-12
67.000000000000014E+0	274.525522885836110E-12
68.000000000000014E+0	15.225551413726529E-12
69.000000000000014E+0	197.193203904400550E-12
70.000000000000014E+0	165.371071739227970E-12
71.000000000000014E+0	299.071493894332360E-12
72.000000000000014E+0	101.119593614397900E-12
73.000000000000014E+0	164.289286125945250E-12
74.000000000000014E+0	140.309035279751760E-12
75.000000000000014E+0	170.254367199921520E-12
76.000000000000014E+0	225.032159319533060E-12
77.000000000000014E+0	376.534036574996060E-12
78.000000000000014E+0	1.160131858475423E-9
79.000000000000014E+0	599.017542980894500E-12
80.000000000000014E+0	155.926875951138960E-12
81.000000000000014E+0	21.555460714538899E-12
82.000000000000014E+0	103.254314641258880E-12
83.000000000000014E+0	591.413280924199130E-12
84.000000000000014E+0	207.405224394934790E-12
85.000000000000014E+0	438.020354767351250E-12
86.000000000000014E+0	906.803151068964760E-12
87.000000000000014E+0	590.209255198439760E-12
88.000000000000014E+0	349.969271716302980E-12
89.000000000000014E+0	367.856105904231840E-12
90.000000000000014E+0	130.999507189045920E-12
91.000000000000014E+0	39.076201806821597E-12
92.000000000000014E+0	75.607988810197806E-12
93.000000000000014E+0	67.010995522213463E-12
94.000000000000014E+0	277.025691919662870E-12
95.000000000000014E+0	185.363711473287410E-12
96.000000000000014E+0	1.537278548625709E-12
97.000000000000014E+0	202.493183942820150E-12
98.000000000000014E+0	143.760021552384530E-12
99.000000000000014E+0	13.884167920241724E-9
100.000000000000010E+0	57.291541406812471E-9
101.000000000000010E+0	14.660010147867599E-9
102.000000000000010E+0	855.750825284654270E-12
103.000000000000010E+0	1.189083514324002E-9
104.000000000000010E+0	874.486621538947590E-12
105.000000000000010E+0	325.770093118776340E-12
106.000000000000010E+0	141.183375888878060E-12
107.000000000000010E+0	1.107557986274546E-9
108.000000000000010E+0	2.308894752104899E-9
109.000000000000010E+0	1.408655578275467E-9
110.000000000000010E+0	257.073333872575980E-12
111.000000000000010E+0	41.294092873015385E-12
112.000000000000010E+0	14.740743429841185E-12
113.000000000000010E+0	7.775990537243618E-9
114.000000000000010E+0	17.670716857572782E-9
115.000000000000010E+0	5.334991248266523E-9
116.000000000000010E+0	2.047126041699662E-9
117.000000000000010E+0	698.859790772778700E-12
118.000000000000010E+0	732.452896202913300E-12
119.000000000000010E+0	488.254857604651500E-12
120.000000000000010E+0	1.007616558937654E-9
121.000000000000010E+0	862.386082136837550E-12
122.000000000000010E+0	908.954679158058880E-12
123.000000000000010E+0	492.285075473147670E-12
124.000000000000010E+0	651.165488577203180E-15
125.000000000000010E+0	112.242207164324800E-12
126.000000000000010E+0	308.899264826711060E-12
127.000000000000010E+0	316.532825614991220E-12
128.000000000000030E+0	73.026458222039190E-12
129.000000000000030E+0	53.404782351111537E-12
130.000000000000030E+0	136.421830687979290E-12
131.000000000000030E+0	260.272931279776820E-12
132.000000000000030E+0	343.353133878613590E-12
133.000000000000030E+0	416.177427537608980E-12
134.000000000000030E+0	180.502025331283010E-12
135.000000000000030E+0	449.723665697900260E-12
136.000000000000030E+0	437.772818200644120E-12
137.000000000000030E+0	994.487621971636990E-12
138.000000000000030E+0	1.452883625275227E-9
139.000000000000030E+0	90.939418957019817E-12
140.000000000000030E+0	102.212752286793960E-12
141.000000000000030E+0	254.191726530243710E-12
142.000000000000030E+0	228.454567800581150E-12
143.000000000000030E+0	156.130269629707240E-12
144.000000000000030E+0	294.759412853653360E-12
145.000000000000030E+0	608.564350762004010E-12
146.000000000000030E+0	494.013343737161810E-12
147.000000000000030E+0	269.234704527461060E-12
148.000000000000030E+0	95.825301288433719E-12
149.000000000000030E+0	894.510060992843900E-12
150.000000000000030E+0	8.057320982888540E-9
151.000000000000030E+0	3.530597454785553E-9
152.000000000000030E+0	609.233036342262200E-12
153.000000000000030E+0	683.035026375368110E-12
154.000000000000030E+0	126.327542787185350E-12
155.000000000000030E+0	364.797538446892060E-12
156.000000000000030E+0	264.407385384798630E-12
157.000000000000030E+0	400.925915575055420E-12
158.000000000000030E+0	98.514474540190727E-12
159.000000000000030E+0	25.498699612414893E-12
160.000000000000030E+0	8.306043053545262E-12
161.000000000000030E+0	485.151636965140700E-12
162.000000000000030E+0	2.457711389691693E-9
163.000000000000030E+0	891.033049716504230E-12
164.000000000000030E+0	30.394092903001514E-12
165.000000000000030E+0	147.073556775122590E-12
166.000000000000030E+0	193.189765666794030E-12
167.000000000000030E+0	375.996440001872480E-12
168.000000000000030E+0	390.726826868671240E-12
169.000000000000030E+0	128.034659032600900E-12
170.000000000000030E+0	451.518383384883120E-12
171.000000000000030E+0	199.878679645356000E-12
172.000000000000030E+0	188.979814397133040E-12
173.000000000000030E+0	196.411812442296040E-12
174.000000000000030E+0	288.834945091470230E-12
175.000000000000030E+0	313.600690331524270E-12
176.000000000000030E+0	82.435090500272137E-12
177.000000000000030E+0	70.350785842794941E-12
178.000000000000030E+0	74.042009815662717E-12
179.000000000000030E+0	59.085562614353358E-12
180.000000000000030E+0	172.159320957188430E-12
181.000000000000030E+0	56.994951898449657E-12
182.000000000000030E+0	141.814534515930790E-12
183.000000000000030E+0	367.154357159904010E-12
184.000000000000030E+0	75.961523177369374E-12
185.000000000000030E+0	588.176731012747970E-12
186.000000000000030E+0	2.076122424251846E-9
187.000000000000030E+0	860.191055248926300E-12
188.000000000000030E+0	131.207464155833910E-12
189.000000000000030E+0	5.316901253477515E-12
190.000000000000030E+0	63.398513934794325E-12
191.000000000000030E+0	51.842571746509484E-12
192.000000000000030E+0	166.493599813916590E-12
193.000000000000030E+0	58.568822819429985E-12
194.000000000000030E+0	456.602772200169570E-12
195.000000000000030E+0	342.868876402244100E-12
196.000000000000030E+0	208.070375405062750E-12
197.000000000000030E+0	754.611829907972560E-12
198.000000000000030E+0	478.623342953432390E-12
199.000000000000030E+0	437.663281031724850E-12
200.000000000000030E+0	3.538415577008713E-9
201.000000000000030E+0	1.217038249699212E-9
202.000000000000030E+0	100.409576175226020E-12
203.000000000000030E+0	103.913650662846240E-12
204.000000000000030E+0	97.375332684409869E-12
205.000000000000030E+0	139.208943862855740E-12
206.000000000000030E+0	1.101846059453983E-9
207.000000000000030E+0	127.105195110246880E-12
208.000000000000030E+0	559.049984805297480E-12
209.000000000000030E+0	1.142733548616133E-9
210.000000000000030E+0	743.682285610158100E-12
211.000000000000030E+0	212.317782825351610E-12
212.000000000000030E+0	61.933972514328321E-12
213.000000000000030E+0	4.647193086338345E-9
214.000000000000030E+0	8.386040681158934E-9
215.000000000000030E+0	695.820831516620930E-12
216.000000000000030E+0	83.002233972351276E-12
217.000000000000030E+0	3.691446908235775E-12
218.000000000000030E+0	52.053186137955116E-12
219.000000000000030E+0	81.320726954391855E-12
220.000000000000030E+0	126.981754448159010E-12
221.000000000000030E+0	74.003492150719509E-12
222.000000000000030E+0	121.770616735931500E-12
223.000000000000030E+0	16.292467204909758E-12
224.000000000000030E+0	91.818688808962545E-12
225.000000000000030E+0	107.676231709305220E-12
226.000000000000030E+0	41.992515140607275E-12
227.000000000000030E+0	552.240398096751060E-12
228.000000000000030E+0	960.123041603439870E-12
229.000000000000030E+0	84.036165980211279E-12
230.000000000000030E+0	126.765444842289970E-12
231.000000000000030E+0	786.969259586109560E-12
232.000000000000030E+0	650.905683393125550E-12
233.000000000000030E+0	278.219910301258210E-12
234.000000000000030E+0	111.599871226623190E-12
235.000000000000030E+0	335.070217316439990E-12
236.000000000000030E+0	214.185143514470360E-12
237.000000000000030E+0	920.754852994862980E-12
238.000000000000030E+0	2.152074817560216E-9
239.000000000000030E+0	436.695228253386010E-12
240.000000000000030E+0	185.967857049069030E-12
241.000000000000030E+0	336.401743143217460E-12
242.000000000000030E+0	96.040297023487324E-12
243.000000000000030E+0	41.597258522130184E-12
244.000000000000030E+0	43.934459353992440E-12
245.000000000000030E+0	224.024613423618100E-12
246.000000000000030E+0	240.220470086899410E-12
247.000000000000030E+0	112.796146162069500E-12
248.000000000000030E+0	122.373172721262780E-12
249.000000000000030E+0	715.515656968407170E-12
250.000000000000030E+0	2.358677420905144E-9
251.000000000000030E+0	539.247402268287200E-12
252.000000000000030E+0	369.411235755817510E-12
253.000000000000030E+0	347.635550078047260E-12
254.000000000000030E+0	33.945344981735701E-12
