Freq (Hz)	Gxymicro/hp_Real	Gxymicro/hp_Imag
49.000000000000007E+0	-218.674787150739920E-12	55.230592172446806E-12
50.000000000000007E+0	-3.059195141972091E-9	3.494954284554535E-9
51.000000000000007E+0	196.269098136801090E-12	368.488612112763990E-12
52.000000000000007E+0	688.950054912919410E-12	399.586281273464230E-12
53.000000000000007E+0	-182.564892619694290E-12	-1.010246925640880E-9
54.000000000000007E+0	-112.513253130345040E-12	279.638889671223720E-12
55.000000000000007E+0	-1.668854660996859E-9	-295.787051626260250E-12
56.000000000000007E+0	1.163901013189977E-9	1.636709035462702E-9
57.000000000000007E+0	888.570308478981840E-12	-282.729995917536130E-12
58.000000000000007E+0	-253.054288927808700E-12	-252.819809579813080E-12
59.000000000000007E+0	773.396666624443210E-12	-1.273057568825244E-9
60.000000000000007E+0	756.467776010031350E-12	-1.001911316578713E-9
61.000000000000007E+0	-4.067690165413119E-9	526.927720912509290E-12
62.000000000000007E+0	1.667277931423902E-9	484.734989899827230E-12
63.000000000000007E+0	-549.728974501668770E-12	-1.054213485797277E-9
64.000000000000014E+0	-1.722369833170494E-9	2.146230569641632E-9
65.000000000000014E+0	1.764680489087793E-9	168.222511080356820E-12
66.000000000000014E+0	-501.812798732680630E-12	152.033094530203650E-12
67.000000000000014E+0	1.239338727377507E-9	-125.971127555618730E-12
68.000000000000014E+0	-1.407087742208925E-9	-3.104779134736637E-9
69.000000000000014E+0	-2.511444159216549E-9	3.452846028716260E-9
70.000000000000014E+0	6.628066150614774E-9	133.654593613689590E-12
71.000000000000014E+0	-3.543024157697424E-9	-6.102336977988805E-9
72.000000000000014E+0	-4.099698844035595E-9	3.664969349806367E-9
73.000000000000014E+0	1.555431432663009E-9	3.690340313996190E-9
74.000000000000014E+0	5.979191807664048E-9	-566.368502729150200E-12
75.000000000000014E+0	958.374436838962990E-12	-2.485392737799295E-9
76.000000000000014E+0	-1.729152996934804E-9	-5.364235329001646E-9
77.000000000000014E+0	-6.626442090701367E-9	11.431703498176506E-9
78.000000000000014E+0	13.752272308977976E-9	-6.168947963343038E-9
79.000000000000014E+0	-7.052958765652101E-9	2.691584071013769E-9
80.000000000000014E+0	8.676290025863508E-9	11.262383789953765E-12
81.000000000000014E+0	-3.579355480842743E-9	-3.237526850593252E-9
82.000000000000014E+0	16.990415850984371E-9	-1.032504314801662E-9
83.000000000000014E+0	-23.521412341719079E-9	-18.417453600216454E-9
84.000000000000014E+0	3.831906308381983E-9	16.821308623303919E-9
