Freq (Hz)	micro(Pa^2 )	hp(V^2 )
49.000000000000007E+0	124.180447460798880E-12	409.638408358923340E-12
50.000000000000007E+0	835.322830706101800E-12	25.826398578805367E-9
51.000000000000007E+0	49.313317891968879E-12	3.534651968096665E-9
52.000000000000007E+0	220.260254469102350E-12	2.879872157940561E-9
53.000000000000007E+0	156.702588595810470E-12	6.725662927640157E-9
54.000000000000007E+0	9.592326217887284E-12	9.471856845016606E-9
55.000000000000007E+0	230.761979816131910E-12	12.448176522534259E-9
56.000000000000007E+0	290.614339215474650E-12	13.879156982268856E-9
57.000000000000007E+0	43.479487730275676E-12	19.997784911723248E-9
58.000000000000007E+0	4.944662984241216E-12	25.877259920145410E-9
59.000000000000007E+0	61.253304609227183E-12	36.223645265251520E-9
60.000000000000007E+0	31.316285107884543E-12	50.327482234897800E-9
61.000000000000007E+0	252.078298266439380E-12	66.740200249536923E-9
62.000000000000007E+0	38.642346018173189E-12	78.017615949831854E-9
63.000000000000007E+0	16.055223526730318E-12	88.044119515997607E-9
64.000000000000014E+0	53.971090798746419E-12	140.313330492402990E-9
65.000000000000014E+0	20.711228107253948E-12	151.724273690014270E-9
66.000000000000014E+0	1.505611626032193E-12	182.603629017458930E-9
67.000000000000014E+0	6.244470510619941E-12	248.512536573940720E-9
68.000000000000014E+0	40.252599901856654E-12	288.665810856968800E-9
69.000000000000014E+0	55.989271541151364E-12	325.589116648644510E-9
70.000000000000014E+0	112.498904911009620E-12	390.662686735347450E-9
71.000000000000014E+0	110.436308559963120E-12	450.862016525316770E-9
72.000000000000014E+0	61.647533970659128E-12	490.522961732731750E-9
73.000000000000014E+0	27.413624299114995E-12	585.036783164032620E-9
74.000000000000014E+0	52.328440531527772E-12	689.328930641216460E-9
75.000000000000014E+0	10.349960577982790E-12	685.573492655256140E-9
76.000000000000014E+0	42.606024964426388E-12	745.551615721954280E-9
77.000000000000014E+0	211.507457955278780E-12	825.472450662027170E-9
78.000000000000014E+0	251.024184492575780E-12	905.016036976451910E-9
79.000000000000014E+0	54.821208384892261E-12	1.039540240726050E-6
80.000000000000014E+0	65.644209644229960E-12	1.146759719740248E-6
81.000000000000014E+0	18.863892960778916E-12	1.234812231758414E-6
82.000000000000014E+0	200.094236310590570E-12	1.448019199812052E-6
83.000000000000014E+0	537.351161993992390E-12	1.660849550140693E-6
84.000000000000014E+0	154.447289822173760E-12	1.927129508710387E-6
85.000000000000014E+0	1.761443536250979E-12	2.165474652469342E-6
86.000000000000014E+0	1.546896720549999E-12	2.305319961114099E-6
87.000000000000014E+0	35.860160617439909E-12	2.645812501522762E-6
88.000000000000014E+0	82.850792116077837E-12	2.922720470626915E-6
89.000000000000014E+0	19.382329901468045E-12	2.976654471614066E-6
90.000000000000014E+0	15.589590912089666E-12	2.926968157871293E-6
91.000000000000014E+0	11.468950635181286E-12	3.062955323769927E-6
92.000000000000014E+0	15.456898468659668E-12	3.173897615555097E-6
93.000000000000014E+0	31.997547741524391E-12	3.215180462185986E-6
94.000000000000014E+0	71.412904517045008E-12	3.443179916722868E-6
95.000000000000014E+0	43.519688559327435E-12	3.714874278683833E-6
96.000000000000014E+0	64.792829783930015E-12	4.166721166724703E-6
97.000000000000014E+0	127.176913907226020E-12	4.564454097878016E-6
98.000000000000014E+0	6.345876419759127E-12	5.007462412901588E-6
99.000000000000014E+0	267.315017230588930E-12	5.275413030832809E-6
100.000000000000010E+0	2.743617980705283E-9	5.326258756295717E-6
101.000000000000010E+0	923.383064920393560E-12	5.059528646443364E-6
102.000000000000010E+0	199.738325911786410E-12	4.903857424930900E-6
103.000000000000010E+0	201.393412857319110E-12	4.879880369049445E-6
104.000000000000010E+0	57.051787120416853E-12	5.236519356408946E-6
105.000000000000010E+0	52.846397232726152E-12	5.737365800168830E-6
106.000000000000010E+0	8.327621961834960E-12	6.502346761448916E-6
107.000000000000010E+0	25.944811319968516E-12	7.210035063512117E-6
108.000000000000010E+0	146.540038825105660E-12	7.643625437551577E-6
109.000000000000010E+0	122.076743713555280E-12	7.472407494155819E-6
110.000000000000010E+0	128.109364167945920E-12	7.176670210931893E-6
111.000000000000010E+0	150.290347688898590E-12	7.231255238762901E-6
112.000000000000010E+0	77.054819764906971E-12	7.845374749894115E-6
113.000000000000010E+0	82.822309266280877E-12	9.319651178662153E-6
114.000000000000010E+0	5.487133384808918E-12	11.005189440021286E-6
115.000000000000010E+0	27.691940418630804E-12	12.431975778467919E-6
116.000000000000010E+0	84.272891507046650E-12	13.360693297443844E-6
117.000000000000010E+0	2.230119130786697E-9	13.658692646719569E-6
118.000000000000010E+0	2.199036622320612E-9	14.040189180440843E-6
119.000000000000010E+0	67.964383330652403E-12	15.391402748924372E-6
120.000000000000010E+0	29.291601567897104E-12	18.693916214796413E-6
121.000000000000010E+0	10.986207595829653E-12	22.891301033201532E-6
122.000000000000010E+0	26.958675062179332E-12	26.850428002777593E-6
123.000000000000010E+0	2.552695245252467E-12	29.178252321668368E-6
124.000000000000010E+0	68.330742985145588E-12	30.701170147837452E-6
125.000000000000010E+0	208.577975265442560E-12	33.569954493893642E-6
126.000000000000010E+0	36.075329276903523E-12	38.783928503360479E-6
127.000000000000010E+0	59.204019838003224E-12	46.087992702803228E-6
128.000000000000030E+0	28.070890539721840E-12	54.520916525825801E-6
129.000000000000030E+0	41.264893255376810E-12	62.351214751766093E-6
130.000000000000030E+0	102.548838140185490E-12	67.861258196742882E-6
131.000000000000030E+0	24.037610946454349E-12	73.785141719155561E-6
132.000000000000030E+0	28.743220246286426E-12	83.127330164333392E-6
133.000000000000030E+0	31.283066813011907E-12	95.887099156238151E-6
134.000000000000030E+0	10.219515318696745E-12	109.962483770543900E-6
135.000000000000030E+0	8.583426659435591E-12	123.536316851849680E-6
136.000000000000030E+0	28.550141944037757E-12	135.832999039177020E-6
137.000000000000030E+0	20.266786497785765E-12	149.520601671398000E-6
138.000000000000030E+0	23.101570185271517E-12	167.671424456858540E-6
139.000000000000030E+0	5.716229400507247E-12	191.542915558253940E-6
140.000000000000030E+0	46.061227386455891E-12	214.425772379074890E-6
141.000000000000030E+0	51.211498117572759E-12	230.263668644876720E-6
142.000000000000030E+0	209.997343635299780E-12	244.963864575802230E-6
143.000000000000030E+0	243.365996470164130E-12	270.048791538276660E-6
144.000000000000030E+0	59.858703397197145E-12	307.237729056130810E-6
145.000000000000030E+0	59.909522912222442E-12	346.097259909038640E-6
146.000000000000030E+0	37.767381536112340E-12	376.884050368120180E-6
147.000000000000030E+0	35.990100118054140E-12	398.957275541224950E-6
148.000000000000030E+0	46.061269264088910E-12	423.335409983900720E-6
149.000000000000030E+0	196.553901710312640E-12	465.611937114987120E-6
150.000000000000030E+0	614.625222718188580E-12	515.807132050474140E-6
151.000000000000030E+0	230.134362776329460E-12	568.123807883219550E-6
152.000000000000030E+0	268.398839106332290E-12	604.681857802449110E-6
153.000000000000030E+0	391.115841288381850E-12	641.752454111824740E-6
154.000000000000030E+0	338.520450149956910E-12	693.895193831332970E-6
155.000000000000030E+0	423.383061647628620E-12	750.907852688795640E-6
156.000000000000030E+0	166.218059054808900E-12	802.349514197659660E-6
157.000000000000030E+0	35.135351621547253E-12	852.027176869685120E-6
158.000000000000030E+0	24.749548106422194E-12	914.439971936791430E-6
159.000000000000030E+0	23.496849499164845E-12	992.214324373861700E-6
160.000000000000030E+0	155.713162821819660E-12	1.060325354529973E-3
161.000000000000030E+0	161.268492529874200E-12	1.100952532148216E-3
162.000000000000030E+0	10.157381815380022E-12	1.142730732785671E-3
163.000000000000030E+0	20.411629651124658E-12	1.223202216182138E-3
164.000000000000030E+0	12.809445743646059E-12	1.326635600067543E-3
165.000000000000030E+0	59.747339663786769E-12	1.410429594798005E-3
166.000000000000030E+0	10.594900212424056E-12	1.462733694960857E-3
167.000000000000030E+0	3.124603303297279E-12	1.510902118326733E-3
168.000000000000030E+0	264.531762800833240E-12	1.586944590653394E-3
169.000000000000030E+0	193.288498219868420E-12	1.681339786931643E-3
170.000000000000030E+0	29.681344080529033E-12	1.763796903716809E-3
171.000000000000030E+0	8.332388934098292E-12	1.849904835624699E-3
172.000000000000030E+0	59.958966321713795E-12	1.944777374411774E-3
173.000000000000030E+0	210.578971689806200E-12	2.003837388885214E-3
174.000000000000030E+0	99.536959556790504E-12	2.042850639316782E-3
175.000000000000030E+0	96.458994051834701E-12	2.125695213317359E-3
176.000000000000030E+0	88.248523405093635E-12	2.257479106964934E-3
177.000000000000030E+0	18.173637662130974E-12	2.373710172416399E-3
178.000000000000030E+0	14.438034694425226E-12	2.421914210833577E-3
179.000000000000030E+0	31.191110718265236E-12	2.449230525856917E-3
180.000000000000030E+0	19.825088406021997E-12	2.532445772238108E-3
