Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	380.459856942364600E-12
50.000000000000007E+0	2.174939382332473E-9
51.000000000000007E+0	628.586467219145120E-12
52.000000000000007E+0	178.060176524761930E-12
53.000000000000007E+0	196.641151276529020E-12
54.000000000000007E+0	130.549069177297690E-12
55.000000000000007E+0	50.761151077358990E-12
56.000000000000007E+0	49.957416683282595E-12
57.000000000000007E+0	269.179617462010280E-12
58.000000000000007E+0	118.298078499857600E-12
59.000000000000007E+0	151.277798747312910E-12
60.000000000000007E+0	196.650586712706700E-12
61.000000000000007E+0	101.549473522525570E-12
62.000000000000007E+0	279.374730192350420E-12
63.000000000000007E+0	176.027164195972530E-12
64.000000000000014E+0	209.330597760137070E-12
65.000000000000014E+0	199.133010524147160E-12
66.000000000000014E+0	58.919284113235186E-12
67.000000000000014E+0	189.342747427986150E-12
68.000000000000014E+0	373.164008195920900E-12
69.000000000000014E+0	28.167252167871379E-12
70.000000000000014E+0	164.123057402601030E-12
71.000000000000014E+0	41.717676844199493E-12
72.000000000000014E+0	106.594178096774610E-12
73.000000000000014E+0	405.308579650869550E-12
74.000000000000014E+0	84.863798976685831E-12
75.000000000000014E+0	38.983302495315806E-12
76.000000000000014E+0	40.068484152221868E-12
77.000000000000014E+0	346.104903848583200E-12
78.000000000000014E+0	385.490200726633020E-12
79.000000000000014E+0	80.619737765923453E-12
80.000000000000014E+0	9.065593510160127E-12
81.000000000000014E+0	155.943604333869810E-12
82.000000000000014E+0	93.054382406117492E-12
83.000000000000014E+0	114.429148505888140E-12
84.000000000000014E+0	178.377266600696250E-12
85.000000000000014E+0	521.068182577963070E-12
86.000000000000014E+0	1.260480993877583E-9
87.000000000000014E+0	502.177063154225010E-12
88.000000000000014E+0	52.397183636070849E-12
89.000000000000014E+0	106.047389921463640E-12
90.000000000000014E+0	198.595579244404220E-12
91.000000000000014E+0	282.713963052621810E-12
92.000000000000014E+0	80.129555633891193E-12
93.000000000000014E+0	71.580397746323077E-12
94.000000000000014E+0	243.021026399813580E-12
95.000000000000014E+0	141.808019281339220E-12
96.000000000000014E+0	345.274793726515220E-12
97.000000000000014E+0	1.471342333709553E-9
98.000000000000014E+0	1.677234889771937E-9
99.000000000000014E+0	5.690583776396231E-9
100.000000000000010E+0	16.390845725661849E-9
101.000000000000010E+0	5.081977791044343E-9
102.000000000000010E+0	473.788042333758610E-12
103.000000000000010E+0	684.460499786738970E-12
104.000000000000010E+0	290.300906786668890E-12
105.000000000000010E+0	39.697479119562490E-12
106.000000000000010E+0	3.161023446800302E-12
107.000000000000010E+0	13.690235797747376E-12
108.000000000000010E+0	87.602419308219588E-12
109.000000000000010E+0	65.256850709082440E-12
110.000000000000010E+0	54.433154284078093E-12
111.000000000000010E+0	3.995632301380487E-12
112.000000000000010E+0	634.296210848914100E-12
113.000000000000010E+0	7.108776375305512E-9
114.000000000000010E+0	7.730834798473387E-9
115.000000000000010E+0	118.953357643858470E-12
116.000000000000010E+0	502.498790590611150E-12
117.000000000000010E+0	77.187425838356857E-12
118.000000000000010E+0	74.756466588184983E-12
119.000000000000010E+0	81.952436375986129E-12
120.000000000000010E+0	52.981613514681614E-12
121.000000000000010E+0	439.439221020705430E-12
122.000000000000010E+0	64.058327408471577E-12
123.000000000000010E+0	333.916655041924110E-12
124.000000000000010E+0	246.027707317832750E-12
125.000000000000010E+0	11.188676290927912E-12
126.000000000000010E+0	117.278519452990640E-12
127.000000000000010E+0	10.761037521882955E-12
128.000000000000030E+0	30.830998734514657E-12
129.000000000000030E+0	56.235415768345602E-12
130.000000000000030E+0	187.951762241984740E-12
131.000000000000030E+0	333.376567731596460E-12
132.000000000000030E+0	326.297069347281780E-12
133.000000000000030E+0	487.654878040385440E-12
134.000000000000030E+0	554.641872104275530E-12
135.000000000000030E+0	457.957209894117950E-12
136.000000000000030E+0	208.669735390972420E-12
137.000000000000030E+0	177.893720946918900E-12
138.000000000000030E+0	369.526966327596950E-12
139.000000000000030E+0	45.902523201834441E-12
140.000000000000030E+0	96.520958167258534E-12
141.000000000000030E+0	401.546256948751640E-12
142.000000000000030E+0	378.992485803098080E-12
143.000000000000030E+0	181.780996743487720E-12
144.000000000000030E+0	177.127408290801720E-12
145.000000000000030E+0	213.485090560707920E-12
146.000000000000030E+0	157.588051455079140E-12
147.000000000000030E+0	92.455511475165072E-12
148.000000000000030E+0	152.006580533349740E-12
149.000000000000030E+0	514.327023805352470E-12
150.000000000000030E+0	3.536100821002114E-9
151.000000000000030E+0	934.839243617252520E-12
152.000000000000030E+0	272.491806523730360E-12
153.000000000000030E+0	214.769659875187710E-12
154.000000000000030E+0	51.113399955766823E-12
155.000000000000030E+0	23.636692543730356E-12
156.000000000000030E+0	351.067108460722400E-12
157.000000000000030E+0	323.489862247622640E-12
158.000000000000030E+0	56.073045258533084E-12
159.000000000000030E+0	71.412221735865403E-12
160.000000000000030E+0	311.094223130625850E-12
161.000000000000030E+0	143.378015812848000E-12
162.000000000000030E+0	591.110555774519430E-12
163.000000000000030E+0	346.119147264961200E-12
164.000000000000030E+0	169.826321032912650E-12
165.000000000000030E+0	200.336326883242920E-12
166.000000000000030E+0	383.354259297715830E-12
167.000000000000030E+0	434.682844464754380E-12
168.000000000000030E+0	374.731525562725410E-12
169.000000000000030E+0	209.135342811131290E-12
170.000000000000030E+0	383.616155291243730E-12
171.000000000000030E+0	486.466953566961450E-12
172.000000000000030E+0	119.791076130334130E-12
173.000000000000030E+0	37.148285741298315E-12
174.000000000000030E+0	160.987009558793180E-12
175.000000000000030E+0	236.256569010601090E-12
176.000000000000030E+0	228.456948187471080E-12
177.000000000000030E+0	532.751286168023260E-12
178.000000000000030E+0	292.041936354650470E-12
179.000000000000030E+0	128.368972029897270E-12
180.000000000000030E+0	21.073104890953375E-12
181.000000000000030E+0	151.782374575924870E-12
182.000000000000030E+0	109.959683383457870E-12
183.000000000000030E+0	29.461156691847204E-12
184.000000000000030E+0	57.624726776161778E-12
185.000000000000030E+0	72.204768637494236E-12
186.000000000000030E+0	808.978900027012400E-12
187.000000000000030E+0	831.622526222258970E-12
188.000000000000030E+0	237.380633459582490E-12
189.000000000000030E+0	155.083017585720520E-12
190.000000000000030E+0	159.217792489783190E-12
191.000000000000030E+0	12.654690276088667E-12
192.000000000000030E+0	118.000611748131260E-12
193.000000000000030E+0	22.586882886226910E-12
194.000000000000030E+0	14.462544725295661E-12
195.000000000000030E+0	140.155041834674230E-12
196.000000000000030E+0	160.797072783750130E-12
197.000000000000030E+0	235.222455896514240E-12
198.000000000000030E+0	330.170939367937760E-12
199.000000000000030E+0	10.446070080938629E-12
200.000000000000030E+0	438.468700232502930E-12
201.000000000000030E+0	455.053788561594560E-12
202.000000000000030E+0	124.677497889268810E-12
203.000000000000030E+0	48.108756342312917E-12
204.000000000000030E+0	484.572384550070810E-12
205.000000000000030E+0	409.862262984658270E-12
206.000000000000030E+0	159.995333564733940E-12
207.000000000000030E+0	893.982147264137980E-12
208.000000000000030E+0	75.717688074019760E-12
209.000000000000030E+0	111.730107564855600E-12
210.000000000000030E+0	41.048810100626548E-12
211.000000000000030E+0	50.461598431836939E-12
212.000000000000030E+0	248.821352201157330E-12
213.000000000000030E+0	2.743964050565234E-9
214.000000000000030E+0	3.026266940749157E-9
215.000000000000030E+0	746.896646453180580E-12
216.000000000000030E+0	287.815582351539760E-12
217.000000000000030E+0	226.591441754715110E-12
218.000000000000030E+0	782.203256183077830E-12
219.000000000000030E+0	689.030009960180860E-12
220.000000000000030E+0	86.241017943557573E-12
221.000000000000030E+0	22.445842077397595E-12
222.000000000000030E+0	88.283566622233027E-12
223.000000000000030E+0	212.399645091636810E-12
224.000000000000030E+0	424.202371967046770E-12
225.000000000000030E+0	264.030867967978310E-12
226.000000000000030E+0	3.968932376507498E-12
227.000000000000030E+0	172.718664630660650E-12
228.000000000000030E+0	288.215191160585000E-12
229.000000000000030E+0	126.324704095793260E-12
230.000000000000030E+0	301.120717051636240E-12
