Freq (Hz)	Coh_micro/hp
20.000000000000004E+0	671.499277199993630E-6
21.000000000000004E+0	105.818910751185670E-3
22.000000000000004E+0	103.665627710624580E-3
23.000000000000004E+0	119.820843774842100E-3
24.000000000000004E+0	369.264118318916420E-3
25.000000000000004E+0	386.400079807330490E-3
26.000000000000004E+0	251.810815973360800E-3
27.000000000000004E+0	21.400587369879372E-3
28.000000000000004E+0	451.134858612464110E-3
29.000000000000004E+0	242.444503167952190E-3
30.000000000000004E+0	250.751680601445150E-3
31.000000000000004E+0	279.544934874397130E-3
32.000000000000007E+0	147.367204563211950E-3
33.000000000000007E+0	26.614535883133440E-3
34.000000000000007E+0	196.419891746035300E-3
35.000000000000007E+0	308.263191024114540E-3
36.000000000000007E+0	697.955380089423590E-3
37.000000000000007E+0	232.809635331179740E-3
38.000000000000007E+0	45.801400973921949E-3
39.000000000000007E+0	292.588996930326580E-3
40.000000000000007E+0	25.796084734089491E-3
41.000000000000007E+0	38.908658818570079E-3
42.000000000000007E+0	63.441080522075852E-3
43.000000000000007E+0	268.895341208267300E-3
44.000000000000007E+0	63.890155498376705E-3
45.000000000000007E+0	144.568116021291580E-3
46.000000000000007E+0	144.210176430846690E-3
47.000000000000007E+0	69.365385295409088E-3
48.000000000000007E+0	98.603319849023652E-3
49.000000000000007E+0	109.289015438662330E-3
50.000000000000007E+0	210.060564334732390E-3
51.000000000000007E+0	537.985348580935500E-3
52.000000000000007E+0	113.666257372776790E-3
53.000000000000007E+0	18.906857084539704E-3
54.000000000000007E+0	102.124371788447260E-3
55.000000000000007E+0	157.419530262736080E-3
56.000000000000007E+0	46.828523870676320E-3
57.000000000000007E+0	528.821341795877140E-3
58.000000000000007E+0	173.547998489868020E-3
59.000000000000007E+0	140.143827365839050E-3
60.000000000000007E+0	629.939148761948560E-3
61.000000000000007E+0	644.141537571651380E-3
62.000000000000007E+0	298.392777013451790E-3
63.000000000000007E+0	193.470844033129390E-3
64.000000000000014E+0	172.724219224452270E-3
65.000000000000014E+0	107.893954443844110E-3
66.000000000000014E+0	149.130308839668710E-3
67.000000000000014E+0	481.160117814122490E-3
68.000000000000014E+0	374.594873355226290E-3
69.000000000000014E+0	89.303955346010183E-3
70.000000000000014E+0	385.705445704643930E-3
71.000000000000014E+0	66.158203698797283E-3
72.000000000000014E+0	129.782011234589430E-3
73.000000000000014E+0	76.292596877484936E-3
74.000000000000014E+0	153.722091183379900E-3
75.000000000000014E+0	506.450288053352790E-3
76.000000000000014E+0	302.431999353265590E-3
77.000000000000014E+0	191.922925669869520E-3
78.000000000000014E+0	199.853738579867100E-3
79.000000000000014E+0	86.737245216126635E-3
80.000000000000014E+0	170.869521252908880E-3
81.000000000000014E+0	419.414065663069600E-3
82.000000000000014E+0	219.580156304798020E-3
83.000000000000014E+0	339.131762549267360E-3
84.000000000000014E+0	163.496747453044960E-3
85.000000000000014E+0	74.972411701171471E-3
86.000000000000014E+0	196.713184386945180E-3
87.000000000000014E+0	441.720054324010570E-3
88.000000000000014E+0	600.886193872274270E-3
89.000000000000014E+0	174.646167950978180E-3
90.000000000000014E+0	59.412478449907234E-3
91.000000000000014E+0	17.250247898638021E-3
92.000000000000014E+0	424.685664701001610E-3
93.000000000000014E+0	69.271582243953397E-3
94.000000000000014E+0	682.955832123080310E-3
95.000000000000014E+0	404.962038523593910E-3
96.000000000000014E+0	181.406105476446370E-3
97.000000000000014E+0	42.876935314297093E-3
98.000000000000014E+0	108.939698324692340E-3
99.000000000000014E+0	12.627222079289317E-3
100.000000000000010E+0	48.504625860859289E-3
101.000000000000010E+0	268.161829479442230E-3
102.000000000000010E+0	54.963936856972116E-3
103.000000000000010E+0	43.432304617035816E-3
104.000000000000010E+0	4.668985197447779E-3
105.000000000000010E+0	695.081571708916270E-3
106.000000000000010E+0	232.761613477242280E-3
107.000000000000010E+0	139.129258065476600E-3
108.000000000000010E+0	302.120263347069150E-3
109.000000000000010E+0	44.811366239098843E-3
110.000000000000010E+0	297.001813105042200E-3
111.000000000000010E+0	11.114334000751411E-3
112.000000000000010E+0	35.556545356417911E-3
113.000000000000010E+0	107.951330751806300E-3
114.000000000000010E+0	501.120771831175760E-3
115.000000000000010E+0	9.599232361674641E-3
116.000000000000010E+0	75.882436679743745E-3
117.000000000000010E+0	851.156507313868590E-6
118.000000000000010E+0	639.352222485505050E-3
119.000000000000010E+0	160.345621610308550E-3
120.000000000000010E+0	763.531951694887970E-3
121.000000000000010E+0	479.624388007194370E-3
122.000000000000010E+0	238.989958572509380E-3
123.000000000000010E+0	113.539221664427720E-3
124.000000000000010E+0	103.842319719003960E-3
125.000000000000010E+0	207.483662433368800E-3
126.000000000000010E+0	594.110779836857890E-3
127.000000000000010E+0	616.878310893055890E-3
128.000000000000030E+0	522.927753877409310E-3
129.000000000000030E+0	857.008042373053390E-3
130.000000000000030E+0	730.089202631014070E-3
131.000000000000030E+0	556.174811012364100E-3
132.000000000000030E+0	800.491782733663280E-3
133.000000000000030E+0	737.336357336038080E-3
134.000000000000030E+0	744.579467504472460E-3
135.000000000000030E+0	873.456128465131760E-3
136.000000000000030E+0	802.083662616484780E-3
137.000000000000030E+0	848.747682365420200E-3
138.000000000000030E+0	917.511596205499380E-3
139.000000000000030E+0	862.598436831662370E-3
140.000000000000030E+0	754.231615275902540E-3
141.000000000000030E+0	923.622658124891080E-3
142.000000000000030E+0	829.212138024423390E-3
143.000000000000030E+0	871.685003502899900E-3
144.000000000000030E+0	813.374783097782990E-3
145.000000000000030E+0	722.902233954827440E-3
146.000000000000030E+0	771.977173042545430E-3
147.000000000000030E+0	725.773245404243590E-3
148.000000000000030E+0	719.496587056182020E-3
149.000000000000030E+0	915.664437699053700E-3
150.000000000000030E+0	855.780427606389840E-3
151.000000000000030E+0	867.728404600255910E-3
152.000000000000030E+0	925.017842690052270E-3
153.000000000000030E+0	934.747195670936340E-3
154.000000000000030E+0	888.373089523904810E-3
155.000000000000030E+0	962.709897450538030E-3
156.000000000000030E+0	974.852645664462610E-3
157.000000000000030E+0	956.909559287354110E-3
158.000000000000030E+0	959.008079641140100E-3
159.000000000000030E+0	953.284604474380460E-3
160.000000000000030E+0	844.683181563343100E-3
161.000000000000030E+0	920.972294250852920E-3
162.000000000000030E+0	897.319189918993950E-3
163.000000000000030E+0	808.369417325388250E-3
164.000000000000030E+0	815.404761945838000E-3
165.000000000000030E+0	910.765485445388380E-3
166.000000000000030E+0	935.832795269332270E-3
167.000000000000030E+0	950.461041397864580E-3
168.000000000000030E+0	913.427034321260820E-3
169.000000000000030E+0	953.582076411318540E-3
170.000000000000030E+0	976.280335927660610E-3
171.000000000000030E+0	900.255121137020770E-3
172.000000000000030E+0	955.030678823276520E-3
173.000000000000030E+0	826.553300472833480E-3
174.000000000000030E+0	941.681663511019450E-3
175.000000000000030E+0	988.862668298691290E-3
176.000000000000030E+0	972.112565667185290E-3
177.000000000000030E+0	938.493717586071810E-3
178.000000000000030E+0	948.918998247755050E-3
179.000000000000030E+0	908.489617832879740E-3
180.000000000000030E+0	906.791288199691900E-3
181.000000000000030E+0	954.325237943970620E-3
182.000000000000030E+0	945.349249244326060E-3
183.000000000000030E+0	981.136139695498950E-3
184.000000000000030E+0	960.461959424234070E-3
185.000000000000030E+0	956.084998556110290E-3
186.000000000000030E+0	981.981454473574770E-3
187.000000000000030E+0	810.503738700647510E-3
188.000000000000030E+0	113.517606387508390E-3
189.000000000000030E+0	397.528620786860850E-3
190.000000000000030E+0	950.895303091184860E-3
191.000000000000030E+0	948.416504713930910E-3
192.000000000000030E+0	987.901651370776120E-3
193.000000000000030E+0	992.789976779865020E-3
194.000000000000030E+0	986.372799085809210E-3
195.000000000000030E+0	986.250163691102850E-3
196.000000000000030E+0	982.329581515245630E-3
197.000000000000030E+0	986.968851334502520E-3
198.000000000000030E+0	973.785948984829290E-3
199.000000000000030E+0	980.973670103341800E-3
200.000000000000030E+0	951.425895385071380E-3
201.000000000000030E+0	906.603911192811030E-3
202.000000000000030E+0	987.833269736159810E-3
203.000000000000030E+0	977.924849642059950E-3
204.000000000000030E+0	982.316796876180450E-3
205.000000000000030E+0	992.837609605877970E-3
206.000000000000030E+0	951.144980357970130E-3
207.000000000000030E+0	993.430231421645660E-3
208.000000000000030E+0	994.165759176552590E-3
209.000000000000030E+0	995.915720775191190E-3
210.000000000000030E+0	995.648776902361090E-3
211.000000000000030E+0	996.510295457811780E-3
212.000000000000030E+0	996.137666862228820E-3
213.000000000000030E+0	996.310766357494490E-3
214.000000000000030E+0	993.822308935816580E-3
215.000000000000030E+0	989.391235149341460E-3
216.000000000000030E+0	993.413007314732250E-3
217.000000000000030E+0	986.290926248273410E-3
218.000000000000030E+0	997.135191218402990E-3
219.000000000000030E+0	992.490671298605800E-3
220.000000000000030E+0	995.042258426909850E-3
221.000000000000030E+0	996.847869814668880E-3
222.000000000000030E+0	988.968712137046850E-3
223.000000000000030E+0	978.322194179915390E-3
224.000000000000030E+0	994.009043133331940E-3
225.000000000000030E+0	992.450321013336190E-3
226.000000000000030E+0	981.653572419644130E-3
227.000000000000030E+0	989.596128104588750E-3
228.000000000000030E+0	976.442884154703820E-3
229.000000000000030E+0	973.095556892684790E-3
230.000000000000030E+0	865.366537638010750E-3
231.000000000000030E+0	967.223741034208610E-3
232.000000000000030E+0	895.758298741593630E-3
233.000000000000030E+0	924.015938468087720E-3
234.000000000000030E+0	817.535393578949110E-3
235.000000000000030E+0	926.747445600785260E-3
236.000000000000030E+0	791.298882299209640E-3
237.000000000000030E+0	769.231712747334040E-3
238.000000000000030E+0	905.728912911580420E-3
239.000000000000030E+0	722.559226891897000E-3
240.000000000000030E+0	787.415545324322010E-3
241.000000000000030E+0	829.903945171769350E-3
242.000000000000030E+0	883.360357051731550E-3
243.000000000000030E+0	349.052725242446240E-3
244.000000000000030E+0	919.282070422309470E-3
245.000000000000030E+0	968.037559302216470E-3
246.000000000000030E+0	631.147550874393560E-3
247.000000000000030E+0	812.431102123781560E-3
248.000000000000030E+0	915.757229623256560E-3
249.000000000000030E+0	814.240679824985710E-3
250.000000000000030E+0	940.592618182914950E-3
251.000000000000030E+0	967.925198140703440E-3
252.000000000000030E+0	973.398726293657200E-3
253.000000000000030E+0	972.296757763401190E-3
254.000000000000030E+0	972.772051421068820E-3
255.000000000000030E+0	894.351739738872280E-3
256.000000000000060E+0	438.907890770287080E-3
257.000000000000060E+0	912.977462987686560E-3
258.000000000000060E+0	945.586846148486090E-3
259.000000000000060E+0	967.954089968005360E-3
260.000000000000060E+0	956.977603984250800E-3
261.000000000000060E+0	786.193188960933600E-3
262.000000000000060E+0	784.265456361640360E-3
263.000000000000060E+0	930.593652322861950E-3
264.000000000000060E+0	769.022477622167240E-3
265.000000000000060E+0	940.816794528668290E-3
266.000000000000060E+0	915.433635063312540E-3
267.000000000000060E+0	967.758965650138640E-3
268.000000000000060E+0	948.296400298927480E-3
269.000000000000060E+0	934.104727595388210E-3
270.000000000000060E+0	959.728563704350330E-3
271.000000000000060E+0	825.954961253163260E-3
272.000000000000060E+0	930.729711014306240E-3
273.000000000000060E+0	817.882951433248520E-3
274.000000000000060E+0	932.739095288815820E-3
275.000000000000060E+0	928.480906953809360E-3
276.000000000000060E+0	982.308097899996400E-3
277.000000000000060E+0	988.901696361488500E-3
278.000000000000060E+0	986.907744472368730E-3
279.000000000000060E+0	988.123084589912940E-3
280.000000000000060E+0	996.248462286746020E-3
281.000000000000060E+0	993.148681193153910E-3
282.000000000000060E+0	980.184561112535490E-3
283.000000000000060E+0	987.849242267811230E-3
284.000000000000060E+0	981.857113449214450E-3
285.000000000000060E+0	988.025074896794920E-3
286.000000000000060E+0	990.190024691424590E-3
287.000000000000060E+0	980.774661251727410E-3
288.000000000000060E+0	967.322762032456930E-3
289.000000000000060E+0	977.592101700770150E-3
290.000000000000060E+0	972.018952250254250E-3
291.000000000000060E+0	978.686228774016790E-3
292.000000000000060E+0	989.219725279528620E-3
293.000000000000060E+0	991.310254017797150E-3
294.000000000000060E+0	996.025670890945290E-3
295.000000000000060E+0	992.989846705391140E-3
296.000000000000060E+0	998.813412739228190E-3
297.000000000000060E+0	998.497077519497680E-3
298.000000000000060E+0	996.560057490759150E-3
299.000000000000060E+0	996.264086080558720E-3
300.000000000000060E+0	989.070812658613960E-3
301.000000000000060E+0	999.258706313555180E-3
302.000000000000060E+0	996.487287066278760E-3
303.000000000000060E+0	992.674343737711350E-3
304.000000000000060E+0	995.291094672811400E-3
305.000000000000060E+0	983.217527685679270E-3
306.000000000000060E+0	982.536520192965110E-3
307.000000000000060E+0	971.160870892529230E-3
308.000000000000060E+0	973.039146751968900E-3
309.000000000000060E+0	978.893516813569400E-3
310.000000000000060E+0	982.868356098152040E-3
311.000000000000060E+0	987.268197604366900E-3
312.000000000000060E+0	990.855638473757680E-3
313.000000000000060E+0	953.187956084269760E-3
314.000000000000060E+0	913.850402727977240E-3
315.000000000000060E+0	977.488174126351470E-3
316.000000000000060E+0	979.273533231621470E-3
317.000000000000060E+0	972.268753937330370E-3
318.000000000000060E+0	934.072943195230490E-3
319.000000000000060E+0	937.721543528766130E-3
320.000000000000060E+0	766.278604399288520E-3
321.000000000000060E+0	771.631100096680900E-3
322.000000000000060E+0	891.561636195426280E-3
323.000000000000060E+0	969.319189111243820E-3
324.000000000000060E+0	982.201274236608190E-3
325.000000000000060E+0	981.360714338798790E-3
326.000000000000060E+0	983.047791205477690E-3
327.000000000000060E+0	992.855621178094340E-3
328.000000000000060E+0	983.836394383249990E-3
329.000000000000060E+0	990.352653804978610E-3
330.000000000000060E+0	995.386047711177890E-3
331.000000000000060E+0	989.062853012781180E-3
332.000000000000060E+0	980.508691413985000E-3
333.000000000000060E+0	994.893776684071200E-3
334.000000000000060E+0	991.962174029029310E-3
335.000000000000060E+0	981.579699058091730E-3
336.000000000000060E+0	986.852308829037740E-3
337.000000000000060E+0	994.183308066993400E-3
338.000000000000060E+0	993.847950746990170E-3
339.000000000000060E+0	989.024445009358150E-3
340.000000000000060E+0	993.110050428581690E-3
341.000000000000060E+0	981.800173952371960E-3
