Freq (Hz)	mic1(Pa^2 )	mic2(Pa^2 )	mic3(Pa^2 )	mic4(Pa^2 )
1.208000000000000E+3	3.728331366662160E-6	23.660782830887440E-9	879.185223272227880E-9	6.478066550780626E-9
1.209000000000000E+3	3.412783376777919E-6	20.843414699464749E-9	780.835698853186860E-9	5.991427586220183E-9
1.210000000000000E+3	3.272123150625419E-6	19.669112092095005E-9	750.339854096245370E-9	6.556879617510752E-9
1.211000000000000E+3	1.080726943956708E-6	7.234892301790305E-9	253.077368979100120E-9	1.980985256303715E-9
1.212000000000000E+3	1.216526705887973E-6	8.867028443085052E-9	282.490623246185910E-9	1.517707429259957E-9
1.213000000000000E+3	827.671815402934920E-9	5.426465388959440E-9	191.038339519220770E-9	1.516798490420327E-9
1.214000000000000E+3	1.580852109398296E-6	9.913034590375674E-9	364.371718363928040E-9	2.577300906240869E-9
1.215000000000000E+3	3.119989500548901E-6	19.175409612368639E-9	717.226753410731090E-9	5.358200235369437E-9
1.216000000000000E+3	8.210104134961301E-6	53.937481624537906E-9	1.893793041882979E-6	13.006158272629619E-9
1.217000000000000E+3	10.586768483974884E-6	69.495402664655759E-9	2.457843503049832E-6	14.540503205473371E-9
1.218000000000000E+3	10.891311025375022E-6	76.107016781941972E-9	2.532095070041903E-6	15.607090860665695E-9
1.219000000000000E+3	9.223583973030070E-6	63.047439505800986E-9	2.145811185867789E-6	14.713800801087337E-9
1.220000000000000E+3	14.150799970965737E-6	101.696337436230130E-9	3.282765336162386E-6	23.375850114898331E-9
1.221000000000000E+3	6.296219872534965E-6	44.320303467591082E-9	1.462428331438581E-6	11.341778703122832E-9
1.222000000000000E+3	3.428526374721448E-6	23.692097853532640E-9	795.487376895690330E-9	6.810831369736441E-9
1.223000000000000E+3	3.611942149783721E-6	27.408788577056517E-9	842.547966926680000E-9	6.647384262527408E-9
1.224000000000000E+3	4.162267603837711E-6	30.045126131247215E-9	968.630308474846850E-9	8.908445197265810E-9
1.225000000000000E+3	11.354269709083788E-6	80.098221404760412E-9	2.668964213565360E-6	19.671849623566158E-9
1.226000000000000E+3	17.204539265583035E-6	127.456918553364180E-9	4.055384143570780E-6	34.075187557605636E-9
1.227000000000000E+3	9.243488054617705E-6	73.016716418067378E-9	2.172588164333541E-6	20.330429510353314E-9
1.228000000000000E+3	3.324680214897913E-6	24.956287288327475E-9	781.432683618636890E-9	7.744407536033733E-9
1.229000000000000E+3	1.266707509606757E-6	9.418663106314493E-9	299.585550239233290E-9	3.890250206520131E-9
1.230000000000000E+3	2.743971325319855E-6	22.830352416313331E-9	651.237455136192980E-9	8.621683560876401E-9
1.231000000000000E+3	9.949249473898995E-6	79.988506138179129E-9	2.372808624705470E-6	30.718746441135074E-9
1.232000000000000E+3	6.870842175002393E-6	59.077306858118655E-9	1.647844933405042E-6	22.576347573477964E-9
1.233000000000000E+3	5.065547654255748E-6	42.826389057624999E-9	1.209950453196801E-6	17.501955700791626E-9
1.234000000000000E+3	5.519272154519248E-6	48.874386589967820E-9	1.345488647359870E-6	24.497326382796671E-9
1.235000000000000E+3	11.238582582629914E-6	92.250268219574764E-9	2.761017019728060E-6	52.085731097796350E-9
1.236000000000000E+3	13.557590547604852E-6	112.689607037651160E-9	3.318740507643299E-6	65.759229972436185E-9
1.237000000000000E+3	10.824826495066234E-6	93.700465860416694E-9	2.667544558529521E-6	57.596700501989186E-9
1.238000000000000E+3	5.845610293551050E-6	51.319653383695467E-9	1.462124925208118E-6	37.676965992387261E-9
1.239000000000000E+3	8.416433606841242E-6	74.372907643370102E-9	2.095432714101486E-6	61.714606289973332E-9
1.240000000000000E+3	8.150510237137766E-6	74.952143943231840E-9	2.045043661178222E-6	64.313045112185258E-9
1.241000000000000E+3	15.442892854476540E-6	142.330656959540050E-9	3.907994004453846E-6	136.607361148070900E-9
1.242000000000000E+3	35.355055553196594E-6	328.344658677644940E-9	8.996247046715928E-6	323.641502578178600E-9
