Freq (Hz)	Gxymic1/mic2_Real	Gxymic1/mic2_Imag	Gxymic3/mic2_Real	Gxymic3/mic2_Imag	Gxymic4/mic2_Real	Gxymic4/mic2_Imag
900.000000000000110E+0	12.273700753073020E-9	-1.101228384025239E-9	6.095454267222831E-9	611.039664357094490E-12	9.625340913451045E-9	-569.655850443355570E-12
901.000000000000110E+0	37.615571494975299E-9	-3.567671201428218E-9	17.896885564018971E-9	977.887209366544670E-12	28.540533723802634E-9	-1.746718490199072E-9
902.000000000000110E+0	28.802865375520642E-9	-2.949907955235824E-9	13.601914000332481E-9	802.680084055341050E-12	21.236504360424312E-9	-1.131853251836359E-9
903.000000000000110E+0	5.209403775884620E-9	-662.125862460975680E-12	2.647332125230607E-9	80.439438506632364E-12	3.656053188180144E-9	-370.859231879221470E-12
904.000000000000110E+0	1.750266242892378E-9	-348.363925127609910E-12	869.049270087354480E-12	84.930277701022860E-12	1.128189947581654E-9	-165.103166989956760E-12
905.000000000000110E+0	3.023960690001579E-9	-520.889167181079080E-12	1.476869666709257E-9	36.943928616685787E-12	2.467455757567053E-9	-330.561774238257430E-12
906.000000000000110E+0	19.575127623426254E-9	-1.559428665450769E-9	8.656354924436186E-9	869.542601411087180E-12	14.710004130088442E-9	-523.880267932651600E-12
907.000000000000110E+0	15.146870112924482E-9	-939.397407712668920E-12	7.169864936636890E-9	1.016405105189907E-9	11.159597389551403E-9	-320.292665750785440E-12
908.000000000000110E+0	2.296980699262257E-9	-212.479371168009180E-12	1.106112138969212E-9	166.178428762871000E-12	1.565435521174397E-9	-255.085486794626800E-12
909.000000000000110E+0	1.577168791699880E-9	-131.384752494509530E-12	797.790409037150660E-12	142.157386119458820E-12	1.006500840893457E-9	-119.377646357650980E-12
910.000000000000110E+0	3.028956553919061E-9	-239.770516551133180E-12	1.350810432210528E-9	135.112057735961260E-12	2.133283817144781E-9	-194.492675755356980E-12
911.000000000000110E+0	5.726645196625321E-9	-656.092888030644270E-12	2.704853188484520E-9	114.549187736511440E-12	4.283791782035015E-9	-373.659489196735900E-12
912.000000000000110E+0	5.582505269805339E-9	-553.286936023416450E-12	2.751705426860938E-9	317.827297280137290E-12	4.082105475441568E-9	-129.844729971499640E-12
913.000000000000110E+0	3.455468110815618E-9	-343.196821897249590E-12	1.651983053349555E-9	213.873801251792510E-12	2.600239381480186E-9	-182.444277394948450E-12
914.000000000000110E+0	7.823627204133739E-9	-803.893169081470170E-12	3.739437760592595E-9	151.725220891219520E-12	5.888515438308701E-9	-454.770629587312180E-12
915.000000000000110E+0	17.994191333992165E-9	-1.262999888538701E-9	7.879988096866936E-9	458.116422728083160E-12	12.879186813599824E-9	-993.438063967595040E-12
916.000000000000110E+0	25.529640058011505E-9	-2.101372420310958E-9	10.948867591984671E-9	766.111646500340650E-12	18.501581528464175E-9	-857.412345074351580E-12
917.000000000000110E+0	32.749530067262497E-9	-3.046937318266647E-9	14.206367861611198E-9	637.736622665114360E-12	24.228586201945402E-9	-919.731557919726690E-12
918.000000000000110E+0	23.623241371852572E-9	-2.993618969207791E-9	10.538521625054089E-9	-327.125714139109060E-12	17.041082048660838E-9	-1.448031811223248E-9
919.000000000000110E+0	11.080615319525501E-9	-1.314509306056387E-9	4.775893928170311E-9	201.808579382111160E-12	7.893639705055541E-9	-721.820539906165480E-12
920.000000000000110E+0	3.324010166390268E-9	-131.810736490700230E-12	1.393188658113760E-9	12.941144550978945E-12	2.122095031374794E-9	109.284951579655360E-12
921.000000000000110E+0	3.063602563541598E-9	-356.735841270511970E-12	1.291284564630799E-9	43.021185686047925E-12	1.894299499800078E-9	-286.120060801829900E-12
922.000000000000110E+0	6.477759027852770E-9	-703.892532941505990E-12	2.887077595465407E-9	104.348136983355960E-12	4.762600706971888E-9	-412.693442209450560E-12
923.000000000000110E+0	6.444755904122516E-9	-772.641722459491210E-12	2.853375682926502E-9	269.864618024041180E-12	4.923169107047987E-9	-241.172473203278060E-12
924.000000000000110E+0	10.256973405955161E-9	-1.330238946223554E-9	4.501028932449542E-9	416.352453120812630E-12	7.573867009012051E-9	-67.086167070260865E-12
925.000000000000110E+0	8.308098031474888E-9	-369.528536418799370E-12	3.258941774776557E-9	275.007712406862210E-12	5.685190068501003E-9	-309.207326398632840E-12
926.000000000000110E+0	10.127960560623159E-9	-283.109705377376020E-12	3.906356437798202E-9	518.320343730905500E-12	7.140530541237443E-9	-577.046557189485920E-12
927.000000000000110E+0	9.528674239681827E-9	-283.617482498478300E-12	4.044784868646525E-9	531.573217416982050E-12	6.713916098955286E-9	101.744887486591330E-12
928.000000000000110E+0	12.572289209499443E-9	-810.341075247936890E-12	5.490387145988841E-9	248.747102089627390E-12	9.288441809423293E-9	301.286811565430680E-12
929.000000000000110E+0	6.563574486726538E-9	-439.761251415220440E-12	2.833356789291183E-9	101.560180036786150E-12	4.841244774143277E-9	25.106354437757283E-12
930.000000000000110E+0	2.219896572518420E-9	-356.120318773036520E-12	1.012802425592875E-9	-80.744633229101916E-12	1.505616532284473E-9	-304.511274841605620E-12
931.000000000000110E+0	1.537750245779238E-9	-186.612573571465810E-12	535.097723064113480E-12	40.294316542590978E-12	992.469211129249990E-12	-72.471318299999998E-12
932.000000000000110E+0	2.192614244471083E-9	78.476173541522658E-12	716.300435168878920E-12	273.105695480047190E-12	1.616130420075733E-9	137.246847010034180E-12
933.000000000000110E+0	5.402393473631434E-9	184.246528981277890E-12	2.085675595981810E-9	538.930849381211080E-12	3.930824864104402E-9	154.556322952966470E-12
934.000000000000110E+0	4.188242191453158E-9	-238.462049720614220E-12	1.699479330841563E-9	281.795860501887450E-12	2.828640857579396E-9	-271.977895764969040E-12
935.000000000000110E+0	10.195671164506610E-9	-535.601772465435920E-12	3.692384042494181E-9	254.609298081674220E-12	6.649775898368953E-9	138.462186023321340E-12
936.000000000000110E+0	26.310825311732560E-9	-1.597563612770268E-9	9.834265251219653E-9	1.040094342332639E-9	17.800297420752962E-9	287.465893301209720E-12
937.000000000000110E+0	23.542455239782454E-9	-2.628170681617339E-9	8.984223318245925E-9	624.852672995775490E-12	16.141504082595500E-9	151.214975079804030E-12
938.000000000000110E+0	7.945063425488447E-9	-1.169652515139964E-9	2.861100623893548E-9	-103.802534241711110E-12	5.350543924463885E-9	-139.073169732126810E-12
939.000000000000110E+0	7.798611199950509E-9	-487.606437667031690E-12	2.788497105021178E-9	221.133141617762870E-12	5.816026848654274E-9	-62.752229565730796E-12
940.000000000000110E+0	5.250341416568016E-9	-173.524826873506360E-12	1.866520136366000E-9	147.604717929402830E-12	3.901887613137769E-9	91.068941752536161E-12
941.000000000000110E+0	3.577379471421880E-9	-69.946819032581372E-12	1.273952743527063E-9	125.866091368858290E-12	2.681538039509080E-9	-46.302987579997141E-12
942.000000000000110E+0	4.385869334085335E-9	-69.499822402812899E-12	1.651237924411621E-9	313.536460930459110E-12	3.052738229978241E-9	50.923993535534999E-12
943.000000000000110E+0	3.686737926148326E-9	-268.640489885181770E-12	1.335725223641421E-9	92.216500482622317E-12	2.495936684236573E-9	-92.882734316655047E-12
944.000000000000110E+0	5.402032228542499E-9	-197.770846230810240E-12	1.812168696773706E-9	154.512438622999370E-12	3.481965622658762E-9	-34.355781835307971E-12
