Freq (Hz)	Coh_mic1/mic2	Coh_mic3/mic2	Coh_mic4/mic2
930.000000000000110E+0	903.692109363599670E-3	780.671821349174570E-3	907.810465102997230E-3
931.000000000000110E+0	779.413883779181190E-3	520.533300079115910E-3	683.860360145481570E-3
932.000000000000110E+0	858.250186779530130E-3	791.765164747954220E-3	803.378705023939710E-3
933.000000000000110E+0	950.416150203016400E-3	924.401910600473830E-3	911.117327014413280E-3
934.000000000000110E+0	961.934760019795830E-3	872.890145377090530E-3	913.237789827350710E-3
935.000000000000110E+0	985.416323284365790E-3	943.907795075338280E-3	980.487727601258570E-3
936.000000000000110E+0	990.565971177866710E-3	990.823102805935330E-3	986.813465348059140E-3
937.000000000000110E+0	994.634160361945520E-3	978.380929263384820E-3	987.726102205498060E-3
938.000000000000110E+0	969.974702526268160E-3	950.041401025835230E-3	966.086779329836000E-3
939.000000000000110E+0	974.715041767983290E-3	932.788630393994180E-3	960.615757860045490E-3
940.000000000000110E+0	966.602420198987120E-3	903.472438724703730E-3	952.302506484002610E-3
941.000000000000110E+0	953.347845966064260E-3	818.513249020070940E-3	928.821926103533200E-3
942.000000000000110E+0	970.819944590497590E-3	839.441830793068890E-3	938.361218046566800E-3
943.000000000000110E+0	940.680244184886600E-3	824.272346701905190E-3	908.426527397791390E-3
944.000000000000110E+0	953.215856938370850E-3	848.608912785053130E-3	937.667667709616960E-3
945.000000000000110E+0	901.264286624297360E-3	785.770665457465990E-3	830.768068012702090E-3
946.000000000000110E+0	966.059121798514050E-3	828.183597086128880E-3	918.868346433848290E-3
947.000000000000110E+0	954.622931843663650E-3	780.447966155711770E-3	929.324677797048640E-3
948.000000000000110E+0	962.868572995991270E-3	901.816231448251850E-3	952.100528259313130E-3
949.000000000000110E+0	977.395281048823230E-3	904.996526240129050E-3	968.291494126834910E-3
950.000000000000110E+0	956.418937084313250E-3	892.147262927433400E-3	966.791045371795610E-3
951.000000000000110E+0	857.792807057108700E-3	763.554401317271150E-3	940.386301270032980E-3
952.000000000000110E+0	700.364930741581460E-3	400.972577444538850E-3	759.167307445758780E-3
953.000000000000110E+0	827.236855610303800E-3	648.689446738140660E-3	794.087986225129220E-3
954.000000000000110E+0	972.616074867822090E-3	883.153165771075610E-3	918.572253431686910E-3
955.000000000000110E+0	890.369261290823940E-3	900.473864329830680E-3	900.497549842042780E-3
956.000000000000110E+0	917.258249225359370E-3	802.252690366295870E-3	898.667720884743110E-3
957.000000000000110E+0	979.738922786082100E-3	952.726810417707460E-3	962.759060374613340E-3
958.000000000000110E+0	983.235958731460750E-3	959.375856045353250E-3	983.556569780865360E-3
959.000000000000110E+0	980.773345544167620E-3	967.379763722935550E-3	974.464503406513920E-3
960.000000000000110E+0	988.169248567283940E-3	968.400001981838620E-3	972.664545193429600E-3
961.000000000000110E+0	988.923732391180810E-3	963.368884210263900E-3	981.165691893680750E-3
962.000000000000110E+0	984.616772940078990E-3	944.188185964233820E-3	962.119278870152360E-3
963.000000000000110E+0	961.976044376502190E-3	829.911920319381990E-3	899.650146627885670E-3
964.000000000000110E+0	969.211572062541270E-3	922.806214130350470E-3	942.775299105558130E-3
965.000000000000110E+0	977.102105457870910E-3	975.996302084322750E-3	974.499295821633860E-3
966.000000000000110E+0	974.266248673434810E-3	961.947445499068300E-3	974.132579603944610E-3
967.000000000000110E+0	983.379883353311610E-3	953.266735537061650E-3	982.691827623286330E-3
968.000000000000110E+0	992.874138339338020E-3	982.068792599058440E-3	993.262740606709940E-3
969.000000000000110E+0	988.931539109837890E-3	957.532772222404400E-3	984.548996134660290E-3
970.000000000000110E+0	957.568953963249480E-3	847.240030382411250E-3	923.234356956506570E-3
971.000000000000110E+0	970.004340848929170E-3	940.825562400493310E-3	953.108644347246740E-3
972.000000000000110E+0	973.017636395186900E-3	931.757659525092260E-3	958.457884399359080E-3
973.000000000000110E+0	972.291684831948940E-3	954.767688250566570E-3	968.574607082111180E-3
974.000000000000110E+0	976.634548261963610E-3	967.778930691304490E-3	977.316766431451930E-3
975.000000000000110E+0	977.707438637232420E-3	944.496579253987110E-3	966.913635176537390E-3
976.000000000000110E+0	976.392920402159190E-3	948.301206163911340E-3	960.000713346047970E-3
977.000000000000110E+0	985.777211762574820E-3	952.023491829809050E-3	965.309379508541680E-3
978.000000000000110E+0	980.263990822150100E-3	905.714036026328050E-3	972.929651120023720E-3
979.000000000000110E+0	977.636013042326610E-3	941.611691672137100E-3	979.485697518761580E-3
980.000000000000110E+0	981.417274105275570E-3	953.305081006544980E-3	969.050934476943350E-3
981.000000000000110E+0	983.291108505505380E-3	974.062959794676270E-3	983.482993686833340E-3
982.000000000000110E+0	976.953776288018720E-3	977.511906333496490E-3	979.467118550490730E-3
983.000000000000110E+0	956.933838050582740E-3	968.410276801443540E-3	958.521916282290440E-3
984.000000000000110E+0	932.631892276053480E-3	909.695204450755910E-3	877.086737593700700E-3
985.000000000000110E+0	745.480834478080780E-3	789.455828359360230E-3	630.111387657539710E-3
986.000000000000110E+0	859.490072466689510E-3	812.911405415673750E-3	820.342480878197500E-3
987.000000000000110E+0	851.960681219482980E-3	894.480133242287030E-3	798.234023396207750E-3
988.000000000000110E+0	901.413453314464210E-3	854.028570477665670E-3	847.434270316244960E-3
989.000000000000110E+0	738.910825363767730E-3	675.192603274352380E-3	626.575386473813830E-3
990.000000000000110E+0	620.033505809555190E-3	579.828724565574660E-3	520.740959918358450E-3
991.000000000000110E+0	426.783927937042890E-3	435.726285668851080E-3	431.842084692374060E-3
992.000000000000110E+0	721.063055565184800E-3	454.624268374627440E-3	506.081972359115340E-3
993.000000000000110E+0	767.676019222501950E-3	491.752201353930110E-3	423.192315703533990E-3
994.000000000000110E+0	849.719903441252920E-3	736.237146012958420E-3	473.706183736887170E-3
