Freq (Hz)	mic2/mic1_Mod	mic2/mic1_Phase(rad)	mic3/mic1_Mod	mic3/mic1_Phase(rad)	mic4/mic1_Mod	mic4/mic1_Phase(rad)
987.000000000000110E+0	676.035891796495810E-3	98.609502443668867E-3	637.386071275841680E-3	-636.710528058727740E-3	859.223750111798080E-3	-6.636630121611609E+0
988.000000000000110E+0	668.850291836605380E-3	111.031259639301440E-3	624.160849084446580E-3	-729.793585279482570E-3	839.769347490922910E-3	-6.679677763316493E+0
989.000000000000110E+0	662.949950287745390E-3	128.811883158894580E-3	604.943104684132370E-3	-834.084366008012830E-3	814.110705025752000E-3	-6.726266635396984E+0
990.000000000000110E+0	660.610280001725060E-3	148.096616568102770E-3	581.472051387870610E-3	-952.724344283410240E-3	780.631557068686140E-3	-6.776345636803560E+0
991.000000000000110E+0	662.157428682228820E-3	166.970055489212510E-3	550.962119811329810E-3	-1.095103200352999E+0	737.986086712462690E-3	-6.829416385293285E+0
992.000000000000110E+0	666.045114787028880E-3	182.310951122303390E-3	509.629153994524460E-3	-1.260739174818379E+0	683.939509588805120E-3	-6.881068273294130E+0
993.000000000000110E+0	671.422870023833160E-3	195.763515360882960E-3	459.154425977151340E-3	-1.451851469760850E+0	618.445823672798880E-3	-6.924050667206393E+0
994.000000000000110E+0	678.013031337019180E-3	205.897549248805910E-3	399.812304556034560E-3	-1.678234990248765E+0	543.895677803734270E-3	-6.946499566533602E+0
995.000000000000110E+0	684.426435664188700E-3	214.008023780816290E-3	332.393827804916110E-3	-1.945721042156243E+0	465.860520416050420E-3	-6.931601123141075E+0
996.000000000000110E+0	691.898994462196050E-3	219.589071520826410E-3	265.480251263121140E-3	-2.257498836520640E+0	396.557674605567290E-3	-6.856743744251489E+0
997.000000000000110E+0	699.879351950294050E-3	221.925217677503980E-3	210.866668986879200E-3	-2.628944030101710E+0	348.644473485933080E-3	-6.721054055635890E+0
998.000000000000110E+0	707.037529746152970E-3	220.674021598858160E-3	177.813494186344480E-3	-3.067084753171974E+0	327.025058662953340E-3	-6.549161977564065E+0
999.000000000000110E+0	713.231713251223030E-3	219.239478119542920E-3	169.189535522833860E-3	-3.525800741241234E+0	328.190028737157970E-3	-6.390432977629829E+0
1.000000000000000E+3	719.834412164364500E-3	214.875537990201930E-3	179.449705186654460E-3	-3.923485135608336E+0	340.773039559873650E-3	-6.267568529070910E+0
1.001000000000000E+3	726.201076981981220E-3	208.942182197410540E-3	199.876568481518300E-3	-4.231780928630018E+0	357.991926688340680E-3	-6.176329404662918E+0
1.002000000000000E+3	732.215450049579890E-3	196.664480568820630E-3	219.586795920495570E-3	-4.465931401477857E+0	377.947970604894710E-3	-6.105420254207577E+0
1.003000000000000E+3	730.008503605539040E-3	179.765908151845290E-3	235.442328358028890E-3	-4.618057985889773E+0	400.271705735885830E-3	-6.058076318574813E+0
1.004000000000000E+3	721.254045544821530E-3	171.411326842791560E-3	254.394537198860130E-3	-4.716854965493138E+0	419.989072232966660E-3	-6.027637582163401E+0
1.005000000000000E+3	714.166191579472480E-3	171.002279947383290E-3	275.755320864493000E-3	-4.801526634516986E+0	438.251134904745150E-3	-6.003725821913056E+0
1.006000000000000E+3	709.706762087198070E-3	171.573510039577160E-3	295.898053445907690E-3	-4.879854283925579E+0	454.396890553373570E-3	-5.988484488415390E+0
1.007000000000000E+3	706.601989904884650E-3	172.098645700315220E-3	313.792607217408700E-3	-4.949660749926309E+0	467.804847613677740E-3	-5.974059576047250E+0
1.008000000000000E+3	704.901030775040850E-3	171.092768600280660E-3	329.387846222206630E-3	-5.010094941202761E+0	481.893323263482440E-3	-5.962431913200305E+0
1.009000000000000E+3	701.546532343220060E-3	168.997504649478050E-3	342.831148477218070E-3	-5.060759866952826E+0	494.273704025903760E-3	-5.953919544672626E+0
1.010000000000000E+3	698.429365961777290E-3	167.719684027980900E-3	355.762436082701690E-3	-5.104373278699144E+0	507.254977118218540E-3	-5.944907310801584E+0
1.011000000000000E+3	695.032483428200340E-3	165.650308809229260E-3	366.931308717862890E-3	-5.148118729411998E+0	519.462041010167240E-3	-5.942248178129380E+0
1.012000000000000E+3	691.546959142792740E-3	164.311072254526240E-3	374.480705756959580E-3	-5.186888053020921E+0	528.190977008408110E-3	-5.940468464905789E+0
1.013000000000000E+3	687.223287391388940E-3	161.055185806133510E-3	379.573588791976780E-3	-5.219091165103898E+0	535.618080988812470E-3	-5.937731395435944E+0
1.014000000000000E+3	681.430606492494430E-3	158.207105693036750E-3	383.147889333296960E-3	-5.244776437653744E+0	542.643299393128160E-3	-5.934384474196159E+0
1.015000000000000E+3	675.684226965460600E-3	156.197665902057300E-3	386.979454652487120E-3	-5.268147633955027E+0	550.540690918620790E-3	-5.932021225772304E+0
1.016000000000000E+3	667.883531604886560E-3	154.784696414944050E-3	388.979926070932350E-3	-5.292956871621511E+0	557.936643880434960E-3	-5.933562800339311E+0
1.017000000000000E+3	659.713209743323260E-3	157.906943249428720E-3	388.984891205175600E-3	-5.310779798409973E+0	563.978209335865290E-3	-5.935849486976192E+0
1.018000000000000E+3	653.176584717180430E-3	160.596569471473850E-3	390.213269832160590E-3	-5.325101378885610E+0	570.307934554580060E-3	-5.939981704326216E+0
1.019000000000000E+3	645.189142564481900E-3	164.568346046902850E-3	391.072109968811700E-3	-5.340729818973434E+0	574.714795187672430E-3	-5.946374664274790E+0
1.020000000000000E+3	638.928886902087050E-3	172.302239464436930E-3	391.402342218381600E-3	-5.356565638333034E+0	577.800030385987480E-3	-5.951650048087480E+0
1.021000000000000E+3	634.366102206030180E-3	178.310722080684820E-3	390.193149584055100E-3	-5.371556227791177E+0	579.028029059831190E-3	-5.958583068046231E+0
1.022000000000000E+3	629.597492678121930E-3	183.909194018373830E-3	388.142561125947920E-3	-5.383403208195409E+0	577.679517554325560E-3	-5.963820187935037E+0
1.023000000000000E+3	624.963933746879310E-3	188.989212229884490E-3	384.332913729907240E-3	-5.393828650522652E+0	575.708832676528170E-3	-5.968299386204838E+0
1.024000000000000E+3	619.960451186718500E-3	194.110378709950990E-3	379.114116724836360E-3	-5.398805994083336E+0	572.049291661053230E-3	-5.971413611827599E+0
1.025000000000000E+3	616.009634178903640E-3	198.440622147415040E-3	373.662035671356860E-3	-5.402085233208426E+0	568.338387494867980E-3	-5.972091252527757E+0
1.026000000000000E+3	610.373745411849190E-3	200.267596759694190E-3	366.145843906864610E-3	-5.403848747812575E+0	564.930998794387350E-3	-5.973426141854563E+0
1.027000000000000E+3	603.106415765192970E-3	206.143299480423310E-3	357.859627377072610E-3	-5.399999215266021E+0	560.675466251232660E-3	-5.975939680977126E+0
1.028000000000000E+3	598.224650366888430E-3	212.343507525491110E-3	350.021615509063580E-3	-5.393389647548539E+0	555.239322467059980E-3	-5.977022134980182E+0
1.029000000000000E+3	592.580542423975840E-3	216.458452434664490E-3	342.481660529554030E-3	-5.385134345401925E+0	549.944924056914970E-3	-5.976513783555601E+0
1.030000000000000E+3	586.629928398566090E-3	222.824021331344240E-3	334.600155245764970E-3	-5.374889323143477E+0	543.662197077378950E-3	-5.975952092039897E+0
1.031000000000000E+3	580.666745582287590E-3	229.404543107717520E-3	326.484346361772150E-3	-5.360031124620460E+0	536.721761866009730E-3	-5.973198021000368E+0
1.032000000000000E+3	574.214550752861540E-3	237.485661858602700E-3	318.348465103434120E-3	-5.339201957578473E+0	529.193142390760980E-3	-5.970220346286040E+0
1.033000000000000E+3	567.854581346494690E-3	245.778855415722920E-3	310.866489813963360E-3	-5.311927102713674E+0	520.450983418347720E-3	-5.965159640136834E+0
1.034000000000000E+3	561.114105369544420E-3	254.287259055104240E-3	303.976184387917570E-3	-5.279850406885780E+0	511.721926288048470E-3	-5.958564470531789E+0
1.035000000000000E+3	555.373582372463480E-3	263.254172792127040E-3	297.899291557739090E-3	-5.245381523572263E+0	503.051050372699040E-3	-5.951358754933969E+0
1.036000000000000E+3	549.794497315882700E-3	271.406525616232190E-3	291.377695829980960E-3	-5.209158323188799E+0	494.228728783185740E-3	-5.943414530251292E+0
1.037000000000000E+3	543.814620415339120E-3	279.541830939748660E-3	285.133623801463070E-3	-5.167810554744114E+0	485.133426565338030E-3	-5.934833109179515E+0
1.038000000000000E+3	537.751721629765260E-3	287.880097759892100E-3	279.479841414143610E-3	-5.123859253529556E+0	475.505606260989870E-3	-5.925120593084151E+0
1.039000000000000E+3	531.723780264958700E-3	297.275614623032540E-3	274.373973452441690E-3	-5.075702828284410E+0	465.392144299208500E-3	-5.913214615457197E+0
1.040000000000000E+3	525.646022647143110E-3	308.411569371318360E-3	270.745134974419600E-3	-5.022904416228145E+0	455.056307056991570E-3	-5.898775763620558E+0
1.041000000000000E+3	519.679615101983790E-3	318.848303523875220E-3	268.562182406064390E-3	-4.969327999835447E+0	444.760708282753880E-3	-5.882781687427353E+0
1.042000000000000E+3	513.228041773995390E-3	328.725235694649840E-3	266.922311825054940E-3	-4.913610592169573E+0	434.149256701279850E-3	-5.866424434735192E+0
1.043000000000000E+3	506.858579049308980E-3	338.027335507927800E-3	266.001170922930690E-3	-4.854188259897104E+0	422.379259304136390E-3	-5.848316873271974E+0
1.044000000000000E+3	499.163520373582860E-3	346.442058809132200E-3	265.603030466447680E-3	-4.789963780550186E+0	410.501499084349300E-3	-5.826870804384131E+0
1.045000000000000E+3	491.122684701471410E-3	357.007490535389160E-3	266.672024305702190E-3	-4.720383437828796E+0	398.432625938813230E-3	-5.803676303979339E+0
1.046000000000000E+3	483.615888534178310E-3	368.359336086226730E-3	270.082458085131480E-3	-4.649454521074261E+0	386.215998041073820E-3	-5.775265290019452E+0
1.047000000000000E+3	476.154806488662870E-3	380.134192999237340E-3	274.999280082137140E-3	-4.580901255996155E+0	375.137162057222080E-3	-5.743024205637307E+0
1.048000000000000E+3	468.029394555326940E-3	391.389398888164210E-3	280.649928693073260E-3	-4.511487347247068E+0	364.141025974534520E-3	-5.709177533345402E+0
1.049000000000000E+3	458.529176503531750E-3	404.920544042690570E-3	288.118391675751650E-3	-4.439277157410443E+0	352.951487988940440E-3	-5.670709015449279E+0
1.050000000000000E+3	448.759500045147920E-3	420.831344919299190E-3	298.701829697899210E-3	-4.367351059207712E+0	341.957457208409250E-3	-5.626898726550003E+0
1.051000000000000E+3	438.440716738109860E-3	438.190562358362790E-3	312.292467222449520E-3	-4.299726019581945E+0	330.572612003637410E-3	-5.577138822651714E+0
1.052000000000000E+3	428.686512230366910E-3	458.209950936155190E-3	328.339748345348180E-3	-4.237090441441168E+0	319.348916193516520E-3	-5.519736478607705E+0
1.053000000000000E+3	419.249509775191930E-3	478.647207685681970E-3	346.123881853882760E-3	-4.180400109122488E+0	309.247992457763240E-3	-5.456095345121159E+0
1.054000000000000E+3	409.865868184057790E-3	501.034231691976140E-3	365.786878991984640E-3	-4.127792657280191E+0	300.563608021528650E-3	-5.384907277704758E+0
1.055000000000000E+3	401.015442663333940E-3	524.873550242982540E-3	388.023113752429090E-3	-4.080154718444077E+0	294.242717538662550E-3	-5.305861046061516E+0
1.056000000000000E+3	392.273927498771490E-3	551.177042728204890E-3	412.276950861645290E-3	-4.037650546779025E+0	290.352467142241110E-3	-5.219939978454040E+0
1.057000000000000E+3	383.663260017141020E-3	579.492933046188980E-3	438.159410212076270E-3	-4.000232683416302E+0	289.320048090049190E-3	-5.127694491893680E+0
1.058000000000000E+3	374.994311313287250E-3	609.748893384854270E-3	465.413356936486390E-3	-3.966460822349371E+0	291.033679745083650E-3	-5.031019406352888E+0
1.059000000000000E+3	366.746161800187320E-3	641.987124954120580E-3	494.786315605146460E-3	-3.935752831707924E+0	295.852025654217530E-3	-4.929307234121826E+0
1.060000000000000E+3	358.667251909535130E-3	674.565575189830730E-3	525.751575744814570E-3	-3.908580864101928E+0	304.706299094793240E-3	-4.826284849539213E+0
1.061000000000000E+3	350.771203101371000E-3	709.525864519730650E-3	558.389112391468270E-3	-3.883999658811727E+0	317.648184597692670E-3	-4.726876964347141E+0
1.062000000000000E+3	344.174760635625960E-3	745.671779785564980E-3	592.364358873799460E-3	-3.862695289252017E+0	334.663429475085820E-3	-4.633396103425790E+0
1.063000000000000E+3	338.060402774452870E-3	780.072893892256870E-3	627.364218640743880E-3	-3.843770797300559E+0	356.024275862901200E-3	-4.546473659679186E+0
1.064000000000000E+3	331.949833105599330E-3	814.424330645243000E-3	664.211846915732320E-3	-3.827380797950420E+0	382.432571661452560E-3	-4.466900428083491E+0
1.065000000000000E+3	326.075308643619720E-3	850.798753477000180E-3	703.610685878739650E-3	-3.813688052501782E+0	414.305387505102480E-3	-4.396369630224903E+0
1.066000000000000E+3	321.044687520904590E-3	887.236261861671590E-3	745.163388335803200E-3	-3.802908348589807E+0	451.297230247179330E-3	-4.334463846690425E+0
1.067000000000000E+3	316.872153360463650E-3	918.897540862911870E-3	787.887301884238170E-3	-3.793844873824661E+0	493.383714918682050E-3	-4.278606318998248E+0
1.068000000000000E+3	313.012342850736150E-3	941.534064139801560E-3	832.076979670405390E-3	-3.785555841736209E+0	541.688271668558820E-3	-4.227529399288686E+0
1.069000000000000E+3	307.929589015999150E-3	953.257847841093460E-3	878.391716974584850E-3	-3.778285436408525E+0	597.601959733784050E-3	-4.183587901444996E+0
1.070000000000000E+3	301.726821234886810E-3	952.316067929975360E-3	926.867692680555690E-3	-3.773479366557050E+0	662.412014738758880E-3	-4.148552946418263E+0
1.071000000000000E+3	294.019147289306890E-3	929.274602672165220E-3	976.728622663503350E-3	-3.771640503824136E+0	738.804787025834740E-3	-4.122644368579887E+0
