Freq (Hz)	Coh_mic2/mic1	Coh_mic3/mic1	Coh_mic4/mic1
971.000000000000110E+0	538.843405917660560E-3	735.350136957333530E-3	5.821528048823884E-3
972.000000000000110E+0	284.200964596115210E-3	621.596033873962010E-3	104.766734356861720E-3
973.000000000000110E+0	85.427851179254291E-3	799.418176546112020E-3	9.123219131436173E-3
974.000000000000110E+0	129.993946703920780E-3	728.058597725260050E-3	113.203363385435060E-3
975.000000000000110E+0	509.511507995764390E-3	745.218763245690470E-3	92.314085203955051E-3
976.000000000000110E+0	310.938879191934970E-3	621.353170064065650E-3	173.175902207565210E-3
977.000000000000110E+0	394.273766281676260E-3	579.728646880978140E-3	64.862121571629336E-3
978.000000000000110E+0	662.003601334512530E-3	505.450922082715030E-3	435.566547368408880E-3
979.000000000000110E+0	282.498617067353130E-3	561.634339881838310E-3	505.903880331010190E-3
980.000000000000110E+0	425.830858863319890E-3	638.089297416838950E-3	181.178439681161210E-3
981.000000000000110E+0	357.198981903947110E-3	654.485465558087510E-3	14.904143648343198E-3
982.000000000000110E+0	96.304412833613420E-3	577.974472122881670E-3	266.048942718431320E-3
983.000000000000110E+0	265.468126006863150E-3	780.206143212894280E-3	233.923433766611340E-3
984.000000000000110E+0	124.810576563743210E-3	675.962166892181470E-3	35.848307314002230E-3
985.000000000000110E+0	277.977081912150920E-3	453.176515121999970E-3	36.794089668178466E-3
986.000000000000110E+0	354.216677025679550E-3	528.322827872770740E-3	81.886185884114171E-3
987.000000000000110E+0	150.601453175894160E-3	644.869574941352770E-3	3.096853337854146E-3
988.000000000000110E+0	32.425890615479035E-3	616.013143842689790E-3	18.537364178230507E-3
989.000000000000110E+0	402.263066783528580E-3	328.186116409574680E-3	231.567894496812980E-3
990.000000000000110E+0	378.928779999136100E-3	665.035338170498420E-3	238.498061637941210E-3
991.000000000000110E+0	66.031394328810777E-3	806.966383606113060E-3	271.934812000222960E-3
992.000000000000110E+0	128.136953312172900E-3	672.182272282699110E-3	114.645955967604710E-3
993.000000000000110E+0	213.806553965031200E-3	765.402111971405510E-3	104.372515273031720E-3
994.000000000000110E+0	200.728059723459140E-3	871.068111970380030E-3	20.994886245971567E-3
995.000000000000110E+0	217.444251918269410E-3	886.571273115482120E-3	133.155725601797980E-3
996.000000000000110E+0	381.922402501619740E-3	893.608444943773340E-3	433.466094175237570E-3
997.000000000000110E+0	422.295950385631110E-3	896.326965162153150E-3	229.007244064275560E-3
998.000000000000110E+0	380.441806950065520E-3	911.938031112799470E-3	242.455925386546200E-3
999.000000000000110E+0	297.995611485846300E-3	937.556274421118660E-3	225.730868511760610E-3
1.000000000000000E+3	719.782686753534070E-3	972.638073519928590E-3	25.699226014340982E-3
1.001000000000000E+3	138.919473386039350E-3	880.487454255016620E-3	205.917099123014340E-3
1.002000000000000E+3	416.305452543544560E-3	725.736266133109820E-3	36.749388389371140E-3
1.003000000000000E+3	117.292785586743160E-3	772.022511878982960E-3	156.477207362729850E-3
1.004000000000000E+3	400.144298128119860E-3	895.086451520549890E-3	445.329280397851130E-3
1.005000000000000E+3	69.525500808702054E-3	940.319377791077550E-3	286.607830138417010E-3
1.006000000000000E+3	380.142016940546830E-3	944.961029654732610E-3	449.756015664922400E-3
1.007000000000000E+3	568.939749820633670E-3	966.136537646472780E-3	653.468057641809600E-3
1.008000000000000E+3	563.753534109774360E-3	989.534588578405370E-3	629.311874742856770E-3
1.009000000000000E+3	172.355741678234090E-3	984.940548220718970E-3	482.270726451054510E-3
1.010000000000000E+3	325.628874091587030E-3	979.721328581545810E-3	762.629031466060650E-3
1.011000000000000E+3	474.447617778784360E-3	984.439131508815460E-3	740.891505563849970E-3
1.012000000000000E+3	674.291030527785610E-3	980.824941710493610E-3	535.194203751748310E-3
1.013000000000000E+3	152.716266850761890E-3	989.063803464872330E-3	684.550058878241610E-3
1.014000000000000E+3	560.194860043660700E-3	973.971426578795870E-3	404.677274006723760E-3
1.015000000000000E+3	241.516091943384140E-3	976.123892412176670E-3	705.898091186574320E-3
1.016000000000000E+3	727.783825207649730E-3	973.719189657542670E-3	747.566099252201410E-3
1.017000000000000E+3	817.418223258203680E-3	987.779760658101470E-3	629.720644312994020E-3
1.018000000000000E+3	854.788531416702750E-3	990.301485076250930E-3	820.771232307909050E-3
1.019000000000000E+3	778.645398756081630E-3	995.932620828186340E-3	936.095130867073080E-3
1.020000000000000E+3	853.036101038761040E-3	996.439602078586060E-3	843.924239027942000E-3
1.021000000000000E+3	886.232470554071620E-3	996.479941152865310E-3	899.326012207481540E-3
1.022000000000000E+3	792.856809149134590E-3	998.291972101831510E-3	919.471843834551940E-3
1.023000000000000E+3	870.593844828319030E-3	995.866038529250820E-3	923.282829386431140E-3
1.024000000000000E+3	935.700265353791360E-3	995.455673660620380E-3	855.003337272866480E-3
1.025000000000000E+3	852.693300693274090E-3	998.160697193200550E-3	833.328667270337390E-3
1.026000000000000E+3	927.585580168285630E-3	997.442113611829440E-3	871.237425079204320E-3
1.027000000000000E+3	950.316062115399210E-3	997.787607567674820E-3	943.300474064318720E-3
1.028000000000000E+3	959.936818361435180E-3	998.886103421064990E-3	934.794795861561890E-3
1.029000000000000E+3	975.228806223916280E-3	999.523118352570240E-3	967.228686332357260E-3
1.030000000000000E+3	972.554906078922700E-3	999.349951150852120E-3	974.785173201381800E-3
1.031000000000000E+3	986.568832238667650E-3	999.541790362506570E-3	965.716517380051930E-3
1.032000000000000E+3	980.793877318625110E-3	999.427106719050440E-3	985.371196121346050E-3
1.033000000000000E+3	987.008788271407920E-3	999.607876350683930E-3	964.503291567148090E-3
1.034000000000000E+3	976.756530851751180E-3	999.628408145309950E-3	987.790329804088870E-3
1.035000000000000E+3	985.511444520926320E-3	999.634722024452140E-3	990.387735653469600E-3
1.036000000000000E+3	986.616023052491300E-3	999.741547134169740E-3	991.824548913850410E-3
1.037000000000000E+3	992.054272253557130E-3	999.766417607401810E-3	989.210781789127360E-3
1.038000000000000E+3	995.697268572995450E-3	999.805779325933840E-3	993.687024815956830E-3
1.039000000000000E+3	994.320581911602660E-3	999.894689052196580E-3	996.087853056275900E-3
1.040000000000000E+3	995.586904506627350E-3	999.859341785024000E-3	996.640346468321560E-3
1.041000000000000E+3	998.231445141386950E-3	999.876132338050500E-3	997.215245530502230E-3
1.042000000000000E+3	996.489293039103830E-3	999.944120531275570E-3	996.393939532695170E-3
1.043000000000000E+3	997.274428178319900E-3	999.918889121392150E-3	993.301494497342170E-3
1.044000000000000E+3	997.600998685529980E-3	999.945014530137950E-3	997.426385943780410E-3
1.045000000000000E+3	998.095672464675560E-3	999.955321753862920E-3	998.266512167279350E-3
1.046000000000000E+3	998.527341984536300E-3	999.956172266329710E-3	998.643636123228710E-3
1.047000000000000E+3	999.464164365652440E-3	999.963514241387850E-3	999.744972683714980E-3
1.048000000000000E+3	999.342502320553660E-3	999.978067882481890E-3	999.439042961692720E-3
1.049000000000000E+3	999.539201463022110E-3	999.985169116329730E-3	999.361703884277250E-3
1.050000000000000E+3	999.509818178604620E-3	999.983162651427730E-3	999.450340857397810E-3
1.051000000000000E+3	999.761105994645400E-3	999.988635618596300E-3	999.349270572551070E-3
1.052000000000000E+3	999.191110034550080E-3	999.986952222927550E-3	999.454849572302020E-3
1.053000000000000E+3	999.544596030207730E-3	999.992438880843210E-3	999.250022693968230E-3
1.054000000000000E+3	999.530226243520610E-3	999.993506768430570E-3	999.369066664885790E-3
1.055000000000000E+3	999.673927256733430E-3	999.995259060461600E-3	999.653914003455380E-3
1.056000000000000E+3	999.752165368309350E-3	999.992765141643370E-3	999.687466538361820E-3
1.057000000000000E+3	999.809694671591640E-3	999.995970546922130E-3	999.801553399838340E-3
1.058000000000000E+3	999.757980827890580E-3	999.997525607517310E-3	999.718180780079570E-3
1.059000000000000E+3	999.660890696791090E-3	999.995415286368260E-3	999.647105437188820E-3
1.060000000000000E+3	999.510218633851590E-3	999.996864083626540E-3	999.420575921722620E-3
1.061000000000000E+3	999.512627542107230E-3	999.998086969417050E-3	999.428090418475360E-3
1.062000000000000E+3	999.515754155272270E-3	999.998553441815870E-3	999.474449785731080E-3
1.063000000000000E+3	999.584070803528070E-3	999.999020014923800E-3	999.592433802788840E-3
1.064000000000000E+3	999.660808107928570E-3	999.998315972486890E-3	999.570864724926400E-3
1.065000000000000E+3	999.567925621226200E-3	999.997980397706710E-3	999.625372906065680E-3
1.066000000000000E+3	999.342986200797980E-3	999.998266369111930E-3	999.245738299559200E-3
1.067000000000000E+3	998.792027200996800E-3	999.999320988023800E-3	998.727412281514290E-3
1.068000000000000E+3	998.106944203009270E-3	999.998918836681790E-3	998.048581898459020E-3
1.069000000000000E+3	997.252800244104900E-3	999.997907380172910E-3	997.252687209151170E-3
1.070000000000000E+3	997.232443223166400E-3	999.997313369117120E-3	997.258634059080110E-3
1.071000000000000E+3	996.713503114981750E-3	999.998357197216300E-3	996.600311415252070E-3
1.072000000000000E+3	996.894377393741650E-3	999.998163410249380E-3	996.880647914734520E-3
1.073000000000000E+3	994.516750140740920E-3	999.997393352252790E-3	994.533428518413980E-3
1.074000000000000E+3	990.718739217382070E-3	999.996676812219260E-3	990.731588160062460E-3
1.075000000000000E+3	982.628896572598110E-3	999.986832388416120E-3	982.621445194341250E-3
1.076000000000000E+3	969.942191279371870E-3	999.954360405048480E-3	969.983669366579430E-3
1.077000000000000E+3	939.925705267505960E-3	999.667073798066960E-3	940.099979000579730E-3
1.078000000000000E+3	958.566095528611270E-3	999.626956212390620E-3	958.574230106001620E-3
1.079000000000000E+3	987.676335218436010E-3	999.954356239361690E-3	987.638968223724660E-3
1.080000000000000E+3	991.421279671123030E-3	999.985247616685500E-3	991.353861728817340E-3
1.081000000000000E+3	990.463813164623170E-3	999.994746454196280E-3	990.370490069815920E-3
1.082000000000000E+3	989.597916344464700E-3	999.992662283450960E-3	989.446792513904880E-3
1.083000000000000E+3	990.829990258803470E-3	999.997254860731100E-3	990.639099084547840E-3
1.084000000000000E+3	993.374783631321140E-3	999.997063635596150E-3	993.201012290295230E-3
1.085000000000000E+3	995.847183236782450E-3	999.998053072263970E-3	995.607588519605960E-3
1.086000000000000E+3	997.155428159990810E-3	999.997892582346060E-3	997.016901139404000E-3
1.087000000000000E+3	996.771482850046570E-3	999.996174925850580E-3	996.583608869086810E-3
1.088000000000000E+3	996.295311022487360E-3	999.997309582555500E-3	996.235369462507120E-3
1.089000000000000E+3	996.318824595249010E-3	999.998075249045050E-3	995.708492260001460E-3
1.090000000000000E+3	996.306271698045530E-3	999.997119785046910E-3	996.227450064651190E-3
1.091000000000000E+3	997.528856362839280E-3	999.998218247600050E-3	996.868514027313020E-3
1.092000000000000E+3	997.748260721144200E-3	999.998483816182060E-3	997.529022249314500E-3
1.093000000000000E+3	998.871500943975810E-3	999.998458650536050E-3	998.534586618367140E-3
1.094000000000000E+3	998.398582903536780E-3	999.997691962465240E-3	998.126828410884290E-3
1.095000000000000E+3	997.764770104365930E-3	999.998332774121760E-3	996.953375366049000E-3
1.096000000000000E+3	997.202426172109860E-3	999.998714623745340E-3	997.007350750047870E-3
1.097000000000000E+3	997.575912595579870E-3	999.998829029313920E-3	996.177172830686190E-3
1.098000000000000E+3	996.843805453948240E-3	999.999121819470930E-3	996.985400489708960E-3
1.099000000000000E+3	997.141893546586670E-3	999.998027905941610E-3	994.726564463852770E-3
1.100000000000000E+3	997.231506112593370E-3	999.999058894375790E-3	996.563084182974900E-3
1.101000000000000E+3	997.302657860231980E-3	999.999318809233210E-3	994.864877727911210E-3
1.102000000000000E+3	993.628550260352570E-3	999.999187779437750E-3	992.634032440629200E-3
1.103000000000000E+3	994.459827839749950E-3	999.998460886584170E-3	988.753083655294130E-3
1.104000000000000E+3	988.984047520165220E-3	999.998689728225920E-3	987.055789975436410E-3
1.105000000000000E+3	993.739663059252540E-3	999.998521446996520E-3	991.322700974787470E-3
1.106000000000000E+3	992.987244792357000E-3	999.999001703571140E-3	986.303770342936150E-3
1.107000000000000E+3	988.393979634685120E-3	999.998853579997850E-3	974.529061967965510E-3
1.108000000000000E+3	979.147399215022580E-3	999.999233908477450E-3	920.270613514007300E-3
1.109000000000000E+3	953.014517617441820E-3	999.998686384817370E-3	944.893718566788390E-3
1.110000000000000E+3	873.892256122040580E-3	999.998847490176310E-3	937.106025081131610E-3
1.111000000000000E+3	622.988786751835890E-3	999.999330462876150E-3	974.275973001639480E-3
1.112000000000000E+3	851.561477657009290E-3	999.999387772072090E-3	984.531964129416900E-3
1.113000000000000E+3	969.911990279549550E-3	999.999415104141590E-3	992.226219992161320E-3
1.114000000000000E+3	980.276185268665890E-3	999.999410180675840E-3	988.752113052924100E-3
1.115000000000000E+3	987.118718395978090E-3	999.999120217994860E-3	989.578049863242600E-3
1.116000000000000E+3	995.849125247337040E-3	999.999443289707580E-3	996.970847343801150E-3
1.117000000000000E+3	993.696342279721590E-3	999.999225795214050E-3	994.980107327714690E-3
1.118000000000000E+3	993.311877013933750E-3	999.999537529953960E-3	993.621340309625790E-3
1.119000000000000E+3	997.522970368927120E-3	999.999601512561060E-3	998.017365840199400E-3
1.120000000000000E+3	999.055367538377650E-3	999.999732980853650E-3	999.155302132146430E-3
1.121000000000000E+3	998.839945708215990E-3	999.999637340877490E-3	999.265782604931930E-3
1.122000000000000E+3	999.283670201342120E-3	999.999472041825600E-3	999.316052839838380E-3
1.123000000000000E+3	999.618250037407780E-3	999.999855613079580E-3	999.639943801450710E-3
1.124000000000000E+3	999.369803367722520E-3	999.999836988861520E-3	999.690228438026680E-3
1.125000000000000E+3	999.691429386824200E-3	999.999892422319240E-3	999.784809368539200E-3
1.126000000000000E+3	999.750347211897260E-3	999.999887585939940E-3	999.842020506505830E-3
1.127000000000000E+3	999.594825770302790E-3	999.999829722973520E-3	999.830374493486440E-3
1.128000000000000E+3	999.820901359951720E-3	999.999877656499110E-3	999.877212488956560E-3
1.129000000000000E+3	999.791749696591900E-3	999.999917190808830E-3	999.878686802733170E-3
1.130000000000000E+3	999.868650243074140E-3	999.999826351630870E-3	999.898267809484870E-3
1.131000000000000E+3	999.880845990917980E-3	999.999892454619620E-3	999.902111233179740E-3
1.132000000000000E+3	999.889195005689620E-3	999.999862143480360E-3	999.931498650457380E-3
1.133000000000000E+3	999.927697707406970E-3	999.999859066958650E-3	999.924980568595020E-3
1.134000000000000E+3	999.889704861709690E-3	999.999918919541760E-3	999.921261229570810E-3
1.135000000000000E+3	999.940286407117520E-3	999.999923951576660E-3	999.951684545261070E-3
1.136000000000000E+3	999.941056154571740E-3	999.999937913063960E-3	999.939831033767380E-3
1.137000000000000E+3	999.942825293427370E-3	999.999955866929140E-3	999.962148792494120E-3
1.138000000000000E+3	999.927033333430470E-3	999.999916220514980E-3	999.936002118685270E-3
1.139000000000000E+3	999.935909375791350E-3	999.999942147584590E-3	999.930773132115200E-3
1.140000000000000E+3	999.952821219592060E-3	999.999936061791380E-3	999.944219343822270E-3
1.141000000000000E+3	999.958635269799330E-3	999.999958631686000E-3	999.954912360526360E-3
1.142000000000000E+3	999.965345485270610E-3	999.999925467161540E-3	999.971566955314310E-3
1.143000000000000E+3	999.948661231543910E-3	999.999916180575710E-3	999.944285119115930E-3
1.144000000000000E+3	999.944988252167380E-3	999.999913160386720E-3	999.946405490002580E-3
1.145000000000000E+3	999.950455127169960E-3	999.999951614969460E-3	999.953351642772880E-3
1.146000000000000E+3	999.950409649120080E-3	999.999945388478030E-3	999.943881910985820E-3
1.147000000000000E+3	999.947300172983940E-3	999.999925999084830E-3	999.945321826334440E-3
1.148000000000000E+3	999.918066769473150E-3	999.999912270602360E-3	999.930931209009780E-3
1.149000000000000E+3	999.908734014673390E-3	999.999892908870700E-3	999.915697109694190E-3
1.150000000000000E+3	999.901835505006660E-3	999.999944730778690E-3	999.898201316891220E-3
1.151000000000000E+3	999.899640902562110E-3	999.999914664374770E-3	999.906593364079500E-3
1.152000000000000E+3	999.904572705141660E-3	999.999909187642030E-3	999.910182625137310E-3
1.153000000000000E+3	999.860022155423020E-3	999.999874799845200E-3	999.865452388594920E-3
1.154000000000000E+3	999.761180618907840E-3	999.999902768852530E-3	999.762175634069110E-3
1.155000000000000E+3	999.709856504717550E-3	999.999906061517230E-3	999.706800249490100E-3
1.156000000000000E+3	999.719787929304490E-3	999.999904722514540E-3	999.708801175877790E-3
1.157000000000000E+3	999.737731224375590E-3	999.999907237805520E-3	999.734393444568820E-3
1.158000000000000E+3	999.650650523426940E-3	999.999859933298100E-3	999.655332473933790E-3
1.159000000000000E+3	999.394110978179650E-3	999.999815702625860E-3	999.376726675844100E-3
1.160000000000000E+3	999.266924055264070E-3	999.999876350700310E-3	999.236231878182780E-3
1.161000000000000E+3	999.274069462182780E-3	999.999810762725590E-3	999.253284039895880E-3
1.162000000000000E+3	999.154722394286930E-3	999.999888789773420E-3	999.128862198573220E-3
1.163000000000000E+3	998.981424634262320E-3	999.999791559167960E-3	998.935697036805850E-3
1.164000000000000E+3	998.771431977795280E-3	999.999834750484480E-3	998.746249318027580E-3
1.165000000000000E+3	998.862021009604420E-3	999.999844025726950E-3	998.828385355972070E-3
1.166000000000000E+3	999.129543300040450E-3	999.999869111933500E-3	999.117741463882880E-3
1.167000000000000E+3	999.182685013844880E-3	999.999841979933080E-3	999.186316459315990E-3
1.168000000000000E+3	999.266575486162490E-3	999.999863225358050E-3	999.280489034977130E-3
1.169000000000000E+3	999.465479359676110E-3	999.999844648606580E-3	999.465271633865890E-3
1.170000000000000E+3	999.370980804465400E-3	999.999775284562410E-3	999.409031938394250E-3
1.171000000000000E+3	999.590947671049720E-3	999.999893259920340E-3	999.628306687759700E-3
1.172000000000000E+3	999.728962627694950E-3	999.999819247612390E-3	999.753684737756160E-3
1.173000000000000E+3	999.648191504159290E-3	999.999881758656840E-3	999.656525546985470E-3
1.174000000000000E+3	999.569754283766820E-3	999.999890825975070E-3	999.620999824166630E-3
1.175000000000000E+3	999.801899607897000E-3	999.999836932932150E-3	999.854523273929650E-3
1.176000000000000E+3	999.697639424013790E-3	999.999791420540630E-3	999.713186751573500E-3
1.177000000000000E+3	999.674906753340030E-3	999.999833677239440E-3	999.726779150383220E-3
1.178000000000000E+3	999.775106705245390E-3	999.999858009079090E-3	999.829088981485700E-3
1.179000000000000E+3	999.418353098131540E-3	999.999869142452310E-3	999.586987982602810E-3
1.180000000000000E+3	999.459406955433120E-3	999.999859640237190E-3	999.534610049664370E-3
1.181000000000000E+3	999.670421008688970E-3	999.999787799336850E-3	999.699074037814220E-3
1.182000000000000E+3	999.523838359387180E-3	999.999856735198420E-3	999.678289503464490E-3
1.183000000000000E+3	999.073312843803520E-3	999.999737389811180E-3	999.458216014081690E-3
1.184000000000000E+3	999.445158524311700E-3	999.999852736705440E-3	999.541162996804620E-3
1.185000000000000E+3	998.800399189698540E-3	999.999743284095910E-3	999.161428046310580E-3
1.186000000000000E+3	998.890603995241210E-3	999.999846617853460E-3	999.173345826737450E-3
1.187000000000000E+3	998.653868665362650E-3	999.999806208226700E-3	999.162349481381160E-3
1.188000000000000E+3	998.711534236983890E-3	999.999882876455250E-3	999.127093444935330E-3
1.189000000000000E+3	998.800627971219930E-3	999.999791003876040E-3	999.059710613622750E-3
1.190000000000000E+3	998.429446659078840E-3	999.999834055413260E-3	999.044155473693630E-3
1.191000000000000E+3	998.777654927622380E-3	999.999855101140310E-3	998.948838068564490E-3
1.192000000000000E+3	998.976997165348490E-3	999.999807732749880E-3	998.910788143308030E-3
1.193000000000000E+3	998.136383798749250E-3	999.999786313853560E-3	998.492819188672500E-3
1.194000000000000E+3	998.960357601141770E-3	999.999760206375490E-3	999.001897979893470E-3
1.195000000000000E+3	999.073029968206680E-3	999.999898427213710E-3	999.266601616706440E-3
1.196000000000000E+3	999.728559860224690E-3	999.999780319436260E-3	999.607527843450750E-3
1.197000000000000E+3	999.308706846511070E-3	999.999884000327350E-3	998.768077421580360E-3
1.198000000000000E+3	999.140824539302420E-3	999.999813085986400E-3	998.726956816372690E-3
1.199000000000000E+3	999.248441055840320E-3	999.999861115779430E-3	998.981314058886350E-3
1.200000000000000E+3	999.574071361948090E-3	999.999772098584820E-3	999.501322811406240E-3
1.201000000000000E+3	999.504825107233260E-3	999.999859175905610E-3	999.259172083047040E-3
1.202000000000000E+3	999.398990613724500E-3	999.999833984306360E-3	999.335053212710430E-3
1.203000000000000E+3	999.674098818572390E-3	999.999782018754060E-3	999.636095994911210E-3
1.204000000000000E+3	999.814995199175600E-3	999.999880570156210E-3	999.758036900950890E-3
1.205000000000000E+3	999.864900142954820E-3	999.999852287460690E-3	999.756568877409160E-3
1.206000000000000E+3	999.912293347472890E-3	999.999915782883500E-3	999.872286530433030E-3
1.207000000000000E+3	999.937280673865000E-3	999.999875053578350E-3	999.863801874081860E-3
1.208000000000000E+3	999.941499478169900E-3	999.999905231293120E-3	999.942865806489390E-3
1.209000000000000E+3	999.932512468398980E-3	999.999893779801250E-3	999.886383002160930E-3
1.210000000000000E+3	999.925581543535950E-3	999.999861116923740E-3	999.842144122937040E-3
1.211000000000000E+3	999.943761894247160E-3	999.999901708440890E-3	999.883137605642290E-3
1.212000000000000E+3	999.956236384244130E-3	999.999874444520870E-3	999.929897509510220E-3
1.213000000000000E+3	999.951380502132840E-3	999.999913960523460E-3	999.941031772116570E-3
1.214000000000000E+3	999.952771091958350E-3	999.999804966409500E-3	999.962987662230680E-3
