Freq (Hz)	mic2/mic1_Real	mic2/mic1_Imag	mic3/mic1_Real	mic3/mic1_Imag	mic4/mic1_Real	mic4/mic1_Imag
916.000000000000110E+0	308.774745746747400E-3	198.312753805002740E-3	-241.286435658343790E-3	250.170884974994510E-3	249.839374741931660E-3	208.778612111337940E-3
917.000000000000110E+0	293.869185881803330E-3	211.854048676435370E-3	-334.981188339049940E-3	321.236469370558220E-3	181.888811583152980E-3	237.410966938022600E-3
918.000000000000110E+0	323.215401434555520E-3	193.290351345537320E-3	-270.437199016826000E-3	218.875168899830550E-3	224.568860911631450E-3	159.510029511175430E-3
919.000000000000110E+0	277.146876743167460E-3	192.263257399182320E-3	-323.674655671384150E-3	306.803483457778470E-3	225.358687750124800E-3	209.140615022407550E-3
920.000000000000110E+0	309.875124371971340E-3	159.348463121094380E-3	-325.450520419648670E-3	225.770972460890120E-3	233.232304069158850E-3	193.110079119618860E-3
921.000000000000110E+0	289.365279721419950E-3	183.774276934162180E-3	-282.076292987233800E-3	248.319697474019330E-3	186.772154353340570E-3	232.575271862566350E-3
922.000000000000110E+0	284.944305162520560E-3	221.234096561353450E-3	-347.057385876355870E-3	288.059644029715620E-3	163.343332261796760E-3	162.944457172020470E-3
923.000000000000110E+0	297.146595914545060E-3	166.394337846794800E-3	-303.194842015974850E-3	263.684441129278520E-3	219.697296237375910E-3	196.390000290043140E-3
924.000000000000110E+0	298.069519199114010E-3	186.633124795467450E-3	-330.021493322616100E-3	251.179248910040950E-3	187.200430996857070E-3	202.096068698702250E-3
925.000000000000110E+0	251.936662911037670E-3	176.036971647371500E-3	-331.675350556414840E-3	240.593057733052700E-3	188.949361653659390E-3	173.727017528211040E-3
926.000000000000110E+0	272.952708803283040E-3	183.946771660517650E-3	-344.501866409394510E-3	251.146367606103540E-3	194.650735395467510E-3	206.749012386336420E-3
927.000000000000110E+0	272.255479283038340E-3	163.924854964508400E-3	-328.790499534356850E-3	237.414267199974690E-3	167.509451247739440E-3	164.595453367996970E-3
928.000000000000110E+0	298.258334387150660E-3	176.283831819298440E-3	-335.458380079546980E-3	266.809287945798500E-3	193.170427103174280E-3	193.292035925931720E-3
929.000000000000110E+0	236.734688215520910E-3	193.819746401011240E-3	-372.161307798222710E-3	225.072594136114410E-3	186.966168114123090E-3	201.757232567543880E-3
930.000000000000110E+0	250.910248837490520E-3	170.507805087840110E-3	-333.862696595099980E-3	207.522725396984490E-3	123.568093146619850E-3	197.868733464417270E-3
931.000000000000110E+0	322.236002365891950E-3	133.027768762408880E-3	-325.392282799371930E-3	305.487525022154090E-3	193.877891070090490E-3	167.861082573457000E-3
932.000000000000110E+0	274.889393346025080E-3	200.861438340999480E-3	-366.158257533978240E-3	196.766174939089070E-3	212.127960932027380E-3	235.343493799556210E-3
933.000000000000110E+0	221.167968556312100E-3	122.490088524397150E-3	-361.406485922049100E-3	216.100887384002210E-3	146.153777006250760E-3	128.888589075881830E-3
934.000000000000110E+0	293.050636624020310E-3	193.003934878996000E-3	-355.575748869794260E-3	234.876574883857550E-3	154.715411229076840E-3	229.393892576899290E-3
935.000000000000110E+0	265.260756735052280E-3	149.357941036039000E-3	-388.801721133218590E-3	242.456693908296550E-3	171.754002458050090E-3	199.949521713279090E-3
936.000000000000110E+0	265.124151708714840E-3	169.121968185280860E-3	-331.501370311653940E-3	241.759282352123790E-3	196.952847726927170E-3	198.906650289007450E-3
937.000000000000110E+0	247.821452528255380E-3	154.516057657823420E-3	-419.353575730364800E-3	216.414082502727150E-3	114.238673180581810E-3	169.156040684360940E-3
938.000000000000110E+0	260.186510457994900E-3	212.201635302358250E-3	-389.811194264733980E-3	216.221481348903400E-3	137.427328987787370E-3	213.146230154620420E-3
939.000000000000110E+0	279.068569148312180E-3	99.994272993896210E-3	-375.609413771243290E-3	208.588009282287300E-3	145.853270998578500E-3	195.712792127182930E-3
940.000000000000110E+0	216.616607809866500E-3	198.529262311833040E-3	-331.643679003623020E-3	255.517238714353940E-3	192.534121365515510E-3	142.647722061615300E-3
941.000000000000110E+0	300.606651183453310E-3	159.401255951552410E-3	-528.082388792204370E-3	256.479136711270930E-3	163.963386115330930E-3	256.977882899122770E-3
942.000000000000110E+0	216.695761760621000E-3	215.205281686356940E-3	-361.516829293365090E-3	155.724529239470720E-3	99.855878726871405E-3	188.981080012473630E-3
943.000000000000110E+0	362.996227569364500E-3	127.461542976805950E-3	-398.704836449127740E-3	260.612314896971290E-3	275.235190466071640E-3	194.589563168401480E-3
944.000000000000110E+0	299.369781587275900E-3	190.051855036064670E-3	-384.624612343167080E-3	197.339594776501760E-3	171.593370363874560E-3	228.154075647712120E-3
945.000000000000110E+0	246.334816230180410E-3	153.598468734809510E-3	-510.036891308915940E-3	314.823247158912580E-3	160.407166939214720E-3	195.480440210448830E-3
946.000000000000110E+0	535.702729810278440E-3	226.127106820288750E-3	-498.604545380872900E-3	128.868603151277040E-3	328.830667441222690E-3	285.699577802579040E-3
947.000000000000110E+0	235.383230219705860E-3	427.239471165741900E-3	-543.658797094768390E-3	335.028179138880220E-3	49.305931185730296E-3	581.020629628177690E-3
948.000000000000110E+0	278.141117682972730E-3	229.185156212461770E-3	-389.222143423997410E-3	139.829426688833220E-3	331.551096841122220E-3	239.425623092177770E-3
949.000000000000110E+0	306.238187584045700E-3	105.142568685663660E-3	-419.283218225977470E-3	186.550720236393160E-3	195.933629404603180E-3	291.284278387902000E-3
950.000000000000110E+0	293.288629728731260E-3	206.536439515657200E-3	-499.988256282931310E-3	167.055274734412260E-3	286.035663983637220E-3	275.552790900821190E-3
951.000000000000110E+0	376.176727613640400E-3	158.539779857840930E-3	-461.783628833574040E-3	224.064844683285720E-3	137.125632399416300E-3	369.521682000523880E-3
