Freq (Hz)	mic1(Pa^2 )	mic2(Pa^2 )	mic3(Pa^2 )	mic4(Pa^2 )
1.020000000000000E+3	142.154524503172340E-9	1.050186902588192E-9	52.193615665287838E-9	1.156636933405508E-9
1.021000000000000E+3	156.694781072464660E-9	1.097027275208929E-9	55.138195243531415E-9	1.273265836364909E-9
1.022000000000000E+3	156.616288870271790E-9	1.441051817886414E-9	59.487963089061135E-9	1.301342373775214E-9
1.023000000000000E+3	157.260898760503290E-9	1.462941022458444E-9	57.420282869749627E-9	1.631985907601189E-9
1.024000000000000E+3	149.433261305852010E-9	1.430382845714409E-9	54.562839396977669E-9	1.499812591241539E-9
1.025000000000000E+3	171.234511650062750E-9	1.190796995437994E-9	59.939753377274850E-9	1.722710975042911E-9
1.026000000000000E+3	218.241364876790480E-9	1.846718485536389E-9	78.762201784351320E-9	1.728093850869553E-9
1.027000000000000E+3	314.795308561234890E-9	2.558824315335498E-9	113.623207265533510E-9	2.876964356635669E-9
1.028000000000000E+3	442.100806112423860E-9	4.260757054525327E-9	159.932170284562850E-9	3.718303282550398E-9
1.029000000000000E+3	575.756743568815820E-9	5.748723155075983E-9	215.646007098525630E-9	4.912810133984072E-9
1.030000000000000E+3	698.685970082678050E-9	6.261058280100554E-9	253.647623226112540E-9	7.200554189206235E-9
1.031000000000000E+3	788.073678501958760E-9	7.881352680321973E-9	297.702112555367910E-9	8.235146962733801E-9
1.032000000000000E+3	847.273607475369290E-9	8.782134469653682E-9	310.116702339998360E-9	9.104445187318168E-9
1.033000000000000E+3	877.206410833689110E-9	10.564811598404094E-9	325.594418812466200E-9	9.901218788335328E-9
1.034000000000000E+3	941.203988155430070E-9	11.433034643295715E-9	348.554512748986280E-9	11.796844619122975E-9
1.035000000000000E+3	1.082936841835179E-6	12.010817551045973E-9	408.432782976963560E-9	13.253841030934384E-9
1.036000000000000E+3	1.391828546753795E-6	17.242977312661824E-9	515.269450863579100E-9	16.515552138692718E-9
1.037000000000000E+3	1.836097713123056E-6	21.899066100684892E-9	690.449640905393900E-9	20.551864422474428E-9
1.038000000000000E+3	2.487331420126825E-6	29.590828252844852E-9	927.603630039615160E-9	31.842247800021564E-9
1.039000000000000E+3	3.126857023266442E-6	38.252729372531464E-9	1.183437668487893E-6	36.944517317861805E-9
1.040000000000000E+3	3.828262111838909E-6	47.478768763308892E-9	1.447668179299895E-6	52.843905214497309E-9
1.041000000000000E+3	4.385158946840623E-6	60.366412071096066E-9	1.662379705184513E-6	62.804955783886635E-9
1.042000000000000E+3	4.868659053622773E-6	66.267980338498203E-9	1.860729427091582E-6	70.430081814892909E-9
1.043000000000000E+3	5.393644160116335E-6	78.976850364519006E-9	2.056723395721388E-6	82.849112738900587E-9
1.044000000000000E+3	6.308801695681767E-6	95.012924921694091E-9	2.405852501611891E-6	100.753366412702040E-9
1.045000000000000E+3	7.846934500172241E-6	124.287666225658910E-9	3.013055350055412E-6	125.665682140096460E-9
1.046000000000000E+3	10.281457745834501E-6	163.616842995183760E-9	3.935573977120945E-6	179.595323696655030E-9
1.047000000000000E+3	13.786719800024343E-6	219.129036784235090E-9	5.254129281711719E-6	236.753479799513600E-9
1.048000000000000E+3	17.942655798321032E-6	300.929528615373000E-9	6.868702845870609E-6	320.268620325620820E-9
1.049000000000000E+3	22.210456971197887E-6	392.056437009217970E-9	8.533712109031296E-6	427.526181299817720E-9
1.050000000000000E+3	26.462244751166337E-6	494.455814150070840E-9	10.179014071115118E-6	549.800170290073630E-9
1.051000000000000E+3	31.155192189200605E-6	605.209146814797820E-9	12.000308826769608E-6	684.049745930829140E-9
1.052000000000000E+3	37.179199891049538E-6	749.147835702460560E-9	14.375574325882430E-6	856.718002916780360E-9
1.053000000000000E+3	46.096550498949147E-6	963.127601971806200E-9	17.833123743587544E-6	1.096603801442457E-6
1.054000000000000E+3	59.125228285944551E-6	1.274066290134738E-6	22.877147779940227E-6	1.474340074765730E-6
1.055000000000000E+3	77.712513633908345E-6	1.751952885048327E-6	30.045194999618972E-6	2.036105792358116E-6
1.056000000000000E+3	101.384411669229760E-6	2.426538110767407E-6	39.193973842682888E-6	2.844777463341505E-6
1.057000000000000E+3	127.806591985938250E-6	3.265006287826268E-6	49.454108069557051E-6	3.845101873203651E-6
1.058000000000000E+3	153.692470099746600E-6	4.161717150787709E-6	59.644657317838113E-6	4.946895873432676E-6
1.059000000000000E+3	178.163519409304990E-6	5.175934311790485E-6	69.123717952895264E-6	6.228121317185683E-6
1.060000000000000E+3	202.182319475197300E-6	6.321371348369551E-6	78.590027476982080E-6	7.697440069466918E-6
1.061000000000000E+3	230.506455458172100E-6	7.728607498047492E-6	89.627242651060284E-6	9.379597833928293E-6
1.062000000000000E+3	264.449744484155250E-6	9.342771804297745E-6	102.982932584876850E-6	11.497634851093860E-6
1.063000000000000E+3	298.687450205020570E-6	11.501022526458660E-6	116.188126272597740E-6	14.161924363484155E-6
1.064000000000000E+3	324.208464902608640E-6	13.674865717331855E-6	126.196244294961890E-6	16.949355141177056E-6
1.065000000000000E+3	334.195570635496880E-6	15.939167394426257E-6	130.125771334618090E-6	19.892147000847677E-6
1.066000000000000E+3	326.143418328770910E-6	17.738693982855335E-6	127.404387778454330E-6	22.162171769759744E-6
1.067000000000000E+3	308.857570307943230E-6	19.445169855412810E-6	120.577681291280000E-6	24.448019198198655E-6
1.068000000000000E+3	292.910527684404700E-6	21.507298926776631E-6	114.763628894798450E-6	26.995884375684130E-6
1.069000000000000E+3	283.393221699126830E-6	24.714616431203554E-6	110.790664545236130E-6	31.010100150491852E-6
1.070000000000000E+3	278.273351657431800E-6	29.811322410115200E-6	108.643484975656660E-6	37.373391269265695E-6
1.071000000000000E+3	270.040118528245630E-6	37.371609674142584E-6	105.531757583271600E-6	47.008045733951228E-6
1.072000000000000E+3	254.916202500924830E-6	50.435274799357613E-6	99.775007898219160E-6	63.547946589198376E-6
1.073000000000000E+3	230.898262918380420E-6	72.312724195549213E-6	90.826619128646179E-6	91.455608391911094E-6
1.074000000000000E+3	201.645179893351540E-6	117.441173172068040E-6	79.940094066214410E-6	148.481642679321060E-6
1.075000000000000E+3	166.370598113209780E-6	218.896331632816420E-6	66.897038412501106E-6	276.510538711146920E-6
1.076000000000000E+3	119.844771667532770E-6	474.816120817544200E-6	49.840886385025854E-6	599.387203481756240E-6
