Freq (Hz)	mic2/mic1_Mod	mic2/mic1_Phase(rad)	mic3/mic1_Mod	mic3/mic1_Phase(rad)	mic4/mic1_Mod	mic4/mic1_Phase(rad)
1.002000000000000E+3	326.783185657918920E-3	37.733931648666449E+0	658.715942758887780E-3	9.522517052499500E+0	690.357371452014030E-3	-4.283927191061967E+0
1.003000000000000E+3	413.970311600233900E-3	37.358129018230976E+0	572.771269450728090E-3	9.432052151869954E+0	253.440916313312560E-3	-2.076264020239285E+0
1.004000000000000E+3	259.899699178900380E-3	37.467346512444088E+0	654.463510367194190E-3	9.559099173347303E+0	188.394285742255340E-3	-3.376002133386592E+0
1.005000000000000E+3	429.081858714738470E-3	37.476449190658883E+0	691.975650776909920E-3	9.344860662137311E+0	153.763561281475950E-3	-3.198499786565562E+0
1.006000000000000E+3	146.437631541014440E-3	38.013958338952484E+0	594.782012407347290E-3	9.365788442673869E+0	142.193795884597770E-3	-4.156108342339261E+0
1.007000000000000E+3	187.777488440900560E-3	37.577685663748760E+0	592.645188764140740E-3	9.429673468010124E+0	109.658450254447590E-3	-2.805649380380645E+0
1.008000000000000E+3	121.957422871015630E-3	37.686398290888775E+0	612.552475839241220E-3	9.478695510172564E+0	106.117695223143790E-3	-3.465006617461836E+0
1.009000000000000E+3	186.578507856261400E-3	37.378917375294179E+0	631.292988122435510E-3	9.400382630584648E+0	83.951055347402798E-3	-3.128023789403401E+0
1.010000000000000E+3	144.170894780539210E-3	38.120072426259163E+0	613.528502089930480E-3	9.425810376228057E+0	121.785621653077160E-3	-3.379588905169598E+0
1.011000000000000E+3	127.954400631186180E-3	37.755806243318801E+0	599.321894870852520E-3	9.421575433587297E+0	93.496641625755036E-3	-3.339441772006202E+0
1.012000000000000E+3	129.437119974135180E-3	38.094812876174778E+0	613.152777958894110E-3	9.481538980566301E+0	111.075291814041690E-3	-3.000185019718911E+0
1.013000000000000E+3	193.688709321265280E-3	37.617025391606525E+0	640.153822349525890E-3	9.431570198952913E+0	143.206213939202330E-3	-3.223903204576506E+0
1.014000000000000E+3	119.564836868496230E-3	37.790670037103872E+0	596.635712049781390E-3	9.445992875335829E+0	123.275609079248490E-3	-3.116181296012841E+0
1.015000000000000E+3	141.989340136625400E-3	38.073467130772499E+0	626.980754196024840E-3	9.366860959241112E+0	121.387087008543320E-3	-3.406963188961438E+0
1.016000000000000E+3	110.062480659811650E-3	38.146261000398390E+0	574.080121853544290E-3	9.414654817134693E+0	112.575112166462810E-3	-3.111826947393171E+0
1.017000000000000E+3	97.176293491583715E-3	37.746328595076903E+0	607.611923603362020E-3	9.423681952541447E+0	95.237480578017980E-3	-3.566640727973513E+0
1.018000000000000E+3	89.822493943464005E-3	37.933023150377160E+0	593.152164838190550E-3	9.448031311595370E+0	99.151009033188880E-3	-3.081553561404085E+0
1.019000000000000E+3	85.772380448917329E-3	38.053090304808123E+0	621.237239591103660E-3	9.421366785289692E+0	97.239906365430825E-3	-3.362591761795195E+0
1.020000000000000E+3	86.223001002831576E-3	37.841928490610492E+0	605.939185416475730E-3	9.433500003612609E+0	90.527292519177349E-3	-3.361936431107668E+0
1.021000000000000E+3	83.824860398914153E-3	38.014473548287512E+0	593.198005993526570E-3	9.445275947899082E+0	90.269953793790977E-3	-3.140510437890424E+0
1.022000000000000E+3	96.569406771256694E-3	38.151011309558264E+0	616.305783927220680E-3	9.452634052202299E+0	91.234659208927898E-3	-3.281381534160622E+0
1.023000000000000E+3	96.681803145925491E-3	38.068523071447608E+0	604.259126742365810E-3	9.432067751297739E+0	101.951496426971170E-3	-3.137384008954547E+0
1.024000000000000E+3	97.890883174578502E-3	38.048959674951824E+0	604.262954806531800E-3	9.454003887937427E+0	100.490649892396170E-3	-3.308511861962200E+0
1.025000000000000E+3	83.656622242803291E-3	37.928358907735301E+0	591.646105439412540E-3	9.454749230410235E+0	100.719307980251640E-3	-3.072869542910656E+0
1.026000000000000E+3	92.053115687517451E-3	38.204265830355887E+0	600.745803464613150E-3	9.449590313004229E+0	89.196079447675741E-3	-3.298214405179006E+0
1.027000000000000E+3	90.187651035072050E-3	38.053166578237146E+0	600.785804665205150E-3	9.439301076376676E+0	95.639665739257029E-3	-3.164190709875230E+0
1.028000000000000E+3	98.191407091501828E-3	38.150302197929754E+0	601.460802453502530E-3	9.463930236129819E+0	91.761081501601074E-3	-3.222817381616907E+0
1.029000000000000E+3	99.931023399181543E-3	38.004210996414301E+0	611.999695770419240E-3	9.437266572363534E+0	92.385910272053048E-3	-3.132631700176112E+0
1.030000000000000E+3	94.672730371579195E-3	38.007994790183574E+0	602.524082797150530E-3	9.460858943336016E+0	101.526018521404480E-3	-3.190332740981582E+0
1.031000000000000E+3	100.006193238923540E-3	38.046319711438741E+0	614.621231481875750E-3	9.451085234938507E+0	102.239408269297060E-3	-3.171807023460949E+0
1.032000000000000E+3	101.814262170406590E-3	38.047316531922490E+0	604.993567690014890E-3	9.462126388096419E+0	103.663697013825800E-3	-3.118333956708160E+0
1.033000000000000E+3	109.746142073822180E-3	38.041057885017395E+0	609.238844534221170E-3	9.470676511530399E+0	106.258660839561590E-3	-3.102622202766953E+0
1.034000000000000E+3	110.222156850363110E-3	38.044637137794375E+0	608.546099437705770E-3	9.467224569713807E+0	111.956481938237510E-3	-3.120020646085833E+0
1.035000000000000E+3	105.316467477486960E-3	38.008951555351395E+0	614.127775129256310E-3	9.470211520714697E+0	110.630373527914450E-3	-3.126281832047578E+0
1.036000000000000E+3	111.307163275062460E-3	38.040335414702369E+0	608.449209511232940E-3	9.460855659426819E+0	108.932466466541600E-3	-3.159513772869971E+0
1.037000000000000E+3	109.211496251254700E-3	37.977286037755690E+0	613.222543497094260E-3	9.469131102289515E+0	105.799619674161600E-3	-3.144617010357859E+0
1.038000000000000E+3	109.071865740448580E-3	38.000631977075507E+0	610.680979967305410E-3	9.458167154001146E+0	113.145479733819030E-3	-3.146606774221514E+0
1.039000000000000E+3	110.606070475971580E-3	37.974593554657964E+0	615.203337992386020E-3	9.469363936233494E+0	108.698066956399390E-3	-3.134897933727004E+0
1.040000000000000E+3	111.365315920600740E-3	37.969949950254829E+0	614.941329813819440E-3	9.462387172455303E+0	117.489007387864510E-3	-3.127770243827121E+0
1.041000000000000E+3	117.328949499211670E-3	37.972570066973731E+0	615.704666435995080E-3	9.471247121054219E+0	119.675350866477920E-3	-3.112026353209902E+0
1.042000000000000E+3	116.666953550375870E-3	37.975878367536467E+0	618.211289811597900E-3	9.469450378393091E+0	120.274933009677270E-3	-3.110335258228573E+0
1.043000000000000E+3	121.006629362906150E-3	37.980316370455498E+0	617.513987001249380E-3	9.475089677984641E+0	123.938215189649590E-3	-3.092677412157772E+0
1.044000000000000E+3	122.720811625950640E-3	37.993240031522966E+0	617.534266046358750E-3	9.469061164584817E+0	126.373701207639050E-3	-3.051101674443578E+0
1.045000000000000E+3	125.853181899808460E-3	37.970644405224050E+0	619.660112101574680E-3	9.472386290799349E+0	126.548935458031140E-3	-3.084718744315785E+0
1.046000000000000E+3	126.149860535407170E-3	37.956388410692362E+0	618.695123159522800E-3	9.468036430812100E+0	132.166157752360740E-3	-3.090819304733673E+0
1.047000000000000E+3	126.072250633331550E-3	37.943166044746469E+0	617.333582436750740E-3	9.468619497659086E+0	131.044173015973790E-3	-3.100408892550595E+0
1.048000000000000E+3	129.505753456762630E-3	37.934246774730930E+0	618.719781283981530E-3	9.471132366683124E+0	133.602273502875350E-3	-3.094078894912207E+0
1.049000000000000E+3	132.860400991428600E-3	37.922236673797556E+0	619.855196951270230E-3	9.472748781334685E+0	138.740301175846820E-3	-3.079408002043521E+0
1.050000000000000E+3	136.694303375707040E-3	37.921937598127336E+0	620.211074019614840E-3	9.472878373594432E+0	144.141524309529620E-3	-3.066503456509670E+0
1.051000000000000E+3	139.375849461539410E-3	37.913430235413763E+0	620.627469668500800E-3	9.475773611454915E+0	148.176266733319460E-3	-3.066982724198206E+0
1.052000000000000E+3	141.949471673463670E-3	37.915260479866149E+0	621.816987671534700E-3	9.474803291647458E+0	151.799011346481880E-3	-3.057759881114844E+0
1.053000000000000E+3	144.546543914206770E-3	37.924947246871213E+0	621.984407978116940E-3	9.475065377954374E+0	154.237753263925910E-3	-3.045606242621262E+0
1.054000000000000E+3	146.794440920836710E-3	37.915947633729722E+0	622.034572775711390E-3	9.474492413168900E+0	157.911021005813920E-3	-3.048330453929464E+0
1.055000000000000E+3	150.146681775436770E-3	37.917093399184658E+0	621.787569005871840E-3	9.474509803393333E+0	161.865650871531510E-3	-3.047836544698945E+0
1.056000000000000E+3	154.706289124043020E-3	37.901157471154200E+0	621.761829161119330E-3	9.475099862208452E+0	167.509160477643890E-3	-3.054263073659759E+0
1.057000000000000E+3	159.832607944605050E-3	37.891323656924953E+0	622.048947487994440E-3	9.476837001140204E+0	173.451196589729070E-3	-3.054325495862724E+0
1.058000000000000E+3	164.554585176980740E-3	37.888066139455312E+0	622.959020187954130E-3	9.477517093801893E+0	179.407293092083110E-3	-3.044820522547667E+0
1.059000000000000E+3	170.445285315235640E-3	37.896991603985612E+0	622.879665564103350E-3	9.478004533280885E+0	186.968802731499130E-3	-3.028483499882122E+0
1.060000000000000E+3	176.821095769701510E-3	37.903807591782737E+0	623.465078818187130E-3	9.478372250104279E+0	195.119910948736540E-3	-3.020797015484733E+0
1.061000000000000E+3	183.108747762115970E-3	37.905942484692787E+0	623.560320484439320E-3	9.479432260236759E+0	201.720752845130020E-3	-3.011675921266690E+0
1.062000000000000E+3	187.960377059516680E-3	37.907014075895297E+0	624.038021905912180E-3	9.479136785780007E+0	208.512787944546970E-3	-3.010066976312651E+0
1.063000000000000E+3	196.227444815937900E-3	37.904360895634689E+0	623.695177860536410E-3	9.479133033744082E+0	217.747238819646080E-3	-3.008277458457277E+0
1.064000000000000E+3	205.375846518707190E-3	37.902017214630774E+0	623.894332008099960E-3	9.480515511485908E+0	228.646430008370040E-3	-3.004958427353491E+0
1.065000000000000E+3	218.389865683286250E-3	37.905996638692052E+0	623.995292982379210E-3	9.481195679032099E+0	243.972284493170820E-3	-2.996579344971338E+0
