Freq (Hz)	micro/hp_Real	micro/hp_Imag
49.000000000000007E+0	1.442283042335363E+0	-1.213487159468178E+0
50.000000000000007E+0	-69.052122678681035E-3	229.957381533977570E-3
51.000000000000007E+0	109.343218169160690E-3	212.398004721273320E-3
52.000000000000007E+0	-41.151606366353267E-3	-370.725710936602390E-3
53.000000000000007E+0	-25.644472567521656E-3	160.093053041210880E-3
54.000000000000007E+0	64.826980033192566E-3	-98.460436190221337E-3
55.000000000000007E+0	-48.297403728724160E-3	73.964533134282126E-3
56.000000000000007E+0	164.475355812116140E-3	-131.273401123276760E-3
57.000000000000007E+0	-189.344000346624820E-3	4.680107246235033E-3
58.000000000000007E+0	32.245429006098579E-3	61.755233299482792E-3
59.000000000000007E+0	41.427959210685622E-3	-15.991447475963518E-3
60.000000000000007E+0	-76.229920662369138E-3	6.774134787392366E-3
61.000000000000007E+0	88.175993476249645E-3	7.384647012301649E-3
62.000000000000007E+0	-77.643886117279695E-3	2.440003184279606E-3
63.000000000000007E+0	53.343132188888621E-3	-7.710830504373000E-3
64.000000000000014E+0	-7.469043013347983E-3	9.227585333220460E-3
65.000000000000014E+0	3.437781820724540E-3	-18.025028858020910E-3
66.000000000000014E+0	-7.007668368344962E-3	1.723754490823790E-3
67.000000000000014E+0	15.534300689384245E-3	18.912167623729270E-3
68.000000000000014E+0	-10.819396774461820E-3	-21.939330488494880E-3
69.000000000000014E+0	-2.134098728302689E-3	17.516574887177207E-3
70.000000000000014E+0	30.486423948789355E-3	-7.640972189781343E-3
71.000000000000014E+0	-19.504708660903241E-3	-14.404950829434882E-3
72.000000000000014E+0	-6.522018909167178E-3	-400.859730871941460E-6
73.000000000000014E+0	9.444011061942549E-3	11.680922107111497E-3
74.000000000000014E+0	-552.069432680190370E-6	-14.977507064022566E-3
75.000000000000014E+0	-6.589643689804419E-3	-744.414305364778490E-6
76.000000000000014E+0	-3.130802105155258E-3	851.810484759323110E-6
77.000000000000014E+0	-8.891113265371144E-3	3.543610577453861E-3
78.000000000000014E+0	10.360453893077295E-3	4.627496920361952E-3
79.000000000000014E+0	-2.808980467463816E-3	-6.125284983391765E-3
