Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	319.523232796504050E-12
50.000000000000007E+0	920.725977465752550E-12
51.000000000000007E+0	211.414511594492190E-12
52.000000000000007E+0	215.326294919189680E-12
53.000000000000007E+0	543.014254640239920E-12
54.000000000000007E+0	428.627849134209780E-12
55.000000000000007E+0	439.783853104753760E-12
56.000000000000007E+0	873.426278476241310E-12
57.000000000000007E+0	889.733256644458850E-12
58.000000000000007E+0	273.018435226934320E-12
59.000000000000007E+0	182.132249030952390E-12
60.000000000000007E+0	175.685156987243790E-12
61.000000000000007E+0	576.801157630703380E-12
62.000000000000007E+0	1.718411983102727E-9
63.000000000000007E+0	406.180156257180170E-12
64.000000000000014E+0	64.402517518839918E-12
65.000000000000014E+0	44.202145491668605E-12
66.000000000000014E+0	42.151174502267025E-12
67.000000000000014E+0	122.493883327937360E-12
68.000000000000014E+0	59.825721834116154E-12
69.000000000000014E+0	1.545996201125261E-12
70.000000000000014E+0	162.135495804342790E-12
71.000000000000014E+0	580.119665477425710E-12
72.000000000000014E+0	731.400021767150050E-12
73.000000000000014E+0	136.103672100074200E-12
74.000000000000014E+0	448.891912468414030E-12
75.000000000000014E+0	7.938591387280545E-12
76.000000000000014E+0	162.278833612612520E-12
77.000000000000014E+0	427.189685147292170E-12
78.000000000000014E+0	639.665338857981570E-12
79.000000000000014E+0	161.361502151046700E-12
80.000000000000014E+0	176.049346100435570E-12
81.000000000000014E+0	129.256719606365390E-12
82.000000000000014E+0	57.235816769109809E-12
83.000000000000014E+0	402.657385138232860E-12
84.000000000000014E+0	1.330592144524356E-9
85.000000000000014E+0	523.716033821890020E-12
86.000000000000014E+0	388.652255628219490E-12
87.000000000000014E+0	704.994034899579600E-12
88.000000000000014E+0	40.783291703753342E-12
89.000000000000014E+0	313.438184669365140E-12
90.000000000000014E+0	200.627575287957120E-12
91.000000000000014E+0	335.666736656889110E-12
92.000000000000014E+0	688.726552943321200E-12
93.000000000000014E+0	465.923492837945850E-12
94.000000000000014E+0	153.545046995208030E-12
95.000000000000014E+0	145.595811157744410E-12
96.000000000000014E+0	341.046830240195230E-12
97.000000000000014E+0	1.479611690248009E-12
98.000000000000014E+0	406.971958815295060E-12
99.000000000000014E+0	14.823924877982290E-9
100.000000000000010E+0	48.423348211563050E-9
101.000000000000010E+0	11.893197716205523E-9
102.000000000000010E+0	66.228070383255394E-12
103.000000000000010E+0	23.389507436973884E-12
104.000000000000010E+0	139.679249714607640E-12
105.000000000000010E+0	33.752784760063692E-12
106.000000000000010E+0	187.443814737677050E-12
107.000000000000010E+0	125.751474140312540E-12
108.000000000000010E+0	304.271323240953670E-12
109.000000000000010E+0	526.088616954560190E-12
110.000000000000010E+0	391.546931897228720E-12
111.000000000000010E+0	176.667606388747230E-12
112.000000000000010E+0	56.611667095758038E-12
113.000000000000010E+0	10.959365638432269E-9
114.000000000000010E+0	16.866745870485681E-9
115.000000000000010E+0	582.651407839285460E-12
116.000000000000010E+0	187.434971605119190E-12
117.000000000000010E+0	201.712274491893010E-12
118.000000000000010E+0	217.536559241896400E-12
119.000000000000010E+0	30.522163830703041E-12
120.000000000000010E+0	4.758522133976284E-12
121.000000000000010E+0	165.384653265475360E-12
122.000000000000010E+0	1.085356217388873E-9
123.000000000000010E+0	1.105147592197697E-9
124.000000000000010E+0	378.622641109154030E-12
125.000000000000010E+0	31.016648939619729E-12
126.000000000000010E+0	17.054272836911086E-12
127.000000000000010E+0	7.516343741097924E-12
