Freq (Hz)	Gxymic2/mic1_Real	Gxymic2/mic1_Imag	Gxymic3/mic1_Real	Gxymic3/mic1_Imag	Gxymic4/mic1_Real	Gxymic4/mic1_Imag
1.972000000000000E+3	1.064754460164455E-6	6.589955778104198E-6	-4.044802856549267E-6	-453.386210550009910E-9	3.292546393999913E-6	16.078631808352202E-6
1.973000000000000E+3	1.234672376082178E-6	7.171286367957835E-6	-4.069380131787436E-6	-836.181644555197850E-9	3.002721038440842E-6	17.882452612920588E-6
1.974000000000000E+3	660.018391561169750E-9	4.482071525372075E-6	-2.342757945349215E-6	-689.023777647048840E-9	1.734108937196181E-6	11.603601962724950E-6
1.975000000000000E+3	70.587735698537538E-9	1.807959337655091E-6	-749.191262335087850E-9	-348.595006597136870E-9	649.579187727865140E-9	4.739021322231674E-6
1.976000000000000E+3	-139.615521611982900E-9	3.184297489304268E-6	-1.080905801178484E-6	-825.254385173355860E-9	1.000143440603089E-6	7.786782780806415E-6
1.977000000000000E+3	-212.934101641244160E-9	3.513077199561537E-6	-1.134741708600413E-6	-1.016243962260366E-6	837.760280645393120E-9	8.470650202741320E-6
1.978000000000000E+3	-437.667865466796320E-9	4.684343818237006E-6	-1.358288533198988E-6	-1.397615776303307E-6	528.680132538177680E-9	11.846608363625465E-6
1.979000000000000E+3	-302.518774065170650E-9	2.543386749110503E-6	-707.890335996987870E-9	-773.765868926258660E-9	165.122673094546900E-9	6.467317012405367E-6
1.980000000000000E+3	-433.951105279611320E-9	3.153229814383113E-6	-705.493893936985130E-9	-1.078434883013249E-6	79.394839584305775E-9	7.982968973566595E-6
1.981000000000000E+3	-2.127376953500637E-6	12.846514412771760E-6	-2.496066285627944E-6	-4.534805779636614E-6	-187.412113816915890E-9	31.866565405424556E-6
1.982000000000000E+3	-1.653510269000247E-6	9.939107147715604E-6	-1.837861468879587E-6	-3.513673879827290E-6	-250.882401701286960E-9	24.568346071030579E-6
1.983000000000000E+3	-321.666834927660950E-9	1.860730356723807E-6	-297.375230001615970E-9	-656.777168592584870E-9	-72.946021911234226E-9	4.706588413519408E-6
1.984000000000000E+3	-242.704833897593700E-9	1.461355205466267E-6	-214.991118292407710E-9	-552.154432566902380E-9	-61.802056348382326E-9	3.652123822459047E-6
1.985000000000000E+3	-193.050112550425340E-9	957.457581093995580E-9	-121.301851564493220E-9	-373.306414079930170E-9	-67.756070604573873E-9	2.377010343676408E-6
1.986000000000000E+3	-178.973738606426890E-9	736.248406575439540E-9	-64.494757190181582E-9	-300.523493785185150E-9	-93.023142531766355E-9	1.825155972393658E-6
1.987000000000000E+3	-589.391009191459320E-9	2.160086336588396E-6	-142.308154441383290E-9	-910.020011082105050E-9	-292.646990590671810E-9	5.388632249630177E-6
1.988000000000000E+3	-776.090433797025700E-9	2.516073973747968E-6	-100.501975148403640E-9	-1.070519417429420E-6	-419.304835560293630E-9	6.276772509178453E-6
1.989000000000000E+3	-771.280742438143200E-9	2.468391053299887E-6	-68.536215216987340E-9	-1.075876775092061E-6	-488.866574634303350E-9	6.128459173736676E-6
1.990000000000000E+3	-2.632487993949123E-6	8.445895236422428E-6	-107.660374128674770E-9	-3.726034541835321E-6	-1.448621113458555E-6	20.777130542730805E-6
1.991000000000000E+3	-3.130596616536405E-6	9.483953579123020E-6	3.168745654812260E-9	-4.237858351458137E-6	-1.859979056943239E-6	23.323717322115318E-6
1.992000000000000E+3	-501.310866987902040E-9	1.407522902973196E-6	31.614556520111277E-9	-641.203386084789160E-9	-371.176548424451110E-9	3.404130412908322E-6
1.993000000000000E+3	-456.238588698990730E-9	1.411543334710565E-6	45.459134834150787E-9	-650.671820944885500E-9	-316.592748043193140E-9	3.422604852968569E-6
1.994000000000000E+3	-296.836181445548140E-9	807.457753080148860E-9	36.780130455822811E-9	-378.639231911306630E-9	-219.341129057406620E-9	1.965527431970254E-6
1.995000000000000E+3	-428.584795073070480E-9	1.065747092704297E-6	54.125174848923921E-9	-510.882057351370740E-9	-381.882056183062110E-9	2.652193975462832E-6
1.996000000000000E+3	-1.312098530299148E-6	3.424075872360273E-6	211.379308595962040E-9	-1.610878703754766E-6	-1.022493234347840E-6	8.449380834539500E-6
1.997000000000000E+3	-2.055732131556154E-6	5.095139088111199E-6	379.817537599735780E-9	-2.442585497931726E-6	-1.869459358409342E-6	12.526369181239371E-6
1.998000000000000E+3	-2.056916597231184E-6	5.156796895868302E-6	404.133496513939080E-9	-2.470364733180643E-6	-1.848104179923510E-6	12.739969420074810E-6
1.999000000000000E+3	-2.656086902583020E-6	7.031445612758953E-6	574.765828117712820E-9	-3.342946506696668E-6	-2.026391104593824E-6	17.500661460872456E-6
2.000000000000000E+3	-2.741275041528266E-6	7.064605987510463E-6	611.718949308265170E-9	-3.381964723970967E-6	-2.083997136707272E-6	17.626905442561267E-6
2.001000000000000E+3	-1.772885525944343E-6	4.502813446649211E-6	443.375633066257600E-9	-2.163867591206243E-6	-1.305384958965079E-6	11.195398946966166E-6
2.002000000000000E+3	-800.328496666801610E-9	2.015695720000352E-6	218.093743641649150E-9	-979.600775720753320E-9	-574.881398082303080E-9	5.039849360336558E-6
2.003000000000000E+3	-231.224183744005690E-9	577.327114877918900E-9	70.066131614953701E-9	-273.069398486970820E-9	-192.700376055538930E-9	1.457048508029618E-6
2.004000000000000E+3	-301.152979046718980E-9	876.738651631591630E-9	105.087796018481380E-9	-416.536917621794480E-9	-201.555486081990750E-9	2.133138999757802E-6
2.005000000000000E+3	-362.281155690375630E-9	925.616859238162620E-9	115.295161315752780E-9	-461.656390027765320E-9	-267.488510316490070E-9	2.296379002308985E-6
2.006000000000000E+3	-274.361375331205490E-9	696.920653386590190E-9	98.306656490370154E-9	-352.636038510601820E-9	-231.368120091836840E-9	1.751126272922295E-6
2.007000000000000E+3	-294.528116722030760E-9	789.447286516714580E-9	106.391534422855910E-9	-392.037777274482500E-9	-203.780091756897710E-9	1.948682730915799E-6
2.008000000000000E+3	-361.134342307647690E-9	957.444117282861130E-9	120.432707288211400E-9	-459.915609736014790E-9	-246.564934181425840E-9	2.359531124762141E-6
2.009000000000000E+3	-556.162775980771750E-9	1.462105425773067E-6	188.155959966116800E-9	-716.041502505341020E-9	-386.156089679127370E-9	3.651019504619447E-6
2.010000000000000E+3	-443.303869226872970E-9	1.173070736542371E-6	155.380417964230130E-9	-570.961726239100870E-9	-291.015360811560240E-9	2.912308705634189E-6
2.011000000000000E+3	-203.256686890402710E-9	581.043852115334410E-9	84.039989209381981E-9	-269.915832961976740E-9	-122.832087508981960E-9	1.417269704946969E-6
2.012000000000000E+3	-396.893437797286150E-9	1.199766851081995E-6	165.136536264240020E-9	-570.093876968035280E-9	-197.630393056334020E-9	2.933708494043879E-6
2.013000000000000E+3	-274.247132219906730E-9	901.617016029086130E-9	114.815436947382520E-9	-432.250330065769780E-9	-78.240096015690380E-9	2.197376301559935E-6
2.014000000000000E+3	-154.296587971404440E-9	525.499174714208610E-9	64.887351511328333E-9	-250.581165140930670E-9	-30.175170898773530E-9	1.261309719808268E-6
2.015000000000000E+3	-121.280922154946380E-9	470.639858360473930E-9	52.968155965430129E-9	-219.972491434984780E-9	11.068955509123672E-9	1.125850698892839E-6
2.016000000000000E+3	-162.502206247030400E-9	804.350001482756980E-9	75.783862188296312E-9	-376.724579044421100E-9	131.064867362193050E-9	1.905801710713733E-6
2.017000000000000E+3	-114.734573355134350E-9	774.668134024371040E-9	61.042254247449048E-9	-370.970431517382730E-9	238.257022012390810E-9	1.804610843615447E-6
2.018000000000000E+3	-541.355740220956360E-9	3.792469782346494E-6	278.940142387442420E-9	-1.796968927396675E-6	1.138852663840313E-6	8.834831057036819E-6
2.019000000000000E+3	-471.328050084186860E-9	4.306771105716955E-6	250.147971510721210E-9	-2.029322735400204E-6	1.593115841576273E-6	9.944053201265272E-6
