Freq (Hz)	mic1(Pa^2 )	mic2(Pa^2 )	mic3(Pa^2 )	mic4(Pa^2 )
900.000000000000110E+0	5.941845495974256E-9	2.939497206330263E-9	1.446969949816607E-9	3.591147653292388E-9
901.000000000000110E+0	4.145274325779544E-9	2.886613142774429E-9	1.365456375057207E-9	2.465370628799917E-9
902.000000000000110E+0	11.157426354624809E-9	6.108162679454174E-9	2.426662211115959E-9	6.337551318493200E-9
903.000000000000110E+0	35.782637896267839E-9	19.451677143009470E-9	8.250997439656848E-9	20.490629650505563E-9
904.000000000000110E+0	28.722124532022930E-9	15.564277313271733E-9	7.269547012874603E-9	16.343058081132688E-9
905.000000000000110E+0	19.458685123026534E-9	10.068824086635743E-9	4.441441340339516E-9	10.837885051662224E-9
906.000000000000110E+0	35.157927634820591E-9	19.544234792734960E-9	8.047354860430697E-9	20.311139899101532E-9
907.000000000000110E+0	8.635092423064531E-9	4.415975841288103E-9	2.121611644178592E-9	5.267958716050740E-9
908.000000000000110E+0	7.796106730708379E-9	3.678449741659377E-9	1.736835090034954E-9	3.981060954815662E-9
909.000000000000110E+0	28.852999761507481E-9	15.612561790358063E-9	6.001518993476866E-9	15.112817437264687E-9
910.000000000000110E+0	42.620401480237438E-9	23.857123627240513E-9	8.767895394432804E-9	22.969434977545926E-9
911.000000000000110E+0	40.474831335060332E-9	22.851701296668332E-9	8.771127276230388E-9	21.610140468719761E-9
912.000000000000110E+0	29.603726236577441E-9	16.738894570946894E-9	6.045833682339997E-9	15.241012742102434E-9
913.000000000000110E+0	12.738159749829386E-9	6.692553308487429E-9	2.493512865465925E-9	5.540388610423445E-9
914.000000000000110E+0	5.494784820064850E-9	3.311863810009581E-9	783.099976561974360E-12	2.690026226236786E-9
915.000000000000110E+0	3.859204169833561E-9	2.505358296484782E-9	778.078230781119410E-12	2.315596494905046E-9
916.000000000000110E+0	6.678489665041992E-9	3.479495619145207E-9	1.442147552316707E-9	3.907041546563643E-9
917.000000000000110E+0	12.929537239433748E-9	5.759921233893787E-9	2.559688304529292E-9	6.463172399406694E-9
918.000000000000110E+0	9.134681505502643E-9	3.991693782759042E-9	1.794245000492429E-9	4.468518724818334E-9
919.000000000000110E+0	6.843619795248110E-9	3.145864310352875E-9	1.322372822608851E-9	3.318643691645864E-9
920.000000000000110E+0	11.401302619441565E-9	5.269710194038592E-9	1.828575916641200E-9	5.678441027009223E-9
921.000000000000110E+0	8.222363217933837E-9	3.767895168710877E-9	1.293450795690401E-9	4.778207153632826E-9
922.000000000000110E+0	5.198217423806440E-9	2.384480928037460E-9	973.438863388014520E-12	3.274395934462706E-9
923.000000000000110E+0	2.370033862266150E-9	1.289734344439273E-9	477.918460365628000E-12	1.373286197603707E-9
924.000000000000110E+0	3.166712251433764E-9	1.608583159183483E-9	988.138133786471580E-12	1.581186585043990E-9
925.000000000000110E+0	4.726647834971626E-9	2.348437924048550E-9	1.125677504597541E-9	2.944249229058588E-9
926.000000000000110E+0	5.163282630639870E-9	2.450569705440068E-9	995.621790432829110E-12	3.232891026357582E-9
927.000000000000110E+0	4.921857631459306E-9	2.472232259586702E-9	822.839548839719530E-12	2.591194825579981E-9
928.000000000000110E+0	9.509187356601203E-9	4.957117230309359E-9	1.473890519159449E-9	4.797727152873695E-9
929.000000000000110E+0	14.810435126501720E-9	7.548111934770054E-9	2.236137500159339E-9	8.236157303681848E-9
930.000000000000110E+0	6.454567899595097E-9	3.627833122007216E-9	1.013894727083670E-9	3.268658550027588E-9
931.000000000000110E+0	11.630841300284500E-9	5.856662267792193E-9	2.014873040225666E-9	5.171995678118454E-9
932.000000000000110E+0	20.154202153958506E-9	9.119177544329429E-9	3.401666875940501E-9	9.213815216644453E-9
933.000000000000110E+0	14.267561785106560E-9	5.843267951089716E-9	2.120520482977198E-9	5.959034186844739E-9
934.000000000000110E+0	16.463838663318564E-9	7.438299683610926E-9	2.804437353308678E-9	7.031297685091142E-9
935.000000000000110E+0	12.326591490960890E-9	5.838924574746070E-9	2.215860815227733E-9	5.965104577756643E-9
936.000000000000110E+0	14.747598799033342E-9	6.659273139934980E-9	2.369640584514531E-9	6.754704020996238E-9
937.000000000000110E+0	14.065312337981188E-9	6.486026837051141E-9	2.382544165545641E-9	6.420844892767861E-9
938.000000000000110E+0	20.832728640243218E-9	9.202332031156673E-9	2.525085653219842E-9	9.153043385615372E-9
939.000000000000110E+0	45.943514192489456E-9	18.315685209444552E-9	5.572638279096241E-9	20.515946687513875E-9
940.000000000000110E+0	39.043531393932916E-9	16.568925800422147E-9	5.156320973787300E-9	18.687535951276732E-9
941.000000000000110E+0	12.645535483715847E-9	6.072015036397247E-9	1.787649662710934E-9	5.939998120993104E-9
942.000000000000110E+0	5.160163556362337E-9	2.637756415487152E-9	849.034159741817220E-12	2.904780016932089E-9
943.000000000000110E+0	9.984684471046945E-9	3.983503456282002E-9	1.390118939574152E-9	4.952260621532743E-9
944.000000000000110E+0	13.647850738387814E-9	5.104422594074185E-9	1.530443120276157E-9	6.985016515481770E-9
945.000000000000110E+0	18.556043318411253E-9	7.491645887755669E-9	2.189377248504238E-9	9.777503075172740E-9
946.000000000000110E+0	12.656087504063851E-9	5.839618644641469E-9	1.786335646596167E-9	6.759598942311696E-9
947.000000000000110E+0	6.110458714195124E-9	2.665848992418550E-9	796.255569993865020E-12	3.542707219685465E-9
948.000000000000110E+0	4.655952921303953E-9	1.871166974189186E-9	589.752318379641220E-12	2.193749874388942E-9
949.000000000000110E+0	8.333530681827326E-9	3.585189644206798E-9	968.393280255208930E-12	3.956228855159657E-9
950.000000000000110E+0	5.622990185224387E-9	2.499441308507983E-9	834.511068372477020E-12	2.795795258658303E-9
951.000000000000110E+0	3.568178988353794E-9	1.396231453739631E-9	539.162185458126890E-12	1.548682469758974E-9
952.000000000000110E+0	5.956769159130731E-9	2.261040427758579E-9	713.004546811576000E-12	2.647854667383866E-9
953.000000000000110E+0	6.787437056214534E-9	2.766806804863084E-9	698.079322479143840E-12	3.173991258822336E-9
954.000000000000110E+0	8.656098971027628E-9	3.369972570468737E-9	821.539991558792390E-12	4.177047550175919E-9
955.000000000000110E+0	4.998856221429596E-9	2.058333615675452E-9	412.817863433310540E-12	2.687798242850752E-9
956.000000000000110E+0	2.831424144914546E-9	1.361098059217468E-9	363.205316060157530E-12	1.602875911981695E-9
957.000000000000110E+0	3.409281119593082E-9	1.109146990378411E-9	405.967681129329730E-12	1.959912817604758E-9
958.000000000000110E+0	2.428957087961752E-9	823.688660892759800E-12	350.098098382967600E-12	1.638100669893288E-9
959.000000000000110E+0	4.276586329938376E-9	1.225135352684906E-9	607.965936256561700E-12	2.295817428499465E-9
960.000000000000110E+0	4.769701494861439E-9	1.412631384382532E-9	469.510739250237450E-12	2.065072997613304E-9
961.000000000000110E+0	17.532808344361943E-9	5.892386272505501E-9	1.507762050841676E-9	7.265676093145254E-9
962.000000000000110E+0	18.058339026070914E-9	6.201869532413676E-9	1.701828473210108E-9	7.986291167096525E-9
963.000000000000110E+0	25.702657848230475E-9	10.718429003718519E-9	2.907000560042262E-9	11.833582555334829E-9
964.000000000000110E+0	27.951548657709466E-9	10.351007871896046E-9	3.017944202116562E-9	13.195587905531764E-9
965.000000000000110E+0	9.692618213921405E-9	3.276630627862722E-9	1.124235956419027E-9	4.420712393248164E-9
966.000000000000110E+0	22.649363487833035E-9	7.036444415860057E-9	1.851269808972193E-9	8.772271182520669E-9
967.000000000000110E+0	49.345578800664632E-9	16.067417661337889E-9	4.057267383012566E-9	19.875874692908620E-9
968.000000000000110E+0	17.563024172082060E-9	5.861010684606201E-9	1.658859009774824E-9	7.202618116901429E-9
969.000000000000110E+0	28.588917811571303E-9	9.610874857995283E-9	2.877989165289323E-9	11.663176393953535E-9
970.000000000000110E+0	43.268423908016388E-9	14.214477554807757E-9	3.672948279358731E-9	18.294434452923490E-9
971.000000000000110E+0	46.550789965759755E-9	15.128622275679851E-9	3.845455285232812E-9	18.391040489214677E-9
972.000000000000110E+0	57.561085371112198E-9	19.144995617175584E-9	5.443830374037903E-9	22.579292207827283E-9
973.000000000000110E+0	48.360758183469190E-9	17.107667109738657E-9	5.333454572359428E-9	19.480226617756225E-9
974.000000000000110E+0	47.627866983080578E-9	15.985004564728455E-9	5.359660479313067E-9	19.390327851484163E-9
975.000000000000110E+0	22.591919903241993E-9	7.578663333035277E-9	2.826837674891523E-9	9.506924354849242E-9
976.000000000000110E+0	10.684813696774164E-9	3.873338714699413E-9	1.620595488430806E-9	5.031523332011080E-9
977.000000000000110E+0	14.788654824013697E-9	5.128239554428619E-9	2.440208554198712E-9	6.617359386735484E-9
978.000000000000110E+0	11.346467033575275E-9	4.280666036562156E-9	1.882744720453775E-9	4.828160677900666E-9
979.000000000000110E+0	41.961088664092362E-9	13.023642215270578E-9	5.965710951461928E-9	16.453824867757620E-9
980.000000000000110E+0	68.186859955776432E-9	20.411079026077403E-9	10.973692441871063E-9	25.791048437938544E-9
981.000000000000110E+0	20.453804161820191E-9	7.048886513161881E-9	4.263337875393454E-9	7.690166115045356E-9
982.000000000000110E+0	9.791704752806604E-9	3.276642399454584E-9	2.095339609075382E-9	4.013970314542406E-9
983.000000000000110E+0	15.281298633054404E-9	4.345001595103913E-9	3.955008765577694E-9	6.174089870529356E-9
984.000000000000110E+0	16.326560724542702E-9	3.748117321415915E-9	4.520295487334788E-9	5.938556007653054E-9
985.000000000000110E+0	21.585427489562301E-9	4.657677815346472E-9	6.215527518827273E-9	7.313138098988815E-9
986.000000000000110E+0	21.661790276299522E-9	4.975794562767566E-9	7.883055428684469E-9	6.884445171990727E-9
987.000000000000110E+0	14.957352037044270E-9	2.895760518711987E-9	5.801619282137963E-9	3.999206448231549E-9
988.000000000000110E+0	9.171182456028475E-9	1.446360608312343E-9	3.465417092533307E-9	1.929563117792560E-9
989.000000000000110E+0	9.984631830256951E-9	1.247857401128001E-9	4.564904659122652E-9	1.778734010633642E-9
990.000000000000110E+0	3.549250259488143E-9	527.030738937971410E-12	1.889762034613156E-9	609.041611641002190E-12
991.000000000000110E+0	1.125921942286102E-9	204.149509310138510E-12	527.441080502757420E-12	150.496016854787250E-12
992.000000000000110E+0	2.021838101885602E-9	293.731561873613560E-12	806.972590265920900E-12	283.529489733995570E-12
993.000000000000110E+0	2.627899053489673E-9	262.864139396437320E-12	747.316069190609280E-12	204.993273251535290E-12
994.000000000000110E+0	4.329072579178463E-9	354.104659528424670E-12	1.425800496298340E-9	169.942814567768600E-12
995.000000000000110E+0	4.234712381077748E-9	320.156160460007560E-12	1.514802351200736E-9	189.300697149099500E-12
996.000000000000110E+0	4.444313835367101E-9	383.924551799102640E-12	1.251745077690940E-9	132.948319972832810E-12
